person_id	scheme	value	source
person:orcid:0000-0003-1079-5655	ORCID	0000-0003-1079-5655	doi:10.2196/27669
person:orcid:0000-0003-1200-9961	OPENALEX	A5052229575	doi:10.3390/nu16162591
person:orcid:0000-0003-1200-9961	ORCID	0000-0003-1200-9961	doi:10.3390/nu16162591
person:orcid:0000-0003-1231-1490	OPENALEX	A5046035017	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-1231-1490	ORCID	0000-0003-1231-1490	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-1351-9170	OPENALEX	A5091619938	doi:10.1007/s11136-026-04229-5
person:orcid:0000-0003-1351-9170	ORCID	0000-0003-1351-9170	doi:10.1007/s11136-026-04229-5
person:orcid:0000-0003-1369-2483	OPENALEX	A5086640521	doi:10.1007/s10198-023-01569-8
person:orcid:0000-0003-1369-2483	ORCID	0000-0003-1369-2483	doi:10.1007/s10198-023-01569-8
person:orcid:0000-0003-1604-5353	OPENALEX	A5030616812	doi:10.1007/s40273-025-01550-8
person:orcid:0000-0003-1604-5353	ORCID	0000-0003-1604-5353	doi:10.1007/s40273-025-01550-8
person:orcid:0000-0003-1681-698x	OPENALEX	A5037111300	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-1681-698x	ORCID	0000-0003-1681-698x	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-1944-6777	OPENALEX	A5085458371	doi:10.3390/cancers16111952
person:orcid:0000-0003-1944-6777	ORCID	0000-0003-1944-6777	doi:10.3390/cancers16111952
person:orcid:0000-0003-1988-1250	OPENALEX	A5007993808	doi:10.1007/s11136-024-03817-7
person:orcid:0000-0003-1988-1250	ORCID	0000-0003-1988-1250	doi:10.1007/s11136-024-03817-7
person:orcid:0000-0003-2029-6331	OPENALEX	A5017249857	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0003-2029-6331	ORCID	0000-0003-2029-6331	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0003-2290-0205	OPENALEX	A5091415159	doi:10.1007/s11136-020-02469-7
person:orcid:0000-0003-2290-0205	ORCID	0000-0003-2290-0205	doi:10.1007/s11136-020-02469-7
person:orcid:0000-0003-2359-6823	OPENALEX	A5080595847	doi:10.1007/s11136-023-03372-7
person:orcid:0000-0003-2359-6823	ORCID	0000-0003-2359-6823	doi:10.1007/s11136-023-03372-7
person:orcid:0000-0003-2449-2516	OPENALEX	A5018481496	doi:10.1007/s40273-025-01550-8
person:orcid:0000-0003-2449-2516	ORCID	0000-0003-2449-2516	doi:10.1007/s40273-025-01550-8
person:orcid:0000-0003-2513-8957	OPENALEX	A5052326586	doi:10.1007/s41669-022-00353-3
person:orcid:0000-0003-2513-8957	ORCID	0000-0003-2513-8957	doi:10.1007/s41669-022-00353-3
person:orcid:0000-0003-2533-0818	OPENALEX	A5052048899	doi:10.1007/s11136-022-03143-w
person:orcid:0000-0003-2533-0818	ORCID	0000-0003-2533-0818	doi:10.1007/s11136-022-03143-w
person:orcid:0000-0003-2798-4735	OPENALEX	A5083535676	doi:10.1186/s12955-023-02131-z
person:orcid:0000-0003-2798-4735	ORCID	0000-0003-2798-4735	doi:10.1186/s12955-023-02131-z
person:orcid:0000-0003-2802-2810	OPENALEX	A5026943664	doi:10.1186/s12955-023-02207-w
person:orcid:0000-0003-2802-2810	ORCID	0000-0003-2802-2810	doi:10.1186/s12955-023-02207-w
person:orcid:0000-0003-2902-1641	OPENALEX	A5086290664	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0003-2902-1641	ORCID	0000-0003-2902-1641	doi:10.1186/s12955-023-02144-8
person:orcid:0000-0003-3017-2770	OPENALEX	A5065534878	doi:10.3390/children8080714
person:orcid:0000-0003-3017-2770	OPENALEX	A5135302134	doi:10.1007/s11136-026-04246-4
person:orcid:0000-0003-3017-2770	ORCID	0000-0003-3017-2770	doi:10.3390/children8080714
person:orcid:0000-0003-3113-3079	OPENALEX	A5012212375	doi:10.1007/s11136-025-04077-9
person:orcid:0000-0003-3113-3079	ORCID	0000-0003-3113-3079	doi:10.1007/s11136-025-04077-9
person:orcid:0000-0003-3121-6050	OPENALEX	A5089167457	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0003-3121-6050	ORCID	0000-0003-3121-6050	doi:10.1186/s41687-024-00761-5
person:orcid:0000-0003-3187-2007	OPENALEX	A5050744717	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0003-3187-2007	ORCID	0000-0003-3187-2007	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0003-3265-0262	OPENALEX	A5059290458	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0003-3265-0262	ORCID	0000-0003-3265-0262	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0003-3274-0292	OPENALEX	A5064611355	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0003-3274-0292	ORCID	0000-0003-3274-0292	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0003-3483-5658	OPENALEX	A5101424015	doi:10.1136/bmjopen-2025-102509
person:orcid:0000-0003-3483-5658	ORCID	0000-0003-3483-5658	doi:10.1136/bmjopen-2025-102509
person:orcid:0000-0003-3550-990x	OPENALEX	A5012179966	doi:10.1007/s40273-025-01476-1
person:orcid:0000-0003-3550-990x	ORCID	0000-0003-3550-990x	doi:10.1007/s40273-025-01476-1
person:orcid:0000-0003-3571-3871	OPENALEX	A5035704791	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-3571-3871	ORCID	0000-0003-3571-3871	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-3619-5367	OPENALEX	A5046614364	doi:10.1007/s11136-020-02712-1
person:orcid:0000-0003-3619-5367	ORCID	0000-0003-3619-5367	doi:10.1007/s11136-020-02712-1
person:orcid:0000-0003-3621-1339	OPENALEX	A5005220728	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-3621-1339	ORCID	0000-0003-3621-1339	doi:10.1007/s11136-025-03930-1
person:orcid:0000-0003-3633-6596	OPENALEX	A5036301763	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-3633-6596	ORCID	0000-0003-3633-6596	doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-3634-7906	OPENALEX	A5037576805	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0003-3634-7906	ORCID	0000-0003-3634-7906	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0003-3705-5323	OPENALEX	A5003236270	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0003-3705-5323	ORCID	0000-0003-3705-5323	doi:10.1007/s11136-026-04223-x
person:orcid:0000-0003-3897-2908	OPENALEX	A5128564221	doi:10.1007/s11136-026-04230-y
person:orcid:0000-0003-3897-2908	ORCID	0000-0003-3897-2908	doi:10.1007/s11136-026-04230-y
person:orcid:0000-0003-3906-2316	OPENALEX	A5060675696	doi:10.1136/bmjopen-2024-084440
person:orcid:0000-0003-3906-2316	ORCID	0000-0003-3906-2316	doi:10.1136/bmjopen-2024-084440
person:orcid:0000-0003-3941-4553	OPENALEX	A5015174016	doi:10.1007/s41669-023-00437-8
person:orcid:0000-0003-3941-4553	ORCID	0000-0003-3941-4553	doi:10.1007/s41669-023-00437-8
person:orcid:0000-0003-4007-8243	OPENALEX	A5037889272	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0003-4007-8243	ORCID	0000-0003-4007-8243	doi:10.1007/s11136-025-03996-x
person:orcid:0000-0003-4196-8686	OPENALEX	A5048766394	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0003-4196-8686	ORCID	0000-0003-4196-8686	doi:10.1186/s12955-023-02177-z
person:orcid:0000-0003-4212-2658	OPENALEX	A5055210774	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-4212-2658	ORCID	0000-0003-4212-2658	doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-4380-620x	OPENALEX	A5039868255	doi:10.1136/bmjopen-2024-097598
person:orcid:0000-0003-4380-620x	ORCID	0000-0003-4380-620x	doi:10.1136/bmjopen-2024-097598
person:orcid:0000-0003-4392-6850	OPENALEX	A5033363054	doi:10.1007/s11136-019-02115-x
person:orcid:0000-0003-4392-6850	ORCID	0000-0003-4392-6850	doi:10.1007/s11136-019-02115-x
person:orcid:0000-0003-4392-760x	OPENALEX	A5101454822	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0003-4392-760x	ORCID	0000-0003-4392-760x	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0003-4402-9211	OPENALEX	A5054826547	doi:10.1007/s11136-020-02712-1
person:orcid:0000-0003-4402-9211	ORCID	0000-0003-4402-9211	doi:10.1007/s11136-020-02712-1
person:orcid:0000-0003-4479-8950	OPENALEX	A5063227963	doi:10.1007/s41669-022-00353-3
person:orcid:0000-0003-4479-8950	ORCID	0000-0003-4479-8950	doi:10.1007/s41669-022-00353-3
person:orcid:0000-0003-4509-1308	OPENALEX	A5103185016	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0003-4509-1308	ORCID	0000-0003-4509-1308	doi:10.1007/s40273-022-01216-9
person:orcid:0000-0003-4535-442x	OPENALEX	A5082448286	doi:10.1371/journal.pone.0319227
person:orcid:0000-0003-4535-442x	ORCID	0000-0003-4535-442x	doi:10.1371/journal.pone.0319227
person:orcid:0000-0003-4609-3911	OPENALEX	A5037958944	doi:10.1007/s11136-020-02718-9
person:orcid:0000-0003-4609-3911	ORCID	0000-0003-4609-3911	doi:10.1007/s11136-020-02718-9
person:orcid:0000-0003-4780-8333	OPENALEX	A5033164608	doi:10.1007/s40271-023-00647-6
person:orcid:0000-0003-4780-8333	ORCID	0000-0003-4780-8333	doi:10.1007/s40271-023-00647-6
person:orcid:0000-0003-4793-9026	OPENALEX	A5063359430	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0003-4793-9026	ORCID	0000-0003-4793-9026	doi:10.1007/s40273-024-01404-9
person:orcid:0000-0003-4833-5937	OPENALEX	A5072290180	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0003-4833-5937	ORCID	0000-0003-4833-5937	doi:10.1007/s12311-024-01657-2
person:orcid:0000-0003-4833-7967	OPENALEX	A5067175379	doi:10.3390/ijerph19138208
person:orcid:0000-0003-4833-7967	ORCID	0000-0003-4833-7967	doi:10.3390/ijerph19138208
person:orcid:0000-0003-4871-1840	OPENALEX	A5073921106	doi:10.1186/s12955-023-02131-z
person:orcid:0000-0003-4871-1840	ORCID	0000-0003-4871-1840	doi:10.1186/s12955-023-02131-z
person:orcid:0000-0003-4933-9569	OPENALEX	A5016114433	doi:10.1186/s13643-025-03060-2
person:orcid:0000-0003-4933-9569	ORCID	0000-0003-4933-9569	doi:10.1186/s13643-025-03060-2
person:orcid:0009-0000-4173-3487	OPENALEX	A5051422828	doi:10.1007/s40271-025-00735-9
person:orcid:0009-0000-4173-3487	ORCID	0009-0000-4173-3487	doi:10.1007/s40271-025-00735-9
person:orcid:0009-0001-2704-5044	OPENALEX	A5084400086	doi:10.1007/s11136-026-04223-x
person:orcid:0009-0001-2704-5044	ORCID	0009-0001-2704-5044	doi:10.1007/s11136-026-04223-x
person:orcid:0009-0002-6616-3657	OPENALEX	A5101897221	doi:10.1007/s10198-024-01710-1
person:orcid:0009-0002-6616-3657	ORCID	0009-0002-6616-3657	doi:10.1007/s10198-024-01710-1
person:orcid:0009-0003-3441-7795	ORCID	0009-0003-3441-7795	doi:10.3390/curroncol32060308
person:orcid:0009-0003-4264-0946	OPENALEX	A5094046394	doi:10.1007/s41669-024-00486-7
person:orcid:0009-0003-4264-0946	ORCID	0009-0003-4264-0946	doi:10.1007/s41669-024-00486-7
person:orcid:0009-0003-6953-6997	ORCID	0009-0003-6953-6997	doi:10.3390/curroncol32060308
person:orcid:0009-0004-5019-9094	OPENALEX	A5060516605	doi:10.1186/s12955-023-02131-z
person:orcid:0009-0004-5019-9094	ORCID	0009-0004-5019-9094	doi:10.1186/s12955-023-02131-z
person:orcid:0009-0005-4800-6182	OPENALEX	A5102915342	doi:10.1007/s11136-026-04223-x
person:orcid:0009-0005-4800-6182	ORCID	0009-0005-4800-6182	doi:10.1007/s11136-026-04223-x
person:orcid:0009-0005-5260-4652	OPENALEX	A5093565451	doi:10.1177/0272989x251380556
person:orcid:0009-0005-5260-4652	ORCID	0009-0005-5260-4652	doi:10.1177/0272989x251380556
person:orcid:0009-0006-5595-0419	OPENALEX	A5005836129	doi:10.1007/s11136-026-04223-x
person:orcid:0009-0006-5595-0419	ORCID	0009-0006-5595-0419	doi:10.1007/s11136-026-04223-x
person:orcid:0009-0007-1555-7169	OPENALEX	A5050497223	doi:10.1007/s11136-025-04077-9
person:orcid:0009-0007-1555-7169	ORCID	0009-0007-1555-7169	doi:10.1007/s11136-025-04077-9
person:orcid:0009-0007-3558-3946	OPENALEX	A5027300986	doi:10.3390/cancers16111952
person:orcid:0009-0007-3558-3946	ORCID	0009-0007-3558-3946	doi:10.3390/cancers16111952
person:orcid:0009-0008-6782-4182	OPENALEX	A5101313577	doi:10.1007/s10198-024-01710-1
person:orcid:0009-0008-6782-4182	ORCID	0009-0008-6782-4182	doi:10.1007/s10198-024-01710-1
person:orcid:0009-0009-2934-8362	OPENALEX	A5117121468	doi:10.1007/s10198-025-01770-x
person:orcid:0009-0009-2934-8362	ORCID	0009-0009-2934-8362	doi:10.1007/s10198-025-01770-x
person:orcid:0009-0009-4958-1276	OPENALEX	A5094513930	doi:10.3390/nu16162591
person:orcid:0009-0009-4958-1276	ORCID	0009-0009-4958-1276	doi:10.3390/nu16162591
person:orcid:0009-0009-9829-5647	OPENALEX	A5048092082	doi:10.1007/s11136-021-03007-9
person:orcid:0009-0009-9829-5647	ORCID	0009-0009-9829-5647	doi:10.1007/s11136-021-03007-9
person:eqmember:17807	OPENALEX	A5130561902	doi:10.1136/archdischild-2025-329475
person:eqmember:17815	OPENALEX	A5002636040	doi:10.1002/hec.4863
person:eqmember:17815	ORCID	0000-0001-9470-2369	doi:10.1002/hec.4863
person:eqmember:17819	OPENALEX	A5140592939	doi:10.1186/s12955-026-02578-w
person:eqmember:17841	OPENALEX	A5040405517	doi:10.1016/j.jval.2020.03.019
person:eqmember:17841	ORCID	0000-0002-6111-8008	doi:10.1016/j.jval.2020.03.019
person:eqmember:17845	OPENALEX	A5117412551	doi:10.1016/j.jval.2025.04.2160
person:eqmember:17845	OPENALEX	A5123176482	doi:10.1016/j.jval.2026.01.001
person:eqmember:17845	OPENALEX	A5128705474	doi:10.1016/j.jval.2026.02.013
person:eqmember:17849	OPENALEX	A5053077563	doi:10.1016/j.jval.2020.05.004
person:eqmember:17849	ORCID	0000-0002-2914-5022	doi:10.1016/j.jval.2020.05.004
person:eqmember:17851	OPENALEX	A5015716999	doi:10.1016/j.jval.2025.02.001
person:eqmember:17851	ORCID	0000-0002-0215-667x	doi:10.1016/j.jval.2025.02.001
person:eqmember:17911	OPENALEX	A5117412550	doi:10.1016/j.jval.2025.04.2160
person:eqmember:17944	OPENALEX	A5102604733	doi:10.1016/j.jval.2025.11.005
person:eqmember:17946	OPENALEX	A5130545239	doi:10.1136/archdischild-2025-329475
person:eqmember:17998	OPENALEX	A5140631355	doi:10.1186/s12955-026-02578-w
person:eqmember:18019	OPENALEX	A5043342920	doi:10.1016/j.jval.2024.06.018
person:eqmember:18019	ORCID	0000-0002-1902-7671	doi:10.1016/j.jval.2024.06.018
person:eqmember:19179	OPENALEX	A5064557440	doi:10.1016/j.jval.2020.03.019
person:eqmember:19179	ORCID	0000-0001-9636-6012	doi:10.1016/j.jval.2020.03.019
person:eqmember:21677	OPENALEX	A5018812334	doi:10.1016/j.jval.2025.05.013
person:eqmember:21677	ORCID	0000-0003-2719-8558	doi:10.1016/j.jval.2025.05.013
person:leader:206cc1095a3f	OPENALEX	A5054485095	doi:10.1016/j.jval.2025.04.2160
person:leader:206cc1095a3f	ORCID	0000-0003-0133-2763	doi:10.1016/j.jval.2025.04.2160
person:leader:320b99af03c2	OPENALEX	A5058351382	doi:10.1016/j.jval.2020.05.004
person:leader:320b99af03c2	ORCID	0000-0002-8739-5249	doi:10.1016/j.jval.2020.05.004
person:leader:3a021deb0a29	OPENALEX	A5005424373	doi:10.1016/j.vhri.2024.101045
person:leader:3a021deb0a29	ORCID	0000-0002-5970-1122	doi:10.1016/j.vhri.2024.101045
person:leader:63cb6b329986	OPENALEX	A5140632085	doi:10.1186/s12955-026-02578-w
person:leader:b95f9aa0caf2	OPENALEX	A5024494805	doi:10.1016/j.ssmqr.2024.100398
person:leader:b95f9aa0caf2	ORCID	0000-0001-9763-3485	doi:10.1016/j.ssmqr.2024.100398
person:leader:dd5e12d302df	OPENALEX	A5021426515	doi:10.1186/s12955-026-02581-1
person:leader:dd5e12d302df	ORCID	0000-0002-2492-8933	doi:10.1186/s12955-026-02581-1
person:openalex:A5000298893	OPENALEX	A5000298893	doi:10.1016/j.jval.2014.11.005
person:openalex:A5000298893	ORCID	0000-0003-4587-3000	doi:10.1016/j.jval.2014.11.005
person:openalex:A5001166372	OPENALEX	A5001166372	doi:10.36469/001c.145813
person:openalex:A5001166372	ORCID	0000-0002-6899-6137	doi:10.36469/001c.145813
person:openalex:A5001502711	OPENALEX	A5001502711	doi:10.1016/j.jval.2025.01.003
person:openalex:A5003148807	OPENALEX	A5003148807	doi:10.36469/001c.145813
person:openalex:A5003148807	ORCID	0000-0001-7328-1796	doi:10.36469/001c.145813
person:openalex:A5008674497	OPENALEX	A5008674497	doi:10.1186/s12955-026-02581-1
person:openalex:A5008674497	ORCID	0009-0002-9411-0851	doi:10.1186/s12955-026-02581-1
person:openalex:A5008794902	OPENALEX	A5008794902	doi:10.1007/s10198-021-01412-y
person:openalex:A5008794902	ORCID	0000-0001-5836-397x	doi:10.1007/s10198-021-01412-y
person:openalex:A5010304307	OPENALEX	A5010304307	doi:10.1016/j.vhri.2025.101543
person:openalex:A5010988882	OPENALEX	A5010988882	doi:10.1186/s12955-026-02579-9
person:openalex:A5010988882	ORCID	0000-0002-4108-5341	doi:10.1186/s12955-026-02579-9
person:openalex:A5012208098	OPENALEX	A5012208098	doi:10.36469/001c.145813
person:openalex:A5012208098	ORCID	0000-0003-2876-4785	doi:10.36469/001c.145813
person:openalex:A5012881493	OPENALEX	A5012881493	doi:10.1016/j.jval.2020.05.004
person:openalex:A5012881493	ORCID	0000-0002-0235-1635	doi:10.1016/j.jval.2020.05.004
person:openalex:A5012904054	OPENALEX	A5012904054	doi:10.1016/j.jval.2025.02.001
person:openalex:A5012904054	ORCID	0009-0001-9273-1366	doi:10.1016/j.jval.2025.02.001
person:openalex:A5016055826	OPENALEX	A5016055826	doi:10.36469/001c.145813
person:openalex:A5016055826	ORCID	0000-0001-5961-8962	doi:10.36469/001c.145813
person:openalex:A5021581627	OPENALEX	A5021581627	doi:10.1016/j.jval.2020.05.004
person:openalex:A5021581627	ORCID	0000-0003-4420-5289	doi:10.1016/j.jval.2020.05.004
person:openalex:A5024974446	OPENALEX	A5024974446	doi:10.1016/j.jval.2022.05.013
person:openalex:A5024974446	ORCID	0000-0002-0877-5623	doi:10.1016/j.jval.2022.05.013
person:openalex:A5025255902	OPENALEX	A5025255902	doi:10.1016/j.jval.2024.12.003
person:openalex:A5025255902	ORCID	0000-0003-2148-0202	doi:10.1016/j.jval.2024.12.003
person:openalex:A5025774387	OPENALEX	A5014400133	doi:10.3390/econometrics11010004
person:openalex:A5025774387	OPENALEX	A5025774387	doi:10.1007/s10614-024-10637-x
person:openalex:A5025774387	ORCID	0000-0003-0347-2604	doi:10.3390/econometrics11010004
person:openalex:A5026068062	OPENALEX	A5026068062	doi:10.1016/j.jval.2025.11.005
person:openalex:A5026503701	OPENALEX	A5026503701	doi:10.1016/j.jval.2020.03.019
person:openalex:A5026503701	ORCID	0000-0002-6817-6454	doi:10.1016/j.jval.2020.03.019
person:openalex:A5026943307	OPENALEX	A5026943307	doi:10.1016/j.jval.2020.05.004
person:openalex:A5026943307	ORCID	0000-0003-1671-5169	doi:10.1016/j.jval.2020.05.004
person:openalex:A5026959850	OPENALEX	A5026959850	doi:10.1016/j.jval.2025.02.001
person:openalex:A5026959850	ORCID	0000-0001-8966-8709	doi:10.1016/j.jval.2025.02.001
person:openalex:A5028373695	OPENALEX	A5028373695	doi:10.1016/j.jval.2025.02.001
person:openalex:A5028373695	ORCID	0000-0001-9795-1045	doi:10.1016/j.jval.2025.02.001
person:openalex:A5028609651	OPENALEX	A5028609651	doi:10.1186/s12955-026-02579-9
person:openalex:A5028609651	ORCID	0000-0002-1131-0739	doi:10.1186/s12955-026-02579-9
person:openalex:A5030081818	OPENALEX	A5030081818	doi:10.1016/j.jval.2025.11.005
person:openalex:A5031673823	OPENALEX	A5031673823	doi:10.36469/001c.145813
person:openalex:A5032844648	OPENALEX	A5032844648	doi:10.1007/s10198-021-01412-y
person:openalex:A5032844648	ORCID	0000-0003-2128-9133	doi:10.1007/s10198-021-01412-y
person:openalex:A5037261695	OPENALEX	A5037261695	doi:10.1016/j.jval.2018.05.002
person:openalex:A5037261695	ORCID	0000-0001-6179-7752	doi:10.1016/j.jval.2018.05.002
person:openalex:A5039308938	OPENALEX	A5039308938	doi:10.1016/j.jval.2025.02.001
person:openalex:A5039308938	ORCID	0000-0003-4523-8509	doi:10.1016/j.jval.2025.02.001
person:openalex:A5041379430	OPENALEX	A5041379430	doi:10.36469/001c.145813
person:openalex:A5041379430	ORCID	0000-0001-5575-7586	doi:10.36469/001c.145813
person:openalex:A5043889398	OPENALEX	A5043889398	doi:10.1016/j.jval.2024.01.005
person:openalex:A5043889398	ORCID	0000-0002-2983-8857	doi:10.1016/j.jval.2024.01.005
person:openalex:A5045403219	OPENALEX	A5045403219	doi:10.36469/001c.145813
person:openalex:A5045403219	ORCID	0000-0002-6740-2376	doi:10.36469/001c.145813
person:openalex:A5047192551	OPENALEX	A5047192551	doi:10.1016/j.vhri.2024.101045
person:openalex:A5047192551	ORCID	0000-0002-5265-2209	doi:10.1016/j.vhri.2024.101045
person:openalex:A5047819061	OPENALEX	A5047819061	doi:10.1016/j.jval.2024.01.005
person:openalex:A5047819061	ORCID	0000-0001-7294-9491	doi:10.1016/j.jval.2024.01.005
person:openalex:A5049910190	OPENALEX	A5049910190	doi:10.1186/s12955-026-02579-9
person:openalex:A5049910190	ORCID	0000-0001-7838-126x	doi:10.1186/s12955-026-02579-9
person:openalex:A5050912692	OPENALEX	A5050912692	doi:10.1016/j.jval.2025.11.005
person:openalex:A5050912692	ORCID	0000-0002-0585-6671	doi:10.1016/j.jval.2025.11.005
person:openalex:A5051372183	OPENALEX	A5051372183	doi:10.36469/001c.145813
person:openalex:A5051372183	ORCID	0000-0002-3636-0994	doi:10.36469/001c.145813
person:openalex:A5051988707	OPENALEX	A5051988707	doi:10.36469/001c.145813
person:openalex:A5051988707	ORCID	0000-0002-4646-4332	doi:10.36469/001c.145813
person:openalex:A5052119079	OPENALEX	A5052119079	doi:10.1016/j.jval.2024.01.005
person:openalex:A5052119079	ORCID	0000-0003-2364-7555	doi:10.1016/j.jval.2024.01.005
person:openalex:A5052884545	OPENALEX	A5052884545	doi:10.1016/j.jval.2025.02.001
person:openalex:A5052884545	ORCID	0000-0001-6934-0108	doi:10.1016/j.jval.2025.02.001
person:openalex:A5053892909	OPENALEX	A5053892909	doi:10.1016/j.jval.2025.01.003
person:openalex:A5053892909	ORCID	0000-0001-7151-2175	doi:10.1016/j.jval.2025.01.003
person:openalex:A5059507519	OPENALEX	A5059507519	doi:10.1016/j.jval.2024.01.005
person:openalex:A5059507519	ORCID	0000-0001-5034-3595	doi:10.1016/j.jval.2024.01.005
person:openalex:A5060090179	OPENALEX	A5060090179	doi:10.1016/j.jval.2025.11.005
person:openalex:A5060090179	ORCID	0000-0002-7017-8192	doi:10.1016/j.jval.2025.11.005
person:openalex:A5063084519	OPENALEX	A5063084519	doi:10.1007/s10614-024-10637-x
person:openalex:A5063084519	ORCID	0000-0001-8929-3572	doi:10.1007/s10614-024-10637-x
person:openalex:A5063736885	OPENALEX	A5063736885	doi:10.1016/j.jval.2025.01.003
person:openalex:A5065396071	OPENALEX	A5065396071	doi:10.1016/j.ssmqr.2024.100398
person:openalex:A5067715763	OPENALEX	A5067715763	doi:10.1016/j.jval.2025.04.2161
person:openalex:A5067715763	ORCID	0000-0003-2740-0293	doi:10.1016/j.jval.2025.04.2161
person:openalex:A5069811479	OPENALEX	A5069811479	doi:10.1016/j.jval.2025.09.009
person:openalex:A5069811479	ORCID	0000-0002-9676-1909	doi:10.1016/j.jval.2025.09.009
person:openalex:A5075102472	OPENALEX	A5075102472	doi:10.36469/001c.145813
person:openalex:A5075102472	ORCID	0000-0003-3796-4420	doi:10.36469/001c.145813
person:openalex:A5075263122	OPENALEX	A5075263122	doi:10.1016/j.jval.2025.01.003
person:openalex:A5075263122	ORCID	0000-0001-5795-8189	doi:10.1016/j.jval.2025.01.003
person:openalex:A5075516243	OPENALEX	A5075516243	doi:10.1136/archdischild-2025-329475
person:openalex:A5075516243	ORCID	0000-0001-6000-3180	doi:10.1136/archdischild-2025-329475
person:openalex:A5077201683	OPENALEX	A5077201683	doi:10.1016/j.jval.2025.01.003
person:openalex:A5077201683	ORCID	0000-0002-2355-2719	doi:10.1016/j.jval.2025.01.003
person:openalex:A5079545906	OPENALEX	A5079545906	doi:10.1016/j.ssmqr.2024.100398
person:openalex:A5080066908	OPENALEX	A5080066908	doi:10.1136/archdischild-2025-329475
person:openalex:A5080066908	ORCID	0000-0002-5950-3978	doi:10.1136/archdischild-2025-329475
person:openalex:A5080865059	OPENALEX	A5080865059	doi:10.1016/j.ssmqr.2024.100398
person:openalex:A5080865059	ORCID	0000-0002-7809-9042	doi:10.1016/j.ssmqr.2024.100398
person:openalex:A5081675787	OPENALEX	A5081675787	doi:10.1016/j.vhri.2021.09.007
person:openalex:A5082190751	OPENALEX	A5082190751	doi:10.1186/s12955-026-02579-9
person:openalex:A5082190751	ORCID	0000-0002-3257-9147	doi:10.1186/s12955-026-02579-9
person:openalex:A5085348599	OPENALEX	A5085348599	doi:10.1016/j.jval.2024.11.006
person:openalex:A5085348599	ORCID	0000-0003-2273-1245	doi:10.1016/j.jval.2024.11.006
person:openalex:A5086557976	OPENALEX	A5086557976	doi:10.1016/j.jval.2020.03.019
person:openalex:A5086557976	ORCID	0000-0002-9285-8746	doi:10.1016/j.jval.2020.03.019
person:openalex:A5091770714	OPENALEX	A5091770714	doi:10.1016/j.vhri.2024.101045
person:openalex:A5091770714	ORCID	0000-0002-0066-3491	doi:10.1016/j.vhri.2024.101045
person:openalex:A5093786284	OPENALEX	A5093786284	doi:10.1136/archdischild-2025-329475
person:openalex:A5100400360	OPENALEX	A5100400360	doi:10.1016/j.jval.2025.11.005
person:openalex:A5100400360	ORCID	0000-0003-1358-3367	doi:10.1016/j.jval.2025.11.005
person:openalex:A5100758235	OPENALEX	A5100758235	doi:10.1016/j.jval.2025.11.005
person:openalex:A5100758235	ORCID	0000-0002-7059-2553	doi:10.1016/j.jval.2025.11.005
person:openalex:A5100858517	OPENALEX	A5100858517	doi:10.1016/j.jval.2025.11.005
person:openalex:A5101422734	OPENALEX	A5101422734	doi:10.1016/j.jval.2023.03.003
person:openalex:A5101821097	OPENALEX	A5101821097	doi:10.1016/j.jval.2025.02.001
person:openalex:A5101821097	ORCID	0000-0001-9373-4086	doi:10.1016/j.jval.2025.02.001
person:openalex:A5103487818	OPENALEX	A5103487818	doi:10.1186/s12955-026-02561-5
person:openalex:A5106693152	OPENALEX	A5106693152	doi:10.1016/j.jval.2021.10.013
person:openalex:A5106693153	OPENALEX	A5106693153	doi:10.1016/j.jval.2021.10.013
person:openalex:A5108286749	OPENALEX	A5108286749	doi:10.1016/j.jval.2021.10.013
