publication_id	author_order	source_person_id	resolved_person_id	source_name	source_orcid	openalex_id	openalex_name	openalex_orcid	resolution_method	resolution_status	note
doi:10.1007/s40273-024-01379-7	6	author:doi:10.1007/s40273-024-01379-7:6	group:quokka-project-team	On behalf of the QUOKKA (Quality of Life in Kids: Key Evidence for Decision Makers in Australia) Team			On behalf of the QUOKKA (Quality of Life in Kids: Key Evidence for Decision Makers in Australia) Team		EXACT_CANONICAL_NAME	ACCEPTED	
doi:10.1007/s40273-024-01382-y	1	author:doi:10.1007/s40273-024-01382-y:1	person:eqmember:19032	Mina Bahrampour	0000-0002-6915-1865	A5068470091	Mina Bahrampour	0000-0002-6915-1865	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1007/s40273-024-01382-y	2	author:doi:10.1007/s40273-024-01382-y:2	person:orcid:0000-0002-5332-5226	Renee Jones	0000-0002-5332-5226	A5066738880	Renee Jones	0000-0002-5332-5226	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1007/s40273-024-01382-y	3	author:doi:10.1007/s40273-024-01382-y:3	person:leader:50cca9cff5d9	Kim Dalziel	0000-0003-4972-8871	A5078953009	Kim Dalziel	0000-0003-4972-8871	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1007/s40273-024-01382-y	4	author:doi:10.1007/s40273-024-01382-y:4	person:eqmember:17946	Nancy Devlin	0000-0002-1561-5361	A5103206776	Nancy Devlin	0000-0002-1561-5361	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1007/s40273-024-01382-y	5	author:doi:10.1007/s40273-024-01382-y:5	person:eqmember:17807	Brendan Mulhern	0000-0003-3656-8063	A5090013218	Brendan Mulhern	0000-0003-3656-8063	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1007/s40273-024-01382-y	6	author:doi:10.1007/s40273-024-01382-y:6	group:quokka-project-team	the QUOKKA (Quality of Life in Kids: Key Evidence for Decision Makers in Australia) Team			the QUOKKA (Quality of Life in Kids: Key Evidence for Decision Makers in Australia) Team		EXACT_CANONICAL_NAME	ACCEPTED	
doi:10.1016/j.burns.2020.08.015	1	author:doi:10.1016/j.burns.2020.08.015:1	person:orcid:0000-0001-9571-576x	I. Spronk	0000-0001-9571-576x	A5048316196	Inge Spronk	0000-0001-9571-576x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.burns.2020.08.015	2	author:doi:10.1016/j.burns.2020.08.015:2	person:eqmember:17861	G.J. Bonsel	0000-0002-8364-1086	A5047977076	Gouke J. Bonsel	0000-0002-8364-1086	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.burns.2020.08.015	3	author:doi:10.1016/j.burns.2020.08.015:3	person:orcid:0000-0002-4331-3141	S. Polinder	0000-0002-4331-3141	A5068551112	Suzanne Polinder	0000-0002-4331-3141	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.burns.2020.08.015	4	author:doi:10.1016/j.burns.2020.08.015:4	person:orcid:0000-0001-5823-7375	M.E. van Baar	0000-0001-5823-7375	A5003131836	Margriet E. van Baar	0000-0001-5823-7375	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.burns.2020.08.015	5	author:doi:10.1016/j.burns.2020.08.015:5	person:eqmember:19005	M.F. Janssen	0000-0001-6602-6949	A5020933378	Mathieu F. Janssen	0000-0001-6602-6949	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.burns.2020.08.015	6	author:doi:10.1016/j.burns.2020.08.015:6	person:eqmember:17895	J.A. Haagsma	0000-0002-2055-548x	A5060133399	Juanita A. Haagsma	0000-0002-2055-548x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jocm.2024.100494	1	author:doi:10.1016/j.jocm.2024.100494:1	person:eqmember:17920	Marcel F. Jonker	0000-0001-8433-1402	A5063358434	Marcel F. Jonker	0000-0001-8433-1402	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2014.11.005	1	author:doi:10.1016/j.jval.2014.11.005:1	person:eqmember:19813	Craig BM	0000-0003-1121-1316	A5029949490	Benjamin M. Craig	0000-0003-1121-1316	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2014.11.005	2	author:doi:10.1016/j.jval.2014.11.005:2	person:openalex:A5000298893	Runge SK		A5000298893	Shannon K. Runge	0000-0003-4587-3000	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2014.11.005	3	author:doi:10.1016/j.jval.2014.11.005:3	person:eqmember:17897	Rand-Hendriksen K	0000-0001-7692-4099	A5041551368	Kim Rand	0000-0001-7692-4099	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2014.11.005	4	author:doi:10.1016/j.jval.2014.11.005:4	person:eqmember:17893	Ramos-Goñi JM		A5047957689	Juan Manuel Ramos-Goñi	0000-0002-9568-5190	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2014.11.005	5	author:doi:10.1016/j.jval.2014.11.005:5	person:eqmember:17924	Oppe M		A5023709885	Mark Oppe	0000-0003-4286-8855	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	1	author:doi:10.1016/j.jval.2018.05.002:1	person:orcid:0000-0002-4832-7833	Simone Kreimeier	0000-0002-4832-7833	A5033965888	Simone Kreimeier	0000-0002-4832-7833	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	2	author:doi:10.1016/j.jval.2018.05.002:2	person:eqmember:17924	Mark Oppe	0000-0003-4286-8855	A5023709885	Mark Oppe	0000-0003-4286-8855	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	3	author:doi:10.1016/j.jval.2018.05.002:3	person:eqmember:17893	Juan Manuel Ramos-Goñi	0000-0002-9568-5190	A5047957689	Juan Manuel Ramos-Goñi	0000-0002-9568-5190	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	4	author:doi:10.1016/j.jval.2018.05.002:4	person:openalex:A5037261695	Amanda Cole	0000-0001-6179-7752	A5037261695	Amanda Cole	0000-0001-6179-7752	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	5	author:doi:10.1016/j.jval.2018.05.002:5	person:eqmember:17946	Nancy Devlin	0000-0002-1561-5361	A5103206776	Nancy Devlin	0000-0002-1561-5361	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	6	author:doi:10.1016/j.jval.2018.05.002:6	person:eqmember:17930	Michael Herdman	0000-0002-8189-5357	A5006750775	Michael Herdman	0000-0002-8189-5357	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	7	author:doi:10.1016/j.jval.2018.05.002:7	person:eqmember:17807	Brendan Mulhern	0000-0003-3656-8063	A5090013218	Brendan Mulhern	0000-0003-3656-8063	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	8	author:doi:10.1016/j.jval.2018.05.002:8	person:eqmember:17901	Koonal Shah	0000-0002-4927-7858	A5083575745	Koonal Shah	0000-0002-4927-7858	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	9	author:doi:10.1016/j.jval.2018.05.002:9	person:eqmember:17837	Elly Stolk	0000-0001-5968-0416	A5033903811	Elly Stolk	0000-0001-5968-0416	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	10	author:doi:10.1016/j.jval.2018.05.002:10	person:eqmember:17960	Oliver Rivero‐Arias	0000-0003-2233-6544	A5014510851	Oliver Rivero‐Arias	0000-0003-2233-6544	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2018.05.002	11	author:doi:10.1016/j.jval.2018.05.002:11	person:eqmember:18010	Wolfgang Greiner	0000-0001-9552-6969	A5001823062	Wolfgang Greiner	0000-0001-9552-6969	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.02.006	1	author:doi:10.1016/j.jval.2019.02.006:1	person:eqmember:18018	You-Shan Feng	0000-0003-1509-3409	A5091571513	You‐Shan Feng	0000-0003-1509-3409	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.02.006	2	author:doi:10.1016/j.jval.2019.02.006:2	person:eqmember:17980	Ruixuan Jiang	0000-0003-1737-2989	A5049026946	Ruixuan Jiang	0000-0003-1737-2989	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.02.006	3	author:doi:10.1016/j.jval.2019.02.006:3	person:eqmember:18000	Thomas Kohlmann	0000-0002-5956-8309	A5031953969	Thomas Kohlmann	0000-0002-5956-8309	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.02.006	4	author:doi:10.1016/j.jval.2019.02.006:4	person:eqmember:17988	A. Simon Pickard	0000-0001-5645-7091	A5058888906	A. Simon Pickard	0000-0001-5645-7091	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.06.008	1	author:doi:10.1016/j.jval.2019.06.008:1	person:eqmember:18019	Zhihao Yang	0000-0001-5468-0847	A5028809099	Zhihao Yang	0000-0001-5468-0847	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.06.008	2	author:doi:10.1016/j.jval.2019.06.008:2	person:eqmember:17944	Nan Luo	0000-0001-7980-6979	A5064398143	Nan Luo	0000-0001-7980-6979	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.06.008	3	author:doi:10.1016/j.jval.2019.06.008:3	person:eqmember:17924	Mark Oppe	0000-0003-4286-8855	A5023709885	Mark Oppe	0000-0003-4286-8855	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.06.008	4	author:doi:10.1016/j.jval.2019.06.008:4	person:eqmember:17861	Gouke Bonsel	0000-0002-8364-1086	A5047977076	Gouke J. Bonsel	0000-0002-8364-1086	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.06.008	5	author:doi:10.1016/j.jval.2019.06.008:5	person:eqmember:17875	Jan Busschbach	0000-0002-8602-0381	A5020122364	Jan J.V. Busschbach	0000-0002-8602-0381	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.06.008	6	author:doi:10.1016/j.jval.2019.06.008:6	person:eqmember:17837	Elly Stolk	0000-0001-5968-0416	A5033903811	Elly Stolk	0000-0001-5968-0416	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.10.006	1	author:doi:10.1016/j.jval.2019.10.006:1	person:eqmember:17805	Bram Roudijk	0000-0001-5000-0875	A5028508726	Bram Roudijk	0000-0001-5000-0875	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.10.006	2	author:doi:10.1016/j.jval.2019.10.006:2	person:openalex:A5088417854	A. Rogier T. Donders		A5088417854	A. Rogier T. Donders		EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2019.10.006	3	author:doi:10.1016/j.jval.2019.10.006:3	person:eqmember:17968	Peep F.M. Stalmeier	0000-0002-7553-562x	A5013523692	Peep F. M. Stalmeier	0000-0002-7553-562x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	1	author:doi:10.1016/j.jval.2020.03.019:1	person:eqmember:17845	Fanni Rencz	0000-0001-9674-620x	A5024021740	Fanni Rencz	0000-0001-9674-620x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	2	author:doi:10.1016/j.jval.2020.03.019:2	person:orcid:0000-0002-6095-2295	Valentin Brodszky	0000-0002-6095-2295	A5034446187	Valentin Brodszky	0000-0002-6095-2295	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	3	author:doi:10.1016/j.jval.2020.03.019:3	person:openalex:A5086557976	László Gulácsi	0000-0002-9285-8746	A5086557976	László Gulàcsi	0000-0002-9285-8746	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	4	author:doi:10.1016/j.jval.2020.03.019:4	person:eqmember:17831	Dominik Golicki	0000-0001-7741-4760	A5035126117	Dominik Golicki	0000-0001-7741-4760	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	5	author:doi:10.1016/j.jval.2020.03.019:5	person:openalex:A5026503701	Gábor Ruzsa	0000-0002-6817-6454	A5026503701	G Ruzsa	0000-0002-6817-6454	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	6	author:doi:10.1016/j.jval.2020.03.019:6	person:eqmember:17988	A. Simon Pickard	0000-0001-5645-7091	A5058888906	A. Simon Pickard	0000-0001-5645-7091	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	7	author:doi:10.1016/j.jval.2020.03.019:7	person:eqmember:17841	Ernest H. Law	0000-0002-6111-8008	A5040405517	Ernest H. Law	0000-0002-6111-8008	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.03.019	8	author:doi:10.1016/j.jval.2020.03.019:8	person:eqmember:19179	Márta Péntek	0000-0001-9636-6012	A5064557440	Márta Péntek	0000-0001-9636-6012	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	1	author:doi:10.1016/j.jval.2020.05.004:1	person:eqmember:17849	Federico Augustovski	0000-0002-2914-5022	A5053077563	Federico Augustovski	0000-0002-2914-5022	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	2	author:doi:10.1016/j.jval.2020.05.004:2	person:leader:320b99af03c2	María Belizán	0000-0002-8739-5249	A5058351382	María Belizán	0000-0002-8739-5249	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	3	author:doi:10.1016/j.jval.2020.05.004:3	person:openalex:A5012881493	Luz Gibbons	0000-0002-0235-1635	A5012881493	Luz Gibbons	0000-0002-0235-1635	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	4	author:doi:10.1016/j.jval.2020.05.004:4	person:openalex:A5026943307	Nora Reyes	0000-0003-1671-5169	A5026943307	Nora Reyes Puma	0000-0003-1671-5169	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	5	author:doi:10.1016/j.jval.2020.05.004:5	person:eqmember:17837	Elly Stolk	0000-0001-5968-0416	A5033903811	Elly Stolk	0000-0001-5968-0416	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	6	author:doi:10.1016/j.jval.2020.05.004:6	person:eqmember:19813	Benjamin M. Craig	0000-0003-1121-1316	A5029949490	Benjamin M. Craig	0000-0003-1121-1316	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2020.05.004	7	author:doi:10.1016/j.jval.2020.05.004:7	person:openalex:A5021581627	Romina A. Tejada	0000-0003-4420-5289	A5021581627	Romina A. Tejada	0000-0003-4420-5289	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	1	author:doi:10.1016/j.jval.2021.10.013:1	person:eqmember:17893	Juan M. Ramos-Goñi	0000-0002-9568-5190	A5047957689	Juan Manuel Ramos-Goñi	0000-0002-9568-5190	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	2	author:doi:10.1016/j.jval.2021.10.013:2	person:eqmember:17924	Mark Oppe	0000-0003-4286-8855	A5023709885	Mark Oppe	0000-0003-4286-8855	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	3	author:doi:10.1016/j.jval.2021.10.013:3	person:orcid:0000-0001-8778-5055	Anabel Estévez-Carrillo	0000-0001-8778-5055	A5059117288	Anabel Estévez-Carrillo	0000-0001-8778-5055	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	4	author:doi:10.1016/j.jval.2021.10.013:4	person:eqmember:17960	Oliver Rivero-Arias	0000-0003-2233-6544	A5014510851	Oliver Rivero‐Arias	0000-0003-2233-6544	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	5	author:doi:10.1016/j.jval.2021.10.013:5	person:eqmember:18010	Greiner Wolfgang	0000-0001-9552-6969	A5001823062	Wolfgang Greiner	0000-0001-9552-6969	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	6	author:doi:10.1016/j.jval.2021.10.013:6	person:openalex:A5108286749	Kreimeier Simone		A5108286749	Kreimeier Simone		NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	7	author:doi:10.1016/j.jval.2021.10.013:7	person:openalex:A5106693152	Ludwig Kristina		A5106693152	Ludwig Kristina		NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2021.10.013	8	author:doi:10.1016/j.jval.2021.10.013:8	person:openalex:A5106693153	Rupel Valentina		A5106693153	Rupel Valentina		NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2021.12.014	1	author:doi:10.1016/j.jval.2021.12.014:1	person:leader:8677f310bcd0	Vivian Reckers-Droog	0000-0001-8722-3431	A5011536590	Vivian Reckers‐Droog	0000-0001-8722-3431	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.12.014	2	author:doi:10.1016/j.jval.2021.12.014:2	person:eqmember:17937	Milad Karimi	0000-0002-5298-174x	A5076374306	Milad Karimi	0000-0002-5298-174x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.12.014	3	author:doi:10.1016/j.jval.2021.12.014:3	person:eqmember:17992	Stefan Lipman	0000-0002-8784-9650	A5078862538	Stefan A. Lipman	0000-0002-8784-9650	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2021.12.014	4	author:doi:10.1016/j.jval.2021.12.014:4	person:eqmember:17877	Janine Verstraete	0000-0002-1148-4747	A5006452129	Janine Verstraete	0000-0002-1148-4747	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2022.05.013	1	author:doi:10.1016/j.jval.2022.05.013:1	person:eqmember:17831	Dominik Golicki	0000-0001-7741-4760	A5035126117	Dominik Golicki	0000-0001-7741-4760	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2022.05.013	2	author:doi:10.1016/j.jval.2022.05.013:2	person:openalex:A5024974446	Katarzyna Młyńczak	0000-0002-0877-5623	A5024974446	Katarzyna Młyńczak	0000-0002-0877-5623	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	1	author:doi:10.1016/j.jval.2023.03.003:1	person:eqmember:18019	Zhihao Yang	0000-0001-5468-0847	A5028809099	Zhihao Yang	0000-0001-5468-0847	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	2	author:doi:10.1016/j.jval.2023.03.003:2	person:openalex:A5101422734	Jie Jiang		A5101422734	Jie Jiang		AMBIGUOUS_EXTERNAL_IDENTIFIER	UNRESOLVED	
doi:10.1016/j.jval.2023.03.003	3	author:doi:10.1016/j.jval.2023.03.003:3	person:leader:fa3dd095d626	Pei Wang	0000-0003-3661-3944	A5100462659	Pei Wang	0000-0003-3661-3944	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	4	author:doi:10.1016/j.jval.2023.03.003:4	person:orcid:0000-0002-6012-2785	Jing Wu	0000-0002-6012-2785	A5051441138	Jing Wu	0000-0002-6012-2785	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	5	author:doi:10.1016/j.jval.2023.03.003:5	person:orcid:0000-0003-3187-2007	Yu Fang		A5110980289	Yu Fang		EXACT_CANONICAL_NAME	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	6	author:doi:10.1016/j.jval.2023.03.003:6	person:orcid:0000-0003-4392-760x	Da Feng	0000-0003-4392-760x	A5101454822	Da Feng	0000-0003-4392-760x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	7	author:doi:10.1016/j.jval.2023.03.003:7	person:orcid:0000-0003-4509-1308	Xiaoyu Xi	0000-0003-4509-1308	A5103185016	Xiaoyu Xi	0000-0003-4509-1308	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2023.03.003	8	author:doi:10.1016/j.jval.2023.03.003:8	person:eqmember:17944	Nan Luo	0000-0001-7980-6979	A5064398143	Nan Luo	0000-0001-7980-6979	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.01.005	1	author:doi:10.1016/j.jval.2024.01.005:1	person:eqmember:18021	Zhuxin Mao	0000-0002-7444-1584	A5002022038	Zhuxin Mao	0000-0002-7444-1584	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.01.005	2	author:doi:10.1016/j.jval.2024.01.005:2	person:openalex:A5043889398	Jonas Crèvecoeur	0000-0002-2983-8857	A5043889398	Jonas Crèvecoeur	0000-0002-2983-8857	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2024.01.005	3	author:doi:10.1016/j.jval.2024.01.005:3	person:openalex:A5047819061	Koen Pepermans	0000-0001-7294-9491	A5047819061	Koen Pepermans	0000-0001-7294-9491	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2024.01.005	4	author:doi:10.1016/j.jval.2024.01.005:4	person:eqmember:17962	Paul Kind	0000-0003-2377-1652	A5013594779	Paul Kind	0000-0003-2377-1652	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.01.005	5	author:doi:10.1016/j.jval.2024.01.005:5	person:openalex:A5052119079	Thomas Neyens	0000-0003-2364-7555	A5052119079	Thomas Neyens	0000-0003-2364-7555	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2024.01.005	6	author:doi:10.1016/j.jval.2024.01.005:6	person:openalex:A5059507519	Philippe Beutels	0000-0001-5034-3595	A5059507519	Philippe Beutels	0000-0001-5034-3595	NEW_EXTERNAL_IDENTITY	ACCEPTED	
doi:10.1016/j.jval.2024.03.002	1	author:doi:10.1016/j.jval.2024.03.002:1	person:eqmember:19030	Maja Kuharić	0000-0003-3696-9086	A5007210675	Maja Kuharić	0000-0003-3696-9086	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.03.002	2	author:doi:10.1016/j.jval.2024.03.002:2	person:eqmember:17988	A. Simon Pickard	0000-0001-5645-7091	A5058888906	A. Simon Pickard	0000-0001-5645-7091	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.03.002	3	author:doi:10.1016/j.jval.2024.03.002:3	person:eqmember:17819	Clara Mukuria	0000-0003-4318-1481	A5043083823	Clara Mukuria	0000-0003-4318-1481	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.03.002	4	author:doi:10.1016/j.jval.2024.03.002:4	person:eqmember:19003	Aureliano Paolo Finch	0000-0003-1438-321x	A5055927783	Aureliano Paolo Finch	0000-0003-1438-321x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.03.2195	1	author:doi:10.1016/j.jval.2024.03.2195:1	person:eqmember:17845	Fanni Rencz	0000-0001-9674-620x	A5024021740	Fanni Rencz	0000-0001-9674-620x	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.03.2195	2	author:doi:10.1016/j.jval.2024.03.2195:2	person:eqmember:19005	Mathieu F. Janssen	0000-0001-6602-6949	A5020933378	Mathieu F. Janssen	0000-0001-6602-6949	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.007	1	author:doi:10.1016/j.jval.2024.05.007:1	person:leader:4a5cd1710c94	Emily McDool	0000-0002-3530-7921	A5006458172	Emily McDool	0000-0002-3530-7921	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.007	2	author:doi:10.1016/j.jval.2024.05.007:2	person:eqmember:17819	Clara Mukuria	0000-0003-4318-1481	A5043083823	Clara Mukuria	0000-0003-4318-1481	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.007	3	author:doi:10.1016/j.jval.2024.05.007:3	person:eqmember:17998	Tessa Peasgood	0000-0001-8024-7801	A5022446221	Tessa Peasgood	0000-0001-8024-7801	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.016	1	author:doi:10.1016/j.jval.2024.05.016:1	person:eqmember:17805	Bram Roudijk	0000-0001-5000-0875	A5028508726	Bram Roudijk	0000-0001-5000-0875	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.016	2	author:doi:10.1016/j.jval.2024.05.016:2	person:eqmember:17920	Marcel F. Jonker	0000-0001-8433-1402	A5063358434	Marcel F. Jonker	0000-0001-8433-1402	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.016	3	author:doi:10.1016/j.jval.2024.05.016:3	person:eqmember:17867	Henry Bailey	0000-0002-4479-9948	A5090969739	Henry Bailey	0000-0002-4479-9948	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.05.016	4	author:doi:10.1016/j.jval.2024.05.016:4	person:eqmember:17835	Eleanor Pullenayegum	0000-0003-4265-1330	A5029465719	Eleanor Pullenayegum	0000-0003-4265-1330	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.06.018	1	author:doi:10.1016/j.jval.2024.06.018:1	person:eqmember:18019	Zhihao Yang	0000-0002-1902-7671	A5043342920	Zhihao Yang	0000-0002-1902-7671	EXACT_CANONICAL_NAME	ACCEPTED	
doi:10.1016/j.jval.2024.06.018	2	author:doi:10.1016/j.jval.2024.06.018:2	person:eqmember:17897	Kim Rand			Kim Rand		EXACT_CANONICAL_NAME	ACCEPTED	
doi:10.1016/j.jval.2024.06.018	3	author:doi:10.1016/j.jval.2024.06.018:3	person:eqmember:17944	Nan Luo	0000-0001-7980-6979	A5064398143	Nan Luo	0000-0001-7980-6979	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.11.006	1	author:doi:10.1016/j.jval.2024.11.006:1	person:eqmember:17847	Fatima Al Sayah		A5026033494	Fatima Al Sayah	0000-0003-3891-5452	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.11.006	2	author:doi:10.1016/j.jval.2024.11.006:2	person:eqmember:18012	Xuejing Jin		A5008581679	Xuejing Jin	0000-0003-3513-2364	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.11.006	3	author:doi:10.1016/j.jval.2024.11.006:3	person:orcid:0000-0002-7142-3364	Hilary Short		A5022113389	Hilary Short	0000-0002-7142-3364	EXTERNAL_IDENTIFIER	ACCEPTED	
doi:10.1016/j.jval.2024.11.006	4	author:doi:10.1016/j.jval.2024.11.006:4	person:openalex:A5085348599	Nathan S. McClure		A5085348599	Nathan S. McClure	0000-0003-2273-1245	NEW_EXTERNAL_IDENTITY	ACCEPTED	
