project_id	person_id	role	source_name	resolution_method	resolution_status
20190370	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190410	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190430	person:eqmember:17835	PRINCIPAL_INVESTIGATOR	Eleanor Pullenayegum	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190440	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190460	person:eqmember:19003	PRINCIPAL_INVESTIGATOR	Aureliano Paolo Finch	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190470	person:eqmember:17952	PRINCIPAL_INVESTIGATOR	Nick Bansback	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190490	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190500	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190510	person:eqmember:17791	PRINCIPAL_INVESTIGATOR	Andrew Lloyd	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190550	person:eqmember:17937	PRINCIPAL_INVESTIGATOR	Milad Karimi	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190580	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190600	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190630	person:eqmember:17922	PRINCIPAL_INVESTIGATOR	MARISA SANTOS	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190660	person:eqmember:17901	PRINCIPAL_INVESTIGATOR	Koonal Shah	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190670	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190690	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190780	person:eqmember:17805	PRINCIPAL_INVESTIGATOR	Bram Roudijk	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190800	person:eqmember:17988	PRINCIPAL_INVESTIGATOR	Simon Pickard	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190810	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190820	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190830	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190840	person:eqmember:17790	PRINCIPAL_INVESTIGATOR	Aki Tsuchiya	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190850	person:leader:8d300fb068fd	PRINCIPAL_INVESTIGATOR	Martine Hoogendoorn	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190860	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190890	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190900	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190910	person:eqmember:17954	PRINCIPAL_INVESTIGATOR	Nils Gutacker	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190920	person:leader:8677f310bcd0	PRINCIPAL_INVESTIGATOR	Vivian Reckers-Droog	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190940	person:eqmember:17799	PRINCIPAL_INVESTIGATOR	Ben Van Hout	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190960	person:eqmember:17911	PRINCIPAL_INVESTIGATOR	Lidia Engel	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190980	person:eqmember:17938	PRINCIPAL_INVESTIGATOR	Mimmi Åström	CANONICAL_PROJECT_SOURCE	ACCEPTED
20190990	person:eqmember:18021	PRINCIPAL_INVESTIGATOR	Zhuxin Mao	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191000	person:eqmember:18021	PRINCIPAL_INVESTIGATOR	Zhuxin Mao	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191010	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191020	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191030	person:eqmember:17966	PRINCIPAL_INVESTIGATOR	Paula Lorgelly	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191040	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191050	person:eqmember:17962	PRINCIPAL_INVESTIGATOR	Paul Kind	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191070	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191110	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191120	person:eqmember:17789	PRINCIPAL_INVESTIGATOR	Agota Szende	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191180	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191190	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
20191210	person:eqmember:17881	PRINCIPAL_INVESTIGATOR	Jennifer Jelsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
202-RA	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
20200010	person:leader:fbb9eb69f451	PRINCIPAL_INVESTIGATOR	Titi Fitriana	CANONICAL_PROJECT_SOURCE	ACCEPTED
20200020	person:eqmember:17916	PRINCIPAL_INVESTIGATOR	Louise Longworth	CANONICAL_PROJECT_SOURCE	ACCEPTED
20200030	person:leader:510242c8d95e	PRINCIPAL_INVESTIGATOR	Lucky Ngwira	CANONICAL_PROJECT_SOURCE	ACCEPTED
20200050	person:leader:e670fd71e94e	PRINCIPAL_INVESTIGATOR	Bernhard Slaap	CANONICAL_PROJECT_SOURCE	ACCEPTED
20200060	person:leader:27feb927c5f2	PRINCIPAL_INVESTIGATOR	Erwin Birnie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2021-RA	person:eqmember:17960	PRINCIPAL_INVESTIGATOR	Oliver Rivero-Arias	CANONICAL_PROJECT_SOURCE	ACCEPTED
20210010	person:leader:bfeb5ef06782	PRINCIPAL_INVESTIGATOR	Abdulhamid Musa	CANONICAL_PROJECT_SOURCE	ACCEPTED
2023-RA	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2024-RA	person:eqmember:17958	PRINCIPAL_INVESTIGATOR	Ole Marten	CANONICAL_PROJECT_SOURCE	ACCEPTED
2025-RA	person:leader:510242c8d95e	PRINCIPAL_INVESTIGATOR	Lucky Gift Ngwira	CANONICAL_PROJECT_SOURCE	ACCEPTED
2032-RA	person:eqmember:21677	PRINCIPAL_INVESTIGATOR	Cate Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
2033-RA	person:leader:fcc3440e8385	PRINCIPAL_INVESTIGATOR	Shankar Prinja	CANONICAL_PROJECT_SOURCE	ACCEPTED
2035-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Dermawan Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2036-RA	person:leader:0e64036a4445	PRINCIPAL_INVESTIGATOR	Yiting Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2037-RA	person:eqmember:19030	PRINCIPAL_INVESTIGATOR	Maja Kuharic	CANONICAL_PROJECT_SOURCE	ACCEPTED
2038-RA	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2040-RA	person:eqmember:19030	PRINCIPAL_INVESTIGATOR	Maja Kuharic	CANONICAL_PROJECT_SOURCE	ACCEPTED
2042-RA	person:eqmember:19030	PRINCIPAL_INVESTIGATOR	Maja Kuharic	CANONICAL_PROJECT_SOURCE	ACCEPTED
2043-RA	person:leader:fc07b6540d1a	PRINCIPAL_INVESTIGATOR	Michela Meregaglia	CANONICAL_PROJECT_SOURCE	ACCEPTED
205-RA	person:eqmember:17992	PRINCIPAL_INVESTIGATOR	Stefan A. Lipman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2053-EO	person:eqmember:17966	PRINCIPAL_INVESTIGATOR	Paula Lorgelly	CANONICAL_PROJECT_SOURCE	ACCEPTED
2057-TVG	person:leader:b74a5997703c	PRINCIPAL_INVESTIGATOR	Maresa Buchholz	CANONICAL_PROJECT_SOURCE	ACCEPTED
206-RA	person:eqmember:17960	PRINCIPAL_INVESTIGATOR	Oliver Rivero-Arias	CANONICAL_PROJECT_SOURCE	ACCEPTED
2063-RA	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
207-RA	person:leader:6fe4e81455db	PRINCIPAL_INVESTIGATOR	Maksat Jumamyradov	CANONICAL_PROJECT_SOURCE	ACCEPTED
2075-EOI	person:eqmember:19032	PRINCIPAL_INVESTIGATOR	Mina Bahrampour	CANONICAL_PROJECT_SOURCE	ACCEPTED
2078-RA	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2084-RA	person:eqmember:18021	PRINCIPAL_INVESTIGATOR	Zhuxin Mao	CANONICAL_PROJECT_SOURCE	ACCEPTED
2085-VS	person:leader:6aff23c41f98	PRINCIPAL_INVESTIGATOR	Eri Hoshino	CANONICAL_PROJECT_SOURCE	ACCEPTED
209-RA	person:eqmember:17897	PRINCIPAL_INVESTIGATOR	Kim Rand	CANONICAL_PROJECT_SOURCE	ACCEPTED
2095-EO	person:leader:b80c06c3de7d	PRINCIPAL_INVESTIGATOR	Esther de Bekker-Grob	CANONICAL_PROJECT_SOURCE	ACCEPTED
2096-RA	person:eqmember:21677	PRINCIPAL_INVESTIGATOR	Cate Bailey	CANONICAL_PROJECT_SOURCE	ACCEPTED
2097-RA	person:leader:4a5cd1710c94	PRINCIPAL_INVESTIGATOR	Emily McDool	CANONICAL_PROJECT_SOURCE	ACCEPTED
2098-RA	person:leader:4001f58df21c	PRINCIPAL_INVESTIGATOR	Takeru Shiroiwa	CANONICAL_PROJECT_SOURCE	ACCEPTED
2100-EOI	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2101-EO	person:leader:676057ab3f0a	PRINCIPAL_INVESTIGATOR	Martijn Doeleman	CANONICAL_PROJECT_SOURCE	ACCEPTED
2102-RA	person:leader:fb586bce648f	PRINCIPAL_INVESTIGATOR	Nyantara Wickramasekera	CANONICAL_PROJECT_SOURCE	ACCEPTED
2106-RA	person:leader:1b524ab3f1ea	PRINCIPAL_INVESTIGATOR	Marufa Sultana	CANONICAL_PROJECT_SOURCE	ACCEPTED
2107-TVG	person:leader:521652db691b	PRINCIPAL_INVESTIGATOR	Haode Wang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2109-RA	person:leader:f16894fd3cc6	PRINCIPAL_INVESTIGATOR	Professor Julia Fox-Rushby	CANONICAL_PROJECT_SOURCE	ACCEPTED
211-RA	person:leader:43591e890911	PRINCIPAL_INVESTIGATOR	Clement Cheuk Wai Ng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2112-EOI	person:eqmember:17815	PRINCIPAL_INVESTIGATOR	Chris Sampson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2113-EOI	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2115-EOI	person:eqmember:17916	PRINCIPAL_INVESTIGATOR	Louise Longworth	CANONICAL_PROJECT_SOURCE	ACCEPTED
2116-EOI	person:eqmember:17847	PRINCIPAL_INVESTIGATOR	Fatima Al Sayah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2119-RA	person:eqmember:17849	PRINCIPAL_INVESTIGATOR	Federico Augustovski	CANONICAL_PROJECT_SOURCE	ACCEPTED
212-RA	person:leader:efeacb8233a1	PRINCIPAL_INVESTIGATOR	Jermaine Dambi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2120-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Luo Nan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2124-RA	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Welie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2125-RA	person:leader:bb6a8ddff5d8	PRINCIPAL_INVESTIGATOR	Jia Jia Lee	CANONICAL_PROJECT_SOURCE	ACCEPTED
2128-VS	person:leader:d5cba38082b1	PRINCIPAL_INVESTIGATOR	Bosiljka Djikanovic	CANONICAL_PROJECT_SOURCE	ACCEPTED
2129-RA	person:leader:b0332ff4018d	PRINCIPAL_INVESTIGATOR	Christine Mpundu-Kaambwa	CANONICAL_PROJECT_SOURCE	ACCEPTED
2130-PHD	person:eqmember:18014	PRINCIPAL_INVESTIGATOR	yaling Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2132-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2133-TVG	person:eqmember:17952	PRINCIPAL_INVESTIGATOR	Nick Bansback	CANONICAL_PROJECT_SOURCE	ACCEPTED
2134-RA	person:leader:33e259cba916	PRINCIPAL_INVESTIGATOR	Jessica Roydhouse	CANONICAL_PROJECT_SOURCE	ACCEPTED
2136-TVG	person:leader:086bfe1b27fe	PRINCIPAL_INVESTIGATOR	Minh Pham	CANONICAL_PROJECT_SOURCE	ACCEPTED
2138-TR	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2139-RA	person:leader:db2b81f67ca6	PRINCIPAL_INVESTIGATOR	Sarega Gurudas	CANONICAL_PROJECT_SOURCE	ACCEPTED
214-RA	person:eqmember:17831	PRINCIPAL_INVESTIGATOR	Dominik Golicki	CANONICAL_PROJECT_SOURCE	ACCEPTED
2141-RA	person:leader:f05e8daa6389	PRINCIPAL_INVESTIGATOR	Lan Gao	CANONICAL_PROJECT_SOURCE	ACCEPTED
2143-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michal Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2144-RA	person:eqmember:17934	PRINCIPAL_INVESTIGATOR	Michał Jakubczyk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2145-RA	person:leader:39e3bb2019e3	PRINCIPAL_INVESTIGATOR	Samar Farid	CANONICAL_PROJECT_SOURCE	ACCEPTED
2148-RA	person:leader:63cb6b329986	PRINCIPAL_INVESTIGATOR	Jill Carlton	CANONICAL_PROJECT_SOURCE	ACCEPTED
215-2020RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2152-RA	person:leader:73598c4735dd	PRINCIPAL_INVESTIGATOR	Wenjing Zhou	CANONICAL_PROJECT_SOURCE	ACCEPTED
2154-RA	person:leader:8677f310bcd0	PRINCIPAL_INVESTIGATOR	Vivian Reckers - Droog	CANONICAL_PROJECT_SOURCE	ACCEPTED
2157-RA	person:leader:22c287b45ebd	PRINCIPAL_INVESTIGATOR	Carrie-Anne Ng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2159-RA	person:eqmember:17895	PRINCIPAL_INVESTIGATOR	Juanita Haagsma	CANONICAL_PROJECT_SOURCE	ACCEPTED
216-RA	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeff Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2167-RA	person:eqmember:17984	PRINCIPAL_INVESTIGATOR	Sarah Dewilde	CANONICAL_PROJECT_SOURCE	ACCEPTED
2169-RA	person:leader:dd5e12d302df	PRINCIPAL_INVESTIGATOR	Fernando Argento	CANONICAL_PROJECT_SOURCE	ACCEPTED
217-EO	person:eqmember:18012	PRINCIPAL_INVESTIGATOR	Xuejing Jin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2170-RA	person:eqmember:17851	PRINCIPAL_INVESTIGATOR	Feng Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2171-RA	person:leader:dd5e12d302df	PRINCIPAL_INVESTIGATOR	Fernando Argento	CANONICAL_PROJECT_SOURCE	ACCEPTED
2172-RA	person:eqmember:18014	PRINCIPAL_INVESTIGATOR	Yaling Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2173-RA	person:eqmember:17911	PRINCIPAL_INVESTIGATOR	Lidia Engel	CANONICAL_PROJECT_SOURCE	ACCEPTED
2176-RA	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2177-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2178-RA	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
2179-RA	person:leader:bb6a8ddff5d8	PRINCIPAL_INVESTIGATOR	Jia Jia Lee	CANONICAL_PROJECT_SOURCE	ACCEPTED
218-RA	person:leader:c9be2e978859	PRINCIPAL_INVESTIGATOR	Tie Parma Yamato	CANONICAL_PROJECT_SOURCE	ACCEPTED
2180-RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2181-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2183-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2184-RA	person:eqmember:21678	PRINCIPAL_INVESTIGATOR	Richard Xu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2186-RA	person:leader:55f142e2e36b	PRINCIPAL_INVESTIGATOR	Dr. Emma Pleeging	CANONICAL_PROJECT_SOURCE	ACCEPTED
2188-TVG	person:leader:8873fe2331bf	PRINCIPAL_INVESTIGATOR	Yifan Ding	CANONICAL_PROJECT_SOURCE	ACCEPTED
2192-RA	person:eqmember:17954	PRINCIPAL_INVESTIGATOR	Nils Gutacker	CANONICAL_PROJECT_SOURCE	ACCEPTED
2196-RA	person:leader:5c483f3c95b6	PRINCIPAL_INVESTIGATOR	Tomos Robinson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2197-EO	person:leader:e26a260838e7	PRINCIPAL_INVESTIGATOR	Jan Faller	CANONICAL_PROJECT_SOURCE	ACCEPTED
220-VS	person:leader:c9be2e978859	PRINCIPAL_INVESTIGATOR	Tie Parma Yamato	CANONICAL_PROJECT_SOURCE	ACCEPTED
2200-RA	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2201-RA	person:eqmember:17833	PRINCIPAL_INVESTIGATOR	Donna Rowen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2202-VS	person:leader:f7a23dbb0eb8	PRINCIPAL_INVESTIGATOR	Sayem Ahmed	CANONICAL_PROJECT_SOURCE	ACCEPTED
2203-RA	person:eqmember:17855	PRINCIPAL_INVESTIGATOR	Fredrick Purba	CANONICAL_PROJECT_SOURCE	ACCEPTED
2204-RA	person:eqmember:17920	PRINCIPAL_INVESTIGATOR	Marcel Jonker	CANONICAL_PROJECT_SOURCE	ACCEPTED
2205-RA	person:leader:fe69a449d6e0	PRINCIPAL_INVESTIGATOR	Dr Norma Bulamu	CANONICAL_PROJECT_SOURCE	ACCEPTED
2206-RA	person:leader:cc619763f8c9	PRINCIPAL_INVESTIGATOR	Aysenur Ahsen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2207-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Tessa Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2209-RA	person:leader:e441983c0a65	PRINCIPAL_INVESTIGATOR	Shitong Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
221-RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2211-RA	person:leader:e441983c0a65	PRINCIPAL_INVESTIGATOR	Shitong Xie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2217-TR	person:eqmember:17819	PRINCIPAL_INVESTIGATOR	Clara Mukuria	CANONICAL_PROJECT_SOURCE	ACCEPTED
2219-PCG	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
222-RA	person:eqmember:17833	PRINCIPAL_INVESTIGATOR	Donna Rowen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2220-VS	person:leader:fcc3440e8385	PRINCIPAL_INVESTIGATOR	Shankar Prinja	CANONICAL_PROJECT_SOURCE	ACCEPTED
2222-EO	person:eqmember:17944	PRINCIPAL_INVESTIGATOR	Nan Luo	CANONICAL_PROJECT_SOURCE	ACCEPTED
2224-RA	person:eqmember:17936	PRINCIPAL_INVESTIGATOR	Mihir Gandhi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2225-BT	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2226-TR	person:eqmember:17877	PRINCIPAL_INVESTIGATOR	Janine Verstraete	CANONICAL_PROJECT_SOURCE	ACCEPTED
2229-TR	person:eqmember:17982	PRINCIPAL_INVESTIGATOR	Sarah Derrett	CANONICAL_PROJECT_SOURCE	ACCEPTED
223-RA	person:leader:45165c7286a7	PRINCIPAL_INVESTIGATOR	Meles Tekie	CANONICAL_PROJECT_SOURCE	ACCEPTED
2232-VS	person:leader:9c090ecdc8b1	PRINCIPAL_INVESTIGATOR	Lyazzat Kosherbayeva	CANONICAL_PROJECT_SOURCE	ACCEPTED
2233-VS	person:leader:7cbcaccdbedd	PRINCIPAL_INVESTIGATOR	Edwine Barasa	CANONICAL_PROJECT_SOURCE	ACCEPTED
2234-TVG	person:eqmember:17819	PRINCIPAL_INVESTIGATOR	Clara Mukuria	CANONICAL_PROJECT_SOURCE	ACCEPTED
2236-VS	person:leader:6dd0ed1ee17e	PRINCIPAL_INVESTIGATOR	Abdulmuminu Isah	CANONICAL_PROJECT_SOURCE	ACCEPTED
2238-VS	person:leader:b35bfd45b345	PRINCIPAL_INVESTIGATOR	Felix Masiye	CANONICAL_PROJECT_SOURCE	ACCEPTED
224-RA	person:eqmember:17998	PRINCIPAL_INVESTIGATOR	Peasgood	CANONICAL_PROJECT_SOURCE	ACCEPTED
2246-EO	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
2247-VS	person:leader:e1f7f2dac043	PRINCIPAL_INVESTIGATOR	Birol Yetim	CANONICAL_PROJECT_SOURCE	ACCEPTED
2248-TR	person:eqmember:17829	PRINCIPAL_INVESTIGATOR	Desiree Scott	CANONICAL_PROJECT_SOURCE	ACCEPTED
225-RA	person:eqmember:17787	PRINCIPAL_INVESTIGATOR	Abraham Gebregziabiher	CANONICAL_PROJECT_SOURCE	ACCEPTED
2252-EO	person:leader:510242c8d95e	PRINCIPAL_INVESTIGATOR	Lucky Ngwira	CANONICAL_PROJECT_SOURCE	ACCEPTED
2257-RA	person:eqmember:17879	PRINCIPAL_INVESTIGATOR	Jeffrey Johnson	CANONICAL_PROJECT_SOURCE	ACCEPTED
2260-RA	person:leader:5f455f61d442	PRINCIPAL_INVESTIGATOR	Alex Bató	CANONICAL_PROJECT_SOURCE	ACCEPTED
2262-RA	person:eqmember:17837	PRINCIPAL_INVESTIGATOR	Elly Stolk	CANONICAL_PROJECT_SOURCE	ACCEPTED
2264-EO	person:leader:6b971e7fb4c3	PRINCIPAL_INVESTIGATOR	Jonathan Nazari	CANONICAL_PROJECT_SOURCE	ACCEPTED
2265-EO	person:leader:2a71a5f6076e	PRINCIPAL_INVESTIGATOR	Jan Heijdra Suasnabar	CANONICAL_PROJECT_SOURCE	ACCEPTED
2266-TVG	person:eqmember:19813	PRINCIPAL_INVESTIGATOR	Benjamin Craig	CANONICAL_PROJECT_SOURCE	ACCEPTED
2267-EO	person:eqmember:19028	PRINCIPAL_INVESTIGATOR	Ling Jie Cheng	CANONICAL_PROJECT_SOURCE	ACCEPTED
227-RA	person:leader:6cc4c9299d70	PRINCIPAL_INVESTIGATOR	Goitom Molalign	CANONICAL_PROJECT_SOURCE	ACCEPTED
2274-TVG	person:eqmember:17946	PRINCIPAL_INVESTIGATOR	Nancy Devlin	CANONICAL_PROJECT_SOURCE	ACCEPTED
2276-RA	person:eqmember:18019	PRINCIPAL_INVESTIGATOR	Zhihao Yang	CANONICAL_PROJECT_SOURCE	ACCEPTED
2284-BT	person:eqmember:18002	PRINCIPAL_INVESTIGATOR	Tianxin Pan	CANONICAL_PROJECT_SOURCE	ACCEPTED
2288-EO	person:leader:1e73a1e0f92c	PRINCIPAL_INVESTIGATOR	Jiabi Wen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2289-BT	person:leader:adaf068280a4	PRINCIPAL_INVESTIGATOR	Jarinne Woudstra-de Jong	CANONICAL_PROJECT_SOURCE	ACCEPTED
229-RA	person:leader:d9674d98607b	PRINCIPAL_INVESTIGATOR	Yared Belete Belay	CANONICAL_PROJECT_SOURCE	ACCEPTED
2290-EO	person:leader:319f4d5520bf	PRINCIPAL_INVESTIGATOR	Yap Xin Yi	CANONICAL_PROJECT_SOURCE	ACCEPTED
2295-RA	person:eqmember:17873	PRINCIPAL_INVESTIGATOR	Professor Jan Abel Olsen	CANONICAL_PROJECT_SOURCE	ACCEPTED
2297-EO	person:leader:da2b6bcaceb6	PRINCIPAL_INVESTIGATOR	Annushiah Vasan Thakumar	CANONICAL_PROJECT_SOURCE	ACCEPTED
2299-EO	person:leader:bb6a8ddff5d8	PRINCIPAL_INVESTIGATOR	Jia Jia Lee	CANONICAL_PROJECT_SOURCE	ACCEPTED
2301-RA	person:leader:2a71a5f6076e	PRINCIPAL_INVESTIGATOR	Jan Heijdra Suasnabar	CANONICAL_PROJECT_SOURCE	ACCEPTED
2305-BT	person:leader:086bfe1b27fe	PRINCIPAL_INVESTIGATOR	Minh Pham	CANONICAL_PROJECT_SOURCE	ACCEPTED
2308-VS	person:leader:82320ccd878a	PRINCIPAL_INVESTIGATOR	Gisela Cristiane Miyamoto	CANONICAL_PROJECT_SOURCE	ACCEPTED
2312-BT	person:eqmember:18018	PRINCIPAL_INVESTIGATOR	You-Shan Feng	CANONICAL_PROJECT_SOURCE	ACCEPTED
