record_id,title,year,doi,pmid,pmcid,linked_people,screen_code,screen_reason,full_text_status,full_text_source,assessment_status,connection,connection_evidence,funding_raw,funding_scope,funding_evidence,funding_scope_evidence,project_link,project_ids,project_evidence,confidence,manual_adjudication
P81b66c580a32,The EQ-5D-3L Valuation Study in Pakistan,2023,10.1007/s41669-023-00437-8,37702988,PMC10721573,Fredrick Purba,R1,[R1] Derives a Pakistani EQ-5D-3L value set using cTTO and DCE health-state valuations.,available,europe_pmc_xml,assessed,direct_eq,"The article's stated aim is to derive a Pakistani EQ-5D-3L value set, using cTTO and DCE valuation interviews and hybrid modelling; EQ valuation is its primary research object.",explicit_euroqol,study_funding,Funding states: 'the study was funded by EuroQol group grant number EQ project 20180660.',Funding: ‘We acknowledge the study was funded by EuroQol group grant number EQ project 20180660.’,explicit,20180660,"The funding statement explicitly names EuroQol grant/project 20180660, which is the supplied candidate 'Developing an EQ-5D-3L Value Set and Population Norms for Pakistan – A Pilot Study.'",high,
Pc392f9662bf5,"A Pilot Study of Valuation Methods of the EQ-5D and the Impact of Literacy, Cultural, and Religious Factors on Preferences",2022,10.1016/j.vhri.2021.10.003,35144144,,Fredrick Purba,R1,[R1] Evaluates EQ-5D-3L valuation methods and cultural factors affecting health-state preferences.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P94a68185cdbf,Do health preferences differ among Asian populations? A comparison of EQ-5D-5L discrete choice experiments data from 11 Asian studies,2022,10.1007/s11136-021-03075-x,35181827,PMC9188617,Fredrick Purba,R1,[R1] Compares EQ-5D-5L DCE health-state valuation data and preference patterns across Asian populations.,available,europe_pmc_xml,assessed,direct_eq,The study compares EQ-5D-5L DCE preference data from 11 Asian valuation studies to assess differences in health preferences and support local value sets.,explicit_euroqol,unclear,"Funding metadata names EuroQol Research Foundation and project 20180230 (Yang, Zhihao).","The supplied text gives funding metadata naming EuroQol Research Foundation and project 20180230, but no accompanying statement identifies what the Foundation funded or its scope.",explicit,20180230,"The article's funding metadata explicitly gives project ID 20180230, whose candidate title and 11-Asian-study DCE comparison aim match the article.",high,
P60ec96d40fd5,Estimating the EQ-5D-5L value set for the Philippines,2022,10.1007/s11136-022-03143-w,35532835,PMC9356948,Fredrick Purba,R1,[R1] Develops a Philippine EQ-5D-5L health-state value set using cTTO and DCE tasks.,available,europe_pmc_xml,assessed,direct_eq,"The stated aim is to develop a Philippine EQ-5D-5L value set from general-population preferences, using C-TTO and DCE tasks to estimate utilities for EQ-5D-5L health states.",explicit_euroqol,nonfinancial_support_only,Funding metadata in the supplied text lists the EuroQol Research Foundation; the acknowledgements also identify DOH-PD and DOST-PCHRD as sponsors and EuroQol Group expertise/guidance.,"Acknowledgements name DOH-PD and DOST-PCHRD as the project sponsors, while EuroQol Group, Inc. is thanked for providing expertise and guidance throughout the study.",none,,"None of the supplied candidates identifies this 2017 Philippine EQ-5D-5L valuation study; the closest Purba projects concern Indonesian instruments, later studies, or an Indonesian workshop.",high,
P6a96643b512f,Psychometric Properties of the Indonesian Version of Youth Quality of Life-Weight Instrument (YQOL-W),2022,10.15408/jp3i.v11i2.27219,,,Fredrick Purba,R2,"[R2] Evaluates reliability, validity, and factor structure of the adapted Indonesian YQOL-W instrument.",available,openalex_pdf,assessed,adjacent_measurement,"This is a psychometric validation of the Indonesian Youth Quality of Life-Weight (YQOL-W), evaluating its factor structure, validity, and reliability for adolescents; it has no EQ instrument focus.",no_funding_statement,no_funding_statement,none stated,none stated,none,,"No candidate is identified by funding, project ID, study data, or methods. The article evaluates YQOL-W in adolescents, whereas the supplied projects concern EQ-HWB, EQ-5D, or an EuroQol meeting; shared authorship and broad measurement topic are insufficient.",high,
P5f55b4abfab6,Psychometric Properties of the Suicidal Ideation Scale in the Indonesian Language,2022,10.1177/21501319221143716,36524691,PMC9761796,Fredrick Purba,R2,"[R2] The study centrally validates the Indonesian Suicidal Ideation Scale through adaptation, reliability, and multiple validity analyses.",available,europe_pmc_xml,assessed,adjacent_measurement,"The study’s primary object is translation and psychometric validation of the Suicidal Ideation Scale (SIS) for Indonesian adolescents and young adults, not an EQ instrument or EuroQol valuation method.",other_funding_only,other_funding_only,"Acknowledgements state that the Managing Director of Indonesia’s Educational Fund Management Agency (LPDP) provided funds under Productive Innovative Research (RISPRO), PRJ-72/LPDP/2019.","Acknowledgements state that the Managing Director of Indonesia’s Educational Fund Management Agency (LPDP) provided funds under Productive Innovative Research (RISPRO), PRJ-72/LPDP/2019.",none,,The supplied EQ-focused project candidates do not match this SIS validation; Fredrick Purba’s authorship alone is insufficient to link it to any candidate.,high,
P365754906061,Psychometric evaluation of the interpersonal needs questionnaire in the Indonesian language,2022,10.1371/journal.pone.0279272,36525445,PMC9757555,Fredrick Purba,R2,"[R2] The research centrally validates the Indonesian Interpersonal Needs Questionnaire using reliability and content, concurrent, and factorial validity evidence.",available,europe_pmc_xml,assessed,adjacent_measurement,The study’s stated aim is to validate the Indonesian INQ-15 and evaluate its psychometric properties (reliability and validity) among adolescents and young adults.,other_funding_only,other_funding_only,"The authors state that work was supported by the RISPRO LPDP Research Grant from Indonesia’s Ministry of Finance, PRJ-72/LPDP/2019; no EuroQol funding is named.","The authors state that work was supported by the RISPRO LPDP Research Grant from Indonesia’s Ministry of Finance, PRJ-72/LPDP/2019; no EuroQol funding is named.",none,,None of the supplied candidates is identified by the article; its INQ-15 suicide-risk screening validation has no distinctive overlap with the candidate EQ projects.,high,
P4d386cb3aa60,EQ-5D-5L in Schizophrenia: differences between patients and nurses’ reports,2021,10.1186/s12955-021-01873-y,34641911,PMC8513280,Fredrick Purba,R1,[R1] The study directly evaluates agreement between patient and nurse proxy EQ-5D-5L reports and their relationship to PANSS.,available,europe_pmc_xml,assessed,direct_eq,"The article primarily examines patient versus nurse proxy EQ-5D-5L reports in schizophrenia, including dimensional agreement, utility scores, and correlations with PANSS.",no_funding_statement,no_funding_statement,Funding: ‘No external funding was obtained for this study.’,Funding: ‘No external funding was obtained for this study.’,none,,"No supplied candidate explicitly or distinctively covers this 2019 Indonesian schizophrenia self-versus-nurse proxy EQ-5D-5L study; the closest projects address other populations, modes, or instruments.",high,
P9b0ce3730772,Perbandingan Self-Report dengan Caregiver-Report mengenai Health-Related Quality of Life Anak dengan Talasemia Mayor Usia 8-12 Tahun,2021,10.15416/ijcp.2021.10.1.50,,,Fredrick Purba,R2,[R2] The study directly evaluates child self-report versus caregiver proxy-report measurement of PedsQL health-related quality of life.,available,openalex_pdf,assessed,adjacent_measurement,The primary research compares child self-report and caregiver-report HRQoL measurement with PedsQL 4.0 in children with major thalassemia.,no_funding_statement,no_funding_statement,The funding section states: ‘Penelitian ini tidak didanai oleh sumber hibah manapun’ (this study was not funded by any grant source).,The funding section states: ‘Penelitian ini tidak didanai oleh sumber hibah manapun’ (this study was not funded by any grant source).,possible,20180140,"Project 20180140 plausibly overlaps in Indonesian pediatric major thalassemia, caregiver/self-report measurement, and use of PedsQL, but this article does not identify the project or use EQ-5D-Y.",medium,
P00957738e538,Valuation of the EQ-5D-3L in Russia,2021,10.1007/s11136-021-02804-6,33713323,PMC8233249,Fredrick Purba,R1,[R1] The study establishes a Russian EQ-5D-3L value set using cTTO and DCE health-state valuation data.,available,europe_pmc_xml,assessed,direct_eq,"The study establishes a Russian EQ-5D-3L value set, using EuroQol's standardized protocol with cTTO and DCE tasks.",no_funding_statement,no_funding_statement,none stated; the text acknowledges EuroQol Research Foundation quality review but gives no funding or support statement.,none stated; the text acknowledges EuroQol Research Foundation quality review but gives no funding or support statement.,none,,"No candidate identifies this Russian EQ-5D-3L valuation; listed projects concern Indonesia, EQ-HWB, or meetings.",high,
Pa93a837fab52,Comparing the EQ-5D-3 L and EQ-5D-5 L: studying measurement and scores in Indonesian type 2 diabetes mellitus patients,2020,10.1186/s12955-020-1282-y,32028954,PMC7006062,Fredrick Purba,R1,[R1] The study directly compares EQ-5D-3L and EQ-5D-5L measurement and scoring properties.,available,europe_pmc_xml,assessed,direct_eq,"The stated aim is to compare EQ-5D-3L and EQ-5D-5L measurement properties and scoring in Indonesian T2DM outpatients; it evaluates ceiling effects, discrimination, and reliability.",other_funding_only,other_funding_only,Funding: ‘The research was supported by a grant from Beasiswa Pendidikan Indonesia (BPI)/LPDP ... and the University of Groningen ...’,Funding: ‘The research was supported by a grant from Beasiswa Pendidikan Indonesia (BPI)/LPDP ... and the University of Groningen ...’,none,,No candidate project is named. The 2016–17 T2DM 3L-versus-5L study was funded by LPDP and the University of Groningen; listed candidates are later or have distinct aims.,high,
Pc6cb06badb33,Valuing health-related quality of life among the Indian population: A protocol for the Development of an EQ-5D Value set for India using an Extended design (DEVINE) Study,2020,10.1136/bmjopen-2020-039517,33444194,PMC7682473,Fredrick Purba,R1,[R1] The study is designed to derive an Indian EQ-5D-5L value set and test the EQ-VT TTO block design.,available,europe_pmc_xml,assessed,direct_eq,The protocol’s primary aims are to develop an Indian EQ-5D-5L value set and test the EQ-VT 10-block versus extended valuation design.,other_funding_only,other_funding_only,"The text says the Government of India commissioned the study and names the Department of Health Research, Ministry of Health & Family Welfare (F.NO.T.11011/02/2017-HR/3176774).","The text says the Government of India commissioned the study and names the Department of Health Research, Ministry of Health & Family Welfare (F.NO.T.11011/02/2017-HR/3176774).",none,,"None of the supplied candidates is identified or distinctively matches this 2020 Indian EQ-5D-5L valuation protocol; the candidates concern Indonesian studies, meetings, or later EQ-HWB work.",high,
Pe596eeeecc41,Valuation of EQ-5D-5L health states: a comparison of seven Asian populations,2019,10.1080/14737167.2019.1557048,30523723,,Fredrick Purba,R1,[R1] This study compares TTO-derived values for EQ-5D-5L health states across Asian populations.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pa2b8960609e8,Quality of life of the Indonesian general population: Test-retest reliability and population norms of the EQ-5D-5L and WHOQOL-BREF,2018,10.1371/journal.pone.0197098,29750806,PMC5947896,Fredrick Purba,R1,[R1] The research establishes Indonesian EQ-5D-5L population norms and evaluates its test-retest reliability.,available,europe_pmc_xml,assessed,direct_eq,"The study’s objective is to obtain Indonesian population norms and test–retest reliability for EQ-5D-5L; it evaluates its descriptive system, EQ-VAS, and index scores as measurement properties.",explicit_euroqol,study_funding,‘The research was financed by the EuroQol Group (EQ Project number: 2013240)’ (also names Indonesian Higher Education funding).,The research was financed by the EuroQol Group (EQ Project number: 2013240) and Directorate General of Higher Education of Indonesia.,explicit,2013240,"The article explicitly identifies EuroQol EQ Project number 2013240; the candidate project concerns Indonesian EQ-5D-5L validation and population norms, matching the study’s aims and sample.",high,
P2bbdfa14a665,Test-Retest Reliability of EQ-5D-5L Valuation Techniques: The Composite Time Trade-Off and Discrete Choice Experiments,2018,10.1016/j.jval.2018.02.003,30314626,,Fredrick Purba,R1,[R1] This study evaluates test-retest reliability of C-TTO and DCE techniques used to value EQ-5D-5L health states.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P0988dc752ec2,Employing quality control and feedback to the EQ-5D-5L valuation protocol to improve the quality of data collection,2017,10.1007/s11136-016-1445-9,27796774,PMC5376385,Fredrick Purba,R1,[R1] The article evaluates quality control and interviewer feedback for EQ-5D-5L health-state valuation data collection.,available,europe_pmc_xml,assessed,direct_eq,"The study evaluates quality control, interviewer retraining, and feedback for EQ-5D-5L valuation using the EQ-VT protocol, cTTO, and DCE tasks.",explicit_euroqol,study_funding,This study was funded by EuroQol Research Foundation (Grant No. 2013240).,The article explicitly states: ‘This study was funded by EuroQol Research Foundation (Grant No. 2013240).’,explicit,2013240,"The funding statement explicitly gives grant 2013240, whose candidate describes the Indonesian EQ-5D-5L valuation study and EQ-VT data collection used here.",high,
P8602ac65b5dd,The Indonesian EQ-5D-5L Value Set,2017,10.1007/s40273-017-0538-9,28695543,PMC5656740,Fredrick Purba,R1,[R1] The primary aim is to derive a representative Indonesian EQ-5D-5L value set using C-TTO and DCE.,available,europe_pmc_xml,assessed,direct_eq,"The article's objective is to derive an Indonesian EQ-5D-5L value set from general-population preferences, using C-TTO and DCE elicitation and a hybrid valuation model.",explicit_euroqol,study_funding,The Funding section states: 'The research was financed by the EuroQol Group and Directorate General of Higher Education of Indonesia'; both grants were unrestricted.,Funding section: ‘The research was financed by the EuroQol Group and Directorate General of Higher Education of Indonesia.’,probable,2016420,"Candidate 2016420 specifically concerns introduction/submission of the Indonesian EQ-5D-5L value set in 2016-17 and names Purba as PI; this 2017 Purba article derives that exact value set, though it does not name the project.",medium,
Pf03eadc4f6ab,"Population norms in France with EQ-5D-5L: health states, value indexes, and VAS",2023,10.1007/s10198-022-01559-2,36625971,,Gerard De Pouvourville,R1,"[R1] This study establishes French EQ-5D-5L population norms, including health-state distributions, value indexes, and VAS.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P147e4c75f89e,A Discrete Choice Experiment to Derive Health Utilities for Aromatic L-Amino Acid Decarboxylase (AADC) Deficiency in France.,2022,10.2147/prom.s332519,35115856,PMC8800863,Gerard De Pouvourville,R2,"[R2] This study uses TTO, standard gamble, and a DCE to derive utilities for AADC health states, making health-state valuation central.",available,europe_pmc_xml,assessed,adjacent_measurement,The study's aim was to derive health-state utilities for AADC deficiency using a discrete choice experiment; EQ-5D-5L is mentioned only as an instrument that cannot be used in this rare disease.,other_funding_only,other_funding_only,Acknowledgments: ‘This work was supported by PTC Therapeutics (PTC).’,Acknowledgments: ‘This work was supported by PTC Therapeutics (PTC).’,none,,No candidate project is identified: this PTC-supported AADC deficiency DCE is distinct from the French EQ-5D-5L valuation project (20170510) and IBD QALY project (20190020).,high,
Pcb15e276bd98,Eliciting Health State Utilities for Aromatic L-Amino Acid Decarboxylase (AADC) Deficiency: A Vignette Study in France,2021,10.2147/prom.s306228,34285619,PMC8285298,Gerard De Pouvourville,R2,[R2] This study directly elicits AADC health-state utilities using TTO and standard-gamble valuation of vignettes.,available,europe_pmc_xml,assessed,adjacent_measurement,The study’s primary aim was to derive French AADC-deficiency health-state utilities using vignette-based TTO and SG tasks; EQ-5D is mentioned only as an example of a measure that cannot be used in this condition.,other_funding_only,other_funding_only,The article states: ‘The study was funded by PTC Therapeutics.’,The article states: ‘The study was funded by PTC Therapeutics.’,none,,Neither candidate is identified in the article; the study concerns AADC vignette utilities rather than French EQ-5D-5L valuation or IBD.,high,
P3cdd5d7e312d,A French Value Set for the EQ-5D-5L,2020,10.1007/s40273-019-00876-4,31912325,PMC7080328,Gerard De Pouvourville,R1,[R1] This study develops the French EQ-5D-5L value set using EuroQol composite TTO and DCE valuation.,available,europe_pmc_xml,assessed,direct_eq,"The study's stated objective was to develop a French EQ-5D-5L value set; it used EuroQol's standardized valuation protocol, cTTO and DCE to value health states.",explicit_euroqol,publication_support_only,Acknowledgements: ‘Open access funding was provided by EuroQol.’,Acknowledgements say only: ‘Open access funding was provided by EuroQol’; the extract does not state EuroQol funded the study.,explicit,20170510,"The article explicitly lists ‘EuroQolEQ 20170510’; candidate 20170510 is titled ‘Valuation of the EQ-5D-5L in the French population,’ matching the study.",high,
Peee4dfbae27a,Value of a QALY for France: A New Approach to Propose Acceptable Reference Values,2020,10.1016/j.jval.2020.04.001,32828226,,Gerard De Pouvourville,R2,[R2] This develops a policy-based method to estimate the value of a statistical QALY in France.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pa0b6e2069e45,Valuing EQ-5D using Time Trade-Off in France,2013,10.1007/s10198-011-0351-x,21935715,,Gerard De Pouvourville,R1,[R1] The study directly derives a French EQ-5D value set using time trade-off valuation.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pf43c5878914c,Cultural Values: Can They Explain Differences in Health Utilities between Countries?,2019,10.1177/0272989x19841587,,,Gerard De Pouvourville; Elly Stolk; Fredrick Purba,R1,[R1] This analyzes TTO-derived EQ-5D utilities across countries to explain valuation differences and support country-specific value sets.,available,europe_pmc_xml,assessed,direct_eq,The study analyses time-tradeoff data from 28 EQ-5D valuation studies to test whether methodological and cultural factors explain between-country health-utility differences.,explicit_euroqol,unclear,The article states: ‘EuroQol Research Foundation … EQ Project 2015150.’,The extract gives only a EuroQol Research Foundation attribution and EQ Project 2015150; it does not state that EuroQol funded this study or identify the support's scope.,explicit,2015150,"The supplied article explicitly identifies ‘EQ Project 2015150,’ matching candidate project 2015150.",high,
Pe95381c261c6,Valuation of Child Health-Related Quality of Life by Child Age and Problem Duration Using a Novel Method.,2026,10.1016/j.jval.2026.06.011,42447980,,Maksat Jumamyradov,R1,[R1] This EQ-5D-Y-3L study uses DCE and kaizen tasks to derive and compare child health-state values on a novel scale.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pd21c61eb7b4f,Revisiting the Valuation of Child Health-Related Quality of Life,2025,10.1097/mlr.0000000000002200,40846650,PMC12422609,Maksat Jumamyradov,R1,[R1] Develops EQ-5D-Y-3L child health-state values using kaizen DCE tasks and an experience scale.,available,europe_pmc_xml,assessed,direct_eq,The article directly values the EQ-5D-Y-3L: it used paired comparisons and kaizen tasks to estimate a new US EQ-5D-Y-3L value set on an experience scale.,explicit_euroqol,study_funding,Acknowledgments state that the EuroQol Research Foundation supported Maksat Jumamyradov’s dissertation (304-PHD).,"Acknowledgments state that the EuroQol Research Foundation supported Maksat Jumamyradov’s dissertation (304-PHD), which produced this work.",explicit,304-PHD,The article explicitly names EuroQol Research Foundation support for dissertation project 304-PHD; its child EQ-5D-Y-3L kaizen valuation is also the project’s stated work.,high,
P6f83eb0be663,Measuring Effectiveness Based on Patient Experience (Instead of QALYs) in US Value Assessments,2024,10.1007/s40273-024-01444-1,39487899,PMC11782394,Maksat Jumamyradov,R1,[R1] Proposes an EQ-5D-Y-3L-based experience scale as an alternative method for summarizing child HRQoL gains.,available,europe_pmc_xml,assessed,direct_eq,The paper develops and demonstrates an experience-scale valuation approach using kaizen DCE tasks with child health states described by EQ-5D-Y-3L.,explicit_euroqol,study_funding,Funding/Support states: ‘This study was funded by the EuroQol Research Foundation’; the acknowledgement also cites EuroQol support for M.J.’s dissertation (304-PHD).,Funding/Support explicitly states: ‘This study was funded by the EuroQol Research Foundation’; the related dissertation grant is reported as received during the study.,explicit,304-PHD,"The acknowledgement explicitly identifies EuroQol support for M.J.’s dissertation ‘(304-PHD),’ and the study’s child-health kaizen valuation methods match that candidate project.",high,
Pca479813d190,Scale and rate heterogeneity in the EQ-5D-5L valuation,2024,10.1186/s12955-024-02271-w,39003479,PMC11555889,Maksat Jumamyradov,R1,[R1] Investigates heterogeneity in estimating EQ-5D-5L health-state values and resulting value-set face validity.,available,europe_pmc_xml,assessed,direct_eq,"The study directly estimates EQ-5D-5L values and tests how scale and discount-rate heterogeneity affects that valuation, using US EQ-5D-5L paired comparisons.",explicit_euroqol,study_funding,Funding states: ‘The EuroQol Research Foundation supported this project (No: 207-2020RA).’,Funding statement: 'The EuroQol Research Foundation supported this project (No: 207-2020RA).',explicit,207-RA;304-PHD,The acknowledgements identify EuroQol awards 207-2020RA and 304-PHD; candidate 207-RA has the same scale/rate EQ-5D-5L valuation topic and candidate 304-PHD is explicitly named as dissertation support.,high,
P2b751a90c22f,Child health valuation protocol for a discrete choice experiment comparing paired comparison and kaizen tasks and estimating US EQ-5D-Y-3L values on an experience scale,2023,10.1136/bmjopen-2023-077256,37879694,PMC10603523,Maksat Jumamyradov,R1,[R1] Protocol tests DCE tasks to value EQ-5D-Y-3L child health states and produce a US experience-scale value set.,available,europe_pmc_xml,assessed,direct_eq,"This protocol directly values EQ-5D-Y-3L child health profiles, comparing paired-comparison and kaizen tasks and estimating an EQ-5D-Y-3L value set on an experience scale.",explicit_euroqol,study_funding,The manuscript thanks the EuroQol Research Foundation for support of Maksat Jumamyradov’s dissertation ‘(304-PHD)’ and gives funder identifier ‘EuroQol Research Foundation 304-PHD.’,"The authors thank the EuroQol Research Foundation for support of Maksat Jumamyradov’s dissertation (304-PHD), the work underlying this article.",explicit,304-PHD,The article explicitly identifies EuroQol Research Foundation project 304-PHD as support for Jumamyradov’s dissertation; the candidate’s title and abstract specifically describe kaizen tasks for child health valuation.,high,
Pede13ecd7984,"What is the optimal assessment of speech? A multicentre, international evaluation of speech assessment in 2500 patients with a cleft.",2023,10.1136/bmjopen-2023-071571,38154881,PMC10759067,Margreet Franken,R2,[R2] Evaluates and recommends clinical and patient-reported measures for optimal speech-outcome assessment in cleft care.,available,europe_pmc_xml,assessed,adjacent_measurement,"This study evaluates and recommends cleft speech outcome measures, comparing clinical measures and PROMs and their timing in the ICHOM Standard Set; no EQ instrument or EuroQol valuation method is studied.",other_funding_only,other_funding_only,"The funding statement says the project received no funding, but reports that an author works as a PhD student for the EU-funded European Reference Network for Craniofacial anomalies and ENT disorders; no EuroQol funding is named.","The funding statement says the project received no funding, but reports that an author works as a PhD student for the EU-funded European Reference Network for Craniofacial anomalies and ENT disorders; no EuroQol funding is named.",none,,"Candidate 196-RA is an EQ-5D-3L/5L validity study in advanced melanoma, whereas this article concerns speech assessment in cleft care and provides no project-identifying funding or methods.",high,
Pd83200fa2a57,Evaluation of the performance of algorithms mapping EORTC QLQ-C30 onto the EQ-5D index in a metastatic colorectal cancer cost-effectiveness model.,2020,10.1186/s12955-020-01481-2,32690011,PMC7370458,Margreet Franken,R1,[R1] The study evaluates and develops algorithms mapping EORTC QLQ-C30 scores to EQ-5D utilities.,available,europe_pmc_xml,assessed,direct_eq,The study evaluates and develops QLQ-C30-to-EQ-5D-3L mapping algorithms and tests their utility and ICER effects in metastatic colorectal cancer.,other_funding_only,other_funding_only,"This research was not funded. The CAIRO3 study was supported by the Dutch Colorectal Cancer Group, which received unrestricted grants from the Dutch Cancer Foundation, Roche and Sanofi-Aventis.","This research was not funded. The CAIRO3 study was supported by the Dutch Colorectal Cancer Group, which received unrestricted grants from the Dutch Cancer Foundation, Roche and Sanofi-Aventis.",none,,"Candidate 196-RA concerns EQ-5D validity in advanced melanoma in 2021–2022, not this 2020 metastatic colorectal cancer mapping study.",high,
P5331d950e684,Validation and evaluation of the Dutch translation of the Overall Assessment of the Speaker's Experience of Stuttering for School-age children (OASES-S-D).,2015,10.1016/j.jfludis.2015.05.003,26078208,,Margreet Franken,R2,"[R2] This study translates and evaluates reliability, validity, and discrimination of the OASES-S-D health-impact measurement instrument.",unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P7a37ed9adfb9,Perceptual rating instrument for speech evaluation of stuttering treatment.,1995,10.1044/jshr.3802.280,7596094,,Margreet Franken,R2,[R2] The article develops and psychometrically evaluates a detailed speech-quality rating instrument for assessing stuttering treatment.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
Pfb091333bd7d,Evaluating the Validity of the EQ Health and Wellbeing (EQ-HWB-9) in a Large United Kingdom General Population Sample,2026,10.1016/j.jval.2026.02.006,41771433,,Nyantara Wickramasekera,R1,[R1] The study evaluates the psychometric validity and comparator agreement of the EQ-HWB-9 instrument.,unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,not_assessed_fulltext_unavailable,not_assessed_fulltext_unavailable,,,not_assessed_fulltext_unavailable,,,,
P6cedd861f14b,Using Discrete Choice Experiments (DCEs) to Compare Social and Personal Preferences for Health and Well-Being Outcomes,2026,10.1177/0272989x251378427,41099579,PMC12769934,Nyantara Wickramasekera,R2,[R2] The study directly compares personal and social DCE valuations of health and well-being outcomes.,available,europe_pmc_xml,assessed,adjacent_measurement,The study’s primary aim is to compare social versus personal preferences for SIPHER-7 health and wellbeing outcomes using otherwise near-identical discrete choice valuation exercises.,other_funding_only,other_funding_only,The article names UK Prevention Research Partnership grant MR/S037578/2; it does not name EuroQol as funder.,The article names UK Prevention Research Partnership grant MR/S037578/2; it does not name EuroQol as funder.,none,,"Candidate 2102-RA concerns EQ-5D-5L visualisation in sciatica care (2026-27), whereas this SIPHER-7 preference-valuation study surveyed the public in 2022; no project link is stated.",high,
Pfd7250df2a4e,A Large Scale Population Survey of Health and Wellbeing to Allow Comparisons Between Outcome Measures: the SIPHER-HWMIC Dataset,2025,10.1007/s11205-025-03728-1,,,Nyantara Wickramasekera,R2,[R2] The paper presents a multi-instrument health and wellbeing dataset and demonstrates econometric mapping between outcome measures.,available,openalex_pdf,assessed,adjacent_measurement,This article introduces a large UK multi-instrument health and wellbeing survey and evaluates correlations and a mapping model; EQ-5D-5L and EQ-HWB-S are included alongside several non-EQ measures.,other_funding_only,other_funding_only,"Funding: ‘UK Prevention Research Partnership, MR/S037578/2, Petra Meier.’ The acknowledgement says SIPHER was supported by that partnership and lists its funders; it does not name EuroQol funding.","Funding: ‘UK Prevention Research Partnership, MR/S037578/2, Petra Meier.’ The acknowledgement says SIPHER was supported by that partnership and lists its funders; it does not name EuroQol funding.",none,,"The sole candidate is a 2026–27 sciatica-care EQ-5D visualisation study; this 2025 article instead reports the general SIPHER-HWMIC dataset collected in 2022, with no project identifier or link.",high,
Paa3cbbad393f,Exploring Social Preferences for Health and Well-Being Across the Digital Divide: A Qualitative Investigation Based on Tasks Taken From an Online Discrete Choice Experiment,2025,10.1016/j.jval.2024.11.001,39579933,,Nyantara Wickramasekera,R2,[R2] The qualitative study examines how digitally excluded participants understand and complete DCE tasks eliciting social health and wellbeing preferences.,available,openalex_pdf,assessed,adjacent_measurement,The article’s primary research object is health and well-being preference elicitation: it qualitatively examines how digitally excluded and nonexcluded participants make choices in discrete-choice tasks drawn from an online DCE.,other_funding_only,other_funding_only,"‘Funding for this study was provided by the UK Prevention Research Partnership … (grant MR/S037578/2),’ followed by the named UKPRP funders.","‘Funding for this study was provided by the UK Prevention Research Partnership … (grant MR/S037578/2),’ followed by the named UKPRP funders.",none,,Candidate 2102-RA concerns EQ-5D-5L outcome visualisation in routine sciatica care and starts in 2026; this article reports 2022 telephone interviews on social preferences across the digital divide. No project identifier or funding link is given.,high,
