person_id,name,paper_count,project_count,euroqol_member,project_leader,orcid,openalex_id,publication_ids
person:openalex:A5053892909,Iffat Elbarazi,1,0,False,False,0000-0001-7151-2175,A5053892909,doi:10.1016/j.jval.2025.01.003
person:openalex:A5035696719,Irene Florentino-Fariñas,1,0,False,False,,A5035696719,doi:10.1007/s11136-022-03143-w
person:orcid:0000-0003-4479-8950,Irina Cleemput,1,0,False,False,0000-0003-4479-8950,A5063227963,doi:10.1007/s41669-022-00353-3
person:leader:206cc1095a3f,Irina Kinchin,1,3,False,True,0000-0003-0133-2763,A5054485095,doi:10.1016/j.jval.2025.04.2160
person:orcid:0000-0001-6660-5246,J Chang,1,0,False,False,0000-0001-6660-5246,A5079399532,doi:10.1371/journal.pone.0209344
person:openalex:A5122382176,J. Jelsma,1,0,False,False,,A5122382176,doi:10.1007/s11136-025-04150-3
person:openalex:A5074077987,Jake Hitch,1,0,False,False,,A5074077987,doi:10.1007/s40273-025-01545-5
person:eqmember:17871,James Shaw,1,0,True,False,0000-0002-7019-3720,A5055862397,doi:10.1007/s11136-020-02712-1
person:leader:e26a260838e7,Jan Faller,1,2,False,True,0000-0001-7645-2079,A5043601549,doi:10.1007/s40273-025-01509-9
person:orcid:0000-0001-6159-2482,Janel Hanmer,1,0,False,False,0000-0001-6159-2482,A5022672409,doi:10.1007/s40273-021-01109-3
person:leader:2f6e9bb0322d,Janine van Til,1,1,False,True,0000-0002-5416-5893,A5070605387,doi:10.3390/cancers16111952
person:orcid:0000-0001-7058-5102,Jashvant Poeran,1,0,False,False,0000-0001-7058-5102,A5002493085,doi:10.1213/ane.0000000000007107
person:orcid:0009-0001-2704-5044,JayEtta Hecker,1,0,False,False,0009-0001-2704-5044,A5084400086,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0001-7644-8088,Jeehee Pyo,1,0,False,False,0000-0001-7644-8088,A5056854306,doi:10.3961/jpmph.22.151
person:leader:0687af044b11,Jenny Downs,1,1,False,True,0000-0001-7358-9037,A5045593878,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-0177-0192,Jeonghoon Ahn,1,0,False,False,0000-0002-0177-0192,A5005167530,doi:10.1007/s11136-021-03075-x
person:leader:33e259cba916,Jessica Roydhouse,1,2,False,True,0000-0002-8025-5841,A5010221662,doi:10.1007/s11136-026-04230-y
person:orcid:0000-0002-4290-4863,Jessica Taranto,1,0,False,False,0000-0002-4290-4863,A5015914274,doi:10.1007/s11136-025-03996-x
person:openalex:A5026959850,Jiajun Yan,1,0,False,False,0000-0001-8966-8709,A5026959850,doi:10.1016/j.jval.2025.02.001
person:openalex:A5129360275,Jianjun Xiang,1,0,False,False,,A5129360275,doi:10.1186/s12955-026-02521-z
person:orcid:0000-0002-0178-7007,Jiaxing Zhang,1,0,False,False,0000-0002-0178-7007,A5100628332,doi:10.1136/bmjopen-2025-102509
person:openalex:A5101422734,Jie Jiang,1,0,False,False,,A5101422734,doi:10.1016/j.jval.2023.03.003
person:orcid:0000-0002-2739-6995,Jie Jiang,1,0,False,False,0000-0002-2739-6995,A5010029872,doi:10.1007/s40273-022-01216-9
person:orcid:0000-0002-6891-2650,Jie Jiang,1,0,False,False,0000-0002-6891-2650,,doi:10.1007/s11136-021-03075-x
person:openalex:A5052884545,Jing Cai,1,0,False,False,0000-0001-6934-0108,A5052884545,doi:10.1016/j.jval.2025.02.001
person:openalex:A5003148807,Jo M. Wilmshurst,1,0,False,False,0000-0001-7328-1796,A5003148807,doi:10.36469/001c.145813
person:orcid:0000-0002-7913-7274,Joanna Lawrence,1,0,False,False,0000-0002-7913-7274,A5078078627,doi:10.1007/s11136-025-03996-x
person:openalex:A5117455132,Johann Saavaste,1,0,False,False,,A5117455132,doi:10.3389/ijph.2026.1608807
person:orcid:0000-0001-9749-1747,John Basmaji,1,0,False,False,0000-0001-9749-1747,A5007375599,doi:10.5492/wjccm.v11.i4.236
person:eqmember:17889,John Yfantopoulos,1,1,True,True,0000-0003-0424-6887,A5050078092,doi:10.3390/nu16162591
person:openalex:A5043889398,Jonas Crèvecoeur,1,0,False,False,0000-0002-2983-8857,A5043889398,doi:10.1016/j.jval.2024.01.005
person:openalex:A5049910190,Jonathan N. Davies,1,0,False,False,0000-0001-7838-126x,A5049910190,doi:10.1186/s12955-026-02579-9
person:openalex:A5138142464,Joëlle Eijkens,1,0,False,False,,A5138142464,doi:10.1007/s11136-026-04285-x
person:orcid:0000-0002-0680-7353,Juan Carlos Rejón-Parrilla,1,0,False,False,0000-0002-0680-7353,A5076030034,doi:10.1007/s10198-021-01306-z
person:orcid:0000-0001-6712-5535,Julian Thumboo,1,0,False,False,0000-0001-6712-5535,A5039986019,doi:10.1007/s40273-025-01519-7
person:openalex:A5010988882,Julieta Galante,1,0,False,False,0000-0002-4108-5341,A5010988882,doi:10.1186/s12955-026-02579-9
person:leader:ad6bbe401f11,Juntana Pattanaphesaj,1,1,False,True,0000-0003-1426-6777,A5040546783,doi:10.1007/s11136-021-03075-x
person:openalex:A5047192551,Justice Nonvignon,1,0,False,False,0000-0002-5265-2209,A5047192551,doi:10.1016/j.vhri.2024.101045
person:openalex:A5137930146,Justin Yu,1,0,False,False,,A5137930146,doi:10.1186/s12955-026-02561-5
person:orcid:0000-0001-7147-2222,Kali Barrett,1,0,False,False,0000-0001-7147-2222,A5016809145,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0003-0851-8341,Karen Jones,1,0,False,False,0000-0003-0851-8341,A5044553114,doi:10.1007/s10198-021-01306-z
person:orcid:0000-0002-8438-2901,Karen McLean,1,0,False,False,0000-0002-8438-2901,A5008464651,doi:10.1007/s11136-025-03996-x
person:openalex:A5082190751,Karen Trapani,1,0,False,False,0000-0002-3257-9147,A5082190751,doi:10.1186/s12955-026-02579-9
person:orcid:0000-0003-3897-2908,Karen Wills,1,0,False,False,0000-0003-3897-2908,A5128564221,doi:10.1007/s11136-026-04230-y
person:orcid:0000-0002-4875-5379,Karin Groothuis‐Oudshoorn,1,0,False,False,0000-0002-4875-5379,A5044375482,doi:10.1186/s12955-022-01989-9
person:openalex:A5013644553,Katarzyna Graczyk,1,0,False,False,,A5013644553,doi:10.1007/s40273-019-00811-7
person:openalex:A5024974446,Katarzyna Młyńczak,1,0,False,False,0000-0002-0877-5623,A5024974446,doi:10.1016/j.jval.2022.05.013
person:orcid:0000-0001-6404-1117,Kath Feely,1,0,False,False,0000-0001-6404-1117,A5091956404,doi:10.1007/s11136-025-03996-x
person:openalex:A5104134946,Kathe Holmes,1,0,False,False,,A5104134946,doi:10.1007/s11136-025-03996-x
person:openalex:A5130590408,Katherine Chen,1,0,False,False,,A5130590408,doi:10.1136/archdischild-2025-329475
person:orcid:0000-0002-0122-0123,Kathleen Doherty,1,0,False,False,0000-0002-0122-0123,A5023707610,doi:10.1007/s11136-026-04230-y
person:orcid:0000-0003-2802-2810,Katie Churchill,1,0,False,False,0000-0003-2802-2810,A5026943664,doi:10.1186/s12955-023-02207-w
person:orcid:0000-0002-1686-4458,Katrina Williams,1,0,False,False,0000-0002-1686-4458,A5036875819,doi:10.1007/s11136-026-04223-x
person:leader:78acf91f717f,Katy Gallop,1,4,False,True,0000-0002-6826-3865,A5091811569,doi:10.1007/s11136-024-03875-x
person:orcid:0000-0001-5913-0297,Kaushalendra Kumar,1,0,False,False,0000-0001-5913-0297,A5035192108,doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0001-5307-0692,Kelly Muzyczka,1,0,False,False,0000-0001-5307-0692,A5117554996,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-8931-4086,Kent Jason G. Cheng,1,0,False,False,0000-0002-8931-4086,A5010785476,doi:10.1007/s11136-022-03143-w
person:leader:7fbd807010a1,Kidu Gidey,1,1,False,True,0000-0002-7363-1327,A5040157120,doi:10.1186/s12955-025-02421-8
person:orcid:0000-0003-2290-0205,Kim Bảo Giang,1,0,False,False,0000-0003-2290-0205,A5091415159,doi:10.1007/s11136-020-02469-7
person:orcid:0000-0001-6610-3369,Kimberley Lewis,1,0,False,False,0000-0001-6610-3369,A5109576149,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-0918-7540,Kirsten Howard,1,0,False,False,0000-0002-0918-7540,A5077107645,doi:10.1007/s40273-025-01476-1
person:orcid:0000-0002-7299-6594,Kirsten M. Fiest,1,0,False,False,0000-0002-7299-6594,A5048091736,doi:10.5492/wjccm.v11.i4.236
person:openalex:A5117785012,Kirsten Pini,1,0,False,False,,A5117785012,doi:10.1007/s11136-025-03996-x
person:orcid:0000-0002-8222-0781,Kjeld Møller Pedersen,1,0,False,False,0000-0002-8222-0781,A5006620707,doi:10.1007/s40258-021-00639-3
person:eqmember:17899,Knut Stavem,1,1,True,True,0000-0003-4512-8000,A5033845511,doi:10.1007/s11136-025-04133-4
person:openalex:A5047819061,Koen Pepermans,1,0,False,False,0000-0001-7294-9491,A5047819061,doi:10.1016/j.jval.2024.01.005
person:leader:04cf56c7a04c,Kompal Sinha,1,1,False,True,0000-0003-4318-6100,A5026880787,doi:10.1136/bmjopen-2023-080985
person:openalex:A5108286749,Kreimeier Simone,1,0,False,False,,A5108286749,doi:10.1016/j.jval.2021.10.013
person:openalex:A5032068645,Krista Brower,1,0,False,False,,A5032068645,doi:10.1002/hsr2.70308
person:author:doi:10.2196/27669:9,Kristiann Heesch,1,0,False,False,,,doi:10.2196/27669
person:orcid:0000-0001-6241-0249,Krystallia Pantiri,1,0,False,False,0000-0001-6241-0249,A5021997891,doi:10.1007/s10198-018-0993-z
person:leader:8b1b3321c511,Lars Ehlers,1,1,False,True,0000-0001-6512-5566,A5054828864,doi:10.1007/s40258-021-00639-3
person:openalex:A5016055826,Lasse Herdien,1,0,False,False,0000-0001-5961-8962,A5016055826,doi:10.36469/001c.145813
person:orcid:0009-0009-9829-5647,Laura Brand,1,0,False,False,0009-0009-9829-5647,A5048092082,doi:10.1007/s11136-021-03007-9
person:openalex:A5114345756,Laura Lüdtke,1,0,False,False,,A5114345756,doi:10.1007/s11136-026-04226-8
person:orcid:0000-0001-9937-4149,Le Ann Chen,1,0,False,False,0000-0001-9937-4149,A5003942201,doi:10.1186/s12955-024-02290-7
person:openalex:A5058173329,Lena Cuthbertson,1,0,False,False,,A5058173329,doi:10.1097/mlr.0000000000002315
person:orcid:0000-0003-4780-8333,Leona Kosowicz,1,0,False,False,0000-0003-4780-8333,A5033164608,doi:10.1007/s40271-023-00647-6
person:orcid:0000-0002-5626-8116,Lidia García‐Pérez,1,0,False,False,0000-0002-5626-8116,A5007295820,doi:10.3390/ijerph19138208
person:orcid:0000-0003-1944-6777,Linetta B. Koppert,1,0,False,False,0000-0003-1944-6777,A5085458371,doi:10.3390/cancers16111952
person:orcid:0000-0001-8685-3212,Lisa M. Lix,1,0,False,False,0000-0001-8685-3212,A5082999537,doi:10.1097/mlr.0000000000002315
person:openalex:A5040717022,Lisa Warner,1,0,False,False,,A5040717022,doi:10.1186/s12955-023-02207-w
person:orcid:0000-0002-5882-6070,Liying Zhang,1,0,False,False,0000-0002-5882-6070,A5100357092,doi:10.1007/s10198-025-01812-4
person:orcid:0000-0002-6399-5741,Logan Trenaman,1,0,False,False,0000-0002-6399-5741,A5011858857,doi:10.1097/mlr.0000000000002315
person:eqmember:17916,Louise Longworth,1,4,True,True,0000-0003-2512-4862,A5046647690,doi:10.1017/s0266462326103602
person:eqmember:17918,Lucila Rey Ares,1,2,True,True,,A5045433583,doi:10.1017/s0266462326103602
person:openalex:A5106693152,Ludwig Kristina,1,0,False,False,,A5106693152,doi:10.1016/j.jval.2021.10.013
person:orcid:0000-0001-6783-0023,Luiz Flavio Andrade,1,0,False,False,0000-0001-6783-0023,A5001433251,doi:10.1007/s40273-019-00876-4
person:openalex:A5012881493,Luz Gibbons,1,0,False,False,0000-0002-0235-1635,A5012881493,doi:10.1016/j.jval.2020.05.004
person:openalex:A5086557976,László Gulàcsi,1,0,False,False,0000-0002-9285-8746,A5086557976,doi:10.1016/j.jval.2020.03.019
person:orcid:0000-0003-0331-5182,M. Elizabeth Wilcox,1,0,False,False,0000-0003-0331-5182,A5082185641,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-7161-6767,M. Mercédesz Angyal,1,0,False,False,0000-0001-7161-6767,A5003468874,doi:10.1007/s10198-024-01719-6
person:openalex:A5061247569,Ma-Ann M. Zarsuelo,1,0,False,False,,A5061247569,doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-3730-1996,Maciej Niewada,1,0,False,False,0000-0002-3730-1996,A5068277876,doi:10.1007/s40273-019-00811-7
person:orcid:0000-0002-0109-3283,Madelon B. Bronner,1,0,False,False,0000-0002-0109-3283,A5079763600,doi:10.1007/s11136-021-03069-9
person:orcid:0000-0002-2022-4939,Maggie Yu,1,0,False,False,0000-0002-2022-4939,A5043862933,doi:10.1097/mlr.0000000000002315
person:openalex:A5125757955,Manar G. Elgaar,1,0,False,False,,A5125757955,doi:10.1186/s41687-025-00985-z
person:orcid:0000-0002-5649-6768,Manuela Joore,1,0,False,False,0000-0002-5649-6768,A5021404933,doi:10.3389/fpsyg.2023.1175402
person:openalex:A5051372183,Marc Hendricks,1,0,False,False,0000-0002-3636-0994,A5051372183,doi:10.36469/001c.145813
person:orcid:0000-0001-5374-5100,Marcianna Nosek,1,0,False,False,0000-0001-5374-5100,A5111744360,doi:10.1007/s40258-023-00798-5
person:openalex:A5001166372,Marco Zampoli,1,0,False,False,0000-0002-6899-6137,A5001166372,doi:10.36469/001c.145813
person:orcid:0000-0002-2903-1631,Margaret S. Herridge,1,0,False,False,0000-0002-2903-1631,A5052266669,doi:10.5492/wjccm.v11.i4.236
person:openalex:A5011340679,Margareta Lindén‐Boström,1,0,False,False,,A5011340679,doi:10.1007/s11136-018-1985-2
person:openalex:A5132705166,Margo Bryan,1,0,False,False,,A5132705166,doi:10.1007/s11136-026-04230-y
person:eqmember:17922,Marisa Da Santos,1,2,True,True,0000-0002-2174-6800,A5070231679,doi:10.1007/s40273-024-01404-9
person:openalex:A5054515213,Mariska de Jongh,1,0,False,False,,A5054515213,doi:10.1186/s12955-019-1139-4
person:orcid:0000-0001-5430-9810,Marit Sijbrandij,1,0,False,False,0000-0001-5430-9810,A5002846176,doi:10.1371/journal.pone.0200966
person:orcid:0000-0002-2115-2447,Mark Harrison,1,0,False,False,0000-0002-2115-2447,A5059399152,doi:10.1097/mlr.0000000000002315
person:leader:b9c067658879,Martin Härter,1,1,False,True,0000-0001-7443-9890,A5048738092,doi:10.1007/s11136-026-04226-8
person:openalex:A5130602985,Mary White,1,0,False,False,0000-0002-8636-239x,A5130602985,doi:10.1136/archdischild-2025-329475
person:orcid:0009-0006-5595-0419,Mary Wojnaroski,1,0,False,False,0009-0006-5595-0419,A5005836129,doi:10.1007/s11136-026-04223-x
person:openalex:A5109630235,Matrix MH Fung,1,0,False,False,,A5109630235,doi:10.1186/s12955-023-02177-z
person:eqmember:17928,Matthijs Versteegh,1,2,True,True,0000-0003-4804-235x,A5086031530,doi:10.1002/hec.4529
person:author:doi:10.1007/s11136-025-03996-x:14,Max Pini,1,0,False,False,,,doi:10.1007/s11136-025-03996-x
person:leader:f5a715e2f518,Meixia Liao,1,1,False,True,0000-0001-7859-3684,A5079423723,doi:10.1186/s12955-026-02521-z
person:openalex:A5101821097,Meixuan Li,1,0,False,False,0000-0001-9373-4086,A5101821097,doi:10.1016/j.jval.2025.02.001
person:orcid:0000-0003-3705-5323,Melissa K. Licari,1,0,False,False,0000-0003-3705-5323,A5003236270,doi:10.1007/s11136-026-04223-x
person:openalex:A5012208098,Mignon McCulloch,1,0,False,False,0000-0003-2876-4785,A5012208098,doi:10.36469/001c.145813
person:orcid:0000-0003-4392-6850,Miguel Ángel Pérez-Sousa,1,0,False,False,0000-0003-4392-6850,A5033363054,doi:10.1007/s11136-019-02115-x
person:eqmember:17936,Mihir Gandhi,1,3,True,True,0000-0002-8902-2710,A5112963139,doi:10.1007/s11136-025-03983-2
person:openalex:A5080066908,Mihiri Jacintha Silva,1,0,False,False,0000-0002-5950-3978,A5080066908,doi:10.1136/archdischild-2025-329475
person:openalex:A5110255509,Mike Herdman,1,0,False,False,,A5110255509,doi:10.1007/s10198-025-01804-4
person:openalex:A5031125763,Millie Gaydon,1,0,False,False,,A5031125763,doi:10.1007/s11136-024-03875-x
person:orcid:0000-0001-7928-1260,Mingxia Jing,1,0,False,False,0000-0001-7928-1260,A5102780130,doi:10.1007/s40273-022-01216-9
person:orcid:0000-0001-9949-9224,Minsu Ock,1,0,False,False,0000-0001-9949-9224,A5066116202,doi:10.3961/jpmph.22.151
person:openalex:A5001502711,Mirna Metni,1,0,False,False,,A5001502711,doi:10.1016/j.jval.2025.01.003
person:orcid:0000-0001-6983-0166,Misel Trajanovska,1,0,False,False,0000-0001-6983-0166,A5039674186,doi:10.1007/s11136-025-03996-x
person:openalex:A5075263122,Mohamed El Sadig,1,0,False,False,0000-0001-5795-8189,A5075263122,doi:10.1016/j.jval.2025.01.003
person:openalex:A5111188223,Mohamed Farghaly,1,0,False,False,,A5111188223,doi:10.1016/j.jval.2025.01.003
person:orcid:0000-0002-2570-1685,Mona Aghdaee,1,0,False,False,0000-0002-2570-1685,A5063120574,doi:10.1136/bmjopen-2023-080985
person:orcid:0000-0002-9455-0104,Morten Berg Jensen,1,0,False,False,0000-0002-9455-0104,A5014493050,doi:10.1007/s40258-021-00639-3
person:openalex:A5008794902,Murray Krahn,1,0,False,False,0000-0001-5836-397x,A5008794902,doi:10.1007/s10198-021-01412-y
person:eqmember:19179,Márta Péntek,1,0,True,False,0000-0001-9636-6012,A5064557440,doi:10.1016/j.jval.2020.03.019
person:orcid:0009-0009-4958-1276,Nadja Alexandrov,1,0,False,False,0009-0009-4958-1276,A5094513930,doi:10.3390/nu16162591
person:eqmember:17948,Narcis Gusi,1,2,True,True,0000-0002-1001-8883,A5042480120,doi:10.1007/s11136-019-02115-x
person:orcid:0000-0002-5599-2209,Natalie Carvalho,1,0,False,False,0000-0002-5599-2209,A5083477903,doi:10.1007/s40273-024-01355-1
person:openalex:A5008674497,Natalí Ini,1,0,False,False,0009-0002-9411-0851,A5008674497,doi:10.1186/s12955-026-02581-1
person:orcid:0000-0002-8934-7267,Natasha N. Ludwig,1,0,False,False,0000-0002-8934-7267,A5055501906,doi:10.1007/s11136-026-04223-x
person:openalex:A5085348599,Nathan S. McClure,1,0,False,False,0000-0003-2273-1245,A5085348599,doi:10.1016/j.jval.2024.11.006
person:orcid:0000-0002-6213-5264,Niall D. Ferguson,1,0,False,False,0000-0002-6213-5264,A5005422010,doi:10.5492/wjccm.v11.i4.236
person:openalex:A5028609651,Nicholas T. Van Dam,1,0,False,False,0000-0002-1131-0739,A5028609651,doi:10.1186/s12955-026-02579-9
person:orcid:0000-0003-2513-8957,Nicolas Bouckaert,1,0,False,False,0000-0003-2513-8957,A5052326586,doi:10.1007/s41669-022-00353-3
person:openalex:A5067715763,Nicole Alia Salis Reyes,1,0,False,False,0000-0003-2740-0293,A5067715763,doi:10.1016/j.jval.2025.04.2161
person:openalex:A5026943307,Nora Reyes Puma,1,0,False,False,0000-0003-1671-5169,A5026943307,doi:10.1016/j.jval.2020.05.004
person:orcid:0009-0007-3558-3946,Noëlle J. M. C. Vrancken Peeters,1,0,False,False,0009-0007-3558-3946,A5027300986,doi:10.3390/cancers16111952
person:orcid:0000-0002-9062-9624,Nur Melani Sari,1,0,False,False,0000-0002-9062-9624,A5034380977,doi:10.1186/s12955-021-01889-4
person:orcid:0000-0003-3571-3871,Oleksa Rewa,1,0,False,False,0000-0003-3571-3871,A5035704791,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-1387-8686,Olga Husson,1,0,False,False,0000-0002-1387-8686,A5062636955,doi:10.3390/cancers16111952
person:openalex:A5124253158,P. Jacoby,1,0,False,False,,A5124253158,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-4949-9303,P.P.M. Rood,1,0,False,False,0000-0002-4949-9303,A5009664731,doi:10.3390/nu16162591
person:openalex:A5112728116,Pallavi Aytha Swathi,1,0,False,False,,A5112728116,doi:10.1007/s40258-023-00798-5
person:eqmember:17966,Paula Lorgelly,1,8,True,True,0000-0002-8990-9514,A5027424571,doi:10.1017/s0266462326103602
person:orcid:0000-0002-5373-410x,Pedro Serrano‐Aguilar,1,0,False,False,0000-0002-5373-410x,A5006980504,doi:10.3390/ijerph19138208
person:orcid:0009-0000-4173-3487,Peiwen Jiang,1,0,False,False,0009-0000-4173-3487,A5051422828,doi:10.1007/s40271-025-00735-9
person:author:doi:10.1007/s11136-025-03996-x:12,Penny Richards Fowler,1,0,False,False,,,doi:10.1007/s11136-025-03996-x
person:openalex:A5059507519,Philippe Beutels,1,0,False,False,0000-0001-5034-3595,A5059507519,doi:10.1016/j.jval.2024.01.005
person:openalex:A5012904054,Preston Tse,1,0,False,False,0009-0001-9273-1366,A5012904054,doi:10.1016/j.jval.2025.02.001
person:openalex:A5117113297,Putu Getsha Pradnyan Rarasati Mudita,1,0,False,False,,A5117113297,doi:10.1016/j.vhri.2025.101543
person:orcid:0000-0002-3948-6488,Péter L. Lakatos,1,0,False,False,0000-0002-3948-6488,A5005601386,doi:10.1007/s10198-024-01719-6
person:orcid:0000-0003-4871-1840,Qingqing Chai,1,0,False,False,0000-0003-4871-1840,A5073921106,doi:10.1186/s12955-023-02131-z
person:openalex:A5060090179,Quan Zhou,1,0,False,False,0000-0002-7017-8192,A5060090179,doi:10.1016/j.jval.2025.11.005
person:orcid:0009-0003-3441-7795,Rahul K. Desai,1,0,False,False,0009-0003-3441-7795,,doi:10.3390/curroncol32060308
person:leader:a88a6c88814a,Rainer Reile,1,4,False,True,0000-0001-9488-887x,A5036883637,doi:10.3389/ijph.2026.1608807
person:orcid:0000-0002-0113-6917,Raoh‐Fang Pwu,1,0,False,False,0000-0002-0113-6917,A5023025376,doi:10.1007/s40273-025-01476-1
person:author:doi:10.4314/ahs.v23i4.63:2,Razia Amien,1,0,False,False,,,doi:10.4314/ahs.v23i4.63
person:leader:3a021deb0a29,Rebecca Addo,1,1,False,True,0000-0002-5970-1122,A5005424373,doi:10.1016/j.vhri.2024.101045
person:orcid:0009-0005-4800-6182,Rebecca Hommer,1,0,False,False,0009-0005-4800-6182,A5102915342,doi:10.1007/s11136-026-04223-x
person:orcid:0000-0002-2635-7484,Red Thaddeus D. Miguel,1,0,False,False,0000-0002-2635-7484,A5067876565,doi:10.1007/s11136-022-03143-w
person:orcid:0000-0002-0138-9252,Renata Linertová,1,0,False,False,0000-0002-0138-9252,A5004062547,doi:10.3390/ijerph19138208
person:openalex:A5128706397,Richard H. Xu,1,0,False,False,,A5128706397,doi:10.1016/j.jval.2026.02.013
person:openalex:A5091770714,Richmond Owusu,1,0,False,False,0000-0002-0066-3491,A5091770714,doi:10.1016/j.vhri.2024.101045
person:openalex:A5130219809,Rick Sawatzky,1,0,False,False,,A5130219809,doi:10.1097/mlr.0000000000002315
person:openalex:A5116048523,Rima Kaddoura,1,0,False,False,,A5116048523,doi:10.1016/j.jval.2025.01.003
person:openalex:A5014870235,Rina Rahmatika,1,0,False,False,,A5014870235,doi:10.1186/s12955-021-01889-4
person:orcid:0000-0001-6699-6072,Riski Muhaimin,1,0,False,False,0000-0001-6699-6072,A5108017545,doi:10.1186/s12955-021-01889-4
person:orcid:0000-0001-5416-042x,Robbin H. Ophuis,1,0,False,False,0000-0001-5416-042x,A5079118485,doi:10.1007/s11136-019-02156-2
person:orcid:0000-0002-1002-2989,Robert Fowler,1,0,False,False,0000-0002-1002-2989,A5101640408,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0002-2130-4420,Rod Middleton,1,0,False,False,0000-0002-2130-4420,A5001251972,doi:10.1007/s11136-026-04229-5
person:orcid:0000-0002-0484-1419,Rogier Donders,1,0,False,False,0000-0002-0484-1419,A5017199089,doi:10.1007/s11136-017-1512-x
person:openalex:A5021581627,Romina A. Tejada,1,0,False,False,0000-0003-4420-5289,A5021581627,doi:10.1016/j.jval.2020.05.004
person:openalex:A5031673823,Ronalda De Lacy,1,0,False,False,,A5031673823,doi:10.36469/001c.145813
person:openalex:A5111788632,Rosemary Lovett,1,0,False,False,,A5111788632,doi:10.1007/s10198-021-01306-z
person:author:b27c6ab473e42c53,Ruinan Xie,1,0,False,False,,,doi:10.1016/j.jval.2025.02.001
person:openalex:A5106693153,Rupel Valentina,1,0,False,False,,A5106693153,doi:10.1016/j.jval.2021.10.013
person:orcid:0000-0002-8169-1645,Rupert Bourne,1,0,False,False,0000-0002-8169-1645,A5045824020,doi:10.1038/s41433-023-02860-x
person:openalex:A5063736885,S Al Dallal,1,0,False,False,,A5063736885,doi:10.1016/j.jval.2025.01.003
person:openalex:A5122353169,S. Schieskow,1,0,False,False,,A5122353169,doi:10.1007/s11136-025-04150-3
person:orcid:0000-0002-0273-824x,Sabine Siesling,1,0,False,False,0000-0002-0273-824x,A5075329771,doi:10.3390/cancers16111952
person:orcid:0000-0002-3216-9076,Samar Farid,1,0,False,False,0000-0002-3216-9076,A5001251189,doi:10.1186/s41687-025-00985-z
person:openalex:A5077201683,Samer A. Kharroubi,1,0,False,False,0000-0002-2355-2719,A5077201683,doi:10.1016/j.jval.2025.01.003
person:orcid:0000-0002-7797-4722,Samir Ahid,1,0,False,False,0000-0002-7797-4722,A5022894428,doi:10.1007/s11136-025-03930-1
person:author:doi:10.1038/s41433-023-02860-x:7,Samuel S R Ramsewak,1,0,False,False,,,doi:10.1038/s41433-023-02860-x
person:orcid:0000-0003-3550-990x,Saskia Knies,1,0,False,False,0000-0003-3550-990x,A5012179966,doi:10.1007/s40273-025-01476-1
person:orcid:0000-0003-3633-6596,Sean M. Bagshaw,1,0,False,False,0000-0003-3633-6596,A5036301763,doi:10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-5396-0265,Sebastian K. King,1,0,False,False,0000-0001-5396-0265,A5070819422,doi:10.1007/s11136-025-03996-x
person:leader:b101d0407270,Sesil Lim,1,1,False,True,0000-0002-2227-8906,A5010929980,doi:10.1007/s40273-018-0694-6
person:openalex:A5039308938,Sha Diao,1,0,False,False,0000-0003-4523-8509,A5039308938,doi:10.1016/j.jval.2025.02.001
person:openalex:A5000298893,Shannon K. Runge,1,0,False,False,0000-0003-4587-3000,A5000298893,doi:10.1016/j.jval.2014.11.005
person:orcid:0000-0002-6952-7770,Shinichi Noto,1,0,False,False,0000-0002-6952-7770,A5042163989,doi:10.1177/0272989x211001859
person:openalex:A5011128673,Shirley Y.W. Liu,1,0,False,False,,A5011128673,doi:10.1186/s12955-023-02177-z
person:author:doi:10.1038/s41433-023-02860-x:11,Shivaa S R Ramsewak,1,0,False,False,,,doi:10.1038/s41433-023-02860-x
person:openalex:A5075516243,Shivanthan Shanthikumar,1,0,False,False,0000-0001-6000-3180,A5075516243,doi:10.1136/archdischild-2025-329475
person:orcid:0000-0001-5541-5930,Shreya Chatterjee,1,0,False,False,0000-0001-5541-5930,A5086268973,doi:10.3390/curroncol32060308
person:openalex:A5030081818,Shuling Kang,1,0,False,False,,A5030081818,doi:10.1016/j.jval.2025.11.005
person:openalex:A5028373695,Shun Fu Lee,1,0,False,False,0000-0001-9795-1045,A5028373695,doi:10.1016/j.jval.2025.02.001
person:orcid:0000-0001-8144-6220,Shunping Li,1,0,False,False,0000-0001-8144-6220,A5043629216,doi:10.1007/s40273-022-01216-9
person:leader:557995e71b4d,Shunya Ikeda,1,2,False,True,0000-0002-1866-2155,A5064794823,doi:10.1177/0272989x211001859
person:orcid:0000-0003-1026-570x,Silvia Evers,1,0,False,False,0000-0003-1026-570x,A5010411606,doi:10.3389/fpsyg.2023.1175402
