source,target,coauthored_paper_count,layout_distance,publication_ids,dois
person:openalex:A5109630235,person:orcid:0000-0003-4196-8686,1,1.0,doi:10.1186/s12955-023-02177-z,10.1186/s12955-023-02177-z
person:openalex:A5109778098,person:orcid:0000-0002-3025-4066,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:openalex:A5109778098,person:orcid:0000-0002-8169-1645,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:openalex:A5109778098,person:orcid:0000-0003-0239-7278,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:openalex:A5109778098,person:orcid:0000-0003-0666-7431,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:openalex:A5109778098,person:orcid:0000-0003-1681-698x,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:openalex:A5109778098,person:orcid:0000-0003-4212-2658,1,1.0,doi:10.1038/s41433-023-02860-x,10.1038/s41433-023-02860-x
person:openalex:A5110068367,person:openalex:A5112406075,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5110068367,person:orcid:0000-0001-6660-5246,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5110068367,person:orcid:0000-0001-7470-528x,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5110068367,person:orcid:0000-0002-8249-7481,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5110068367,person:orcid:0000-0003-0545-1567,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5111023994,person:orcid:0000-0001-7536-8481,1,1.0,doi:10.1186/s12955-023-02177-z,10.1186/s12955-023-02177-z
person:openalex:A5111023994,person:orcid:0000-0002-2592-8310,1,1.0,doi:10.1186/s12955-023-02177-z,10.1186/s12955-023-02177-z
person:openalex:A5111023994,person:orcid:0000-0002-9362-0086,1,1.0,doi:10.1186/s12955-023-02177-z,10.1186/s12955-023-02177-z
person:openalex:A5111023994,person:orcid:0000-0003-4196-8686,1,1.0,doi:10.1186/s12955-023-02177-z,10.1186/s12955-023-02177-z
person:openalex:A5111188223,person:openalex:A5116048522,1,1.0,doi:10.1016/j.jval.2025.01.003,10.1016/j.jval.2025.01.003
person:openalex:A5111188223,person:openalex:A5116048523,1,1.0,doi:10.1016/j.jval.2025.01.003,10.1016/j.jval.2025.01.003
person:openalex:A5111246879,person:orcid:0000-0002-1433-818x,1,1.0,doi:10.1007/s40273-024-01404-9,10.1007/s40273-024-01404-9
person:openalex:A5111246879,person:orcid:0000-0002-3797-949x,1,1.0,doi:10.1007/s40273-024-01404-9,10.1007/s40273-024-01404-9
person:openalex:A5111246879,person:orcid:0000-0002-8756-8699,1,1.0,doi:10.1007/s40273-024-01404-9,10.1007/s40273-024-01404-9
person:openalex:A5111246879,person:orcid:0000-0003-4793-9026,1,1.0,doi:10.1007/s40273-024-01404-9,10.1007/s40273-024-01404-9
person:openalex:A5111502485,person:openalex:A5112697096,1,1.0,doi:10.36469/001c.145813,10.36469/001c.145813
person:openalex:A5111788632,person:orcid:0000-0001-9071-2842,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:openalex:A5111788632,person:orcid:0000-0002-0680-7353,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:openalex:A5111788632,person:orcid:0000-0003-0851-8341,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:openalex:A5111788632,person:orcid:0000-0003-4609-3911,1,1.0,doi:10.1007/s10198-021-01306-z,10.1007/s10198-021-01306-z
person:openalex:A5111900822,person:orcid:0009-0005-5260-4652,1,1.0,doi:10.1177/0272989x251380556,10.1177/0272989x251380556
person:openalex:A5112406075,person:orcid:0000-0001-6660-5246,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5112406075,person:orcid:0000-0001-7470-528x,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5112406075,person:orcid:0000-0002-8249-7481,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5112406075,person:orcid:0000-0003-0545-1567,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:openalex:A5112728116,person:orcid:0000-0001-5374-5100,1,1.0,doi:10.1007/s40258-023-00798-5,10.1007/s40258-023-00798-5
person:openalex:A5112901636,person:orcid:0000-0002-6359-8797,1,1.0,doi:10.1007/s12311-024-01657-2,10.1007/s12311-024-01657-2
person:openalex:A5113535557,person:orcid:0000-0001-5091-3180,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:openalex:A5113535557,person:orcid:0000-0001-5430-9810,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:openalex:A5114345756,person:openalex:A5132638343,1,1.0,doi:10.1007/s11136-026-04226-8,10.1007/s11136-026-04226-8
person:openalex:A5115594934,person:orcid:0000-0001-9364-5788,1,1.0,doi:10.1016/j.jval.2025.02.001,10.1016/j.jval.2025.02.001
person:openalex:A5116048522,person:openalex:A5116048523,1,1.0,doi:10.1016/j.jval.2025.01.003,10.1016/j.jval.2025.01.003
person:openalex:A5117715736,person:orcid:0000-0001-5541-5930,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:openalex:A5117715736,person:orcid:0000-0002-2501-3057,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:openalex:A5117715736,person:orcid:0000-0002-9264-7797,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:openalex:A5117715736,person:orcid:0009-0003-3441-7795,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:openalex:A5117715736,person:orcid:0009-0003-6953-6997,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:openalex:A5117785012,person:openalex:A5117785013,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0001-5396-0265,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785012,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0001-5396-0265,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5117785013,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:openalex:A5118390306,person:orcid:0000-0002-0178-7007,1,1.0,doi:10.1136/bmjopen-2025-102509,10.1136/bmjopen-2025-102509
person:openalex:A5118390306,person:orcid:0000-0003-3483-5658,1,1.0,doi:10.1136/bmjopen-2025-102509,10.1136/bmjopen-2025-102509
person:openalex:A5119599136,person:orcid:0000-0002-2399-6942,1,1.0,doi:10.1007/s10198-025-01812-4,10.1007/s10198-025-01812-4
person:openalex:A5119599136,person:orcid:0000-0002-5882-6070,1,1.0,doi:10.1007/s10198-025-01812-4,10.1007/s10198-025-01812-4
person:openalex:A5122353169,person:openalex:A5122380022,1,1.0,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3
person:openalex:A5122353169,person:openalex:A5122382176,1,1.0,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3
person:openalex:A5122353169,person:orcid:0000-0001-5193-918x,1,1.0,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3
person:openalex:A5122380022,person:openalex:A5122382176,1,1.0,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3
person:openalex:A5122380022,person:orcid:0000-0001-5193-918x,1,1.0,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3
person:openalex:A5122382176,person:orcid:0000-0001-5193-918x,1,1.0,doi:10.1007/s11136-025-04150-3,10.1007/s11136-025-04150-3
person:openalex:A5123188413,person:openalex:A5128706397,1,1.0,doi:10.1016/j.jval.2026.02.013,10.1016/j.jval.2026.02.013
person:openalex:A5123867361,person:openalex:A5124253158,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0000-0001-5307-0692,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0000-0002-1686-4458,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0000-0002-8934-7267,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0000-0003-3274-0292,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0000-0003-3634-7906,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0000-0003-3705-5323,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0009-0001-2704-5044,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0009-0005-4800-6182,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5123867361,person:orcid:0009-0006-5595-0419,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0000-0001-5307-0692,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0000-0002-1686-4458,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0000-0002-8934-7267,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0000-0003-3274-0292,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0000-0003-3634-7906,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0000-0003-3705-5323,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0009-0001-2704-5044,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0009-0005-4800-6182,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5124253158,person:orcid:0009-0006-5595-0419,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:openalex:A5125700763,person:openalex:A5125757955,1,1.0,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z
person:openalex:A5125700763,person:orcid:0000-0002-3216-9076,1,1.0,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z
person:openalex:A5125700763,person:orcid:0000-0002-5956-8990,1,1.0,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z
person:openalex:A5125757955,person:orcid:0000-0002-3216-9076,1,1.0,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z
person:openalex:A5125757955,person:orcid:0000-0002-5956-8990,1,1.0,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z
person:openalex:A5130219809,person:orcid:0000-0001-8685-3212,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:openalex:A5130219809,person:orcid:0000-0002-2022-4939,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:openalex:A5130219809,person:orcid:0000-0002-2115-2447,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:openalex:A5130219809,person:orcid:0000-0002-6399-5741,1,1.0,doi:10.1097/mlr.0000000000002315,10.1097/mlr.0000000000002315
person:openalex:A5130590408,person:openalex:A5130602985,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130590408,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130590408,person:orcid:0000-0002-5692-8882,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130590408,person:orcid:0000-0002-6451-2713,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130590408,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130602985,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130602985,person:orcid:0000-0002-5692-8882,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130602985,person:orcid:0000-0002-6451-2713,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5130602985,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475
person:openalex:A5132638343,person:openalex:A5138142464,1,1.0,doi:10.1007/s11136-026-04285-x,10.1007/s11136-026-04285-x
person:openalex:A5132705166,person:orcid:0000-0001-6121-5409,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:openalex:A5132705166,person:orcid:0000-0002-0122-0123,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:openalex:A5132705166,person:orcid:0000-0003-3897-2908,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:openalex:A5137930146,person:orcid:0000-0002-4758-7588,1,1.0,doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5
person:orcid:0000-0001-5091-3180,person:orcid:0000-0001-5126-9104,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5091-3180,person:orcid:0000-0001-5430-9810,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5091-3180,person:orcid:0000-0002-7319-7188,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5091-3180,person:orcid:0000-0002-9526-6922,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5099-3483,person:orcid:0000-0001-9937-4149,1,1.0,doi:10.1186/s12955-024-02290-7,10.1186/s12955-024-02290-7
person:orcid:0000-0001-5126-9104,person:orcid:0000-0001-5430-9810,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5307-0692,person:orcid:0000-0002-1686-4458,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0000-0002-8934-7267,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0000-0003-3274-0292,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0000-0003-3634-7906,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0000-0003-3705-5323,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0009-0001-2704-5044,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0009-0005-4800-6182,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5307-0692,person:orcid:0009-0006-5595-0419,1,1.0,doi:10.1007/s11136-026-04223-x,10.1007/s11136-026-04223-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0001-6404-1117,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5396-0265,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-5416-042x,person:orcid:0000-0002-4331-3141,1,1.0,doi:10.1007/s11136-019-02156-2,10.1007/s11136-019-02156-2
person:orcid:0000-0001-5416-042x,person:orcid:0000-0002-5569-3188,1,1.0,doi:10.1007/s11136-019-02156-2,10.1007/s11136-019-02156-2
person:orcid:0000-0001-5430-9810,person:orcid:0000-0002-7319-7188,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5430-9810,person:orcid:0000-0002-9526-6922,1,1.0,doi:10.1371/journal.pone.0200966,10.1371/journal.pone.0200966
person:orcid:0000-0001-5541-5930,person:orcid:0000-0002-2501-3057,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:orcid:0000-0001-5541-5930,person:orcid:0000-0002-9264-7797,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:orcid:0000-0001-5541-5930,person:orcid:0009-0003-3441-7795,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:orcid:0000-0001-5541-5930,person:orcid:0009-0003-6953-6997,1,1.0,doi:10.3390/curroncol32060308,10.3390/curroncol32060308
person:orcid:0000-0001-5913-0297,person:orcid:0000-0002-2570-1685,1,1.0,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985
person:orcid:0000-0001-5913-0297,person:orcid:0000-0002-3816-9106,1,1.0,doi:10.1136/bmjopen-2023-080985,10.1136/bmjopen-2023-080985
person:orcid:0000-0001-6121-5409,person:orcid:0000-0002-0122-0123,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:orcid:0000-0001-6121-5409,person:orcid:0000-0003-3897-2908,1,1.0,doi:10.1007/s11136-026-04230-y,10.1007/s11136-026-04230-y
person:orcid:0000-0001-6174-5442,person:orcid:0000-0002-6359-8797,1,1.0,doi:10.1007/s12311-024-01657-2,10.1007/s12311-024-01657-2
person:orcid:0000-0001-6404-1117,person:orcid:0000-0001-6983-0166,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0002-5332-5226,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0002-7913-7274,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0002-8438-2901,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0003-2029-6331,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0003-3017-2770,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6404-1117,person:orcid:0000-0003-4007-8243,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
person:orcid:0000-0001-6489-171x,person:orcid:0000-0003-0370-4903,1,1.0,doi:10.1007/s10198-022-01481-7,10.1007/s10198-022-01481-7
person:orcid:0000-0001-6534-1242,person:orcid:0000-0002-3379-2433,1,1.0,doi:10.1007/s11136-018-1985-2,10.1007/s11136-018-1985-2
person:orcid:0000-0001-6610-3369,person:orcid:0000-0001-7147-2222,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0001-8076-9626,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0001-9749-1747,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-0360-3427,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-1002-2989,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-2874-8948,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-2903-1631,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-6213-5264,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-6530-5513,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-7299-6594,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-8293-7061,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0002-9527-0577,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0003-0331-5182,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0003-1231-1490,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0003-3571-3871,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6610-3369,person:orcid:0000-0003-3633-6596,1,1.0,doi:10.5492/wjccm.v11.i4.236,10.5492/wjccm.v11.i4.236
person:orcid:0000-0001-6638-421x,person:orcid:0000-0002-8385-5965,1,1.0,doi:10.1007/s11136-026-04294-w,10.1007/s11136-026-04294-w
person:orcid:0000-0001-6660-5246,person:orcid:0000-0001-7470-528x,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:orcid:0000-0001-6660-5246,person:orcid:0000-0002-8249-7481,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:orcid:0000-0001-6660-5246,person:orcid:0000-0003-0545-1567,1,1.0,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344
person:orcid:0000-0001-6699-6072,person:orcid:0000-0002-9062-9624,1,1.0,doi:10.1186/s12955-021-01889-4,10.1186/s12955-021-01889-4
person:orcid:0000-0001-6712-5535,person:orcid:0000-0003-0517-7625,1,1.0,doi:10.1007/s40273-025-01519-7,10.1007/s40273-025-01519-7
person:orcid:0000-0001-6780-0019,person:orcid:0000-0002-1998-9408,1,1.0,doi:10.1007/s40273-015-0292-9,10.1007/s40273-015-0292-9
person:orcid:0000-0001-6962-0564,person:orcid:0000-0002-0177-0192,1,1.0,doi:10.1007/s11136-021-03075-x,10.1007/s11136-021-03075-x
person:orcid:0000-0001-6962-0564,person:orcid:0000-0002-1633-2179,1,1.0,doi:10.1007/s11136-020-02469-7,10.1007/s11136-020-02469-7
person:orcid:0000-0001-6962-0564,person:orcid:0000-0002-6891-2650,1,1.0,doi:10.1007/s11136-021-03075-x,10.1007/s11136-021-03075-x
person:orcid:0000-0001-6962-0564,person:orcid:0000-0003-2290-0205,1,1.0,doi:10.1007/s11136-020-02469-7,10.1007/s11136-020-02469-7
person:orcid:0000-0001-6983-0166,person:orcid:0000-0002-4290-4863,1,1.0,doi:10.1007/s11136-025-03996-x,10.1007/s11136-025-03996-x
