review_required,review_reason,status,name,is_project_leader,is_member,n_projects,project_ids,member_id,member_affiliation,member_profile_url,chosen_id,openalex_url,chosen_name,orcid,orcid_url,openalex_affiliation,eq_works,total_works,alternatives,override_id,manual_note
0,,ok,Paul Krabbe,1,1,1,2014150,17964,University Medical Center Groningen,https://euroqol.org/about-us/our-members/member-detail/?memberid=17964,A5061371202,https://openalex.org/A5061371202,Paul F. M. Krabbe,0000-0001-6042-1243,https://orcid.org/0000-0001-6042-1243,University Medical Center Groningen,89,266,A5088926761=Krabbe Paul(1 eq),,
0,,ok,Pedro Ferreira,1,0,1,2015110,,,,A5048178253,https://openalex.org/A5048178253,Pedro Lopes Ferreira,0000-0002-9448-9542,https://orcid.org/0000-0002-9448-9542,University of Lisbon,53,349,A5100602883=João Pedro Ferreira(13 eq),,
0,,ok,Piyameth Dilokthornsakul,1,0,1,1982-VS,,,,A5013970219,https://openalex.org/A5013970219,Piyameth Dilokthornsakul,0000-0002-6981-1771,https://orcid.org/0000-0002-6981-1771,Nakornping Hospital,11,176,,,
0,,ok,Prudence Cheung,1,0,1,1808-RA,,,,A5011025629,https://openalex.org/A5011025629,Prudence Wing Hang Cheung,0000-0002-3213-7373,https://orcid.org/0000-0002-3213-7373,University of Hong Kong,32,117,A5129501642=Prudence Cheung(4 eq),,
0,,ok,Rebecca Addo,1,0,1,1899-RA,,,,A5005424373,https://openalex.org/A5005424373,Rebecca Addo,0000-0002-5970-1122,https://orcid.org/0000-0002-5970-1122,University of Technology Sydney,6,29,,,
0,,ok,Sarega Gurudas,1,0,1,2139-RA,,,,A5067968462,https://openalex.org/A5067968462,Sarega Gurudas,0000-0002-2656-0570,https://orcid.org/0000-0002-2656-0570,Moorfields Eye Hospital NHS Foundation Trust,1,46,,,
0,,ok,Sayem Ahmed,1,0,1,2202-VS,,,,A5011474576,https://openalex.org/A5011474576,Sayem Ahmed,0000-0001-9499-1500,https://orcid.org/0000-0001-9499-1500,Department of Health and Social Care,11,227,,,
0,,ok,Seungjin Bae,1,0,1,2510-VS,,,,A5038405248,https://openalex.org/A5038405248,SeungJin Bae,0000-0002-8993-8884,https://orcid.org/0000-0002-8993-8884,Ewha Womans University,1,117,,,
0,,ok,Simone Schieskow,1,1,1,20180450,17990,"Bielefeld University, School of Public Health, Department of Health Economics and Health Care Management",https://euroqol.org/about-us/our-members/member-detail/?memberid=17990,A5117152200,https://openalex.org/A5117152200,Simone Schieskow,,,Bielefeld University,3,4,,,
0,,ok,Soumana Chamoun Nasser,1,0,1,2585-RA,,,,A5029600163,https://openalex.org/A5029600163,Soumana C. Nasser,0000-0003-4202-7116,https://orcid.org/0000-0003-4202-7116,Lebanese American University,5,38,,,
0,,ok,Stella Heemskerk,1,0,1,2638-RA,,,,A5025807986,https://openalex.org/A5025807986,Stella C M Heemskerk,0000-0002-1320-8084,https://orcid.org/0000-0002-1320-8084,Erasmus MC,6,13,A5128901318=Stella C.M. Heemskerk(1 eq); A5140912878=Stella C.M. Heemskerk(1 eq),,
0,,ok,Stephen Coons,1,0,1,2014180,,,,A5052220528,https://openalex.org/A5052220528,Stephen Joel Coons,0000-0001-7977-5156,https://orcid.org/0000-0001-7977-5156,Critical Path Institute,47,203,A5109900536=Stephen Joel Coons(2 eq),,
0,,ok_via_works,Sun Sun,1,1,1,1561-RA,17996,Parexel/Umeå University,https://euroqol.org/about-us/our-members/member-detail/?memberid=17996,A5081188742,https://openalex.org/A5081188742,Sun Sun,0000-0001-5948-3025,https://orcid.org/0000-0001-5948-3025,,10,,A5101892958=Sun Wook Kim(2 eq); A5100953230=Kui Sun(1 eq); A5068381333=In‐Sun Kwon(1 eq); A5007163195=Sun‐Seog Kweon(1 eq); A5067331756=Hongpeng Sun(1 eq); A5044140980=Xiaojie Sun(1 eq); A5027471073=Peng-ran Sun(1 eq); A5020991724=Shawn X. Sun(1 eq); A5102019997=Shumei S. Sun(1 eq); A5080077644=Yiyuan Sun(1 eq); A5102936644=Xibin Sun(1 eq); A5100702983=He Sun(1 eq); A5101603075=Yanping Sun(1 eq); A5079581260=Li‐Min Sun(1 eq); A5016760346=Ling Sun(1 eq),,
0,,ok,Taavi Lai,1,0,1,2602-SG,,,,A5109074641,https://openalex.org/A5109074641,Taavi Lai,,,The Fourth People's Hospital,1,46,,,
0,,ok,Teresa Tsui,1,0,1,1456-PD,,,,A5089652474,https://openalex.org/A5089652474,Teresa Tsui,0000-0002-9806-9393,https://orcid.org/0000-0002-9806-9393,Sunnybrook Health Science Centre,5,17,,,
0,,ok,Tomos Robinson,1,0,1,2196-RA,,,,A5048830550,https://openalex.org/A5048830550,Tomos Robinson,0000-0001-8695-9738,https://orcid.org/0000-0001-8695-9738,St Nicholas Hospital,7,63,,,
0,,ok,Ulrike Ravens-Sieberer,1,1,1,2016270,21548,University Medical Center Hamburg-Eppendorf,https://euroqol.org/about-us/our-members/member-detail/?memberid=21548,A5049804622,https://openalex.org/A5049804622,Ulrike Ravens‐Sieberer,0000-0002-2031-095X,https://orcid.org/0000-0002-2031-095X,Universität Hamburg,131,462,A5036898038=U. Ravens-Sieberer(1 eq); A5059696988=Ulrike Ravens Sieberer(2 eq),,
0,,ok,Vincent Lau,1,0,1,299-RA,,,,A5022213392,https://openalex.org/A5022213392,Vincent Lau,0000-0002-9939-7348,https://orcid.org/0000-0002-9939-7348,Alberta Health Services,2,74,A5058547242=K. H. Vincent Lau(1 eq),,
0,,ok,Willem van Veghel,1,0,1,1584-SG,,,,A5003208889,https://openalex.org/A5003208889,Willem H. P. van Veghel,,,Sint Franciscus Gasthuis,1,2,,,
0,,ok,Yap Xin Yi,1,0,1,2290-EO,,,,A5058382403,https://openalex.org/A5058382403,Yajun Yi,0000-0002-7135-6325,https://orcid.org/0000-0002-7135-6325,Beijing Children’s Hospital,1,79,,,
0,,ok_via_works,Yifan Ding,1,0,1,2188-TVG,,,,A5076822287,https://openalex.org/A5076822287,Yifan Ding,0009-0006-8112-628X,https://orcid.org/0009-0006-8112-628X,,5,,A5061534385=Wei Ding(1 eq),,
0,,ok,Yirga Legesse Niriayo,1,0,1,2563-RA,,,,A5025678242,https://openalex.org/A5025678242,Yirga Legesse Niriayo,0000-0002-6943-753X,https://orcid.org/0000-0002-6943-753X,Mekelle University,1,28,,,
0,,ok,thomas kohlmann,1,1,1,20170130,18000,University of Greifswald,https://euroqol.org/about-us/our-members/member-detail/?memberid=18000,A5031953969,https://openalex.org/A5031953969,Thomas Kohlmann,0000-0002-5956-8309,https://orcid.org/0000-0002-5956-8309,Universitätsmedizin Greifswald,67,430,,,
0,,ok,Ataru Igarashi,0,1,0,,17797,The University of Tokyo,https://euroqol.org/about-us/our-members/member-detail/?memberid=17797,A5071771037,https://openalex.org/A5071771037,Ataru Igarashi,0000-0001-6307-6916,https://orcid.org/0000-0001-6307-6916,University of Tokyo Health Sciences,52,371,A5073828554=A Igarashi(1 eq),,
0,,ok_via_works,Barbara Spady,0,1,0,,17798,University of Calgary,https://euroqol.org/about-us/our-members/member-detail/?memberid=17798,A5032609556,https://openalex.org/A5032609556,Barbara Conner‐Spady,0000-0001-5674-4795,https://orcid.org/0000-0001-5674-4795,University of Calgary,17,63,,,
0,,ok,Caitlyn Solem,0,1,0,,17809,GSK,https://euroqol.org/about-us/our-members/member-detail/?memberid=17809,A5090387330,https://openalex.org/A5090387330,Caitlyn T. Solem,,,GlaxoSmithKline (United States),25,121,,,
0,,ok,Erica Lubetkin,0,1,0,,17839,City University of New York School of Medicine,https://euroqol.org/about-us/our-members/member-detail/?memberid=17839,A5037314317,https://openalex.org/A5037314317,Erica I. Lubetkin,0000-0001-9962-7775,https://orcid.org/0000-0001-9962-7775,CUNY School of Law,46,94,A5136506788=Erica Lubetkin(1 eq); A5138147876=Erica I. Lubetkin(1 eq),,
0,,ok,Ernest Law,0,1,0,,17841,Pfizer,https://euroqol.org/about-us/our-members/member-detail/?memberid=17841,A5040405517,https://openalex.org/A5040405517,Ernest H. Law,0000-0002-6111-8008,https://orcid.org/0000-0002-6111-8008,Pfizer (United States),21,126,,,
0,,ok_via_works,Fan Yang,0,1,0,,17843,Analysis Group,https://euroqol.org/about-us/our-members/member-detail/?memberid=17843,A5056976700,https://openalex.org/A5056976700,Fan Yang,0000-0003-4689-265X,https://orcid.org/0000-0003-4689-265X,,9,,A5074244556=Wanting Yang(3 eq); A5006311711=Xiaofei Fan(3 eq); A5028809099=Zhihao Yang(2 eq); A5101540097=Xiao Yang(1 eq); A5072203049=Dazhi Fan(1 eq); A5101640116=Xue Yang(1 eq); A5050065410=Bin Yang(1 eq); A5040528059=Fengyan Fan(1 eq); A5085516779=Lei Yang(1 eq); A5059784345=Yang Cao(1 eq); A5037500856=Li Yang(1 eq); A5100532253=Wenyi Fan(1 eq); A5101040799=Yang-Chih Lin(1 eq); A5112634380=Kuo-Chia Yang(1 eq); A5100397590=Yang Yang(1 eq); A5078136185=Shengnuo Fan(1 eq); A5050534760=Zhao‐hui Yang(1 eq); A5063850097=Yang-Fan Chen(1 eq); A5100719711=Fan Yang(1 eq); A5100591300=Jingzhi Fan(1 eq); A5065665543=Zihao Fan(1 eq); A5040315632=Xiaoang Yang(1 eq); A5111264511=Qiulan Yang(1 eq); A5100712124=Yuying Fan(1 eq); A5023793312=Rong Fan(1 eq); A5059187721=Litao Yang(1 eq),,
0,,ok,Harri Sintonen,0,1,0,,17865,University of Helsinki/Department of Public Health,https://euroqol.org/about-us/our-members/member-detail/?memberid=17865,A5032927955,https://openalex.org/A5032927955,Harri Sintonen,0000-0003-1252-0946,https://orcid.org/0000-0003-1252-0946,University of Helsinki,291,488,A5109039017=Sintonen Harri(3 eq); A5091222738=H Sintonen(1 eq); A5070129016=Harri Sintonen P x E ivi Vaara(1 eq),,
0,,ok,James Shaw,0,1,0,,17871,Takeda Pharmaceuticals,https://euroqol.org/about-us/our-members/member-detail/?memberid=17871,A5055862397,https://openalex.org/A5055862397,James W. Shaw,0000-0002-7019-3720,https://orcid.org/0000-0002-7019-3720,Bristol-Myers Squibb (United States),45,156,A5091413872=James Shaw(5 eq),,
0,,ok,Juan Cabasés,0,1,0,,17891,"Department of Economics, Universidad Pública de Navarra",https://euroqol.org/about-us/our-members/member-detail/?memberid=17891,A5039017875,https://openalex.org/A5039017875,Juan Manuel Cabasés Hita,0000-0003-0207-4137,https://orcid.org/0000-0003-0207-4137,Universidad de Navarra,31,141,A5141830454=Juan Cabases(1 eq),,
0,,ok,Kristina Secnik Boye,0,1,0,,17907,Eli Lilly and Company,https://euroqol.org/about-us/our-members/member-detail/?memberid=17907,A5039006946,https://openalex.org/A5039006946,Kristina S. Boye,0000-0002-5953-5929,https://orcid.org/0000-0002-5953-5929,Eli Lilly (United States),41,243,,,
0,,ok,Leida Lamers,0,1,0,,17909,"Ministry of Health, Welfare and Sports",https://euroqol.org/about-us/our-members/member-detail/?memberid=17909,A5091647381,https://openalex.org/A5091647381,Leida M. Lamers,,,Institut für Forschung und Transfer,11,51,,,
0,,ok,Liv Ariane Augestad,0,1,0,,17914,University of Oslo,https://euroqol.org/about-us/our-members/member-detail/?memberid=17914,A5054297438,https://openalex.org/A5054297438,Liv Ariane Augestad,0000-0003-3330-5081,https://orcid.org/0000-0003-3330-5081,University of Oslo,23,31,,,
0,,ok,Min-Woo Jo,0,1,0,,17940,"Department of Preventive Medicine, University of Ulsan College of Medicine",https://euroqol.org/about-us/our-members/member-detail/?memberid=17940,A5015763173,https://openalex.org/A5015763173,Min‐Woo Jo,0000-0002-4574-1318,https://orcid.org/0000-0002-4574-1318,Ulsan College,79,231,A5112107115=Min Woo Jo(1 eq); A5112212980=Min-Woo Jo(1 eq),,
0,,ok,Márta Péntek,0,1,0,,19179,Obuda University,https://euroqol.org/about-us/our-members/member-detail/?memberid=19179,A5064557440,https://openalex.org/A5064557440,Márta Péntek,0000-0001-9636-6012,https://orcid.org/0000-0001-9636-6012,Obuda University,125,349,A5031376763=Márta Péntek(3 eq); A5056245079=M Péntek(1 eq); A5124456882=Márta Péntek(2 eq); A5138970384=Márta Péntek(1 eq),,
0,,ok,Rachel Tan,0,1,0,,18648,IQVIA,https://euroqol.org/about-us/our-members/member-detail/?memberid=18648,A5047279366,https://openalex.org/A5047279366,Rachel Lee-Yin Tan,0000-0002-4610-1195,https://orcid.org/0000-0002-4610-1195,,21,37,,,
0,,ok,Richard Brooks,0,1,0,,17973,Retirement Association,https://euroqol.org/about-us/our-members/member-detail/?memberid=17973,A5112107099,https://openalex.org/A5112107099,Richard Brooks,,,Guiyang Medical University,22,66,A5016131855=Richard R. Brooks(2 eq),,
0,,ok,Ruixuan Jiang,0,1,0,,17980,"Merck & Co., Inc.,",https://euroqol.org/about-us/our-members/member-detail/?memberid=17980,A5049026946,https://openalex.org/A5049026946,Ruixuan Jiang,0000-0003-1737-2989,https://orcid.org/0000-0003-1737-2989,"Merck & Co., Inc., Rahway, NJ, USA (United States)",19,58,,,
