openalex_id,title,year,publication_date,document_type,document_gate,doi,venue,authors,abstract_status,abstract,funder_id,funder_name,euroqol_award_ids,funding_metadata_signal,requires_fulltext_confirmation,in_pilot_discovery_by_doi,in_pilot_retained_by_doi
W2794316606,A Systematic Review of Studies Comparing the Measurement Properties of the Three-Level and Five-Level Versions of the EQ-5D,2018,2018-03-23,review,candidate_article,10.1007/s40273-018-0642-5,PharmacoEconomics,Ines Buchholz; Mathieu F. Janssen; Thomas Kohlmann; You‐Shan Feng,available,"BACKGROUND: Since the introduction of the five-level version of the EQ-5D (5L), many studies have comparatively investigated the measurement properties of the original three-level version (3L) with the 5L version. OBJECTIVE: The aim of this study was to consolidate the available evidence on the performance of both instruments. METHODS: A systematic literature search of studies in the English and German languages was conducted (2007-January 2018) using the PubMed, EMBASE, and PsycINFO (EBSCO) databases, as well as the EuroQol Research Foundation website. Data were extracted and assessed on missing values, distributional properties, informativity indices (Shannon's H' and J'), inconsistencies, responsiveness, and test-retest reliability. RESULTS: Twenty-four studies were included in the review. Missing values and floor effects (percentage reporting the worst health state) were found to be negligible for both 3L and 5L (< 5%). From 18 studies, inconsistencies ranged from 0 to 10.6%, although they were generally well below 5%, with 9 studies reporting the most inconsistencies for Usual Activities (mean percentage 4.1%). Shannon's indices were always higher for 5L than for 3L, and all but three studies reported lower ceiling effects ('11111') for 5L than for 3L. There is mixed and insufficient evidence on responsiveness and test-retest reliability, although results on index values showed better performance for 5L on test-retest reliability. CONCLUSION: Overall, studies showed similar or better measurement properties of the 5L compared with the 3L, and evidence indicated moderately better distributional parameters and substantial improvement in informativity for the 5L compared with the 3L. Insufficient evidence on responsiveness and test-retest reliability implies further research is needed.",F4320323856,EuroQol Research Foundation,EQ Project 2016170,openalex_funder_relation,1,0,0
W3045207140,Methods for Analysing and Reporting EQ-5D Data,2020,2020-01-01,book,exclude_format,10.1007/978-3-030-47622-9,,Nancy Devlin; David Parkin; Bas Janssen,available,"This open access book provides practical, clear and comprehensive guidance on analysing EQ-5D data. It describes how the questionnaire data, the EQ-5D profile and EQ VAS, can be analysed in various ways to generate important insights into peoples’ health.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2791479921,Population norms for the EQ-5D-3L: a cross-country analysis of population surveys for 20 countries,2018,2018-02-14,article,candidate_article,10.1007/s10198-018-0955-5,The European Journal of Health Economics,Mathieu F. Janssen; Ágota Szende; J. Cabases; Juan Manuel Ramos-Goñi; Gemma Vilagut; H.‐H. König,available,"This study provides EQ-5D population norms for 20 countries (N = 163,838), which can be used to compare profiles for patients with specific conditions with data for the average person in the general population in a similar age and/or gender group. Descriptive EQ-5D data are provided for the total population, by gender and by seven age groups. Provided index values are based on European VAS for all countries, based on TTO for 11 countries and based on VAS for 10 countries. Important differences exist in EQ-5D reported health status across countries after standardizing for population structure. Self-reported health according to all five dimensions and EQ VAS generally decreased with increasing age and was lower for females. Mean self-rated EQ VAS scores varied from 70.4 to 83.3 in the total population by country. The prior living standards (GDP per capita) in the countries studied are correlated most with the EQ VAS scores (0.58), while unemployment appeared to be significantly correlated in people over the age of 45 only. A country's expenditure on health care correlated moderately with higher ratings on the EQ VAS (0.55). EQ-5D norms can be used as reference data to assess the burden of disease of patients with specific conditions. Such information, in turn, can inform policy-making and assist in setting priorities in health care.",F4320323856,EuroQol Research Foundation,201108,openalex_funder_relation,1,0,0
W3033327429,Which multi-attribute utility instruments are recommended for use in cost-utility analysis? A review of national health technology assessment (HTA) guidelines,2020,2020-06-08,article,candidate_article,10.1007/s10198-020-01195-8,The European Journal of Health Economics,Matthew Kennedy-Martin; Bernhard Slaap; Michael Herdman; Mandy van Reenen; Tessa Kennedy‐Martin; Wolfgang Greiner; Jan J.V. Busschbach; Kristina S. Boye,available,"BACKGROUND: Several multi-attribute utility instruments (MAUIs) are available from which utilities can be derived for use in cost-utility analysis (CUA). This study provides a review of recommendations from national health technology assessment (HTA) agencies regarding the choice of MAUIs. METHODS: A list was compiled of HTA agencies that provide or refer to published official pharmacoeconomic (PE) guidelines for pricing, reimbursement or market access. The guidelines were reviewed for recommendations on the indirect calculation of utilities and categorized as: a preference for a specific MAUI; providing no MAUI preference, but providing examples of suitable MAUIs and/or recommending the use of national value sets; and recommending CUA, but not providing examples of MAUIs. RESULTS: Thirty-four PE guidelines were included for review. MAUIs named for use in CUA: EQ-5D (n = 29 guidelines), the SF-6D (n = 11), HUI (n = 10), QWB (n = 3), AQoL (n = 2), CHU9D (n = 1). EQ-5D was a preferred MAUI in 15 guidelines. Alongside the EQ-5D, the HUI was a preferred MAUI in one guideline, with DALY disability weights mentioned in another. Fourteen guidelines expressed no preference for a specific MAUI, but provided examples: EQ-5D (n = 14), SF-6D (n = 11), HUI (n = 9), QWB (n = 3), AQoL (n = 2), CHU9D (n = 1). Of those that did not specify a particular MAUI, 12 preferred calculating utilities using national preference weights. CONCLUSIONS: The EQ-5D, HUI, and SF-6D were the three MAUIs most frequently mentioned in guidelines. The most commonly cited MAUI (in 85% of PE guidelines) was EQ-5D, either as a preferred MAUI or as an example of a suitable MAUI for use in CUA in HTA.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2337676734,EuroQol Protocols for Time Trade-Off Valuation of Health Outcomes,2016,2016-04-15,article,candidate_article,10.1007/s40273-016-0404-1,PharmacoEconomics,Mark Oppe; Kim Rand; Koonal Shah; Juan Manuel Ramos-Goñi; Nan Luo,unavailable,,F4320323856,EuroQol Research Foundation,2015410,openalex_funder_relation,1,0,0
W2772302443,Handling Data Quality Issues to Estimate the Spanish EQ-5D-5L Value Set Using a Hybrid Interval Regression Approach,2017,2017-12-02,article,candidate_article,10.1016/j.jval.2017.10.023,Value in Health,Juan Manuel Ramos-Goñi; Benjamin M. Craig; Mark Oppe; Yolanda Ramallo‐Fariña; José Luis Pinto Prades; Nan Luo; Oliver Rivero‐Arias,available,"BACKGROUND: The Spanish five-level EuroQol five-dimensional questionnaire (EQ-5D-5L) valuation study was the first to use the EuroQol Valuation Technology protocol, including composite time trade-off (C-TTO) and discrete choice experiments (DCE). In this study, its investigators noticed that some interviewers did not fully explain the C-TTO task to respondents. Evidence from a follow-up study in 2014 confirmed that when interviewers followed the protocol, the distribution of C-TTO responses widened. OBJECTIVES: To handle the data quality issues in the C-TTO responses by estimating a hybrid interval regression model to produce a Spanish EQ-5D-5L value set. METHODS: Four different models were tested. Model 0 integrated C-TTO and DCE responses in a hybrid model and models 1 to 3 altered the interpretation of the C-TTO responses: model 1 allowed for censoring of the C-TTO responses, whereas model 2 incorporated interval responses and model 3 included the interviewer-specific protocol violations. For external validation, the predictions of the four models were compared with those of the follow-up study using the Lin's concordance correlation coefficient. RESULTS: This stepwise approach to modeling C-TTO and DCE responses improved the concordance between the valuation and follow-up studies (concordance correlation coefficient: 0.948 [model 0], 0.958 [model 1], 0.952 [model 2], and 0.989 [model 3]). We recommend the estimates from model 3, because its hybrid interval regression model addresses the data quality issues found in the valuation study. CONCLUSIONS: Protocol violations may occur in any valuation study; handling them in the analysis can improve external validity. The resulting EQ-5D-5L value set (model 3) can be applied to inform Spanish health technology assessments.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W3092636925,US population norms for the EQ-5D-5L and comparison of norms from face-to-face and online samples,2020,2020-10-06,article,candidate_article,10.1007/s11136-020-02650-y,Quality of Life Research,Ruixuan Jiang; Mathieu F. Janssen; A. Simon Pickard,available,"PURPOSE: Normative scores (norms) allow for comparisons between population(s) of interest and the general population, which is useful for burden of disease studies and cost-effectiveness analysis. The primary aim of this study was to estimate US visual analogue scale (EQ VAS) and utility-based norms for the EQ-5D-5L using the face-to-face sample. The secondary aim was to compare norms estimated in the face-to-face and online populations. METHODS: This study estimated population norms from two general population surveys: (a) face-to-face and (b) online. In these surveys, respondents provided their health state using the EQ-5D-5L health classifier and the EQ VAS. Descriptive statistics, including mean, standard deviation (SD), 95% confidence interval, and median for the 5L utility and EQ VAS were estimated for each sample and across relevant respondent characteristics to serve as the basis for US EQ-5D-5L norms RESULTS: Face-to-face sample respondents (n = 1134) were representative of the US adult general population. In this sample, mean (SD) utility decreased with increasing age until age 45 or greater (age 45-54: 0.816 (0.249) age 55-64: 0.815 (0.243) age 65-74: 0.824 (0.217) age 75 + : 0.811 (0.218)). With increasing age, more problems were reported on all dimensions except anxiety/depression; a smaller proportion of respondents age 65 and older reported problems with anxiety/depression (23.8%) as compared to the youngest respondents (42.1%). Online (n = 2018) mean utility and EQ VAS values were consistently lower than the face-to-face sample. CONCLUSIONS: The availability of US EQ-5D-5L norms facilitates interpretation and understanding of general population and patient health.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2735686076,The Indonesian EQ-5D-5L Value Set,2017,2017-07-10,article,candidate_article,10.1007/s40273-017-0538-9,PharmacoEconomics,Fredrick Dermawan Purba; Joke A. M. Hunfeld; Aulia Iskandarsyah; Titi Sahidah Fitriana; Sawitri S. Sadarjoen; Juan Manuel Ramos-Goñi; Jan Passchier; Jan J.V. Busschbach,available,"BACKGROUND: The EQ-5D is one of the most used generic health-related quality-of-life (HRQOL) instruments worldwide. To make the EQ-5D suitable for use in economic evaluations, a societal-based value set is needed. Indonesia does not have such a value set. OBJECTIVE: The aim of this study was to derive an EQ-5D-5L value set from the Indonesian general population. METHODS: A representative sample aged 17 years and over was recruited from the Indonesian general population. A multi-stage stratified quota method with respect to residence, gender, age, level of education, religion and ethnicity was utilized. Two elicitation techniques, the composite time trade-off (C-TTO) and discrete choice experiments (DCE) were applied. Interviews were undertaken by trained interviewers using computer-assisted face-to-face interviews with the EuroQol Valuation Technology (EQ-VT) platform. To estimate the value set, a hybrid regression model combining C-TTO and DCE data was used. RESULTS: A total of 1054 respondents who completed the interview formed the sample for the analysis. Their characteristics were similar to those of the Indonesian population. Most self-reported health problems were observed in the pain/discomfort dimension (39.66%) and least in the self-care dimension (1.89%). In the value set, the maximum value was 1.000 for full health (health state '11111') followed by the health state '11112' with value 0.921. The minimum value was -0.865 for the worst state ('55555'). Preference values were most affected by mobility and least by pain/discomfort. CONCLUSIONS: We now have a representative EQ-5D-5L value set for Indonesia. We expect our results will promote and facilitate health economic evaluations and HRQOL research in Indonesia.",F4320323856,EuroQol Research Foundation,2013240,openalex_funder_relation,1,1,1
W2900226942,EQ-5D-5L norms for the urban Chinese population in China,2018,2018-11-08,article,candidate_article,10.1186/s12955-018-1036-2,Health and Quality of Life Outcomes,Zhihao Yang; Jan J.V. Busschbach; Gordon Liu; Nan Luo,available,"BACKGROUND: To generate Chinese population norms for the EQ-5D-5L dimensions, EQ-VAS (Visual Analogue Scale) scores and EQ-5D-5L index scores, stratified by gender and age. The EQ-5D is a widely used generic health-related quality of life instrument to describe population health and health outcomes in clinical trials and health economic evaluations. Currently, there are no EQ-5D-5L population norms for China. METHODS: This norm study utilized the data collected in an EQ-5D-5L valuation study in China between December 2012 and January 2013. In the valuation study, respondents were asked to report their own health states using the EQ-5D-5L descriptive system and the EQ-VAS. Respondents' demographic information was also collected. The EQ index score was calculated using the EQ-5D-5L value set based on the Chinese urban population. Norm scores were reported by important demographic variables. RESULTS: The mean EQ-VAS scores ranged between 88.3 for males of < 19 years and 82.9 for females of 60-69 years. Contrary to other population studies, females reported higher EQ-VAS scores than males in every age group except for 20-29 years. The mean EQ-5D-5L index values ranged from 0.912 for females of > 70 years to 0.971 for females of 30-39 years. Respondents reported more problems in the dimensions 'pain/discomfort' and 'anxiety/depression' than in the dimensions 'mobility', 'self-care' and 'usual activities' in all age groups. CONCLUSIONS: The population norm scores for the EQ-5D can be used as reference values for comparative purposes in future Chinese studies. Further research into rural and/or a more representative population is warranted.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W2810546336,The EQ-5D-5L Valuation study in Thailand,2018,2018-06-30,article,candidate_article,10.1080/14737167.2018.1494574,Expert Review of Pharmacoeconomics & Outcomes Research,Juntana Pattanaphesaj; Montarat Thavorncharoensap; Juan Manuel Ramos-Goñi; Sirinart Tongsiri; Lily Ingsrisawang; Yot Teerawattananon,available,"BACKGROUND: At present, health technology assessment (HTA) guidelines of many countries including Thailand have recommended EQ-5D as the preferred method for assessing utility. This study aims to generate an EQ-5D-5L value set based on societal preferences of Thai population. METHODS: A 1,207 representative sample was recruited using a stratified multi-stage quota sampling technique. Face-to-face, computer-assisted interviews using the EuroQol Valuation Technology (EQ-VT) software were employed. To elicit preference score, each respondent was asked to value health states using composite time trade-off (cTTO), and discrete choice experiment (DCE). All data were integrated and analyzed using a hybrid regression model to estimate the value set. RESULTS: Characteristics of 1,207 participants were generally similar to those of Thai general population. The coefficients generated from a hybrid model were logically consistent. The second best value is 0.9436 for health state 11121 and the worst state (55555) value is -0.4212. Mobility shows the greatest impact to utility decrement. CONCLUSIONS: Our study developed a Thai value set for EQ-5D using hybrid model. The findings from this study are of important to facilitate health technology assessment studies to inform policy decision-making as well as to promote the use of EQ-5D-5L in various health research in Thailand.",F4320323856,EuroQol Research Foundation,,openalex_funder_relation,1,0,0
W3126420006,The Danish EQ-5D-5L Value Set: A Hybrid Model Using cTTO and DCE Data,2021,2021-02-02,article,candidate_article,10.1007/s40258-021-00639-3,Applied Health Economics and Health Policy,Cathrine Elgaard Jensen; Sabrina Storgaard Sørensen; Claire Gudex; Morten Berg Jensen; Kjeld Møller Pedersen; Lars Holger Ehlers,available,"OBJECTIVES: Quality-adjusted life-years (QALYs) are expected to be used for priority setting of hospital-dispensed medicines in Denmark from 2021. The aim of this study was to develop the first Danish value set for the EQ-5D-5L based on interviews with a representative sample of the Danish adult population. METHODS: A nationally representative sample based on age (> 18 years), gender, education, and geographical region was recruited using data provided by Statistics Denmark. Computer-assisted personal interviews were carried out using the EQ-VT 2.1. Respondents each valued ten health states using composite time trade-off (cTTO) and seven health states using discrete-choice experiment (DCE). Different predictive models were explored using cTTO and DCE data alone or in combination as hybrid models. Model performance was assessed using logical consistency. RESULTS: A total of 1014 interviews were included in the analyses. The sample was representative of the Danish adult population, though the sample contained slightly more respondents with higher education than in the general population. Only the heteroscedastic censored hybrid model combining cTTO and DCE data yielded consistent results, and hence was chosen for modelling the final Danish value set. The predicted values ranged from - 0.757 to 1, and anxiety/depression was the dimension assigned most value by respondents. CONCLUSIONS: This study established the Danish EQ-5D-5L value set, which represents the preferences of the Danish general population, and is expected to provide key input for healthcare decision-making in a Danish context.",F4320323856,EuroQol Research Foundation,20170400; 20170401,openalex_funder_relation,1,0,0
W2800059521,Quality of life of the Indonesian general population: Test-retest reliability and population norms of the EQ-5D-5L and WHOQOL-BREF,2018,2018-05-11,article,candidate_article,10.1371/journal.pone.0197098,PLoS ONE,Fredrick Dermawan Purba; Joke A. M. Hunfeld; Aulia Iskandarsyah; Titi Sahidah Fitriana; Sawitri S. Sadarjoen; Jan Passchier; Jan J.V. Busschbach,available,"OBJECTIVES: The objective of this study is to obtain population norms and to assess test-retest reliability of EQ-5D-5L and WHOQOL-BREF for the Indonesian population. METHODS: A representative sample of 1056 people aged 17-75 years was recruited from the Indonesian general population. We used a multistage stratified quota sampling method with respect to residence, gender, age, education level, religion and ethnicity. Respondents completed EQ-5D-5L and WHOQOL-BREF with help from an interviewer. Norms data for both instruments were reported. For the test-retest evaluations, a sub-sample of 206 respondents completed both instruments twice. RESULTS: The total sample and test-retest sub-sample were representative of the Indonesian general population. The EQ-5D-5L shows almost perfect agreement between the two tests (Gwet's AC: 0.85-0.99 and percentage agreement: 90-99%) regarding the five dimensions. However, the agreement of EQ-VAS and index scores can be considered as poor (ICC: 0.45 and 0.37 respectively). For the WHOQOL-BREF, ICCs of the four domains were between 0.70 and 0.79, which indicates moderate to good agreement. For EQ-5D-5L, it was shown that female and older respondents had lower EQ-index scores, whilst rural, younger and higher-educated respondents had higher EQ-VAS scores. For WHOQOL-BREF: male, younger, higher-educated, high-income respondents had the highest scores in most of the domains, overall quality of life, and health satisfaction. CONCLUSIONS: This study provides representative estimates of self-reported health status and quality of life for the general Indonesian population as assessed by the EQ-5D-5L and WHOQOL-BREF instruments. The descriptive system of the EQ-5D-5L and the WHOQOL-BREF have high test-retest reliability while the EQ-VAS and the index score of EQ-5D-5L show poor agreement between the two tests. Our results can be useful to researchers and clinicians who can compare their findings with respect to these concepts with those of the Indonesian general population.",F4320323856,EuroQol Research Foundation,2013240,openalex_funder_relation,1,1,1
