source_id,source,target_id,target,weight
person:openalex:A5049486122,Poramaet Laowanapiban,person:openalex:A5090057690,Kavin Vanikieti,1
person:openalex:A5049684124,Liling Zhu,person:openalex:A5084893260,Rongjia Sun,2
person:openalex:A5049684124,Liling Zhu,person:openalex:A5100318622,Dong Dong,2
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5055586791,H. Felfel,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5064571617,Adeladlew Kassie Netere,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5065440173,A. Kooli,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5066055651,Myriam Razgallah Khrouf,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5087756312,Chema Drira,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5137522062,POPQOL Africa Advisory,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5137522683,Ian Neethling,1
person:openalex:A5049702181,Jaafar Chemli,person:openalex:A5137597389,Eyayaw Ashete Belachew,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5054398877,P. Santos-Moreno,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5061181148,John Londoño,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5087881843,Ingris Peláez‐Ballestas,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5091245702,Rodrigo Giraldo‐Bustos,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5108810048,Eugenia‐Lucia Saldarriaga,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5109577856,Diana Díaz-Jiménez,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5110699463,Francy-Milena Cuervo,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5112554918,José-Ignacio Angarita,1
person:openalex:A5049798741,Carlos A Castañeda-Orjuela,person:openalex:A5113811999,Carlos Enrique Sarmiento Pinzón,1
person:openalex:A5049910190,Jonathan N. Davies,person:openalex:A5082190751,Karen Trapani,2
person:openalex:A5050033562,Linda Sande,person:openalex:A5067989104,Sarah C. Smith,1
person:openalex:A5050033562,Linda Sande,person:openalex:A5079737392,Kamran Khan,1
person:openalex:A5050033562,Linda Sande,person:openalex:A5089167457,Stavros Petrou,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5055845369,Suthida Panpitpat,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5058041225,Suntaree Thitiwichienlert,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5063379904,Wajamon Supawatjariyakul,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5075254349,Nipat Aui-aree,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5083020282,Niphon Chirapapaisan,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5083125605,Sireedhorn Kurathong,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5088485151,Kitthisak Kitthaweesin,1
person:openalex:A5050057225,Jiruth Sriratanaban,person:openalex:A5090057690,Kavin Vanikieti,1
person:openalex:A5050414675,Natalia Hounsome,person:openalex:A5063112371,Karen Stenner,1
person:openalex:A5050414675,Natalia Hounsome,person:openalex:A5064503286,Yogini Jani,1
person:openalex:A5050414675,Natalia Hounsome,person:openalex:A5073514107,Saeideh Babashahi,1
person:openalex:A5050414675,Natalia Hounsome,person:openalex:A5073903784,Kathryn Hart,1
person:openalex:A5050414675,Natalia Hounsome,person:openalex:A5101984063,Judith Edwards,1
person:openalex:A5050491421,Abdu Mengesha,person:openalex:A5057552039,Biruck Gashawbeza,1
person:openalex:A5050491421,Abdu Mengesha,person:openalex:A5072165119,Wondemagegnhu Tigneh,1
person:openalex:A5050497223,Aleksandra Dudzisz,person:openalex:A5053012296,Grzegorz Basak,1
person:openalex:A5050574646,Bridget Johnston,person:openalex:A5051422828,Peiwen Jiang,1
person:openalex:A5050574646,Bridget Johnston,person:openalex:A5051943172,Charles Normand,1
person:openalex:A5050574646,Bridget Johnston,person:openalex:A5064514171,Meera Agar,1
person:openalex:A5050733538,Kailu Wang,person:openalex:A5063317906,Eng‐Kiong Yeoh,2
person:openalex:A5050733538,Kailu Wang,person:openalex:A5103896990,Annie Wai-Ling Cheung,2
person:openalex:A5050744717,Yu Fang,person:openalex:A5051441138,Jing Wu,2
person:openalex:A5050744717,Yu Fang,person:openalex:A5083535676,Weidong Huang,1
person:openalex:A5050744717,Yu Fang,person:openalex:A5101454822,Da Feng,2
person:openalex:A5050744717,Yu Fang,person:openalex:A5102780130,Mingxia Jing,1
person:openalex:A5050744717,Yu Fang,person:openalex:A5103185016,Xiaoyu Xi,2
person:openalex:A5050846738,Jason Pui Yin Cheung,person:openalex:A5050893034,Joyce Sau Mei Lam,1
person:openalex:A5050846738,Jason Pui Yin Cheung,person:openalex:A5101414164,Jiaer Lin,3
person:openalex:A5050846738,Jason Pui Yin Cheung,person:openalex:A5101498965,Shiqi Chen,1
person:openalex:A5050846738,Jason Pui Yin Cheung,person:openalex:A5104089157,Emily Tsui Yee Tse,1
person:openalex:A5050893034,Joyce Sau Mei Lam,person:openalex:A5058164483,John King Yiu Cheng,1
person:openalex:A5050893034,Joyce Sau Mei Lam,person:openalex:A5071151094,Kiki Sze Nga Liu,1
person:openalex:A5050893034,Joyce Sau Mei Lam,person:openalex:A5083350920,Will Ho Gi Cheng,1
person:openalex:A5050893034,Joyce Sau Mei Lam,person:openalex:A5101498965,Shiqi Chen,1
person:openalex:A5050893034,Joyce Sau Mei Lam,person:openalex:A5104089157,Emily Tsui Yee Tse,2
person:openalex:A5050912692,Yan Lin,person:openalex:A5060090179,Quan Zhou,1
person:openalex:A5050912692,Yan Lin,person:openalex:A5100400360,Yifeng Chen,1
person:openalex:A5050912692,Yan Lin,person:openalex:A5100758235,Yilin Zhang,1
person:openalex:A5050912692,Yan Lin,person:openalex:A5100858517,Zhihong Xiao,1
person:openalex:A5051032053,Siti Khadijah Binti Mohamad Asfia,person:openalex:A5079589572,V. D. Sokolova,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5051575102,Albert L. Groenendijk,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5051639117,Melanie Stecher,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5056785549,Bas C. T. van Bussel,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5056998699,Janise Braga Barros Ferreira,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5058870508,E A Badings,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5061972659,David F. Heigener,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5062389614,Lukas Eberwein,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5064689966,Lisa Pilgram,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5065724319,Stéphane Heymans,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5066117396,C E M Jakob,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5066159754,A. J. M. van Boxem,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5067399658,Martin Hower,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5067519537,Maarten van Smeden,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5068427831,Willem L. Bor,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5070525780,Ahmet Görkem Er,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5073520095,Alicia Uijl,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5073698080,Riyaz Patel,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5075248311,Matteo Bianco,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5077342701,MZH Kolk,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5078999728,Nora Isberner,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5079510935,Anette Friedrichs,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5079793682,Fahd A Al-Muhanna,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5080702053,W Hermans-van Ast,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5080728423,B. E. Groenemeijer,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5081526352,A. N. Alnafie,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5082537307,P. Y. Kopylov,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5082552831,Avinash Aujayeb,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5084145848,M T H M Henkens,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5084784705,H. A. M. van Kesteren,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5085151864,M. W. J. van Hessen,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5085833113,Amein K. Al‐Ali,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5086377750,Sebastian Dolff,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5086536825,Chiara Bucciarelli‐Ducci,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5086575891,Abdullah Alshehri,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5087305971,C. C. P. Anning,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5087921308,Bas Kietselaer,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5088810449,Mohammad Alkhalil,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5091023964,Alexander D Hilt,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5108706717,R Byrom-Goulthorp,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5108782007,J. T. Drost,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5109354602,Jürgen vom Dahl,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5109531672,Walther Hermans,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5110032434,Jeroen Schaap,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5110491106,N C Lea,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5110852698,N. Y. Y. Al-Windy,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5112301724,Aafke M H Koning,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5112720857,R. G. Tieleman,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5112720858,C Degenhardt,1
person:openalex:A5051267193,Björn‐Erik Ole Jensen,person:openalex:A5113566905,H. G. R. Dorman,1
person:openalex:A5051372183,Marc Hendricks,person:openalex:A5051988707,Alan Davidson,2
person:openalex:A5051372183,Marc Hendricks,person:openalex:A5075102472,Helder De Quintal,2
person:openalex:A5051372183,Marc Hendricks,person:openalex:A5111502485,Gillian Riordan,1
person:openalex:A5051372183,Marc Hendricks,person:openalex:A5112253167,Gill Riordan,1
person:openalex:A5051372183,Marc Hendricks,person:openalex:A5112697096,Alvin Ndondo,2
person:openalex:A5051418070,Shir Lynn Lim,person:openalex:A5067422552,Carolyn S.P. Lam,1
person:openalex:A5051422828,Peiwen Jiang,person:openalex:A5051943172,Charles Normand,1
person:openalex:A5051422828,Peiwen Jiang,person:openalex:A5064514171,Meera Agar,1
person:openalex:A5051422828,Peiwen Jiang,person:openalex:A5122901134,Mulhern Brendan,1
person:openalex:A5051441138,Jing Wu,person:openalex:A5083535676,Weidong Huang,1
person:openalex:A5051441138,Jing Wu,person:openalex:A5101454822,Da Feng,2
person:openalex:A5051441138,Jing Wu,person:openalex:A5102780130,Mingxia Jing,1
person:openalex:A5051441138,Jing Wu,person:openalex:A5103185016,Xiaoyu Xi,2
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5051639117,Melanie Stecher,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5056785549,Bas C. T. van Bussel,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5056998699,Janise Braga Barros Ferreira,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5058870508,E A Badings,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5061972659,David F. Heigener,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5062389614,Lukas Eberwein,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5064689966,Lisa Pilgram,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5065724319,Stéphane Heymans,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5066117396,C E M Jakob,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5066159754,A. J. M. van Boxem,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5067399658,Martin Hower,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5067519537,Maarten van Smeden,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5068427831,Willem L. Bor,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5070525780,Ahmet Görkem Er,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5073520095,Alicia Uijl,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5073698080,Riyaz Patel,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5075248311,Matteo Bianco,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5077342701,MZH Kolk,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5078999728,Nora Isberner,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5079510935,Anette Friedrichs,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5079793682,Fahd A Al-Muhanna,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5080702053,W Hermans-van Ast,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5080728423,B. E. Groenemeijer,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5081526352,A. N. Alnafie,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5082537307,P. Y. Kopylov,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5082552831,Avinash Aujayeb,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5084145848,M T H M Henkens,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5084784705,H. A. M. van Kesteren,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5085151864,M. W. J. van Hessen,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5085833113,Amein K. Al‐Ali,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5086377750,Sebastian Dolff,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5086536825,Chiara Bucciarelli‐Ducci,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5086575891,Abdullah Alshehri,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5087305971,C. C. P. Anning,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5087921308,Bas Kietselaer,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5088810449,Mohammad Alkhalil,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5091023964,Alexander D Hilt,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5108706717,R Byrom-Goulthorp,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5108782007,J. T. Drost,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5109354602,Jürgen vom Dahl,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5109531672,Walther Hermans,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5110032434,Jeroen Schaap,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5110491106,N C Lea,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5110852698,N. Y. Y. Al-Windy,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5112301724,Aafke M H Koning,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5112720857,R. G. Tieleman,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5112720858,C Degenhardt,1
person:openalex:A5051575102,Albert L. Groenendijk,person:openalex:A5113566905,H. G. R. Dorman,1
person:openalex:A5051600022,Michael Donnelly,person:openalex:A5054988860,Tran Thu Ngan,1
person:openalex:A5051600022,Michael Donnelly,person:openalex:A5059651488,Hoàng Văn Minh,1
person:openalex:A5051600022,Michael Donnelly,person:openalex:A5065576118,Vu Quynh,1
person:openalex:A5051630157,Ruth Wong,person:openalex:A5102906407,Rhiannon Tudor Edwards,1
person:openalex:A5051637962,Rosa-María Galindo-Suárez,person:openalex:A5065872142,Cesar Cruz-Santiago,1
person:openalex:A5051637962,Rosa-María Galindo-Suárez,person:openalex:A5085177207,Cristina Gutiérrez-Delgado,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5056785549,Bas C. T. van Bussel,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5056998699,Janise Braga Barros Ferreira,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5058870508,E A Badings,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5061972659,David F. Heigener,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5062389614,Lukas Eberwein,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5064689966,Lisa Pilgram,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5065724319,Stéphane Heymans,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5066117396,C E M Jakob,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5066159754,A. J. M. van Boxem,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5067399658,Martin Hower,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5067519537,Maarten van Smeden,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5068427831,Willem L. Bor,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5070525780,Ahmet Görkem Er,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5073520095,Alicia Uijl,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5073698080,Riyaz Patel,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5075248311,Matteo Bianco,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5077342701,MZH Kolk,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5078999728,Nora Isberner,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5079510935,Anette Friedrichs,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5079793682,Fahd A Al-Muhanna,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5080702053,W Hermans-van Ast,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5080728423,B. E. Groenemeijer,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5081526352,A. N. Alnafie,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5082537307,P. Y. Kopylov,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5082552831,Avinash Aujayeb,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5084145848,M T H M Henkens,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5084784705,H. A. M. van Kesteren,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5085151864,M. W. J. van Hessen,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5085833113,Amein K. Al‐Ali,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5086377750,Sebastian Dolff,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5086536825,Chiara Bucciarelli‐Ducci,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5086575891,Abdullah Alshehri,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5087305971,C. C. P. Anning,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5087921308,Bas Kietselaer,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5088810449,Mohammad Alkhalil,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5091023964,Alexander D Hilt,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5108706717,R Byrom-Goulthorp,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5108782007,J. T. Drost,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5109354602,Jürgen vom Dahl,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5109531672,Walther Hermans,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5110032434,Jeroen Schaap,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5110491106,N C Lea,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5110852698,N. Y. Y. Al-Windy,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5112301724,Aafke M H Koning,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5112720857,R. G. Tieleman,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5112720858,C Degenhardt,1
person:openalex:A5051639117,Melanie Stecher,person:openalex:A5113566905,H. G. R. Dorman,1
person:openalex:A5051943172,Charles Normand,person:openalex:A5064514171,Meera Agar,1
person:openalex:A5051988707,Alan Davidson,person:openalex:A5075102472,Helder De Quintal,2
person:openalex:A5051988707,Alan Davidson,person:openalex:A5111502485,Gillian Riordan,1
person:openalex:A5051988707,Alan Davidson,person:openalex:A5112253167,Gill Riordan,1
person:openalex:A5051988707,Alan Davidson,person:openalex:A5112697096,Alvin Ndondo,2
person:openalex:A5052003796,Seyi Ladele Amosun,person:openalex:A5062557095,Soraya Maart,1
person:openalex:A5052048899,Adovich S. Rivera,person:openalex:A5061247569,Ma-Ann M. Zarsuelo,1
person:openalex:A5052048899,Adovich S. Rivera,person:openalex:A5067876565,Red Thaddeus D. Miguel,2
person:openalex:A5052048899,Adovich S. Rivera,person:openalex:A5069067858,Anne Julienne Genuino-Marfori,1
person:openalex:A5052048899,Adovich S. Rivera,person:openalex:A5109331936,Anna Melissa Guerrero,1
person:openalex:A5052089030,Maribel Ahuir,person:openalex:A5055477304,Jorge Aliaga,1
person:openalex:A5052089030,Maribel Ahuir,person:openalex:A5062332946,Tomás Cuñat,1
person:openalex:A5052089030,Maribel Ahuir,person:openalex:A5083694677,Carlos Ferrando,1
person:openalex:A5052089030,Maribel Ahuir,person:openalex:A5108735143,Marilyn Arias,1
person:openalex:A5052119079,Thomas Neyens,person:openalex:A5059507519,Philippe Beutels,1
person:openalex:A5052229575,Stephanie C. E. Schuit,person:openalex:A5068551112,Suzanne Polinder,1
person:openalex:A5052229575,Stephanie C. E. Schuit,person:openalex:A5094513930,Nadja Alexandrov,1
person:openalex:A5052266669,Margaret S. Herridge,person:openalex:A5082185641,M. Elizabeth Wilcox,1
person:openalex:A5052266669,Margaret S. Herridge,person:openalex:A5088664027,Simon Oczkowski,1
person:openalex:A5052266669,Margaret S. Herridge,person:openalex:A5101640408,Robert Fowler,1
person:openalex:A5052266669,Margaret S. Herridge,person:openalex:A5109576149,Kimberley Lewis,1
person:openalex:A5052326586,Nicolas Bouckaert,person:openalex:A5063227963,Irina Cleemput,1
person:openalex:A5052551841,Usa Chaikledkaew,person:openalex:A5056464791,Ammarin Thakkinstian,1
person:openalex:A5052551841,Usa Chaikledkaew,person:openalex:A5081076545,Taiwo Gboluwaga Amole,1
person:openalex:A5052551841,Usa Chaikledkaew,person:openalex:A5113838546,Mohammed Nasir Sambo,1
person:openalex:A5052551841,Usa Chaikledkaew,person:openalex:A5138654137,Bello Usman Ardo,1
person:openalex:A5052884545,Jing Cai,person:openalex:A5101821097,Meixuan Li,1
person:openalex:A5052884545,Jing Cai,person:openalex:A5115594934,Zhenyan Bo,1
person:openalex:A5053012296,Grzegorz Basak,person:openalex:A5064853031,Katarzyna Jaśkowiak,1
person:openalex:A5053012296,Grzegorz Basak,person:openalex:A5068277876,Maciej Niewada,1
person:openalex:A5053012296,Grzegorz Basak,person:openalex:A5073219519,Andżelika Gawrońska,1
person:openalex:A5053012296,Grzegorz Basak,person:openalex:A5087683959,Alicja Wójcik,1
person:openalex:A5053139067,Udeni De Silva Perera,person:openalex:A5082448286,Ashwini De Silva,1
person:openalex:A5053139067,Udeni De Silva Perera,person:openalex:A5091495489,Gang Chen,1
person:openalex:A5053143734,Simon McNamara,person:openalex:A5056061208,Tim Doran,3
person:openalex:A5053143734,Simon McNamara,person:openalex:A5086411644,Paul M. Schneider,1
person:openalex:A5053143734,Simon McNamara,person:openalex:A5089519347,David A. Mott,1
person:openalex:A5053143734,Simon McNamara,person:openalex:A5114016465,Lizzie Coates,1
person:openalex:A5053430669,Juliette Malley,person:openalex:A5084500796,Richard De Abreu Lourenço,1
person:openalex:A5053596607,Na Luo,person:openalex:A5103487818,AS Pickard,1
person:openalex:A5053602710,Leonardo Régis Leira Pereira,person:openalex:A5092550781,Price Udo Price,1
person:openalex:A5053699466,Ilana N. Ackerman,person:openalex:A5076149459,Kara Cashman,1
person:openalex:A5053699466,Ilana N. Ackerman,person:openalex:A5081998419,Michelle Lorimer,1
person:openalex:A5053699466,Ilana N. Ackerman,person:openalex:A5101850788,Stephen D. Gill,1
person:openalex:A5053842557,Xingju Qi,person:openalex:A5100628332,Jiaxing Zhang,1
person:openalex:A5053842557,Xingju Qi,person:openalex:A5101424015,Xiaoyan Yang,1
person:openalex:A5053842557,Xingju Qi,person:openalex:A5118390306,Bai Guannan,1
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5059656601,Emmanuel Papadimitropoulos,2
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5063736885,S Al Dallal,1
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5075263122,Mohamed El Sadig,1
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5077201683,Samer A. Kharroubi,1
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5085335754,Marina‐Selini Katsaiti,2
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5111188223,Mohamed Farghaly,1
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5116048522,Asma Al Mannaei,1
person:openalex:A5053892909,Iffat Elbarazi,person:openalex:A5116048523,Rima Kaddoura,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5055442587,Thomas Wilkinson,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5073325531,Luz María Peña-Longobardo,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5077825106,Pritaporn Kingkaew,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5080976462,Hareth Al‐Janabi,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5083390736,Wendy J. Ungar,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5089239024,Edward Henry,1
person:openalex:A5053906209,Werner Brouwer,person:openalex:A5107867567,Lisa A. Prosser,1
person:openalex:A5053960402,María Gascón,person:openalex:A5054229228,José M. Quintana,1
