publication_id,doi,publication_year,author_order,author_name,person_id,display_name,orcid,openalex_id,entity_kind,corresponding,resolution_status,affiliations
doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,1,Jonathan L. Nazari,person:openalex:A5083342500,Jonathan L. Nazari,,A5083342500,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,2,AS Pickard,person:openalex:A5103487818,AS Pickard,,A5103487818,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,3,Justin Yu,person:openalex:A5137930146,Justin Yu,,A5137930146,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02561-5,10.1186/s12955-026-02561-5,2026,4,Maja Kuharić,person:eqmember:19030,Maja Kuharic,0000-0003-3696-9086,A5007210675,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,1,Jermaine M Dambi,person:leader:efeacb8233a1,Jermaine Dambi,0000-0002-2446-7903,A5081348197,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,2,Fredrick D Purba,person:eqmember:17855,Fredrick Purba,0000-0002-7336-3043,A5059806422,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,3,Beatrice K Shava,person:openalex:A5089197242,Beatrice K Shava,0000-0002-9130-7010,A5089197242,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,4,Anotida R Hove,person:openalex:A5013858111,Anotida R. Hove,0009-0005-4050-0135,A5013858111,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,5,Shalom R Doyce,person:openalex:A5115779681,Shalom R. Doyce,0009-0006-7593-3253,A5115779681,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,6,Tariro Tunduwani,person:openalex:A5098980171,Tariro Dee Tunduwani,0009-0004-8073-7068,A5098980171,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,7,Ben Domingue,person:openalex:A5037214957,Benjamin W. Domingue,0000-0002-3894-9049,A5037214957,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,8,Dixon Chibanda,person:openalex:A5083680323,Dixon Chibanda,0000-0003-2505-8607,A5083680323,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02575-z,10.1186/s12955-026-02575-z,2026,9,A Simon Pickard,person:eqmember:17988,Simon Pickard,0000-0001-5645-7091,A5058888906,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,1,Aisha Moolla,person:openalex:A5071945598,Aisha Moolla,0000-0002-9768-5389,A5071945598,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,2,Jill Carlton,person:leader:63cb6b329986,Jill Carlton,0000-0002-9373-7663,A5051490866,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02577-x,10.1186/s12955-026-02577-x,2026,3,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w,2026,1,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w,2026,2,Victoria Gale,person:openalex:A5092392626,Victoria Gale,0000-0001-7472-2039,A5092392626,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w,2026,3,Aisha Moolla,person:openalex:A5071945598,Aisha Moolla,0000-0002-9768-5389,A5071945598,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w,2026,4,Jill Carlton,person:leader:63cb6b329986,Jill Carlton,0000-0002-9373-7663,A5051490866,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02578-w,10.1186/s12955-026-02578-w,2026,5,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9,2026,1,Cate Bailey,person:eqmember:21677,Cate Bailey,0000-0001-5030-430x,A5020867003,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9,2026,2,Karen Trapani,person:openalex:A5082190751,Karen Trapani,0000-0002-3257-9147,A5082190751,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9,2026,3,Jonathan N Davies,person:openalex:A5049910190,Jonathan N. Davies,0000-0001-7838-126x,A5049910190,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9,2026,4,Nicholas T Van Dam,person:openalex:A5028609651,Nicholas T. Van Dam,0000-0002-1131-0739,A5028609651,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9,2026,5,Julieta Galante,person:openalex:A5010988882,Julieta Galante,0000-0002-4108-5341,A5010988882,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02579-9,10.1186/s12955-026-02579-9,2026,6,Tessa Peasgood,person:eqmember:17998,Tessa Peasgood,0000-0001-8024-7801,A5022446221,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,1,Maria Belizan,person:leader:320b99af03c2,María Belizán,0000-0002-8739-5249,A5058351382,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,2,Natalí Ini,person:openalex:A5008674497,Natalí Ini,0009-0002-9411-0851,A5008674497,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,3,Fernando Argento,person:leader:dd5e12d302df,Fernando Argento,0000-0002-2492-8933,A5021426515,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,4,Michael Herdman,person:eqmember:17930,Michael Herdman,0000-0002-8189-5357,A5006750775,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,5,Clara Mukuria,person:eqmember:17819,Clara Mukuria,0000-0003-4318-1481,A5043083823,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02581-1,10.1186/s12955-026-02581-1,2026,6,Federico Augustovski,person:eqmember:17849,Federico Augustovski,0000-0002-2914-5022,A5053077563,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02582-0,10.1186/s12955-026-02582-0,2026,1,Richard Huan Xu,person:eqmember:21678,Richard Xu,0000-0002-4720-5172,A5057171540,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02582-0,10.1186/s12955-026-02582-0,2026,2,Yixuan Ma,person:openalex:A5133461271,Yixuan Ma,,A5133461271,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02582-0,10.1186/s12955-026-02582-0,2026,3,CS Yang,person:openalex:A5100972456,CS Yang,,A5100972456,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02582-0,10.1186/s12955-026-02582-0,2026,4,Fanni Rencz,person:eqmember:17845,Fanni Rencz,0000-0001-9674-620x,A5024021740,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,1,Mihretab Gebreslassie,person:leader:fa2f4d6479ec,Mihretab Gebreslassie,0000-0001-9556-0075,A5085631323,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,2,Stefan Fors,person:openalex:A5060565158,Stefan Fors,0000-0003-2656-8721,A5060565158,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,3,Per Tynelius,person:openalex:A5084325100,Per Tynelius,0000-0001-8155-7406,A5084325100,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,4,Mathieu F Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,5,Sofia Sveréus,person:openalex:A5025299944,Sofia Sveréus,0000-0001-5287-0057,A5025299944,PERSON,0,ACCEPTED,
doi:10.1186/s12955-026-02587-9,10.1186/s12955-026-02587-9,2026,6,Emelie Heintz,person:leader:602c131b5ab8,Emelie Heintz,0000-0002-0715-7591,A5052327641,PERSON,0,ACCEPTED,
doi:10.1186/s12963-017-0127-3,10.1186/s12963-017-0127-3,2017,1,Annemieke C Scholten,person:openalex:A5024937718,Annemieke C. Scholten,,A5024937718,PERSON,0,ACCEPTED,"1Erasmus Medical Center, Rotterdam, The Netherlands"
doi:10.1186/s12963-017-0127-3,10.1186/s12963-017-0127-3,2017,2,Juanita A Haagsma,person:eqmember:17895,Juanita Haagsma,0000-0002-2055-548x,A5060133399,PERSON,0,ACCEPTED,"1Erasmus Medical Center, Rotterdam, The Netherlands"
doi:10.1186/s12963-017-0127-3,10.1186/s12963-017-0127-3,2017,3,Ewout W Steyerberg,person:openalex:A5091435927,Ewout W. Steyerberg,0000-0002-7787-0122,A5091435927,PERSON,0,ACCEPTED,"1Erasmus Medical Center, Rotterdam, The Netherlands"
doi:10.1186/s12963-017-0127-3,10.1186/s12963-017-0127-3,2017,4,Ed F van Beeck,person:openalex:A5079035943,Ed F. van Beeck,,A5079035943,PERSON,0,ACCEPTED,"1Erasmus Medical Center, Rotterdam, The Netherlands"
doi:10.1186/s12963-017-0127-3,10.1186/s12963-017-0127-3,2017,5,Suzanne Polinder,person:openalex:A5068551112,Suzanne Polinder,0000-0002-4331-3141,A5068551112,PERSON,0,ACCEPTED,"1Erasmus Medical Center, Rotterdam, The Netherlands"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,1,Antonio Ojeda,person:openalex:A5008987708,Antonio Ojeda,0000-0003-4950-1044,A5008987708,PERSON,0,ACCEPTED,"1Pain Medicine Section, Department of Anaesthesiology, Critical Care and Pain Treatment, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,2,Andrea Calvo,person:openalex:A5041225333,Andrea Calvo,0000-0001-8249-1226,A5041225333,PERSON,0,ACCEPTED,"2Surgical Intensive Care Unit, Department of Anesthesiology, Critical Care and Pain Treatment, Hospital Clínic, Institut d’investigació August Pi i Sunyer, 08036 Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,3,Tomas Cuñat,person:openalex:A5062332946,Tomás Cuñat,0000-0002-6475-9230,A5062332946,PERSON,0,ACCEPTED,"1Pain Medicine Section, Department of Anaesthesiology, Critical Care and Pain Treatment, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,4,Ricard Mellado Artigas,person:openalex:A5021226874,Ricard Mellado Artigas,0000-0003-2815-6819,A5021226874,PERSON,0,ACCEPTED,"2Surgical Intensive Care Unit, Department of Anesthesiology, Critical Care and Pain Treatment, Hospital Clínic, Institut d’investigació August Pi i Sunyer, 08036 Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,5,Oscar Comino-Trinidad,person:openalex:A5007304971,Oscar Comino‐Trinidad,0000-0001-9704-5931,A5007304971,PERSON,0,ACCEPTED,"3Department of Anaesthesiology, Critical Care and Pain Treatment, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,6,Jorge Aliaga,person:openalex:A5055477304,Jorge Aliaga,0000-0001-9067-8488,A5055477304,PERSON,0,ACCEPTED,"3Department of Anaesthesiology, Critical Care and Pain Treatment, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,7,Marilyn Arias,person:openalex:A5108735143,Marilyn Arias,,A5108735143,PERSON,0,ACCEPTED,"3Department of Anaesthesiology, Critical Care and Pain Treatment, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,8,Maribel Ahuir,person:openalex:A5052089030,Maribel Ahuir,,A5052089030,PERSON,0,ACCEPTED,"4Department of clinical Psychology, Clinical Neuroscience Institute, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,9,Carlos Ferrando,person:openalex:A5083694677,Carlos Ferrando,0000-0002-1907-5323,A5083694677,PERSON,0,ACCEPTED,"2Surgical Intensive Care Unit, Department of Anesthesiology, Critical Care and Pain Treatment, Hospital Clínic, Institut d’investigació August Pi i Sunyer, 08036 Barcelona, Spain | 5CIBER de Enfermedades Respiratorias, Instituto de Salud Carlos III, Madrid, Spain"
doi:10.1186/s13063-021-05463-7,10.1186/s13063-021-05463-7,2021,10,Christian Dürsteler,person:openalex:A5043747169,C. Dürsteler,0000-0003-0840-2787,A5043747169,PERSON,0,ACCEPTED,"1Pain Medicine Section, Department of Anaesthesiology, Critical Care and Pain Treatment, Hospital Clínic de Barcelona, Barcelona, Spain"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,1,Kathrin Borchert,person:openalex:A5011374619,Kathrin Borchert,0000-0003-2769-0075,A5011374619,PERSON,0,ACCEPTED,"1Xcenda GmbH, Hannover, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,2,Christian Jacob,person:openalex:A5091584999,Christian Jacob,0000-0001-6960-728x,A5091584999,PERSON,0,ACCEPTED,"1Xcenda GmbH, Hannover, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,3,Natalie Wetzel,person:openalex:A5049382078,Natalie Wetzel,,A5049382078,PERSON,0,ACCEPTED,"2iOMEDICO AG, Freiburg im Breisgau, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,4,Martina Jänicke,person:openalex:A5025022333,Martina Jänicke,,A5025022333,PERSON,0,ACCEPTED,"2iOMEDICO AG, Freiburg im Breisgau, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,5,Egbert Eggers,person:openalex:A5017263982,Egbert Eggers,,A5017263982,PERSON,0,ACCEPTED,"3Kreiskrankenhaus Torgau, Torgau, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,6,Annette Sauer,person:openalex:A5109150298,Annette Sauer,,A5109150298,PERSON,0,ACCEPTED,"4Medizinisches Versorgungszentrum für Blut- und Krebserkrankungen, Potsdam, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,7,Norbert Marschner,person:openalex:A5034764832,Norbert Marschner,0000-0002-6098-1301,A5034764832,PERSON,0,ACCEPTED,"5Praxis für interdisziplinäre Onkologie und Hämatologie, Freiburg im Breisgau, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,8,Julia Altevers,person:openalex:A5003777168,J. Altevers,0000-0003-4536-8741,A5003777168,PERSON,0,ACCEPTED,"1Xcenda GmbH, Hannover, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,9,Thomas Mittendorf,person:openalex:A5074188740,Thomas Mittendorf,,A5074188740,PERSON,0,ACCEPTED,"1Xcenda GmbH, Hannover, Germany"
doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,10,Wolfgang Greiner,person:eqmember:18010,Wolfgang Greiner,0000-0001-9552-6969,A5001823062,PERSON,0,ACCEPTED,"6Universität Bielefeld, Bielefeld, Germany"
doi:10.1186/s13561-022-00374-y,10.1186/s13561-022-00374-y,2022,1,Ole Marten,person:eqmember:17958,Ole Marten,0000-0002-2576-9110,A5033160244,PERSON,1,ACCEPTED,"grid.7491.b0000 0001 0944 9128School of Public Health, Department of Health Economics and Health Care Management, Bielefeld University, Universitaetsstrasse 25, Bielefeld, Germany"
doi:10.1186/s13561-022-00374-y,10.1186/s13561-022-00374-y,2022,2,Wolfgang Greiner,person:eqmember:18010,Wolfgang Greiner,0000-0001-9552-6969,A5001823062,PERSON,0,ACCEPTED,"grid.7491.b0000 0001 0944 9128School of Public Health, Department of Health Economics and Health Care Management, Bielefeld University, Universitaetsstrasse 25, Bielefeld, Germany"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,1,Goitom Molalign Takele,person:leader:6cc4c9299d70,Goitom Molalign Takele,0000-0002-9344-3390,A5009462612,PERSON,0,ACCEPTED,"1Ngāi Tahu Māori Health Research Unit, Division of Health Sciences, Ōtākou Whakaihu Waka University of Otago, Dunedin, New Zealand | 2School of Nursing, College of Health Sciences, Mekelle University, Mekelle, Ethiopia"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,2,Trudy Sullivan,person:eqmember:18004,Trudy Sullivan,0000-0001-8452-2591,A5022698267,PERSON,0,ACCEPTED,"3Department of Preventive and Social Medicine, Division of Health Sciences, University of Otago, Dunedin, New Zealand"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,3,Ari Samaranayaka,person:openalex:A5016114433,Ari Samaranayaka,0000-0003-4933-9569,A5016114433,PERSON,0,ACCEPTED,"4Biostatistics Centre, Department of Preventive and Social Medicine, Division of Health Sciences, University of Otago, Dunedin, New Zealand"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,4,Mimmi Åström,person:eqmember:17938,Mimmi Åström,0000-0002-6711-5262,A5055089597,PERSON,0,ACCEPTED,"5Health Outcomes and Economic Evaluation Research Group, Department of Learning, Informatics, Management and Ethics, Stockholm Centre for Healthcare Ethics, Karolinska Institutet, Stockholm, Sweden"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,5,Michael Herdman,person:eqmember:17930,Michael Herdman,0000-0002-8189-5357,A5006750775,PERSON,0,ACCEPTED,"6Saw Swee Hock School of Public Health, National University of Singapore, Singapore, Singapore"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,6,Gashaw Arega,person:openalex:A5063917571,Gashaw Arega,,A5063917571,PERSON,0,ACCEPTED,"7Department of Paediatrics and Child Health, School of Medicine, College of Health Sciences, Addis Ababa University, Addis Ababa, Ethiopia"
doi:10.1186/s13643-025-03060-2,10.1186/s13643-025-03060-2,2026,7,Sarah Derrett,person:eqmember:17982,Sarah Derrett,0000-0003-2867-0498,A5021576811,PERSON,0,ACCEPTED,"1Ngāi Tahu Māori Health Research Unit, Division of Health Sciences, Ōtākou Whakaihu Waka University of Otago, Dunedin, New Zealand"
doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,1,Di Long,person:openalex:A5036330301,Di Long,0000-0001-6493-9314,A5036330301,PERSON,1,ACCEPTED,"1grid.5645.2000000040459992XDepartment of Public Health, Erasmus MC, P.O. Box 2040, Rotterdam, 3000 CA The Netherlands"
doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,2,Gouke J. Bonsel,person:eqmember:17861,Gouke Bonsel,0000-0002-8364-1086,A5047977076,PERSON,0,ACCEPTED,"1grid.5645.2000000040459992XDepartment of Public Health, Erasmus MC, P.O. Box 2040, Rotterdam, 3000 CA The Netherlands | 2grid.478988.20000 0004 5906 3508EuroQol Research Foundation, Rotterdam, the Netherlands"
doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,3,Erica I. Lubetkin,person:eqmember:17839,Erica Lubetkin,0000-0001-9962-7775,A5037314317,PERSON,0,ACCEPTED,"3grid.254250.40000 0001 2264 7145Department of Community Health and Social Medicine, CUNY School of Medicine, New York, NY USA"
doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,4,Mathieu F. Janssen,person:eqmember:19005,Bas Janssen,0000-0001-6602-6949,A5020933378,PERSON,0,ACCEPTED,"4grid.5645.2000000040459992XDepartment of Psychiatry, Section Medical Psychology and Psychotherapy, Erasmus MC, Rotterdam, The Netherlands"
doi:10.1186/s13690-022-00990-4,10.1186/s13690-022-00990-4,2022,5,Juanita A. Haagsma,person:eqmember:17895,Juanita Haagsma,0000-0002-2055-548x,A5060133399,PERSON,0,ACCEPTED,"1grid.5645.2000000040459992XDepartment of Public Health, Erasmus MC, P.O. Box 2040, Rotterdam, 3000 CA The Netherlands"
doi:10.1186/s13690-023-01088-1,10.1186/s13690-023-01088-1,2023,1,Jiahe Chen,person:openalex:A5101852224,Jiahe Chen,0000-0002-4119-4265,A5101852224,PERSON,0,ACCEPTED,"1Schaeffer Center for Health Policy & Economics, University of Southern California, Los Angeles, CA USA | 2Department of Pharmaceutical & Health Economics, School of Pharmacy, University of Southern California, Los Angeles, CA USA"
doi:10.1186/s13690-023-01088-1,10.1186/s13690-023-01088-1,2023,2,Cynthia L Gong,person:leader:41a7c337ba63,Cynthia L. Gong,0000-0003-0159-1335,A5101451604,PERSON,0,ACCEPTED,"1Schaeffer Center for Health Policy & Economics, University of Southern California, Los Angeles, CA USA | 3Fetal & Neonatal Institute, Children’s Hospital Los Angeles, Los Angeles, CA USA | 4Department of Pediatrics, Keck School of Medicine, University of Southern California, Los Angeles, CA USA"
doi:10.1186/s13690-023-01088-1,10.1186/s13690-023-01088-1,2023,3,Ulf Persson,person:openalex:A5114910033,Ulf Persson,0000-0002-1070-6475,A5114910033,PERSON,0,ACCEPTED,"5The Swedish Institute for Health Economics, Lund, Sweden"
doi:10.1186/s13690-023-01088-1,10.1186/s13690-023-01088-1,2023,4,Ning Yan Gu,person:eqmember:17956,Ning Yan Gu,0000-0002-1250-7605,A5063972558,PERSON,0,ACCEPTED,"6School of Nursing and Health Professions, University of San Francisco, Sacramento, CA USA"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,1,Dorthe Odyl Klein,person:openalex:A5000644680,Dorthe O. Klein,0000-0003-0182-9569,A5000644680,PERSON,0,ACCEPTED,"1Department of Clinical Epidemiology and Medical Technology Assessment (KEMTA), Maastricht University Medical Center+ (MUMC+), P.O. Box 5800, 6202 AZ Maastricht, The Netherlands | 2Care and Public Health Research Institute (CAPHRI), Maastricht University, Maastricht, the Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,2,Nick Wilmes,person:openalex:A5044521436,Nick Wilmes,0000-0002-7231-8654,A5044521436,PERSON,0,ACCEPTED,"3Cardiovascular Research Institute Maastricht (CARIM), Maastricht University, Maastricht, The Netherlands | 4Department of Cardiology, Maastricht University Medical Centre+, Maastricht, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,3,Sophie F Waardenburg,person:openalex:A5026603060,Sophie Waardenburg,0000-0002-8077-7877,A5026603060,PERSON,0,ACCEPTED,"1Department of Clinical Epidemiology and Medical Technology Assessment (KEMTA), Maastricht University Medical Center+ (MUMC+), P.O. Box 5800, 6202 AZ Maastricht, The Netherlands | 2Care and Public Health Research Institute (CAPHRI), Maastricht University, Maastricht, the Netherlands | 5Department of Anesthesiology and Pain Medicine, Maastricht University Medical Center+ (MUMC+), Maastricht, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,4,Gouke J Bonsel,person:eqmember:17861,Gouke Bonsel,0000-0002-8364-1086,A5047977076,PERSON,0,ACCEPTED,"6EuroQol Group Executive Office, Rotterdam, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,5,Erwin Birnie,person:leader:27feb927c5f2,Erwin Birnie,0000-0002-4534-4857,A5023843843,PERSON,0,ACCEPTED,"6EuroQol Group Executive Office, Rotterdam, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,6,Marieke SJN Wintjens,person:openalex:A5064771478,Marieke S. J. N. Wintjens,0000-0002-7384-6002,A5064771478,PERSON,0,ACCEPTED,"1Department of Clinical Epidemiology and Medical Technology Assessment (KEMTA), Maastricht University Medical Center+ (MUMC+), P.O. Box 5800, 6202 AZ Maastricht, The Netherlands | 3Cardiovascular Research Institute Maastricht (CARIM), Maastricht University, Maastricht, The Netherlands | 7Department of Intensive Care Medicine, Maastricht University Medical Centre (MUMC+), Maastricht, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,7,Stella CM Heemskerk,person:leader:17f6764f4e92,Stella Heemskerk,0000-0002-1320-8084,A5025807986,PERSON,0,ACCEPTED,"8Department of Public Health, Erasmus University Medical Center Rotterdam, Rotterdam, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,8,Emma BNJ Janssen,person:openalex:A5010213002,Emma B N J Janssen,0000-0001-6916-7261,A5010213002,PERSON,0,ACCEPTED,"1Department of Clinical Epidemiology and Medical Technology Assessment (KEMTA), Maastricht University Medical Center+ (MUMC+), P.O. Box 5800, 6202 AZ Maastricht, The Netherlands | 3Cardiovascular Research Institute Maastricht (CARIM), Maastricht University, Maastricht, The Netherlands | 9Department of Obstetrics and Gynaecology, Maastricht University Medical Center+ (MUMC+), Maastricht, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,9,Chahinda Ghossein-Doha,person:openalex:A5019121576,Chahinda Ghossein‐Doha,0000-0003-4783-0987,A5019121576,PERSON,0,ACCEPTED,"10Department of Cardiology, Maastricht University Medical Center+ (MUMC+), Maastricht, The Netherlands | 11Department of Cardiology, Erasmus University Medical Center Rotterdam, Rotterdam, The Netherlands | 3Cardiovascular Research Institute Maastricht (CARIM), Maastricht University, Maastricht, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,10,Michiel C Warlé,person:openalex:A5073737638,Michiel C. Warlé,0000-0002-1151-4571,A5073737638,PERSON,0,ACCEPTED,"12Department of Surgery, Radboud University Medical Center, Nijmegen, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,11,Lotte MC Jacobs,person:openalex:A5020777539,Lotte M. C. Jacobs,0000-0001-5169-1970,A5020777539,PERSON,0,ACCEPTED,"12Department of Surgery, Radboud University Medical Center, Nijmegen, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,12,Bea Hemmen,person:openalex:A5109558343,Bea Hemmen,0000-0003-3066-3254,A5109558343,PERSON,0,ACCEPTED,"13Department of Rehabilitation Medicine, Functioning, Participation & Rehabilitation, Care and Public Health Research Institute (CAPHRI), Maastricht University, Maastricht, The Netherlands | 14Adelante Centre of Expertise in Rehabilitation and Audiology, Hoensbroek, The Netherlands"
doi:10.1186/s41512-025-00203-w,10.1186/s41512-025-00203-w,2025,13,Jeanine A Verbunt,person:openalex:A5057571547,Jeanine Verbunt,0000-0002-9060-9455,A5057571547,PERSON,0,ACCEPTED,"13Department of Rehabilitation Medicine, Functioning, Participation & Rehabilitation, Care and Public Health Research Institute (CAPHRI), Maastricht University, Maastricht, The Netherlands | 14Adelante Centre of Expertise in Rehabilitation and Audiology, Hoensbroek, The Netherlands"
