limitation_id,study_id,publication_id,doi,publication_year,primary_research_family,statement,about_ids
Pbe44cc6b7e4a:LIM2,Pbe44cc6b7e4a:S1,doi:10.1007/s11136-022-03329-2,10.1007/s11136-022-03329-2,2023,METHODS_RESEARCH,The categorical tWTA response scale did not permit precise estimation of values below -1.,
Pbe44cc6b7e4a:LIM3,Pbe44cc6b7e4a:S1,doi:10.1007/s11136-022-03329-2,10.1007/s11136-022-03329-2,2023,METHODS_RESEARCH,"Assigning -6.5 to the response that rejected living in the severe state was arbitrary and converted a theoretically negative-infinite response into another censored value, although sensitivity analyses used -7.0 and -11.0.",
Pbe44cc6b7e4a:LIM4,Pbe44cc6b7e4a:S1,doi:10.1007/s11136-022-03329-2,10.1007/s11136-022-03329-2,2023,METHODS_RESEARCH,Extended lead time may increase the effect of time preference on utility values.,
Pbe44cc6b7e4a:LIM5,Pbe44cc6b7e4a:S1,doi:10.1007/s11136-022-03329-2,10.1007/s11136-022-03329-2,2023,METHODS_RESEARCH,"The study did not investigate respondents' perceptions of worse-than-dead states or the tWTA question, so it could not explain their thought processes or unwillingness to accept very poor states.",
Pbefe47b9710c:L1,Pbefe47b9710c:S1,doi:10.1007/s40273-026-01589-1,10.1007/s40273-026-01589-1,2026,EVIDENCE_SYNTHESIS,The synthesis did not cover comparisons in which adults used a child perspective and adolescents used their own perspective because perspective and respondent age changed together and their effects could not be disentangled.,
Pbefe47b9710c:L2,Pbefe47b9710c:S1,doi:10.1007/s40273-026-01589-1,10.1007/s40273-026-01589-1,2026,EVIDENCE_SYNTHESIS,"The available evidence did not establish which alternative to child-perspective valuation is most promising in practical, ethical, or stakeholder-alignment terms.",
Pbefe47b9710c:L3,Pbefe47b9710c:S1,doi:10.1007/s40273-026-01589-1,10.1007/s40273-026-01589-1,2026,EVIDENCE_SYNTHESIS,"Evidence on direct preference elicitation from children was limited, and the paper identified no pediatric application of group-based deliberative valuation for generic HRQoL instruments.",
Pbf3b8214e807:L1,Pbf3b8214e807:S1,doi:10.1016/j.jval.2025.04.2151,10.1016/j.jval.2025.04.2151,2025,MEASUREMENT_PROPERTY_EVALUATION,"The online-panel sample was not representative of the Chinese general population, especially for educational level, and was younger and more highly educated than samples in earlier EQ-HWB studies.",
Pbf3b8214e807:L2,Pbf3b8214e807:S1,doi:10.1016/j.jval.2025.04.2151,10.1016/j.jval.2025.04.2151,2025,MEASUREMENT_PROPERTY_EVALUATION,"The study did not use parallel or crossover testing of the original and modified EQ-HWB, so it could not directly attribute performance differences to the modifications.",
Pbf3b8214e807:L3,Pbf3b8214e807:S1,doi:10.1016/j.jval.2025.04.2151,10.1016/j.jval.2025.04.2151,2025,MEASUREMENT_PROPERTY_EVALUATION,The fixed questionnaire order could have produced order effects.,
Pbf3b8214e807:L4,Pbf3b8214e807:S1,doi:10.1016/j.jval.2025.04.2151,10.1016/j.jval.2025.04.2151,2025,MEASUREMENT_PROPERTY_EVALUATION,The cross-sectional design did not permit evaluation of responsiveness or test-retest reliability.,
Pbf50d8f2fc1b:lim_age,Pbf50d8f2fc1b:study_main,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,2024,POPULATION_REFERENCE_DESCRIPTION,Age was categorical and the highest group was 65 years or older; the authors state that future studies should divide older ages into more groups.,
Pbf50d8f2fc1b:lim_dichotomy,Pbf50d8f2fc1b:study_main,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,2024,POPULATION_REFERENCE_DESCRIPTION,"The ordered-logit explanatory variables were dichotomized to retain comparability with the 2012 analysis, which reduced category detail.",
Pbf50d8f2fc1b:lim_duplicate,Pbf50d8f2fc1b:study_main,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,2024,POPULATION_REFERENCE_DESCRIPTION,"Although the study tried to prevent repeat participation by panel members, survey 1 did not use the panel, so some duplication may have occurred.",
Pbf50d8f2fc1b:lim_modes,Pbf50d8f2fc1b:study_main,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,2024,POPULATION_REFERENCE_DESCRIPTION,The norms combine three surveys with online and face-to-face computer-assisted modes; two surveys used a survey-company panel and participants received incentives.,
Pbf50d8f2fc1b:lim_scope,Pbf50d8f2fc1b:study_main,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,2024,POPULATION_REFERENCE_DESCRIPTION,The inequality measures were limited to the health dimensions in EQ-5D-5L.,
Pbf88bf8d7f6f:LIM1,Pbf88bf8d7f6f:S1,doi:10.1016/j.jhealeco.2025.103026,10.1016/j.jhealeco.2025.103026,2025,METHODS_RESEARCH,"The online, unsupervised experiment could have produced noisier data than a laboratory or interviewer-led study.",
Pbf88bf8d7f6f:LIM2,Pbf88bf8d7f6f:S1,doi:10.1016/j.jhealeco.2025.103026,10.1016/j.jhealeco.2025.103026,2025,METHODS_RESEARCH,"The sample was not representative and overrepresented women, which limits external validity and may help explain differences from the England EQ-5D-5L value set.",
Pbf88bf8d7f6f:LIM3,Pbf88bf8d7f6f:S1,doi:10.1016/j.jhealeco.2025.103026,10.1016/j.jhealeco.2025.103026,2025,METHODS_RESEARCH,"Mouselab measures information search through mouse clicks. Mouse-based and eye-tracking methods can differ in search time, systematicity, revisits, and variance; requiring clicks may have increased these differences.",
Pbf88bf8d7f6f:LIM4,Pbf88bf8d7f6f:S1,doi:10.1016/j.jhealeco.2025.103026,10.1016/j.jhealeco.2025.103026,2025,METHODS_RESEARCH,"Respondents saw detailed health-state vignettes at the start and later saw short labels, so they may have forgotten relevant state information; keeping full multi-attribute descriptions visible could change attention allocation.",
Pc034700873bf:limit_confounding,Pc034700873bf:study_main,doi:10.1007/s11136-024-03754-5,10.1007/s11136-024-03754-5,2024,MEASUREMENT_PROPERTY_EVALUATION,The analysis could not determine whether age and chronic-condition differences arose from those factors or from an unmeasured cohort effect; it did not adjust for possible influences such as income or GDP per capita.,
Pc034700873bf:limit_dimension,Pc034700873bf:study_main,doi:10.1007/s11136-024-03754-5,10.1007/s11136-024-03754-5,2024,MEASUREMENT_PROPERTY_EVALUATION,"The analysis used only the EQ-5D-5L Anxiety/Depression dimension rather than the complete instrument, although other EQ-5D dimensions can also capture anxiety or depression symptoms.",
Pc034700873bf:limit_recall,Pc034700873bf:study_main,doi:10.1007/s11136-024-03754-5,10.1007/s11136-024-03754-5,2024,MEASUREMENT_PROPERTY_EVALUATION,"The comparison was structurally imperfect because EQ-5D-5L Anxiety/Depression refers to problems today, whereas GAD-7 and PHQ-9 refer to symptom frequency over the last two weeks.",
Pc034700873bf:limit_reference,Pc034700873bf:study_main,doi:10.1007/s11136-024-03754-5,10.1007/s11136-024-03754-5,2024,MEASUREMENT_PROPERTY_EVALUATION,"GAD-7 and PHQ-9 were treated as gold standards, but they are self-rated screening tools rather than diagnoses established by a diagnostic interview; PHQ-9 specificity can also differ by age.",
Pc0366f265fd4:LI1,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,INSTRUMENT_VERSION_DEVELOPMENT,"No completely new design was created; the TTO states and DCE pairs were subsets of the EQ-VT design complemented with the respiratory dimension, which maximised comparability but other designs could have been more efficient for model identification and estimation.",
Pc0366f265fd4:LI2,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,INSTRUMENT_VERSION_DEVELOPMENT,"TTO values were collected for only 20 health states, which ruled out a main-effects TTO model with parameters for all levels of the six dimensions and limited the modelling options to the hybrid model.",
Pc0366f265fd4:LI3,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,INSTRUMENT_VERSION_DEVELOPMENT,"The comparison with the Dutch EQ-5D-5L valuation study is a between-study comparison, and the current data were collected with the later EQ-VT protocol version 2.0 including practice states, a feedback module and quality control, which may have affected the comparison of TTO values.",
Pc0366f265fd4:LI4,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,INSTRUMENT_VERSION_DEVELOPMENT,"Adding a disease-specific bolt-on dimension reduces the comparability of EQ-5D outcomes across diseases, which is currently regarded as a strength of the EQ-5D.",
Pc0366f265fd4:LI5,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,INSTRUMENT_VERSION_DEVELOPMENT,A discrepancy was observed between the qualitative and quantitative development data on the relative importance of the two bolt-on candidates.,
Pc04a6c5ca773:lim_culture,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,Cultural influences on how respondents perceived and reported the bolt-ons may limit transferability and require cross-cultural validation.,
Pc04a6c5ca773:lim_cutoffs,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,"Several known-groups classifications relied on reference values because validated cutoff scores were unavailable for PSSD, SSS-24, and SHAME and because several POEM bandings exist.",
Pc04a6c5ca773:lim_design,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,The cross-sectional design and the lack of a control group constrain interpretation.,
Pc04a6c5ca773:lim_order,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,The fixed questionnaire order may have caused order effects and more missing data for the EQ-5D-5L and bolt-ons placed at the end.,
Pc04a6c5ca773:lim_recall,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,Different recall periods across instruments may have reduced comparability.,
Pc04a6c5ca773:lim_recruit,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,"The mixed clinic and online recruitment approach produced geographic concentration, with approximately 57% of participants from Mecklenburg-Western Pomerania.",
Pc04a6c5ca773:lim_selection,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,"Online recruitment may have caused self-selection of younger, more digitally literate people with milder symptoms and may limit generalizability.",
Pc04a6c5ca773:lim_size,Pc04a6c5ca773:study_main,doi:10.1016/j.jval.2025.10.008,10.1016/j.jval.2025.10.008,2025,MEASUREMENT_PROPERTY_EVALUATION,The sample size was relatively small.,
Pc0a3c7c20f5b:LI1,Pc0a3c7c20f5b:S1,doi:10.1177/0272989x19851049,10.1177/0272989x19851049,2019,METHODS_RESEARCH,"The study used DCE-TTO, which is not the valuation method in the recommended EQ-5D-5L valuation protocol; it is an ordinal method that relies heavily on econometric modelling and assumptions, so the validity of the anchored values may be questioned, and DCE-TTO may be particularly vulnerable to manipulations such as splitting composite dimensions.",
Pc0a3c7c20f5b:LI2,Pc0a3c7c20f5b:S1,doi:10.1177/0272989x19851049,10.1177/0272989x19851049,2019,METHODS_RESEARCH,"Data were collected by an online survey of a commercial internet panel, which excludes certain populations and may involve limited respondent engagement, unlike face-to-face interviews.",
Pc0a3c7c20f5b:LI3,Pc0a3c7c20f5b:S1,doi:10.1177/0272989x19851049,10.1177/0272989x19851049,2019,METHODS_RESEARCH,"The study was conducted in the United Kingdom with the English version of the EQ-5D-5L, so the results may not hold in other language versions or populations.",
Pc0a3c7c20f5b:LI4,Pc0a3c7c20f5b:S1,doi:10.1177/0272989x19851049,10.1177/0272989x19851049,2019,METHODS_RESEARCH,"Only 4 of the 240 possible attribute orderings were examined, and the effect of position may have interacted with the dimension itself.",
Pc2164ae4de5f:LI1,Pc2164ae4de5f:S1,doi:10.3390/ijerph191811420,10.3390/ijerph191811420,2022,MEASUREMENT_PROPERTY_EVALUATION,"The sample was relatively small compared with similar studies, because access to children with cancer is difficult (low prevalence, adverse treatment effects, parental protection), so the findings should be taken with caution.",
Pc2164ae4de5f:LI2,Pc2164ae4de5f:S1,doi:10.3390/ijerph191811420,10.3390/ijerph191811420,2022,MEASUREMENT_PROPERTY_EVALUATION,"Feasibility was limited to missing responses; other indicators such as completion time, comprehensibility of questions and participant preferences were not assessed.",
Pc2164ae4de5f:LI3,Pc2164ae4de5f:S1,doi:10.3390/ijerph191811420,10.3390/ijerph191811420,2022,MEASUREMENT_PROPERTY_EVALUATION,"Not all measurement properties were assessed: validity, responsiveness and reliability were not evaluated.",
Pc2303b1b5ed9:lim1,Pc2303b1b5ed9:study1,doi:10.1016/j.ssmph.2021.100913,10.1016/j.ssmph.2021.100913,2021,HEALTH_OUTCOME_RESEARCH,Chronic conditions were self-reported and could not be verified.,
Pc2303b1b5ed9:lim2,Pc2303b1b5ed9:study1,doi:10.1016/j.ssmph.2021.100913,10.1016/j.ssmph.2021.100913,2021,HEALTH_OUTCOME_RESEARCH,Limited access to mass testing prevented certain distinction between respondents with and without COVID-19; respondents with possible infection were therefore excluded from regression analyses.,
Pc2303b1b5ed9:lim3,Pc2303b1b5ed9:study1,doi:10.1016/j.ssmph.2021.100913,10.1016/j.ssmph.2021.100913,2021,HEALTH_OUTCOME_RESEARCH,Use of one main national survey language per country could exclude people who spoke another language or were not literate and could reduce representativeness.,
Pc2303b1b5ed9:lim4,Pc2303b1b5ed9:study1,doi:10.1016/j.ssmph.2021.100913,10.1016/j.ssmph.2021.100913,2021,HEALTH_OUTCOME_RESEARCH,"Younger males and people with lower educational attainment were under-represented, which could cause underestimation of mental-well-being and educational differences.",
Pc2303b1b5ed9:lim5,Pc2303b1b5ed9:study1,doi:10.1016/j.ssmph.2021.100913,10.1016/j.ssmph.2021.100913,2021,HEALTH_OUTCOME_RESEARCH,"Use of the United States EQ-5D-5L value set for every country supported comparison, but a different value set could produce different findings.",
Pc23f9c1c2e9a:lim1,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,METHODS_RESEARCH,"All participants came from an existing online panel. This raises data-quality concerns, and the quality controls cannot fully remove low-quality respondents or bots.",
Pc23f9c1c2e9a:lim2,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,METHODS_RESEARCH,The models treated duration as continuous. This can miss discrete time preferences and related preference heterogeneity.,
Pc23f9c1c2e9a:lim3,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,METHODS_RESEARCH,"The pooled order-effect regression combined both designs and could contain scale heterogeneity, although its main purpose was to identify interaction terms.",
Pc23f9c1c2e9a:lim4,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,METHODS_RESEARCH,"EQ-HWB item wording and domain representation changed after this study. These changes can affect the exact preference weights, although the authors expect the feasibility findings to remain robust.",
Pc2494ee1b6cd:l1,Pc2494ee1b6cd:s1,doi:10.1007/s40271-025-00777-z,10.1007/s40271-025-00777-z,2025,HEALTH_PREFERENCE_RESEARCH,"Only English and Mandarin EQ-VT versions were used, which may exclude speakers of other languages and reduce representation of Singapore's multi-ethnic population.",
Pc2494ee1b6cd:l2,Pc2494ee1b6cd:s1,doi:10.1007/s40271-025-00777-z,10.1007/s40271-025-00777-z,2025,HEALTH_PREFERENCE_RESEARCH,"Non-probability quota sampling, despite alignment with census distributions, may cause selection bias.",
Pc2494ee1b6cd:l3,Pc2494ee1b6cd:s1,doi:10.1007/s40271-025-00777-z,10.1007/s40271-025-00777-z,2025,HEALTH_PREFERENCE_RESEARCH,"Virtual EQ-VT administration during the COVID-19 period may have influenced responses, although prior evidence suggests small mode differences.",
Pc2494ee1b6cd:l4,Pc2494ee1b6cd:s1,doi:10.1007/s40271-025-00777-z,10.1007/s40271-025-00777-z,2025,HEALTH_PREFERENCE_RESEARCH,"Self-reported responses may be affected by social desirability or inaccurate reporting, despite quality control and interviewer feedback.",
Pc2494ee1b6cd:l5,Pc2494ee1b6cd:s1,doi:10.1007/s40271-025-00777-z,10.1007/s40271-025-00777-z,2025,HEALTH_PREFERENCE_RESEARCH,The qualitative questions asked about general influences on health-state valuations rather than probing WTD preferences specifically; the authors used sensitivity analyses to justify pooled qualitative results.,
Pc2ea2071ca5b:LI1,Pc2ea2071ca5b:S1,doi:10.1002/hec.3846,10.1002/hec.3846,2019,METHODS_RESEARCH,"Results may not generalize to other color coding schemes, such as traffic light coding, and the benefit of intensity color coding is likely smaller when only a subset of attributes has an ordinal level structure.",
Pc2ea2071ca5b:LI2,Pc2ea2071ca5b:S1,doi:10.1002/hec.3846,10.1002/hec.3846,2019,METHODS_RESEARCH,"The size of the dropout effect may not transfer to other panels: a comparable EQ-5D DCE in the scientific LISS panel had a dropout rate of only 1%, so panel type and financial compensation likely moderate the effect.",
Pc2ea2071ca5b:LI3,Pc2ea2071ca5b:S1,doi:10.1002/hec.3846,10.1002/hec.3846,2019,METHODS_RESEARCH,"Preferences and scale are inherently confounded in discrete choice models, so the measurement of relative choice consistency relied on randomization of respondents across study arms.",
Pc2ea2071ca5b:LI4,Pc2ea2071ca5b:S1,doi:10.1002/hec.3846,10.1002/hec.3846,2019,METHODS_RESEARCH,"The main model assumed an identical underlying preference structure in all study arms; sensitivity analyses show that overlap and color coding did affect the estimated preference structure, although relaxing the assumption did not change the conclusions.",
Pc3246dad1aec:LI1,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,"The cross-sectional design permits only associations, and reverse causation cannot be excluded, so no causal inference is possible.",
Pc3246dad1aec:LI2,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,"Participants may not fully represent the general Canadian population, with overrepresentation of females, married individuals, high school educated and employed people, limiting generalizability.",
Pc3246dad1aec:LI3,Pc3246dad1aec:S1,doi:10.1186/s12955-019-1243-5,10.1186/s12955-019-1243-5,2019,HEALTH_OUTCOME_RESEARCH,"Neighbourhood, behavioural and psychological factors that may mediate the association between individual deprivation and HRQL were not included.",
Pc392f9662bf5:LI1,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"This was a pilot study with a small sample size, so model estimates and the relative impact of dimensions might differ in a full-scale study.",
Pc392f9662bf5:LI2,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,The printed booklet used to show health states to illiterate respondents made interviews longer and made it challenging to navigate between the computer screen and the booklet.,
Pc392f9662bf5:LI3,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"Although quota sampling was used, participants came from only 3 large urban centres and their surrounding rural areas, so they may not truly represent the Pakistani population.",
Pc392f9662bf5:LI4,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,"Literacy, cultural and religious factors vary greatly among Pakistani provinces, which might affect TTO and DCE choices, and the number of nontraders might differ with a larger sample and stricter quota stratification.",
Pc392f9662bf5:LI5,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,METHODS_RESEARCH,Some quota groups showed inconsistencies with the intended population distribution because only the highest demographic groups were ensured in this pilot.,
Pc3cb299c01c3:lim1,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,The feasibility study used a relatively small sample and did not reach its target of 600 participants.,
Pc3cb299c01c3:lim2,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,"Online recruitment was difficult, and online participants may not represent the wider population; the sample was highly educated and may have been more able to engage with the tasks.",
Pc3cb299c01c3:lim3,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,"Interviewers completed different numbers of interviews at different speeds, and possible interviewer effects may have influenced the results.",
Pc3cb299c01c3:lim4,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,The nine-dimension mixed cTTO states may have been more difficult than the five-dimension EQ-5D states for which EQ-VT was developed.,
Pc3cb299c01c3:lim5,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,Reducing the number of valued states per participant lowered burden but also reduced the number of valuations for each state.,
Pc3cb299c01c3:lim6,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,METHODS_RESEARCH,"The cTTO and DCE designs covered only a small fraction of possible EQ-HWB-S states, and cTTO coverage across level-sum scores was low.",
Pc4b93c297af7:LI1,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"Predicted VAS values are based only on adolescents aged 13-18 years, so no information is available for younger children, and some differences from the study of children aged 10-11 years were observed.",
Pc4b93c297af7:LI2,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"There was no direct observation of the value for dead, so the predicted value for the worst descriptive-system state 33333 was used as the anchor, although the value for 33333 might not equal the value for dead in this group.",
Pc4b93c297af7:LI3,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,Further research on ways to anchor VAS values on the 0 to 1 scale is needed before the VAS is used for QALY calculation in economic evaluation.,
Pc4b93c297af7:LI4,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,VALUE_SET_DEVELOPMENT,"Comparison with other value sets must be cautious because valuation method, perspective, modelling and the age of the valuing person can all influence results.",
Pc50a7678598a:L1,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,"Questionnaires were completed in small student groups, which could cause response or social-desirability bias.",
Pc50a7678598a:L2,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,All participants came from the healthy general population and had no reported health conditions; the concentration in full health caused high ceiling effects and limits conclusions about clinical populations.,
Pc50a7678598a:L3,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,The study did not determine whether EQ-5D-Y-5L detects health variation or responsiveness to change in heterogeneous or clinical subgroups.,
Pc50a7678598a:L4,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,"The different scoring ranges of EQ-5D-Y, KIDSCREEN, and the Cantril ladder could complicate the convergent-validity comparison.",
Pc50a7678598a:L5,Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,MEASUREMENT_PROPERTY_EVALUATION,The authors advised caution because use of Shannon indices in HRQoL research was relatively new and comparable youth studies were lacking.,
Pc537939af06b:limit1,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,Non-random missing data could have under-represented patients with severely impaired HRQoL because these patients were less likely to return complete questionnaires.,
Pc537939af06b:limit2,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,The generic EQ-5D-5L may not detect fine HRQoL differences that are important in advanced or metastatic colorectal cancer.,
Pc537939af06b:limit3,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,"Some patient characteristics, including comorbidities, were recorded only at the start of palliative treatment; later changes were unavailable, so misclassification bias could not be excluded.",
Pc537939af06b:limit4,Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,HEALTH_OUTCOME_RESEARCH,"Residual confounding from unmeasured variables could not be ruled out; examples not collected included depression, urinary disorder, social network, income, socioeconomic status, and stoma status.",
Pc53dd4adbe97:L1,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"The predefined thresholds for acceptable increases in predictive error were somewhat arbitrary, being based on the standard deviation of mean absolute errors from published three-level EQ-5D valuation studies.",Pc53dd4adbe97:OC3
Pc53dd4adbe97:L2,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"Only main effects were considered when deriving latent utilities, and model specification remains debatable.",Pc53dd4adbe97:MO1
Pc53dd4adbe97:L3,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"All responses were included without excluding logically inconsistent TTO valuations, as there is no consensus on handling inconsistencies.",Pc53dd4adbe97:MU1
Pc53dd4adbe97:L4,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"Generalizability of the global or western regional function is strictly limited to the contributing countries, and the findings apply to EQ-5D-5L valuation studies rather than other utility instruments or valuation types.",Pc53dd4adbe97:MO3 | Pc53dd4adbe97:MO4
Pc53dd4adbe97:L5,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,METHODS_RESEARCH,"DCE is easy to understand but may not be easy to complete for multi-attribute health states, since choosing between two EQ-5D-5L states requires trade-offs across five dimensions.",Pc53dd4adbe97:MU3
Pc5fa68dfcef0:L1,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,The cross-sectional design did not show how quality of life changed over time.,
Pc5fa68dfcef0:L2,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,The pragmatic use of three different data sources prevented a stratified design that would yield a representative French IBD sample.,
Pc5fa68dfcef0:L3,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,"The set of covariates was limited; for example, the study did not collect associated comorbidities.",
Pc5fa68dfcef0:L4,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,"Few participants were aged 75 years or older, which produced wide confidence intervals for quality-of-life and disease-activity indicators in that group.",
Pc5fa68dfcef0:L5,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,"Patients younger than 18 years were excluded, so further studies are needed to estimate utilities in that age group.",
Pc5fa68dfcef0:L6,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,HEALTH_OUTCOME_RESEARCH,"Comparison with prior studies was difficult because most samples were small and studies differed in value sets, sites, methods, and patient characteristics.",
Pc60a10213040:LIM1,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,METHODS_RESEARCH,The sample differed from the Egyptian general population in several background characteristics because pilot interviews used a convenience sample of educated participants in urban Cairo.,
