product_id,study_id,publication_id,doi,publication_year,product,product_type,status,development_state,validation_state,deployment_state,approval_state,n_scoring_uses
Pbf50d8f2fc1b:prod_norms,Pbf50d8f2fc1b:study_main,doi:10.1186/s12955-024-02323-1,10.1186/s12955-024-02323-1,2024,"Trinidad and Tobago EQ-5D-5L population norms, 2022-2023",POPULATION_REFERENCE_DATA,DEPLOYMENT:Recommended for clinical and economic applications in Trinidad and Tobago until a new norms study is available | DEVELOPMENT:Updated national EQ-5D-5L population norms produced,Updated national EQ-5D-5L population norms produced,,Recommended for clinical and economic applications in Trinidad and Tobago until a new norms study is available,,0
Pc0366f265fd4:PR1,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,"EQ-5D-5L respiratory bolt-on candidate R1: limitations in physical activities due to shortness of breath, with five levels worded in line with the EQ-5D-5L",INSTRUMENT_VERSION,DEVELOPMENT:Candidate bolt-on item developed and tested in a pilot valuation study; not selected as the preferred respiratory bolt-on and no value set estimated,Candidate bolt-on item developed and tested in a pilot valuation study; not selected as the preferred respiratory bolt-on and no value set estimated,,,,0
Pc0366f265fd4:PR2,Pc0366f265fd4:S1,doi:10.1177/0272989x19847983,10.1177/0272989x19847983,2019,"EQ-5D-5L respiratory bolt-on candidate R2: breathing problems, with five levels worded in line with the EQ-5D-5L",INSTRUMENT_VERSION,"DEVELOPMENT:Candidate bolt-on item developed and tested in a pilot valuation study; identified as the most appropriate respiratory bolt-on dimension, but additional valuation interviews are needed before a value set for the EQ-5D-5L+R can be estimated","Candidate bolt-on item developed and tested in a pilot valuation study; identified as the most appropriate respiratory bolt-on dimension, but additional valuation interviews are needed before a value set for the EQ-5D-5L+R can be estimated",,,,0
Pc23f9c1c2e9a:prod_au,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,Study-derived Australian 13-attribute EQ-HWB DCE-with-duration value set,VALUE_SET,DEVELOPMENT:The study generated anchored Australian utility coefficients for the 13-attribute system as an exploratory value set; it did not present a recommended national value set.,The study generated anchored Australian utility coefficients for the 13-attribute system as an exploratory value set; it did not present a recommended national value set.,,,,0
Pc23f9c1c2e9a:prod_class,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,Study 13-attribute EQ-HWB classification system,INSTRUMENT_VERSION,DEVELOPMENT:Thirteen attributes were selected for valuation from EQ-HWB: all nine EQ-HWB-9 items and four additional items.,Thirteen attributes were selected for valuation from EQ-HWB: all nine EQ-HWB-9 items and four additional items.,,,,0
Pc23f9c1c2e9a:prod_uk,Pc23f9c1c2e9a:s1,doi:10.1007/s10198-025-01821-3,10.1007/s10198-025-01821-3,2026,Study-derived United Kingdom 13-attribute EQ-HWB DCE-with-duration value set,VALUE_SET,DEVELOPMENT:The study generated anchored United Kingdom utility coefficients for the 13-attribute system as an exploratory value set; it did not present a recommended national value set.,The study generated anchored United Kingdom utility coefficients for the 13-attribute system as an exploratory value set; it did not present a recommended national value set.,,,,0
Pc392f9662bf5:PD1,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,"Graphical illustration booklet of EQ-5D-3L dimensions, levels and health states for illiterate respondents",CHECKLIST_OR_TOOL,"DEVELOPMENT:Created for this pilot: traffic-light colour coding (green = level 1, yellow = level 2, red = level 3) with dimension graphics, printed as a booklet of the 28 TTO health states and 60 DCE pairs; authors recommend incorporating the graphics into the EQ-PVT platform","Created for this pilot: traffic-light colour coding (green = level 1, yellow = level 2, red = level 3) with dimension graphics, printed as a booklet of the 28 TTO health states and 60 DCE pairs; authors recommend incorporating the graphics into the EQ-PVT platform",,,,0
Pc392f9662bf5:PD2,Pc392f9662bf5:S1,doi:10.1016/j.vhri.2021.10.003,10.1016/j.vhri.2021.10.003,2022,Urdu EQ-PVT materials for EQ-5D-3L valuation in Pakistan,INSTRUMENT_VERSION,"DEVELOPMENT:EQ-PVT interview guide, instructions and health-state descriptions translated into Urdu by a professional translator and reviewed by native Urdu-speaking study team members","EQ-PVT interview guide, instructions and health-state descriptions translated into Urdu by a professional translator and reviewed by native Urdu-speaking study team members",,,,0
Pc3cb299c01c3:prod1,Pc3cb299c01c3:study1,doi:10.1016/j.jval.2023.02.008,10.1016/j.jval.2023.02.008,2023,United Kingdom pilot EQ-HWB-S value set,VALUE_SET,DEVELOPMENT:Pilot value set generated; further methodological work is required before a definitive international EQ-HWB-S valuation protocol and value set.,Pilot value set generated; further methodological work is required before a definitive international EQ-HWB-S valuation protocol and value set.,,,,1
Pc4b93c297af7:P1,Pc4b93c297af7:S1,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,2022,"Swedish experience-based EQ-5D-Y-3L VAS values derived among adolescents (OLS Model 1), with predicted and rescaled values for all 243 health states",VALUE_SET,DEVELOPMENT:Exploratory experience-based VAS values estimated and rescaled; presented as one possible anchoring approach with further research on anchoring needed before use in economic evaluation,Exploratory experience-based VAS values estimated and rescaled; presented as one possible anchoring approach with further research on anchoring needed before use in economic evaluation,,,,1
Pc53dd4adbe97:PR1,Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,"Country-specific, regional and global transformation functions from DCE latent utilities to TTO health utilities for the EQ-5D-5L",MAPPING_FUNCTION,,,,,,0
Pc5fa68dfcef0:PR1,Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,QALY-MICI core dataset,DATASET,"DEPLOYMENT:The core dataset is available upon a specific request to the investigators through the corresponding author, with the research aims stated.",,,"The core dataset is available upon a specific request to the investigators through the corresponding author, with the research aims stated.",,0
Pc60a10213040:PROD1,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,Egyptian culture-adapted EQ-VT 2.1 protocol and interview process,PROTOCOL,DEVELOPMENT:Developed and applied during the pilot and actual data-collection phases | VALIDATION:Found feasible and culturally acceptable in the Egyptian study sample,Developed and applied during the pilot and actual data-collection phases,Found feasible and culturally acceptable in the Egyptian study sample,,,0
Pc60a10213040:PROD2,Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,Pictorial and colour-coded EQ-5D-5L health-state aids,CHECKLIST_OR_TOOL,"DEVELOPMENT:Created by the Egyptian team, pretested with three illiterate participants, and used for 116 participants | VALIDATION:Not fully validated","Created by the Egyptian team, pretested with three illiterate participants, and used for 116 participants",Not fully validated,,,0
Pc6c2d4ec9970:product_valueset,Pc6c2d4ec9970:study_1,doi:10.1186/s12955-025-02402-x,10.1186/s12955-025-02402-x,2025,Australian EQ-5D-Y-3L value set,VALUE_SET,DEVELOPMENT:Developed and reported as the final Australian EQ-5D-Y-3L value set,Developed and reported as the final Australian EQ-5D-Y-3L value set,,,,1
Pc6cb06badb33:prod1,Pc6cb06badb33:s1,doi:10.1136/bmjopen-2020-039517,10.1136/bmjopen-2020-039517,2020,Indian EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Planned; the study protocol states that the study will deliver the value set,Planned; the study protocol states that the study will deliver the value set,,,,1
Pc6cb06badb33:prod2,Pc6cb06badb33:s1,doi:10.1136/bmjopen-2020-039517,10.1136/bmjopen-2020-039517,2020,Empirically tested EQ-VT block design guidance,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Planned; the study will test whether the conventional 10-block design is adequate,Planned; the study will test whether the conventional 10-block design is adequate,,,,0
Pc6cb06badb33:prod3,Pc6cb06badb33:s1,doi:10.1136/bmjopen-2020-039517,10.1136/bmjopen-2020-039517,2020,Indian EQ-5D-5L population reference values,POPULATION_REFERENCE_DATA,DEVELOPMENT:Planned calculation from the survey sample and coefficients of the preferred regression model,Planned calculation from the survey sample and coefficients of the preferred regression model,,,,0
Pc768b260ff4e:PR1,Pc768b260ff4e:S1,doi:10.1016/j.ctro.2022.09.008,10.1016/j.ctro.2022.09.008,2022,EQ-5D-3L self-care based Cox prognostic model classifying patients with bone metastases into three survival groups,CHECKLIST_OR_TOOL,"VALIDATION:Internally validated by bootstrap split-sample resampling; external validation in a larger, more contemporaneous dataset still required",,"Internally validated by bootstrap split-sample resampling; external validation in a larger, more contemporaneous dataset still required",,,0
Pc8b4570d9107:PR1,Pc8b4570d9107:S1,doi:10.1007/s40271-017-0278-0,10.1007/s40271-017-0278-0,2017,Hong Kong EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Final value set selected and reported for use in economic evaluations in Hong Kong,Final value set selected and reported for use in economic evaluations in Hong Kong,,,,1
Pc9dafce32be7:product_1,Pc9dafce32be7:study_1,doi:10.1016/j.jval.2025.05.015,10.1016/j.jval.2025.05.015,2025,Cognition bolt-on methodological quality checklist,CHECKLIST_OR_TOOL,"DEVELOPMENT:A 12-point scorable checklist based on published bolt-on development criteria was devised, iteratively refined with the Descriptive Systems Working Group, piloted on 10 wordings, and applied to 52 cognition bolt-on items.","A 12-point scorable checklist based on published bolt-on development criteria was devised, iteratively refined with the Descriptive Systems Working Group, piloted on 10 wordings, and applied to 52 cognition bolt-on items.",,,,0
Pcb3368138711:product_software,Pcb3368138711:study_1,doi:10.1007/s10198-023-01647-x,10.1007/s10198-023-01647-x,2023,Online software for nTTO and oTTO data collection,SOFTWARE_OR_DECISION_SUPPORT,"DEVELOPMENT:Newly developed, pretested, piloted, and used for main-study oTTO and nTTO data collection","Newly developed, pretested, piloted, and used for main-study oTTO and nTTO data collection",,,,0
Pcc480740e0bf:PROD1,Pcc480740e0bf:S1,doi:10.1007/s10198-024-01701-2,10.1007/s10198-024-01701-2,2025,Bermuda EQ-5D-3L value set,VALUE_SET,DEVELOPMENT:Produced and presented in Appendix 2,Produced and presented in Appendix 2,,,,1
Pcc480740e0bf:PROD2,Pcc480740e0bf:S1,doi:10.1007/s10198-024-01701-2,10.1007/s10198-024-01701-2,2025,Bermuda EQ-5D-5L crosswalk value set,VALUE_SET,DEVELOPMENT:Created from the Bermuda EQ-5D-3L index values and presented in Appendix 3,Created from the Bermuda EQ-5D-3L index values and presented in Appendix 3,,,,1
Pcc480740e0bf:PROD3,Pcc480740e0bf:S1,doi:10.1007/s10198-024-01701-2,10.1007/s10198-024-01701-2,2025,Bermuda EQ-5D-3L DCE experimental design,CHECKLIST_OR_TOOL,DEVELOPMENT:Generated as a six-block design intended as the default for forthcoming EQ-5D-3L valuation studies commissioned by EuroQol,Generated as a six-block design intended as the default for forthcoming EQ-5D-3L valuation studies commissioned by EuroQol,,,,0
Pccbd660a1215:PROD1,Pccbd660a1215:S1,doi:10.1177/0272989x241286477,10.1177/0272989x241286477,2024,Terror management theory framework linking defense strength to TTO trading,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Developed and retrospectively tested against published observational findings,Developed and retrospectively tested against published observational findings,,,,0
Pcd2d7dc96930:PROD1,Pcd2d7dc96930:S1,doi:10.1136/bmjopen-2025-102509,10.1136/bmjopen-2025-102509,2025,Study data contribution to the EQ-5D-Y-3L-EQ-5D-Y-5L crosswalk dataset,DATASET,DEVELOPMENT:Planned integration of generated data into the crosswalk dataset,Planned integration of generated data into the crosswalk dataset,,,,0
Pce64c5bb630d:product_ghana_vs,Pce64c5bb630d:study_ghana_vs,doi:10.1017/s0266462324001417,10.1017/s0266462324001417,2024,Ghanaian EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Developed; reported as the first Ghanaian EQ-5D-5L value set based on social preferences,Developed; reported as the first Ghanaian EQ-5D-5L value set based on social preferences,,,,1
Pcf6c6fa55dfb:product_ia_eqhwb9_id,Pcf6c6fa55dfb:study_main,doi:10.1016/j.vhri.2025.101543,10.1016/j.vhri.2025.101543,2025,Experimental interviewer-administered Indonesian EQ-HWB-9 version,INSTRUMENT_VERSION,"VALIDATION:Initial psychometric validation evidence reported for literate, low-literacy, and patient populations",,"Initial psychometric validation evidence reported for literate, low-literacy, and patient populations",,,0
Pcf6c6fa55dfb:product_ia_eqhwb_id,Pcf6c6fa55dfb:study_main,doi:10.1016/j.vhri.2025.101543,10.1016/j.vhri.2025.101543,2025,Experimental interviewer-administered Indonesian EQ-HWB version,INSTRUMENT_VERSION,"VALIDATION:Initial psychometric validation evidence reported for literate, low-literacy, and patient populations",,"Initial psychometric validation evidence reported for literate, low-literacy, and patient populations",,,0
Pd087f5cbf426:PROD1,Pd087f5cbf426:S1,doi:10.1016/j.jval.2026.03.008,10.1016/j.jval.2026.03.008,2026,United Kingdom EQ-5D-5L value set (2026),VALUE_SET,"DEVELOPMENT:Generated and reported as the selected United Kingdom EQ-5D-5L value set | VALIDATION:Independent Quality Control team assessed raw data and models, checked reproducibility, and endorsed the data and analyses",Generated and reported as the selected United Kingdom EQ-5D-5L value set,"Independent Quality Control team assessed raw data and models, checked reproducibility, and endorsed the data and analyses",,,1
Pd149fbe405ff:PROD1,Pd149fbe405ff:S1,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z,2026,EQ-5D-Y-5L Modern Standard Arabic version for Egypt,INSTRUMENT_VERSION,"DEVELOPMENT:Final approved Arabic paper and digital versions produced after translation, cognitive debriefing, and proofreading | VALIDATION:Cognitive debriefing supported clarity, comprehensibility, and acceptability in Egyptian children aged 8 to 15; psychometric results are reported separately and local validation is needed before use in other Arabic-speaking contexts","Final approved Arabic paper and digital versions produced after translation, cognitive debriefing, and proofreading","Cognitive debriefing supported clarity, comprehensibility, and acceptability in Egyptian children aged 8 to 15; psychometric results are reported separately and local validation is needed before use in other Arabic-speaking contexts",,,0
Pd19ff4687be8:product_guidance,Pd19ff4687be8:study_main,doi:10.1016/j.jval.2026.01.023,10.1016/j.jval.2026.01.023,2026,Participant-informed recommendations for improving EQ-5D-Y-5L valuation tasks,IMPLEMENTATION_GUIDANCE,DEVELOPMENT:Suggested improvements reported; not presented as a finalized valuation protocol,Suggested improvements reported; not presented as a finalized valuation protocol,,,,0
Pd21c61eb7b4f:product_new_values,Pd21c61eb7b4f:study_main,doi:10.1097/mlr.0000000000002200,10.1097/mlr.0000000000002200,2025,United States EQ-5D-Y-3L experience-scale value set,VALUE_SET,DEVELOPMENT:Developed and reported as a new United States EQ-5D-Y-3L value set on an experience scale | VALIDATION:Compared with the original United States values and tested with alternative model and block specifications,Developed and reported as a new United States EQ-5D-Y-3L value set on an experience scale,Compared with the original United States values and tested with alternative model and block specifications,,,0
Pd29c06f5ea46:product_valueset,Pd29c06f5ea46:study_main,doi:10.1186/s12955-026-02522-y,10.1186/s12955-026-02522-y,2026,Hong Kong EQ-5D-Y-3L value set,VALUE_SET,DEVELOPMENT:Completed and presented as the first Hong Kong EQ-5D-Y-3L value set,Completed and presented as the first Hong Kong EQ-5D-Y-3L value set,,,,1
Pd314a592a18e:PD1,Pd314a592a18e:S1,doi:10.1007/s10198-004-0263-0,10.1007/s10198-004-0263-0,2004,Redesigned EQ-5D valuation questionnaire using numerical scoring and a two-stage method for valuing 'dead' (version III),INSTRUMENT_VERSION,DEVELOPMENT:Prototype piloted; authors recommend the standard VAS be used as the visual cue and further cognitive testing of the 'dead' questions,Prototype piloted; authors recommend the standard VAS be used as the visual cue and further cognitive testing of the 'dead' questions,,,,0
Pd4ad2b88f325:PR1,Pd4ad2b88f325:S1,doi:10.1016/j.jval.2018.05.010,10.1016/j.jval.2018.05.010,2019,"EQ-5D-5L valuation protocol version 2.0 (EQ-VT 2.0), including the cTTO feedback module",PROTOCOL,DEPLOYMENT:Implemented in national EQ-5D-5L valuation studies from Australia onwards,,,Implemented in national EQ-5D-5L valuation studies from Australia onwards,,0
Pd4ad2b88f325:PR2,Pd4ad2b88f325:S1,doi:10.1016/j.jval.2018.05.010,10.1016/j.jval.2018.05.010,2019,"EQ-5D-5L valuation protocol version 2.1 (EQ-VT 2.1), adding a dynamic question after the wheelchair example",PROTOCOL,DEPLOYMENT:Current released version of the software and protocol at the time of writing,,,Current released version of the software and protocol at the time of writing,,0
Pd4ad2b88f325:PR3,Pd4ad2b88f325:S1,doi:10.1016/j.jval.2018.05.010,10.1016/j.jval.2018.05.010,2019,"Quality control process for EQ-5D-5L valuation studies, with 4 interview flagging criteria and interviewer performance review",PROTOCOL,DEPLOYMENT:Accompanies the EQ-5D-5L valuation protocol and is applied while studies are ongoing,,,Accompanies the EQ-5D-5L valuation protocol and is applied while studies are ongoing,,0
Pd58581f567ed:product1,Pd58581f567ed:study1,doi:10.1007/s10198-025-01823-1,10.1007/s10198-025-01823-1,2025,Input-process-outcome classification of 13 arguments for involving children in health-state valuation,TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Presented as a non-exhaustive conceptual classification and applicability assessment,Presented as a non-exhaustive conceptual classification and applicability assessment,,,,0
Pd5b3899f6579:PD1,Pd5b3899f6579:S1,doi:10.1007/s40271-017-0240-1,10.1007/s40271-017-0240-1,2017,Coding framework of health aspects missing from the EQ-5D descriptive system,TAXONOMY_OR_FRAMEWORK,,,,,,0
Pd5ee3ed10ae4:product_themes,Pd5ee3ed10ae4:study_1,doi:10.1007/s11136-024-03851-5,10.1007/s11136-024-03851-5,2025,Hearing-related quality-of-life descriptive theme taxonomy,TAXONOMY_OR_FRAMEWORK,"DEVELOPMENT:Developed through thematic synthesis and organized into Physical, Mental, and Social categories","Developed through thematic synthesis and organized into Physical, Mental, and Social categories",,,,0
Pd630b7208f52:PR1,Pd630b7208f52:S1,doi:10.1007/s11136-011-9903-x,10.1007/s11136-011-9903-x,2011,"EQ-5D-5L descriptive system, UK English version",INSTRUMENT_VERSION,"DEVELOPMENT:Official/definitive version developed, dependent on further testing of validity, reliability and sensitivity to change","Official/definitive version developed, dependent on further testing of validity, reliability and sensitivity to change",,,,0
Pd630b7208f52:PR2,Pd630b7208f52:S1,doi:10.1007/s11136-011-9903-x,10.1007/s11136-011-9903-x,2011,"EQ-5D-5L descriptive system, Spanish for Spain version",INSTRUMENT_VERSION,VALIDATION:Initial content and face validity demonstrated; further psychometric testing required,,Initial content and face validity demonstrated; further psychometric testing required,,,0
Pd69df5f71f18:product_adapted_y3l,Pd69df5f71f18:study_qual_adapt,doi:10.1016/j.jval.2023.06.004,10.1016/j.jval.2023.06.004,2023,Adapted proxy EQ-5D-Y-3L for children aged 2-4 years,INSTRUMENT_VERSION,"DEVELOPMENT:Developed, refined, and pilot tested with parents | VALIDATION:Preliminary parent acceptability only; reliability, validity, responsiveness, and cross-cultural acceptability require further testing","Developed, refined, and pilot tested with parents","Preliminary parent acceptability only; reliability, validity, responsiveness, and cross-cultural acceptability require further testing",,,0
Pd79e2191e0da:PR1,Pd79e2191e0da:S1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Public paired-comparison data set and example estimation code disseminated to the health preference research community,DATASET,,,,,,0
Pd79e2191e0da:PR2,Pd79e2191e0da:S1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Health Preference Study and Technology Registry for pre-registration of analytical plans,SOFTWARE_OR_DECISION_SUPPORT,,,,,,0
Pd8a9871db92a:PD1,Pd8a9871db92a:ST1,doi:10.1186/s12891-019-2434-2,10.1186/s12891-019-2434-2,2019,ABJHI individualized total knee arthroplasty decision aid,SOFTWARE_OR_DECISION_SUPPORT,"DEPLOYMENT:Delivered online to participants in the decision aid arm before the surgical consultation within routine clinic workflow | DEVELOPMENT:Developed following International Patient Decision Aid Standards criteria, built on existing tailoring software, and ready for evaluation in the trial","Developed following International Patient Decision Aid Standards criteria, built on existing tailoring software, and ready for evaluation in the trial",,Delivered online to participants in the decision aid arm before the surgical consultation within routine clinic workflow,,0
Pd8a9871db92a:PD2,Pd8a9871db92a:ST1,doi:10.1186/s12891-019-2434-2,10.1186/s12891-019-2434-2,2019,PROM-based surgeon summary report for the total knee arthroplasty consultation,SOFTWARE_OR_DECISION_SUPPORT,,,,,,0
Pd973a2060b41:PD1,Pd973a2060b41:S1,Pd973a2060b41,,2020,Revised set of E-QALY candidate items taken forward to the psychometric survey,INSTRUMENT_VERSION,DEVELOPMENT:Draft items modified in content and layout after face validity testing and prioritised for the psychometric survey,Draft items modified in content and layout after face validity testing and prioritised for the psychometric survey,,,,0
Pdb6a65ddab88:PROD1,Pdb6a65ddab88:S1,doi:10.1007/s11136-020-02730-z,10.1007/s11136-020-02730-z,2021,Tunisian EQ-5D-3L value set,VALUE_SET,DEPLOYMENT:Recommended for use in health technology assessment and Tunisian health-policy decisions | DEVELOPMENT:Developed and reported as the first published Tunisian preference-based value set,Developed and reported as the first published Tunisian preference-based value set,,Recommended for use in health technology assessment and Tunisian health-policy decisions,,1
Pdb6a65ddab88:PROD2,Pdb6a65ddab88:S1,doi:10.1007/s11136-020-02730-z,10.1007/s11136-020-02730-z,2021,Tunisian EQ-5D-5L crosswalk value set,VALUE_SET,DEVELOPMENT:Estimated by applying the existing Van Hout crosswalk methodology; values are supplied in the supplementary material,Estimated by applying the existing Van Hout crosswalk methodology; values are supplied in the supplementary material,,,,0
Pdd3d4c609f52:product_value_set,Pdd3d4c609f52:study_morocco_5l,doi:10.1007/s11136-025-03930-1,10.1007/s11136-025-03930-1,2025,Moroccan EQ-5D-5L value set,VALUE_SET,DEVELOPMENT:Developed and reported as the first EQ-5D-5L value set for Morocco,Developed and reported as the first EQ-5D-5L value set for Morocco,,,,1
Pddf0b2512838:product1,Pddf0b2512838:study1,doi:10.1007/s40273-020-00994-4,10.1007/s40273-020-00994-4,2021,Slovenian EQ-5D-Y-3L value set,VALUE_SET,DEVELOPMENT:Completed and presented as a 243-state Slovenian EQ-5D-Y-3L value set,Completed and presented as a 243-state Slovenian EQ-5D-Y-3L value set,,,,1
Pde6810fbd427:PR1,Pde6810fbd427:S1,doi:10.1016/j.jval.2021.11.1371,10.1016/j.jval.2021.11.1371,2022,"Set of 7 themes and 32 subthemes of quality of life covering patients, social care users and informal carers, used to define the candidate domains of the EQ-HWB",TAXONOMY_OR_FRAMEWORK,DEVELOPMENT:Themes and subthemes finalised after stakeholder and public involvement consultation and used to inform the EQ-HWB domains; item generation reported separately,Themes and subthemes finalised after stakeholder and public involvement consultation and used to inform the EQ-HWB domains; item generation reported separately,,,,0
Pdf0647e304ac:prod_boltons,Pdf0647e304ac:study_main,doi:10.1177/0272989x20969686,10.1177/0272989x20969686,2021,"Five experimental EQ-5D-5L bolt-on dimension versions for hearing, sleep, cognition, energy, and social relationships",INSTRUMENT_VERSION,"DEVELOPMENT:Labels and five-level descriptors were refined by the research team and finalized after face-validity testing. | VALIDATION:Face validity was tested in two focus groups that assessed relevance, clarity, and acceptability.",Labels and five-level descriptors were refined by the research team and finalized after face-validity testing.,"Face validity was tested in two focus groups that assessed relevance, clarity, and acceptability.",,,0
Pe09fb447badf:PD1,Pe09fb447badf:S1,doi:10.1186/s41687-022-00437-y,10.1186/s41687-022-00437-y,2022,"Experimental version of the EQ-HWB, whose item selection, wording, ordering, instructions and layout were informed by the PPIE group",INSTRUMENT_VERSION,DEVELOPMENT:Experimental version produced; layout and instructions finalised with PPIE input,Experimental version produced; layout and instructions finalised with PPIE input,,,,0
Pe11eddb44c0d:PROD1,Pe11eddb44c0d:S1,doi:10.1007/s40273-025-01493-0,10.1007/s40273-025-01493-0,2025,Supplementary review data,DATASET,DEPLOYMENT:Provided in the electronic supplementary material,,,Provided in the electronic supplementary material,,0
Pe14134fb3e6c:P1,Pe14134fb3e6c:S1,doi:10.1007/s11238-019-09707-6,10.1007/s11238-019-09707-6,2019,"Illustrative crisp and fuzzy EQ-5D-3L value sets estimated from the Polish student sample (models A1, B2, B3, C1, C3 and separate location-and-length modelling)",VALUE_SET,DEVELOPMENT:Experimental value sets constructed to illustrate and compare the modelling approaches; based on a non-representative student convenience sample and not proposed for health technology appraisal,Experimental value sets constructed to illustrate and compare the modelling approaches; based on a non-representative student convenience sample and not proposed for health technology appraisal,,,,0
Pe55371719d20:P1,Pe55371719d20:S1,doi:10.1016/j.ocarto.2022.100286,10.1016/j.ocarto.2022.100286,2022,"Online individualised patient decision aid for total knee arthroplasty, tailored on baseline EQ-5D-5L responses, age, sex and body mass index",SOFTWARE_OR_DECISION_SUPPORT,DEPLOYMENT:Integrated into the routine online pre-surgical assessment at the Edmonton Bone and Joint Centre | VALIDATION:Effectiveness evaluated in a pragmatic randomized controlled trial in routine clinical care,,Effectiveness evaluated in a pragmatic randomized controlled trial in routine clinical care,Integrated into the routine online pre-surgical assessment at the Edmonton Bone and Joint Centre,,0
Pe55371719d20:P2,Pe55371719d20:S1,doi:10.1016/j.ocarto.2022.100286,10.1016/j.ocarto.2022.100286,2022,"One-page surgeon report summarising patient knowledge and treatment preferences, based on the Canadian appropriateness checklist",CHECKLIST_OR_TOOL,,,,,,0
Pe5753c21a478:PR1,Pe5753c21a478:S1,doi:10.1007/s40273-014-0168-4,10.1007/s40273-014-0168-4,2014,EQ-5D-3L Better than Dead value function,SCORING_ALGORITHM,,,,,,1
Pe744a4ae063e:PD1,Pe744a4ae063e:S1,doi:10.1177/0272989x13480852,10.1177/0272989x13480852,2013,Checklist for Reporting Valuation Studies of the EQ-5D (CREATE),CHECKLIST_OR_TOOL,"DEVELOPMENT:Proposed 35-item checklist with a score ranging from 0 to 35, applied retrospectively to the reviewed valuation studies","Proposed 35-item checklist with a score ranging from 0 to 35, applied retrospectively to the reviewed valuation studies",,,,0
Pe7c291a2ab75:PR1,Pe7c291a2ab75:S1,doi:10.1007/s40271-017-0292-2,10.1007/s40271-017-0292-2,2018,Framework for classifying experience in health state value sets,TAXONOMY_OR_FRAMEWORK,,,,,,0
Pebb60c8575a8:product_bi_basque,Pebb60c8575a8:study_main,doi:10.1007/s12144-025-07317-w,10.1007/s12144-025-07317-w,2025,Basque Barthel Index,INSTRUMENT_VERSION,DEPLOYMENT:Available upon request | VALIDATION:Construct validity and internal consistency supported in the study cohort,,Construct validity and internal consistency supported in the study cohort,Available upon request,,0
Pebb60c8575a8:product_eq_basque,Pebb60c8575a8:study_main,doi:10.1007/s12144-025-07317-w,10.1007/s12144-025-07317-w,2025,Revised Basque EQ-5D-5L paper self-complete version 1.0,INSTRUMENT_VERSION,APPROVAL:Accepted | VALIDATION:Construct validity and internal consistency supported in the study cohort,,Construct validity and internal consistency supported in the study cohort,,Accepted,0
Pebb60c8575a8:product_phq_basque,Pebb60c8575a8:study_main,doi:10.1007/s12144-025-07317-w,10.1007/s12144-025-07317-w,2025,Basque Patient Health Questionnaire-9,INSTRUMENT_VERSION,DEPLOYMENT:Available upon request | VALIDATION:Construct validity and internal consistency supported in the study cohort,,Construct validity and internal consistency supported in the study cohort,Available upon request,,0
Pec7f33671032:prod_itembank,Pec7f33671032:study_main,doi:10.1186/s12955-020-1271-1,10.1186/s12955-020-1271-1,2020,Eleven-item proxy HRQoL item bank for children aged 0-3 years,INSTRUMENT_VERSION,"DEVELOPMENT:Item bank generated and pruned to 11 operationalized items; further target-population testing is required before a measure is finalized. | VALIDATION:Content validity supported by caregiver input and expert Delphi review; feasibility, utility, validity, and reliability testing remain necessary.",Item bank generated and pruned to 11 operationalized items; further target-population testing is required before a measure is finalized.,"Content validity supported by caregiver input and expert Delphi review; feasibility, utility, validity, and reliability testing remain necessary.",,,0
Pf02567f35c42:PR1,Pf02567f35c42:S1,doi:10.1016/j.socscimed.2022.115370,10.1016/j.socscimed.2022.115370,2022,"Seven-factor measurement model of health, social care and wellbeing quality-of-life constructs (physical functioning, psychological symptoms, energy/sleep, physical pain, social functioning, needs, satisfaction)",TAXONOMY_OR_FRAMEWORK,,,,,,0
