use_id,study_id,publication_id,doi,publication_year,part_id,use_type,source_label,canonical_label,registry_id,parent_registry_id,parent_label,variant_kind,language_code,jurisdiction,version,respondent_form,context,function,analytic_role
Pb07d24f8e50e:MU3,Pb07d24f8e50e:S1,doi:10.1007/s11136-019-02249-y,10.1007/s11136-019-02249-y,2019,,Method,Face-to-face interview,Face-to-face interview,method:face-to-face-interview,method:interview,interview,METHOD_VARIANT,,,,,SOURCE_STUDY_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
Pb07d24f8e50e:MU4,Pb07d24f8e50e:S1,doi:10.1007/s11136-019-02249-y,10.1007/s11136-019-02249-y,2019,,Method,Quota sampling,Quota sampling,method:quota-sampling,,,,,,,,SOURCE_STUDY_ACTIVITY,SAMPLING,
Pb07d24f8e50e:MU5,Pb07d24f8e50e:S1,doi:10.1007/s11136-019-02249-y,10.1007/s11136-019-02249-y,2019,,Method,Multistage sampling,Multistage sampling,method:multistage-sampling,,,,,,,,SOURCE_STUDY_ACTIVITY,SAMPLING,
Pb07d24f8e50e:SU1,Pb07d24f8e50e:S1,doi:10.1007/s11136-019-02249-y,10.1007/s11136-019-02249-y,2019,,Software,SAS,SAS,software:sas,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:IU1,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Instrument,"EQ-5D-5L, Italian, Italy","EQ-5D-5L, Italian, Italy",instrument:eq-5d-5l-it-it,instrument:eq-5d-5l,EQ-5D-5L,LANGUAGE_EDITION,it,IT,5L,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
Pb0a136d1be8e:IU2,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Instrument,"EQ-5D-5L, Italian, Italy","EQ-5D-5L, Italian, Italy",instrument:eq-5d-5l-it-it,instrument:eq-5d-5l,EQ-5D-5L,LANGUAGE_EDITION,it,IT,5L,,DIRECT_CURRENT_ACTIVITY,SCORING_INPUT,
Pb0a136d1be8e:IU3,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
Pb0a136d1be8e:MOD1,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Model,Ordinary least squares regression,Ordinary least squares regression,model:ordinary-least-squares-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
Pb0a136d1be8e:MU1,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,Quota sampling,Quota sampling,method:quota-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
Pb0a136d1be8e:MU2,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,Computer-assisted personal interview,Computer-assisted personal interview,method:computer-assisted-personal-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
Pb0a136d1be8e:MU3,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:MU4,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,Chi-square test,Chi-square test,method:chi-square-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:MU5,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,t-test,t-test,method:t-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:MU6,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,One-way analysis of variance,One-way analysis of variance,method:one-way-anova,method:analysis-of-variance,Analysis of variance,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:MU7,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,Backward selection,Backward selection,method:backward-selection,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:MU8,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Method,Heteroskedasticity-robust standard errors,Heteroskedasticity-robust standard errors,method:heteroskedasticity-robust-standard-errors,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:PRU1,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Protocol,EQ-VT,EQ-VT,protocol:eq-vt,,,,,,,,DIRECT_CURRENT_ACTIVITY,GOVERNING_STUDY_PROTOCOL,
Pb0a136d1be8e:PRU2,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Protocol,EQ-5D-5L valuation quality-control process,EQ-5D-5L valuation quality-control process,protocol:eq-5d-5l-valuation-qc-2017,,,PROTOCOL_VERSION,,,2017,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL_PROTOCOL,
Pb0a136d1be8e:SW1,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Software,LimeSurvey,LimeSurvey,software:limesurvey,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
Pb0a136d1be8e:SW2,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Software,Zoom,Zoom,software:zoom,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
Pb0a136d1be8e:SW3,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Software,Microsoft Excel,Microsoft Excel,software:microsoft-excel,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0a136d1be8e:SW4,Pb0a136d1be8e:S1,doi:10.1007/s40258-022-00772-7,10.1007/s40258-022-00772-7,2022,,Software,STATA 13,STATA 13,software:stata-13,software:stata,STATA,SOFTWARE_VERSION,,,13,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0b651663a99:inst_m_5l,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_mic,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,INPUT_DATA_PROVENANCE,HEALTH_STATE_DESCRIPTION,
Pb0b651663a99:inst_m_vas,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_mic,Instrument,Study self-rated-health VAS,Study self-rated-health VAS,instrument:study-self-rated-health-vas,,,,,,,,INPUT_DATA_PROVENANCE,OUTCOME_MEASURE,
Pb0b651663a99:inst_t_5l,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_tromso,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,INPUT_DATA_PROVENANCE,HEALTH_STATE_DESCRIPTION,
Pb0b651663a99:inst_t_vas,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_tromso,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,INPUT_DATA_PROVENANCE,OUTCOME_MEASURE,
Pb0b651663a99:method_m_linear,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_mic,Method,Linear regression analysis,Linear regression analysis,method:linear-regression-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0b651663a99:method_t_linear,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_tromso,Method,Linear regression analysis,Linear regression analysis,method:linear-regression-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0b651663a99:model_m_fractional,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_mic,Model,Fractional logit regression model,Fractional logit regression model,model:fractional-logit-regression-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,SENSITIVITY
Pb0b651663a99:model_m_primary,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_mic,Model,Multiple linear regression,Multiple linear regression,model:multiple-linear-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
Pb0b651663a99:model_m_robust,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_mic,Model,Robust M-estimation regression model,Robust M-estimation regression model,model:robust-m-estimation-regression-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,SENSITIVITY
Pb0b651663a99:model_t_fractional,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_tromso,Model,Fractional logit regression model,Fractional logit regression model,model:fractional-logit-regression-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,SENSITIVITY
Pb0b651663a99:model_t_primary,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_tromso,Model,Multiple linear regression,Multiple linear regression,model:multiple-linear-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
Pb0b651663a99:model_t_robust,Pb0b651663a99:study_main,doi:10.1007/s11136-025-04087-7,10.1007/s11136-025-04087-7,2025,Pb0b651663a99:part_tromso,Model,Robust M-estimation regression model,Robust M-estimation regression model,model:robust-m-estimation-regression-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,SENSITIVITY
Pb0f677bd551b:IU1,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Instrument,"EQ-HWB 25-item version, English for Australia","EQ-HWB 25-item version, English for Australia",instrument:eq-hwb-25-en-au,instrument:eq-hwb,EQ-HWB,LANGUAGE_EDITION,en,AU,25-item,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
Pb0f677bd551b:IU2,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Instrument,EQ-HWB-S,EQ-HWB-S,instrument:eq-hwb-s,instrument:eq-hwb,EQ-HWB,FORM_VERSION,,,SHORT,,CURRENT_STUDY_OBJECT,MEASUREMENT_PROPERTY_TEST_OBJECT,
Pb0f677bd551b:IU3,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
Pb0f677bd551b:IU4,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Instrument,CarerQoL-7D,CarerQoL-7D,instrument:carerqol-7d,instrument:carerqol,CarerQoL,FORM_VERSION,,,7D,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
Pb0f677bd551b:IU5,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Instrument,EQ-5D-Y-5L proxy version 1,EQ-5D-Y-5L proxy version 1,instrument:eq-5d-y-5l-proxy-v1,instrument:eq-5d-y-5l,EQ-5D-Y-5L,RESPONDENT_VERSION,,,1,PROXY,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
Pb0f677bd551b:MU1,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,Dimension-score frequency distribution,Dimension-score frequency distribution,method:dimension-score-frequency-distribution,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb0f677bd551b:MU10,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,A priori hypothesis testing,A priori hypothesis testing,method:a-priori-hypothesis-testing,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU2,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,Known-groups validity analysis,Known-groups validity analysis,method:known-groups-validity-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU3,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,t-test,t-test,method:t-test,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU4,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,One-way analysis of variance,One-way analysis of variance,method:one-way-anova,method:analysis-of-variance,Analysis of variance,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU5,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,Cohen d effect size,Cohen d effect size,method:cohens-d,method:standardized-effect-size,Standardized effect size,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU6,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,Eta squared,Eta squared,method:eta-squared,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU7,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,Spearman's rank correlation,Spearman's rank correlation,method:spearman-rank-correlation,,,,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU8,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,"Intraclass correlation coefficient, two-way mixed effects, absolute agreement","Intraclass correlation coefficient, two-way mixed effects, absolute agreement",method:intraclass-correlation-two-way-mixed-absolute-agreement,method:intraclass-correlation-coefficient,Intraclass correlation coefficient,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:MU9,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Method,Cohen's weighted kappa,Cohen's weighted kappa,method:cohen-weighted-kappa,,,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,MEASUREMENT_PROPERTY_ANALYSIS,
Pb0f677bd551b:SU1,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Software,REDCap,REDCap,software:redcap,,,,,,,,DIRECT_CURRENT_ACTIVITY,DATA_COLLECTION,
Pb0f677bd551b:SU2,Pb0f677bd551b:S1,doi:10.1016/j.jval.2025.05.013,10.1016/j.jval.2025.05.013,2025,,Software,STATA 15,STATA 15,software:stata-15,software:stata,STATA,SOFTWARE_VERSION,,,15,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb13d63d69461:IU1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,VALUATION_TARGET,
Pb13d63d69461:IU2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Instrument,EQ-5D-5L,EQ-5D-5L,instrument:eq-5d-5l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,5L,,DIRECT_CURRENT_ACTIVITY,HEALTH_STATE_DESCRIPTION,
Pb13d63d69461:IU3,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Instrument,EQ VAS,EQ VAS,instrument:eq-vas,,,,,,,,DIRECT_CURRENT_ACTIVITY,CURRENT_HEALTH_MEASUREMENT,
Pb13d63d69461:IU4,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Instrument,EQ-5D-3L,EQ-5D-3L,instrument:eq-5d-3l,instrument:eq-5d,EQ-5D,LEVEL_VERSION,,,3L,,DISCUSSION_ONLY,REFERENCE_ONLY,
Pb13d63d69461:MO1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Model,hybrid heteroskedastic Tobit model,hybrid heteroskedastic Tobit model,model:hybrid-heteroskedastic-tobit-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,PRIMARY_REPORTED
Pb13d63d69461:MO2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Model,Heteroskedastic Tobit model,Heteroskedastic Tobit model,model:heteroskedastic-tobit,model:tobit,Tobit model,MODEL_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
Pb13d63d69461:MO3,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Model,Conditional logit model,Conditional logit model,model:conditional-logit,,,,,,,,DIRECT_CURRENT_ACTIVITY,CHOICE_MODELING,CANDIDATE
Pb13d63d69461:MO4,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Model,Interval regression model,Interval regression model,model:interval-regression,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,CANDIDATE
Pb13d63d69461:MO5,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Model,hybrid heteroskedastic Tobit model,hybrid heteroskedastic Tobit model,model:hybrid-heteroskedastic-tobit-model,,,,,,,,DIRECT_CURRENT_ACTIVITY,STATISTICAL_ESTIMATION,SENSITIVITY
Pb13d63d69461:MU1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Composite time trade-off,cTTO,method:ctto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
Pb13d63d69461:MU10,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Pearson correlation,Pearson correlation coefficient,method:pearson-correlation,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb13d63d69461:MU11,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Valuation data exclusion criteria,Valuation data exclusion criteria,method:valuation-data-exclusion-criteria,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
Pb13d63d69461:MU12,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Telephone cross-examination of interviews,Telephone cross-examination of interviews,method:telephone-cross-examination-of-interviews,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
Pb13d63d69461:MU13,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Interviewer training and pilot certification,Interviewer training and pilot certification,method:interviewer-training-and-pilot-certification,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL,
Pb13d63d69461:MU14,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Instrument translation and cultural adaptation,Instrument translation and cultural adaptation,method:instrument-translation-and-cultural-adaptation,,,,,,,,DIRECT_CURRENT_ACTIVITY,INSTRUMENT_TRANSLATION_OR_ADAPTATION,
Pb13d63d69461:MU2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Discrete choice experiment,DCE,method:dce,,,,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
Pb13d63d69461:MU3,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Lead-time TTO,Lead-time TTO,method:lead-time-tto,method:tto,TTO,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,PREFERENCE_ELICITATION,
Pb13d63d69461:MU4,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Random-walk sampling,Random-walk sampling,method:random-walk-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
Pb13d63d69461:MU5,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Stratified sampling,Stratified sampling,method:stratified-sampling,,,,,,,,DIRECT_CURRENT_ACTIVITY,SAMPLING,
Pb13d63d69461:MU6,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Fedorov's exchange algorithm,Fedorov's exchange algorithm,method:fedorov-exchange-algorithm,,,,,,,,DIRECT_CURRENT_ACTIVITY,EXPERIMENTAL_DESIGN,
Pb13d63d69461:MU7,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Computer-assisted personal interview,Computer-assisted personal interview,method:computer-assisted-personal-interview,method:interview,interview,METHOD_VARIANT,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_DATA_COLLECTION,
Pb13d63d69461:MU8,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Descriptive statistics,Descriptive statistics,method:descriptive-statistics,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb13d63d69461:MU9,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Method,Sensitivity analysis,Sensitivity analysis,method:sensitivity-analysis,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb13d63d69461:PDU1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Product,Spanish EQ-5D-5L value set,Spanish EQ-5D-5L value set,product:eq-5d-5l-es,,,PRODUCT_VERSION,,ES,5L,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
Pb13d63d69461:PDU2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Product,Irish EQ-5D-5L value set,Irish EQ-5D-5L value set (2018),product:eq-5d-5l-ie-2018,,,PRODUCT_VERSION,,IE,2018,,DIRECT_CURRENT_ACTIVITY,COMPARATOR,
Pb13d63d69461:PDU3,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Product,Portuguese EQ-5D-3L value set,Portuguese EQ-5D-3L value set,product:portuguese-eq-5d-3l-value-set,,,,,,,,DISCUSSION_ONLY,COMPARATOR,
Pb13d63d69461:PU_1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Protocol,EQ-VT 2.0,EQ-VT 2.0,protocol:eq-vt-2-0,protocol:eq-vt,EQ-VT,PROTOCOL_VERSION,,,2.0,,DIRECT_CURRENT_ACTIVITY,VALUATION_PROTOCOL,
Pb13d63d69461:PU_2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Protocol,EQ-5D-5L valuation quality-control process,EQ-5D-5L valuation quality-control process,protocol:eq-5d-5l-valuation-qc-2017,,,PROTOCOL_VERSION,,,2017,,DIRECT_CURRENT_ACTIVITY,QUALITY_CONTROL_PROTOCOL,
Pb13d63d69461:PU_3,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Protocol,EuroQol translation guidelines,EuroQol translation guidelines,protocol:euroqol-translation-guidelines,,,,,,,,DIRECT_CURRENT_ACTIVITY,TRANSLATION_PROTOCOL,
Pb13d63d69461:SW1,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Software,EQ-VT,EuroQol Valuation Technology,software:eq-vt,,,,,,,,DIRECT_CURRENT_ACTIVITY,VALUATION_ADMINISTRATION,
Pb13d63d69461:SW2,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Software,SPSS,SPSS,software:spss,,,,,,,,DIRECT_CURRENT_ACTIVITY,QUANTITATIVE_ANALYSIS,
Pb13d63d69461:SW3,Pb13d63d69461:S1,doi:10.1007/s11136-019-02226-5,10.1007/s11136-019-02226-5,2019,,Software,Stata,STATA,software:stata,,,,,,,,DIRECT_CURRENT_ACTIVITY,MODEL_IMPLEMENTATION,
Pb1d97dabf60a:inst_ext_y_desc,Pb1d97dabf60a:study1,doi:10.1007/s10198-020-01205-9,10.1007/s10198-020-01205-9,2020,Pb1d97dabf60a:extension,Instrument,EQ-5D-Y-3L,EQ-5D-Y-3L,instrument:eq-5d-y-3l,instrument:eq-5d-y,EQ-5D-Y,LEVEL_VERSION,,,3L,YOUTH,DIRECT_CURRENT_ACTIVITY,HEALTH_STATE_DESCRIPTION,
