study_id,publication_id,doi,publication_year,study_ordinal,label,primary_research_family,execution_status,source_status,purposes,countries,component_approach,temporal_structure,comparison_structure,allocation_structure,synthesis_design,mixed_method_integration,project_ids,n_parts,n_instrument_uses,n_method_uses,n_findings,n_limitations,n_products
Pc50a7678598a:S1,doi:10.1016/j.jval.2021.07.006,10.1016/j.jval.2021.07.006,2021,1,Psychometric comparison of Spanish EQ-5D-Y-3L and EQ-5D-Y-5L in schoolchildren,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Spain,,,,,,,20170290,2,10,8,7,5,0
Pc537939af06b:study1,doi:10.1186/s13561-020-00297-6,10.1186/s13561-020-00297-6,2020,1,EQ-5D-5L and clinical-registry linkage study in advanced or metastatic colorectal cancer,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Germany,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,2016530,0,4,3,11,4,0
Pc53dd4adbe97:S1,doi:10.1002/hec.3444,10.1002/hec.3444,2016,1,Cross-country analysis of transformation functions from DCE-derived latent utilities to TTO-derived health utilities using EQ-5D-5L valuation data from eight countries,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,MAPPING_OR_CROSSWALK | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Canada | China | Japan | Netherlands | South Korea | Spain | Thailand | United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NOT_APPLICABLE,,,2013180,0,3,6,5,5,1
Pc5fa68dfcef0:S1,doi:10.1007/s11136-024-03821-x,10.1007/s11136-024-03821-x,2025,1,QALY-MICI prospective cross-sectional survey of French adults with inflammatory bowel disease,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,France,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,,,20190020,3,6,11,10,6,1
Pc60a10213040:S1,doi:10.1136/bmjopen-2021-051727,10.1136/bmjopen-2021-051727,2021,1,Egyptian adaptation and feasibility assessment of EQ-VT 2.1,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY | OUTCOME_DESCRIPTION,Egypt,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,,20180130,2,5,8,11,2,2
Pc627a3d284ad:S1,doi:10.1016/j.jval.2019.10.003,10.1016/j.jval.2019.10.003,2019,1,Comparison of DCE-TTO and TTO health state values modelled from an identical set of non-stopping TTO preference data (Norway),METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Norway,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,,0,2,8,7,6,0
Pc694bfdad03c:s1,doi:10.1177/0272989x231171912,10.1177/0272989x231171912,2023,1,Comparison of online and face-to-face EQ-5D-5L discrete choice experiments,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT,NONRANDOMIZED,NOT_APPLICABLE,,,2,3,6,7,6,0
Pc6c2d4ec9970:study_1,doi:10.1186/s12955-025-02402-x,10.1186/s12955-025-02402-x,2025,1,Development of the Australian EQ-5D-Y-3L value set,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,Australia,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,83-VS,3,3,7,7,5,1
Pc6cb06badb33:s1,doi:10.1136/bmjopen-2020-039517,10.1136/bmjopen-2020-039517,2020,1,Development of an EQ-5D Value set for India using an Extended design (DEVINE) Study,VALUE_SET_DEVELOPMENT,PLANNED,NO_RESULTS_YET,HEALTH_STATE_VALUATION | POPULATION_NORMS | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,,,,,,,20170520,3,4,9,0,2,3
Pc6ec0f32827b:S1,doi:10.1186/s12955-016-0540-5,10.1186/s12955-016-0540-5,2016,1,"Association of EQ-5D, wellbeing measures and social care needs in the Health Survey for England (abstract O13)",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,,,2015390,0,5,1,3,0,0
Pc768b260ff4e:S1,doi:10.1016/j.ctro.2022.09.008,10.1016/j.ctro.2022.09.008,2022,1,"Prognostic modelling of survival after palliative radiotherapy for painful bone metastases, replacing clinician-assessed performance status with patient-reported EQ-5D-3L",APPLIED_USE_RESEARCH,COMPLETED,RESULTS_REPORTED,DECISION_SUPPORT_DEVELOPMENT | OUTCOME_DESCRIPTION,Netherlands,MODEL_BASED | QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_INSTRUMENT | BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,,0,4,7,6,7,1
Pc8449c90bb9c:S1,doi:10.1007/s11136-022-03107-0,10.1007/s11136-022-03107-0,2022,1,"Qualitative interview study of adolescents' and adults' perceptions of valuing children's health states with the standardised EQ-5D-Y-3L valuation protocol, Sweden",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,Sweden,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20190980,0,4,5,8,5,0
Pc8b4570d9107:S1,doi:10.1007/s40271-017-0278-0,10.1007/s40271-017-0278-0,2017,1,EQ-5D-5L valuation study in Hong Kong using EQ-VT 2.0 with feedback module,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,RANDOMIZED,,,2012030,0,3,12,9,5,1
Pc8fd596456d9:S1,doi:10.1016/j.jval.2022.12.012,10.1016/j.jval.2022.12.012,2022,1,"Two-arm cTTO valuation experiment comparing cross-attribute level effects (CALE) models with conventional additive main-effects models for EQ-5D-5L, EQ-5D-5L self-care bolt-off (EQ-SC) and EQ-5D-5L vision bolt-on (EQ+VI) health states",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,China,MODEL_BASED | QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_INSTRUMENT | BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,20170640,2,4,8,8,5,0
Pc93a9d8741f5:S1,doi:10.1007/s11136-021-02922-1,10.1007/s11136-021-02922-1,2022,1,"Mokken scaling analysis of EQ-5D-5L items to justify and interpret a level summary score, using the Multi Instrument Comparison (MIC) data from six Western countries",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Australia | Canada | Germany | Norway | United Kingdom | United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,20170130,0,2,9,8,4,0
Pc9dafce32be7:study_1,doi:10.1016/j.jval.2025.05.015,10.1016/j.jval.2025.05.015,2025,1,Systematic review of cognition bolt-ons for EQ-5D-3L and EQ-5D-5L,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | METHOD_OR_PROTOCOL_QUALITY,Belgium | China | Netherlands,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NARRATIVE_SYNTHESIS | SYSTEMATIC_REVIEW,,1700-RA,0,3,9,11,5,1
Pc9e31edc077a:S1,doi:10.1007/s10198-023-01612-8,10.1007/s10198-023-01612-8,2024,1,Duration and time preference effects on adult-child cTTO valuation differences,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,,,237-RA,2,3,7,7,6,0
Pca479813d190:s1,doi:10.1186/s12955-024-02271-w,10.1186/s12955-024-02271-w,2024,1,Scale and rate heterogeneity in EQ-5D-5L valuation,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,VALUATION_METHOD_EVALUATION,United States,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,207-RA,2,2,5,8,3,0
Pcaebb26c2976:S1,doi:10.1186/s12955-022-02024-7,10.1186/s12955-022-02024-7,2022,1,Age-sex stratified analysis of socioeconomic inequalities in EQ-5D-5L HRQoL in England (Health Survey for England 2017-2018),HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,123-RA,0,2,6,8,5,0
Pcaec42eba640:study1,doi:10.1186/s12939-025-02520-4,10.1186/s12939-025-02520-4,2025,1,Socioeconomic inequalities across PROMs in Dutch hip and knee arthroplasty,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Netherlands,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,287-PHD,4,8,7,6,3,0
Pcb3368138711:study_1,doi:10.1007/s10198-023-01647-x,10.1007/s10198-023-01647-x,2023,1,"Head-to-head evaluation of non-stopping, open-ended, and composite TTO for EQ-5D-5L valuation",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION,China,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NONRANDOMIZED,,,20190150R1,5,2,11,6,3,1
Pcbd98a81ff50:S1,doi:10.1136/archdischild-2025-329475,10.1136/archdischild-2025-329475,2026,1,Comparative psychometric performance of common paediatric P-PROMs across health conditions,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_GROUP | BETWEEN_INSTRUMENT,RANDOMIZED,,,330-PHD | 361-RA,0,9,9,10,6,0
Pcc1d7988eb03:study_main,doi:10.1016/j.jval.2025.01.010,10.1016/j.jval.2025.01.010,2025,1,Qualitative investigation of worse-than-dead EQ-5D-5L valuation in composite time trade-off tasks,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,Singapore,,CROSS_SECTIONAL,NONCOMPARATIVE,NONRANDOMIZED,,EMBEDDED,76-RA,2,4,7,9,3,0
Pcc480740e0bf:S1,doi:10.1007/s10198-024-01701-2,10.1007/s10198-024-01701-2,2025,1,Bermuda EQ-5D-3L valuation and EQ-5D-5L crosswalk study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | MAPPING_OR_CROSSWALK | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,20180040R1,0,5,10,10,4,3
Pcc9a05193425:S1,doi:10.17269/s41997-021-00606-4,10.17269/s41997-021-00606-4,2022,1,"Impact of the COVID-19 pandemic on EQ-5D-5L health-related quality of life of adults visiting emergency departments and primary care settings in Alberta, Canada",HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_CONTEXT | BETWEEN_GROUP,NOT_APPLICABLE,NOT_APPLICABLE,,102-RA,0,1,6,9,6,0
Pccbd660a1215:S1,doi:10.1177/0272989x241286477,10.1177/0272989x241286477,2024,1,Terror management theory framework for explaining TTO trading,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,,,,,,115-RA,2,0,4,6,6,1
Pcd1b08ec9a14:ST1,doi:10.1186/s41687-021-00406-x,10.1186/s41687-021-00406-x,2022,1,Head-to-head psychometric comparison of the EQ-5D-5L and an EQ-5D-5L plus fatigue item in a Dutch general population sample,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,20180330,0,4,11,8,3,0
Pcd20c5611295:S1,doi:10.1186/s12955-026-02582-0,10.1186/s12955-026-02582-0,2026,1,"Hong Kong comparison of fatigue, tiredness, sleep, and vision EQ-5D-5L bolt-on variants",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | TRANSLATION_AND_CULTURAL_ADAPTATION,,,,,,,,2351-BT,2,16,17,7,8,0
Pcd2d7dc96930:S1,doi:10.1136/bmjopen-2025-102509,10.1136/bmjopen-2025-102509,2025,1,Prospective mixed-method validation of EuroQol instruments in paediatric patients and caregivers in China,MEASUREMENT_PROPERTY_EVALUATION,DATA_COLLECTION_ACTIVE,NO_RESULTS_YET,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,China,,,,,,EMBEDDED,1598-RA,2,9,11,0,4,1
Pcd3bb29a3546:S1,doi:10.1007/s11136-022-03141-y,10.1007/s11136-022-03141-y,2022,1,"Qualitative content validity of the EQ-5D-5L and the psoriasis-specific EQ-PSO bolt-ons (skin irritation, self-confidence) in Hungarian patients with psoriasis",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Hungary,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,119-RA,2,5,11,13,5,0
Pce00699b2224:S1,doi:10.1007/s40273-018-0642-5,10.1007/s40273-018-0642-5,2018,1,Systematic review comparing measurement properties of the EQ-5D-3L and EQ-5D-5L,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | MEASUREMENT_PROPERTY_EVALUATION,Canada | China | Denmark | Germany | Hungary | Italy | Japan | Netherlands | Poland | Singapore | South Korea | Thailand | United Kingdom | United States,EVIDENCE_SYNTHESIS,VARIABLE_SOURCE_TIME,BETWEEN_INSTRUMENT,NOT_APPLICABLE,SYSTEMATIC_REVIEW,,2016170,0,5,9,8,4,0
Pce046f4c44c1:S1,doi:10.3390/jcm11216467,10.3390/jcm11216467,2022,1,POPCORN one-year longitudinal study of HRQoL and mental well-being during the COVID-19 pandemic in five countries,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Italy | Netherlands | United Kingdom | United States,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_CONTEXT | BETWEEN_GROUP | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,238-RA,0,3,10,13,4,0
Pce1c87a6422a:S1,doi:10.1186/s13690-023-01088-1,10.1186/s13690-023-01088-1,2023,1,Cross-country HRQoL during the first year of the COVID-19 pandemic,HEALTH_OUTCOME_RESEARCH,COMPLETED,RESULTS_REPORTED,OUTCOME_DESCRIPTION,Norway | Sweden | United States,QUANTITATIVE_EMPIRICAL,,BETWEEN_CONTEXT | BETWEEN_GROUP,NOT_APPLICABLE,,,246-RA | 84-RA,2,3,4,7,4,0
Pce64c5bb630d:study_ghana_vs,doi:10.1017/s0266462324001417,10.1017/s0266462324001417,2024,1,Development of the Ghanaian EQ-5D-5L value set,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,234-VS,0,1,3,7,0,1
Pcf3f633eb088:S1,doi:10.1016/j.jval.2021.12.014,10.1016/j.jval.2021.12.014,2022,1,"Think-aloud interview study of adults valuing EQ-5D-Y-3L health states for themselves, a 10-year-old child, and a 15-year-old adolescent",METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,Netherlands,QUALITATIVE_INQUIRY,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,20190920,0,3,7,8,4,0
Pcf6c6fa55dfb:study_main,doi:10.1016/j.vhri.2025.101543,10.1016/j.vhri.2025.101543,2025,1,Indonesian EQ-HWB and EQ-HWB-9 psychometric evaluation,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION,Indonesia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_CONTEXT | BETWEEN_GROUP | WITHIN_PERSON,NOT_APPLICABLE,NOT_APPLICABLE,,442-RA,6,6,10,8,5,2
Pcf9d62bb531a:study_pmic_fa,doi:10.3390/children10101604,10.3390/children10101604,2023,1,Feasibility and acceptability analysis of the Australian P-MIC study,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | METHOD_OR_PROTOCOL_QUALITY,Australia,QUANTITATIVE_EMPIRICAL,LONGITUDINAL_REPEATED,BETWEEN_CONTEXT,RANDOMIZED,NOT_APPLICABLE,,330-PHD | 361-RA,2,9,6,9,4,0
Pd087f5cbf426:S1,doi:10.1016/j.jval.2026.03.008,10.1016/j.jval.2026.03.008,2026,1,United Kingdom EQ-5D-5L valuation study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,NOT_APPLICABLE,,1524-VS,0,3,7,8,8,1
Pd149fbe405ff:S1,doi:10.1186/s41687-025-00985-z,10.1186/s41687-025-00985-z,2026,1,Translation and cultural adaptation of EQ-5D-Y-5L into Modern Standard Arabic for Egypt,INSTRUMENT_VERSION_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | INSTRUMENT_DEVELOPMENT | TRANSLATION_AND_CULTURAL_ADAPTATION,Egypt,,,NONCOMPARATIVE,NOT_APPLICABLE,,SEQUENTIAL,1492-RA,2,4,7,6,3,1
Pd19ff4687be8:study_main,doi:10.1016/j.jval.2026.01.023,10.1016/j.jval.2026.01.023,2026,1,Feasibility of DCE and DCE with duration among Canadian adolescents,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY,Canada,,CROSS_SECTIONAL,NONCOMPARATIVE,NOT_APPLICABLE,NOT_APPLICABLE,CONVERGENT_PARALLEL,1704-RA,3,3,9,8,6,1
Pd1a847d531b3:S1,doi:10.1097/corr.0000000000000662,10.1097/corr.0000000000000662,2019,1,"Comparison of EQ-5D-3L and EQ-5D-5L measurement performance in patients awaiting THA or TKA in Alberta, Canada",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Canada,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NONRANDOMIZED,NOT_APPLICABLE,,,0,3,12,8,5,0
Pd21c61eb7b4f:study_main,doi:10.1097/mlr.0000000000002200,10.1097/mlr.0000000000002200,2025,1,United States EQ-5D-Y-3L valuation with kaizen tasks and experience scaling,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | IMPLEMENTATION_EVALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,United States,,,,,,,304-PHD,2,2,11,9,4,1
Pd29c06f5ea46:study_main,doi:10.1186/s12955-026-02522-y,10.1186/s12955-026-02522-y,2026,1,Hong Kong EQ-5D-Y-3L value-set study,VALUE_SET_DEVELOPMENT,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | VALUATION_METHOD_EVALUATION | VALUE_SET_DEVELOPMENT,,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,20180750,2,3,8,7,2,1
Pd2d13f8835dc:S1,doi:10.4102/sajp.v75i1.1335,10.4102/sajp.v75i1.1335,2019,1,"Cross-sectional evaluation of concurrent validity, known-group validity and feasibility of the self-report EQ-5D-Y-3L against the JAMAR and the PedsQL Rheumatology Module in children aged 8-15 years with Juvenile Idiopathic Arthritis attending three outpatient clinics in Cape Town, South Africa",MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,IMPLEMENTATION_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,South Africa,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_INSTRUMENT,NOT_APPLICABLE,NOT_APPLICABLE,,20170250,0,5,8,8,2,0
Pd314a592a18e:S1,doi:10.1007/s10198-004-0263-0,10.1007/s10198-004-0263-0,2004,1,Postal pilot comparing three versions of the EQ-5D valuation questionnaire in England,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,INSTRUMENT_DEVELOPMENT | METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,RANDOMIZED,,,,0,3,11,10,5,1
Pd35da40e9a86:study-1,doi:10.1007/s11136-023-03372-7,10.1007/s11136-023-03372-7,2023,1,Psychometric comparison of composite and split EQ-5D-5L anxiety/depression dimensions,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,MEASUREMENT_PROPERTY_EVALUATION,Ethiopia,,,,,,EMBEDDED,229-RA,2,6,11,6,3,0
Pd371d74b22b9:study_main,doi:10.1177/0272989x261462936,10.1177/0272989x261462936,2026,1,Psychological distance and perspective-specific EQ-5D-Y-3L valuation experiment,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,416-RA,0,4,5,6,6,0
Pd38fe894edb2:S1,doi:10.1007/s10198-024-01688-w,10.1007/s10198-024-01688-w,2024,1,Mixed-methods evaluation of EQ-HWB-S in caregivers of young children experiencing adversity,MEASUREMENT_PROPERTY_EVALUATION,COMPLETED,RESULTS_REPORTED,CONTENT_VALIDITY_EVALUATION | MEASUREMENT_PROPERTY_EVALUATION | OUTCOME_DESCRIPTION,Australia,,,,,,SEQUENTIAL,295-RA,3,9,15,12,9,0
Pd3ad1050dc71:study_1,doi:10.1007/s10198-025-01812-4,10.1007/s10198-025-01812-4,2025,1,Episodic future thinking experiment for cTTO time-preference distortion,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | METHOD_OR_PROTOCOL_QUALITY | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,United Kingdom,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_GROUP | BETWEEN_METHOD,RANDOMIZED,NOT_APPLICABLE,,435-RA,2,3,8,7,6,0
Pd40991843198:S1,doi:10.1016/j.jval.2021.01.011,10.1016/j.jval.2021.01.011,2021,1,Conceptual analysis of the perspective used for EQ-5D-Y health-state valuation,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,,,,,,,,20190860,2,3,7,7,1,0
Pd40a70763833:STU1,doi:10.3389/frhs.2022.803109,10.3389/frhs.2022.803109,2022,1,Association between subjective life expectancy and EQ-5D-Y-3L time trade-off valuation with a proxy perspective (Dutch valuation study data),HEALTH_PREFERENCE_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON,Netherlands,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,WITHIN_PERSON,RANDOMIZED,NOT_APPLICABLE,,,0,3,6,8,6,0
Pd420e942a278:S1,doi:10.1016/j.jval.2017.03.013,10.1016/j.jval.2017.03.013,2017,1,Cross-validation comparison of additive 20-parameter and simplified multiplicative regression models for EQ-5D-5L C-TTO health state values,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,METHOD_OR_PROTOCOL_QUALITY | VALUATION_METHOD_EVALUATION,China | Singapore | Spain,QUANTITATIVE_EMPIRICAL,CROSS_SECTIONAL,BETWEEN_METHOD,NOT_APPLICABLE,,,2015070,0,2,7,5,3,0
Pd44d1f7862a2:S1,doi:10.1007/s11136-021-03007-9,10.1007/s11136-021-03007-9,2022,1,Systematic review of EQ-5D-3L and EQ-5D-5L feasibility in the elderly population,EVIDENCE_SYNTHESIS,COMPLETED,RESULTS_REPORTED,EVIDENCE_SYNTHESIS | MEASUREMENT_PROPERTY_EVALUATION,Australia | Canada | Germany | Netherlands | South Africa | Spain | Sweden | United Kingdom,EVIDENCE_SYNTHESIS,NOT_APPLICABLE,BETWEEN_INSTRUMENT,NOT_APPLICABLE,SYSTEMATIC_REVIEW,,2015200,0,7,4,8,4,0
Pd462ba5488e6:S1,doi:10.1016/j.jval.2024.05.016,10.1016/j.jval.2024.05.016,2024,1,Direct comparison of DCE with duration and EQ-VT valuation methods in Trinidad and Tobago,METHODS_RESEARCH,COMPLETED,RESULTS_REPORTED,HEALTH_STATE_VALUATION | PREFERENCE_COMPARISON | VALUATION_METHOD_EVALUATION,,,,,,,,341-RA,3,3,9,8,5,0
