publication_id,doi,pmid,pmcid,title,publication_year,publication_date,journal,publisher,article_type,open_access,licence_url,canonical_url,full_text_format,euroqol_support,support_scope,project_ids,n_projects,study_ids,primary_research_families,countries,eq_instruments,instruments,n_authors,n_findings,n_limitations,n_products,cited_by_count,citation_match_status,citation_retrieved_at,keywords,funding_statement,abstract
doi:10.1002/hec.4179,10.1002/hec.4179,,,Social tariffs and democratic choice—Do population‐based health state values reflect the will of the people?,2020,2020,Health Economics,,article,0,,https://doi.org/10.1002/hec.4179,PDF,explicit,"EuroQol Foundation funding is declared for the author in the funding acknowledgement of this paper; the paper itself is also supported by Wellcome and the University of Sheffield, and the empirical illustration reuses the UK MVH (1995) EQ-5D-3L valuation data.",,0,P23ad4ce193cf:S1,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,United Kingdom,,,1,10,6,1,3,EXACT,2026-08-27T00:00:00Z,,F4320311904 | F4320320342 | F4320323856,"In economic evaluations of health technologies, health outcomes are commonly measured in terms of quality-adjusted life years (QALYs). QALYs are the product of time and health-related quality of life. Health-related quality of life, in turn, is determined by a social tariff, which is supposed to reflect the public's preference over health states. This study argues that, because of the tariff's role in the societal decision-making process, it should not be understood as merely an operational (statistical) definition of health, but as a major instrument of democratic participation. I outline what implications this might have for both the method used to aggregate individual preferences, and the set of individuals whose preferences should count. Alternative tariff specifications and decision rules are explored, and future research directions are proposed."
doi:10.1002/hec.4399,10.1002/hec.4399,34302310,,Does a health crisis change how we value health?,2021,2021,Health Economics,,article,0,,https://doi.org/10.1002/hec.4399,PDF,explicit,"EuroQol support applied to the 2020 COVID-19 survey. The funder had no role in study design, data collection, analysis, interpretation, or article preparation and submission.",,0,P4a45573e7066:S1,HEALTH_PREFERENCE_RESEARCH,United Kingdom,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,4,7,7,0,21,EXACT,2026-08-27T00:00:00Z,,F4320320292 | F4320323856,"General population health state values are used in healthcare resource allocation, including health technology assessment. We examine whether UK general population health valuations changed during the COVID-19 pandemic. Ratings of EQ-5D-5L health states 11111 (no problems), 55555 (extreme problems), and dead were collected in a UK general population survey during the pandemic (April-May 2020) using the 0 = worst imaginable health, 100 = best imaginable health visual analog scale (EQ-VAS). Ratings for 55555 were transformed to a full health = 1, dead = 0 scale. Responses were compared to similar data collected pre-pandemic (2018). After propensity score matching to minimize sample differences, EQ-VAS responses were analyzed using Tobit regressions. On the 0-100 scale, 11111 was rated on average 8.67 points lower, 55555 rated 9.56 points higher, and dead rated 7.45 points lower post-pandemic onset compared to pre-pandemic. On the full health = 1, dead = 0 scale, 55555 values were 0.09 higher post-pandemic onset. There was evidence of differential impacts of COVID-19 by gender, age, and ethnicity, although only age impacted values on the 1-0 scale. COVID-19 may have affected how people value health. It is unknown whether the effect is large enough to have policy relevance, but caution should be taken in assuming pre-COVID-19 values are unchanged."
doi:10.1002/hec.4457,10.1002/hec.4457,34841637,PMC9298783,"Not all respondents use a multiplicative utility function in choice experiments for health state valuations, which should be reflected in the elicitation format (or statistical analysis)",2022,2022-02,Health Economics,,research-article,1,https://creativecommons.org/licenses/by-nc/4.0/,https://doi.org/10.1002/hec.4457,JATS,explicit,Financial support from the EuroQol Research Foundation for the reported methodological analysis of DCE-duration valuation data.,,0,Pe06cdad313e9:st1,METHODS_RESEARCH,Australia,EQ-5D-5L,EQ-5D-5L | SF-6D,2,6,4,0,15,EXACT,2026-08-27T00:00:00Z,discrete choice experiment | health state valuations,EuroQol Research Foundation 10.13039/501100006419,"AbstractDiscrete choice experiments (DCEs) that include health states and duration are becoming a common method for estimating quality‐adjusted life year (QALY) tariffs. These DCEs need to be analyzed under the assumption that respondents treat health and duration multiplicatively. However, in the most commonly used DCE duration format there is no guarantee that respondents actually do so; in fact, respondents can easily simplify the choice tasks by considering health and duration separately. This would result in valid DCE responses but preclude subsequent QALY tariff calculations. Using a Bayesian latent class model and data from two existing valuation studies, our analyses confirm that in both datasets the majority of respondents do not appear to have used a multiplicative utility function. Moreover, a statistical correction for respondents who used an incorrect function changes the range of the QALY weights. Hence our results imply that one can neither assume that respondents use the theoretically required multiplicative utility function nor assume that the type of utility function that respondents use does not affect the estimated QALY weights. As a solution, we advise researchers to use an alternative, more constrained DCE elicitation format that avoids these behavioral problems."
doi:10.1002/hec.4529,10.1002/hec.4529,35474364,PMC9541376,Correcting for discounting and loss aversion in composite time trade‐off,2022,2022-04-26,Health Economics,,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1002/hec.4529,JATS,explicit,"Funding for the whole reported study, including data collection of cTTO, loss aversion and discounting measurements.",20190080R1,1,P90de47f7c176:S1,METHODS_RESEARCH,Netherlands,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,3,10,7,1,19,EXACT,2026-08-27T00:00:00Z,,,"AbstractTime trade‐off utilities have been suggested to be biased upwards. This bias is a result of the method being applied assuming linear utility of life duration, which is violated when individuals discount future life years or are loss averse for health. Applying a “corrective approach”, that is, measuring individuals' discount function and loss aversion and correcting time trade‐off utilities for these individual characteristics, may reduce this bias in utilities. Earlier work has developed this approach for time trade‐off in a student sample. In this study, the corrective approach was extended to composite time trade‐off (cTTO) methodology, which enabled correcting utilities for health states worse than dead. In digital interviews a sample of 150 members of the general public completed cTTO tasks for six health states, and afterward they completed measurements of loss aversion and discounting. cTTO utilities were corrected using these measurements under multiple specifications. Respondents were also asked to reflect on and adjust their cTTO utilities directly. Our results show considerable loss aversion and both positive and negative discounting were prevalent. As predicted, correction generally resulted in lower utilities. This was in accordance with the direction of adjustments made by respondents themselves.Keywords: discounting, loss aversion, reference‐dependence, time trade‐off"
doi:10.1002/hec.4863,10.1002/hec.4863,38831492,,Is anchoring at 'dead' a theoretical requirement for health state valuation?,2024,2024,PubMed,,"Journal Article; Research Support, Non-U.S. Gov't",0,,https://doi.org/10.1002/hec.4863,PDF,explicit,The funding statement applies to the study reported in the paper.,20180210,1,P7eac309f5864:study_main,CONCEPTUAL_FRAMEWORK_DEVELOPMENT,,,,3,6,0,1,14,EXACT,2026-08-27T00:00:00Z,,F4320323856,"Values that accompany generic health measures are typically anchored at 1 = full health and 0 = dead. Some health states may then be considered 'worse than dead' (WTD) and assigned negative values, which causes fundamental measurement problems. In this paper, we challenge the assumption that anchoring values at 'dead = 0' is necessary for quality-adjusted life year (QALY) estimation. We summarise the role of 'dead' in health state valuation and consider three critical questions: (i) whether the measurement properties of health state values require 'dead'; (ii) whether 'dead' needs to be valued relative to health states; and (iii) whether values for states WTD are meaningful or useful. We conclude that anchoring 0 at dead is not a requirement of health status measurement or cost-effectiveness analysis. This results from reframing QALYs as the relevant unit of measurement and reframing values as being derived from QALYs rather than the reverse."
doi:10.1002/hpm.2406,10.1002/hpm.2406,,,"The Bandung neurosurgery patient outcomes project, Indonesia (Part II): Patient pathways and feasibility and acceptability of telephone follow‐up",2017,2017,The International Journal of Health Planning and Management,,article,0,,https://doi.org/10.1002/hpm.2406,PDF,explicit,"EuroQol Research Foundation funded the Bandung neurosurgery patient outcomes project (grant EQ Project 2015170), including the prospective patient follow-up data collection reported here.",2015170,1,P8cc9e49f6010:S1,METHODS_RESEARCH,Indonesia,,,7,8,3,0,10,EXACT,2026-08-27T00:00:00Z,,F4320323856,"INTRODUCTION: Support of neurosurgery patients following discharge from hospital is important. Currently, little is known about patients' in low- and middle-income countries before and after their hospital treatment. This companion paper reports patients' pathways before and after hospital admission and the feasibility of following up this ill-patient population by telephone. METHODS: Eligible patients were aged ≥18 years admitted to the Neurosurgery Department in Dr. Hasan Sadikin Hospital-a regional referral hospital in Bandung City, Indonesia. Clinical data were collected on admission by clinicians. In-person interviews were undertaken with a clinical research nurse 1 to 2 days pre-discharge, and telephone follow-up interviews at 1, 2, and 3 months post-discharge. Information was also collected on pathways prior to admission and following discharge. The number of contact attempts for each patient interview was documented, as was the overall acceptability of undertaking a telephone interview. RESULTS: Of 178 patients discharged from hospital, 12 later died. Of the remaining 166 patients, 95% were able to be followed up to 3 months. Two-thirds of patients had been referred from another hospital. Patients came from, and were discharged to, locations throughout the West Java region. At the 1-month interview, 84% participants reported that they had had a follow-up consultation with a health professional-mostly with a neurosurgeon. CONCLUSION: This study has shown that, with a neurosurgery nurse delegated to the role, it is feasible to conduct follow-up telephone interviews with patients after discharge from a neurosurgery ward and that in fact such follow-up was appreciated by patients."
doi:10.1002/hpm.2408,10.1002/hpm.2408,,,"The Bandung neurosurgery patient outcomes project, Indonesia (Part I): Methods, participant characteristics, and pre‐discharge outcomes",2017,2017,The International Journal of Health Planning and Management,,article,0,,https://doi.org/10.1002/hpm.2408,PDF,explicit,"EuroQol Research Foundation funded the Bandung Neurosurgery Patient Outcomes Project, including the EQ-5D-5L data collection reported here.",2015170,1,P1c48648faab6:S1,HEALTH_OUTCOME_RESEARCH,Indonesia,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L | Glasgow Coma Scale | Intellectual functioning bolt-on item in EQ-5D format,9,7,1,0,9,EXACT,2026-08-27T00:00:00Z,,F4320323856,"INTRODUCTION: Little is known about neurosurgery patient outcomes in Indonesia. Our study sought to describe patient characteristics, health care pathways, health-related quality of life, and health/rehabilitation care needs of patients admitted to, and discharged from, a major neurosurgery department. METHODS: Eligible patients were aged ≥18 years admitted to the Neurosurgery Department in a regional referral hospital in Bandung, Indonesia. Baseline data was collected on admission. An in-person interview (in the Indonesian language) was held 1 to 2 days pre-discharge. Sociodemographic along with clinical characteristics, Glasgow Coma Scale (GCS), and EQ-5D-5L data were collected. RESULTS: A total of 217 patients were admitted, 37 died before discharge, and a pre-discharge interview was undertaken by 178 (82%). Almost half (48%) were admitted because of injury, 38% brain tumour, 10% acute illness, and 4% other conditions. The mean age was 41 years. On admission, 63% had a mild Glasgow Coma Scale, 31% moderate, and 3% severe. The average hospital stay was 8 days for injury and 24 days for illness patients. Prior to discharge, one-third, or less, of the 178 patients interviewed reported ""no problems"" in the EQ-5D dimensions of mobility (32%), self-care (27%), usual activities (16%), and pain/discomfort (32%), whereas 70% reported ""no problems"" with anxiety/depression. CONCLUSION: A large proportion of patients are being discharged with considerable levels of difficulty in four of the five EQ-5D dimensions. This stresses the importance of providing good follow-up and support of patients and their families."
doi:10.1002/hsr2.70308,10.1002/hsr2.70308,39741745,PMC11683768,Using Patient‐Reported Outcomes in Two Program Examples Measuring Health Status in Primary Care: An Observational Study,2024,2024-12-30,Health Science Reports,Wiley,research-article,1,https://creativecommons.org/licenses/by-nc/4.0/,https://doi.org/10.1002/hsr2.70308,JATS,explicit,The study and work reported in the paper (EuroQol Research Foundation Project 20190690),,0,P9f9547efc0e0:study1,APPLIED_USE_RESEARCH,Canada,EQ VAS | EQ-5D-5L,EQ VAS | EQ-5D-5L,6,8,4,0,0,EXACT,2026-08-27T00:00:00Z,EQ‐5D | patient‐reported outcomes | population health | primary care | program evaluation,This study was funded by the EuroQol Research Foundation (Project 20190690).,"ABSTRACTBackground and AimsPatient‐reported outcome measures (PROMs) are increasingly used in primary care practices; however, the broad characteristics of this population pose unique challenges. Generic PROMs (e.g., EQ‐5D‐5L) measure general health status from the patient's perspective, contributing towards a comprehensive evaluation of health programming. This study describes the integration of the EQ‐5D‐5L within program evaluation in primary care in Alberta, Canada, using two program examples.MethodsA retrospective, longitudinal, observational design was used. The Edmonton O‐day'min Primary Care Network (EOPCN) routinely collects the EQ‐5D‐5L in their exercise and active living and nutrition programs. Data collected between January 1, 2021 and March 31, 2022 was analyzed descriptively, by dimension, index, and visual analog scale (VAS) scores. Minimally important differences were used to interpret index (0.04) and VAS scores (7.0) and the Pareto Classification of Health Change was applied to the dimensions. Effect size of change in index and VAS scores and population comparisons were examined.ResultsIn the exercise and active living program (n = 301), 72% were female with a mean age of 57 (±16) years, and 90.2% reported any problems (levels 2–5) in pain/discomfort. The mean index and VAS scores were 0.74 (±0.18) and 66.5 (±18.9), respectively. Among those with repeated measurement (n = 112), the greatest improvement was in usual activities (17%); the greatest deterioration was in pain/discomfort (25%). In the nutrition program (n = 573), 71% were female with a mean age of 50 (±17) years, and 75.9% reported any problems in pain/discomfort. The mean index and VAS scores were 0.77 (±0.19) and 70.1 (±15.6), respectively. Among those with repeated measurement (n = 212), the greatest improvement was in anxiety/depression (16%); the greatest deterioration was in pain/discomfort (26%). In both, health status was lower than the general Alberta population norms. No baseline characteristics were found to be statistically significant.ConclusionThese results inform future programming, to help patient needs."
doi:10.1002/ppul.71031,10.1002/ppul.71031,40042135,PMC11881216,Are EQ‐5D‐Y‐3L and EQ‐5D‐Y‐5L Useful Tools to Assess Health Outcomes in Children With Asthma? An Analysis of Child and Parental Carer Reporting,2025,2025-03-05,Pediatric Pulmonology,,research-article,1,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://doi.org/10.1002/ppul.71031,JATS,explicit,Funding applies to the study and its reported work.,20170330,1,P2d524dc2d308:S1,MEASUREMENT_PROPERTY_EVALUATION,China,"EQ VAS | EQ-5D-Y-3L, Simplified Chinese proxy version 1 | EQ-5D-Y-3L, Simplified Chinese, China | EQ-5D-Y-5L | EQ-5D-Y-5L proxy version 1","EQ VAS | EQ-5D-Y-3L, Simplified Chinese proxy version 1 | EQ-5D-Y-3L, Simplified Chinese, China | EQ-5D-Y-5L | EQ-5D-Y-5L proxy version 1 | Global Initiative for Asthma asthma-control criteria | Overall Health Assessment | Overall Health Assessment, proxy version",8,7,5,1,2,EXACT,2026-08-27T00:00:00Z,,,"ABSTRACTObjectiveThe three‐level and five‐level child‐friendly versions (EQ‐5D‐Y) are widely employed for assessing health‐related quality of life (HRQoL) in children. However, their effectiveness in asthma remains understudied. We aimed to assess their psychometric properties in asthmatic children.MethodsSeventy‐six dyads of patients and their parents completed EQ‐5D‐Y‐5L and EQ‐5D‐Y‐3L, respectively, at two visits. Test‐retest reliability and patient‐caregiver agreement were assessed using intraclass correlation coefficient (ICC). Known‐groups validity was assessed by comparing scores across varying asthma control levels. Responsiveness was assessed in children showing improved overall health and asthma control.ResultsICCs for test‐retest reliability of EQ‐5D‐Y‐3L and EQ‐5D‐Y‐5L summary scores ranged from 0.744 to 0.898 (self‐report) and 0.525 to 0.767 (proxy‐report), indicating satisfactory reliability. As expected, EQ‐5D‐Y summary scores for both versions were better in well‐ or partially‐controlled patients, with fewer problems reported for each dimension as well. Effect sizes ranged from 0.19 to 1.00 for the self‐completed version, from 0.39 to 0.83 for the proxy version, and from 0.26 to 1.40 for EQ VAS in patients showing improvement. Patient‐caregiver agreement ranged from moderate to good.ConclusionThe results support the use of the self‐complete and proxy versions of both EQ‐5D‐Y‐3L and EQ‐5D‐Y‐5L to assess health outcomes in children with asthma. The self‐complete EQ‐5D‐Y‐3L is preferred where possible, but parental carer reports can be used as a reasonable proxy when necessary. The EQ VAS offers a valuable complementary perspective on overall health. Further investigation of the EQ‐5D‐Y‐5L is recommended once a value set becomes available.Keywords: EQ‐5D‐Y‐3L, EQ‐5D‐Y‐5L, health‐related quality of life, pediatric asthma, psychometric properties"
doi:10.1002/trc2.12486,10.1002/trc2.12486,38899046,PMC11186300,Discrepancies between self‐ and proxy‐rated quality of life in people living with dementia,2024,2024-06-19,Alzheimer's & Dementia : Translational Research & Clinical Interventions,Wiley,research-article,1,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://doi.org/10.1002/trc2.12486,JATS,explicit,"The acknowledgment states that the EuroQol Research Foundation funded this research (Grant No. 1582-RA); the funder had no role in study design, data assessment, analysis, interpretation, or publication.",1582-RA,1,P430c5611944b:study1,MEASUREMENT_PROPERTY_EVALUATION,Germany,EQ VAS | EQ-5D-5L,"Bayer Activities of Daily Living Scale, 25-item version | EQ VAS | EQ-5D-5L | Geriatric Depression Scale, 15-item version | Mini-Mental State Examination | Zarit Burden Interview, 22-item version",12,8,4,0,10,EXACT,2026-08-27T00:00:00Z,,,"AbstractINTRODUCTIONThe aim of this study was to analyze discrepancies between self‐ and proxy‐rated health‐related quality of life (HRQoL), measured with the EuroQol 5 Dimension 5 Level survey (EQ‐5D‐5L), in people living with dementia (PlwD) and their caregivers on an individual response level.METHODSEQ‐5D‐5L, sociodemographic and clinical data were obtained from baseline data of n = 174 dyads of a cluster‐randomized, controlled intervention trial. Self‐ and proxy‐rated EQ‐5D‐5L health profiles were evaluated in terms of response distribution and agreement (weighted Kappa), and discrepancies in individual dimension level were analyzed using the Paretian Classification of Health Change (PCHC) as well as the presence and degree of inconsistencies between ratings.RESULTSPlwD had a mean age of 80.1, nearly the half were female and 82.3% were mildly to moderately cognitively impaired. PlwD reported a higher utility index than caregiver proxies (mean 0.75 vs. 0.68, 83% of PlwD > 0.5). According to the PCHC and inconsistency approach, 95% of PlwD rated their health differently compared to proxies; 66% with divergent responses in at least three EQ‐5D‐5L dimensions. Nine dyads (5%) showed identical ratings. Discrepancies of one higher or lower EQ‐5D‐5L response represented the most frequent discrepancy (35.4%). Caregivers were two times more likely to report “moderate problems,” representing the middle of the 5‐point Likert scale. Usual activities had the lowest agreement between ratings (weighted kappa = 0.23). In PlwD reporting no or some problems in EQ‐5D‐5L‐dimensions, proxies were more likely to report more problems and vice versa, especially in the more observable dimension usual activities and less likely in the less observable domains pain/discomfort and anxiety/depression.DISCUSSIONThe central tendency bias observed in proxy‐ratings could be associated with assessment uncertainties, resulting in an underestimation (overestimation) in PlwD reporting better (worse) health. This diverging trend extends the knowledge from previous studies and underlines the need for more methodological research in this area.Highlights People living with dementia (PlwD) rate their health differently than proxies.Proxy‐ratings over‐ or underestimate PlwD health when self‐ratings are low or high.Proxies indicate a possible central tendency bias.Further research is needed to understand influencing factors. Keywords: dementia, discrepancies, health‐related quality of life, proxy‐perspective, patient‐reported outcome measures"
doi:10.1007/s00415-025-13024-0,10.1007/s00415-025-13024-0,40202598,PMC11982069,Longitudinal description of health-related quality of life and depressive symptoms in polyQ spinocerebellar ataxia patients,2025,2025,Journal of Neurology,,research-article,1,https://creativecommons.org/licenses/by/4.0/,https://doi.org/10.1007/s00415-025-13024-0,JATS,none-stated,,349-RA,1,P24dd416af1c6:st1,HEALTH_OUTCOME_RESEARCH,United States,EQ VAS | EQ-5D-3L,EQ VAS | EQ-5D-3L | Patient Health Questionnaire-9 | Scale for the Assessment and Rating of Ataxia,11,8,6,0,1,EXACT,2026-08-27T00:00:00Z,Ataxia | Genetic disorder | Health-related quality of life | Patient-centered care | Psychologic well-being | Rare disease,Deutsches Zentrum für Neurodegenerative Erkrankungen e.V. (DZNE) in der Helmholtz-Gemeinschaft (4203),"IntroductionDue to limited treatment options, managing symptoms has dominated care for Spinocerebellar Ataxia (SCA). Little attention has been given to health-related quality of life (HRQoL) and depressive symptoms experienced by patients across disease duration.ObjectiveTo investigate the course of HRQoL and the severity of depressive symptoms in SCA from disease onset to 26 years after onset and identify influencing factors.MethodsWe analyzed data from two longitudinal SCA cohorts, the EUROSCA (European Spinocerebellar Ataxia Registry) and ESMI study (European Spinocerebellar Ataxia Type 3/Machado-Joseph Disease Initiative). Multilevel mixed-effects models were employed to demonstrate the course of HRQoL and depressive symptoms severity to investigate the role of disease progression with disease duration as a predictor of interest, along with time-varying clinical variables and time-fixed covariates.ResultsSeven hundred seventy four participants (Mage = 50.8 ± 13.4; 48.6% female) were included. HRQoL consistently decreased throughout disease duration across all SCA subtypes, but the decline was smallest in SCA6. The decrease in HRQoL was explained by ataxia and depression severity and driven by increasing problems with self-care, usual activities and mobility. Depressive symptoms significantly increased in SCA2 and 3 only, with a trend toward slight improvement in SCA6.ConclusionsThe trend direction of HRQoL and its significant association with the severity of ataxia symptoms align with the literature. The rapid worsening of self-care problems, the differential associations between depression and HRQoL sub-dimensions in different SCA subtypes, and the unexplainable resilience may warrant a deeper look at patient-specific intra- and interpersonal factors.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00415-025-13024-0."
doi:10.1007/s00431-022-04626-1,10.1007/s00431-022-04626-1,36156120,,"Investigating the psychometric properties of the EQ-5D-Y-3L, EQ-5D-Y-5L, CHU-9D, and PedsQL in children and adolescents with osteogenesis imperfecta",2022,2022,European Journal of Pediatrics,,article,0,,https://doi.org/10.1007/s00431-022-04626-1,PDF,explicit,The work reported in the paper,85-RA,1,P4d234a6507c6:S1,MEASUREMENT_PROPERTY_EVALUATION,China,"EQ-5D-Y-3L, Simplified Chinese, China | EQ-5D-Y-5L","CHU9D | EQ-5D-Y-3L, Simplified Chinese, China | EQ-5D-Y-5L | Five-point global health assessment question | PedsQL 4.0 Generic Core Scales",7,9,5,0,22,EXACT,2026-08-27T00:00:00Z,,F4320323856,"The objective of this study was to evaluate and compare the psychometric properties of the EQ-5D-Y-3L, EQ-5D-Y-5L, CHU-9D, and PedsQL, in a sample of children and adolescents with osteogenesis imperfecta (OI). A web-based cross-sectional survey was conducted among Chinese children and adolescents with OI in 2021. The EQ-5D-Y-3L, EQ-5D-Y-5L, CHU-9D, and PedsQL were used to assess the health-related quality of life for the participants. Construct validity, including convergent and divergent validity, known-group validity, and test-retest reliability, was examined to assess the psychometric properties of the measures. A total of 157 pediatric OI patients self-completed the questionnaire. Few of them reported the full health status. A strong ceiling effect was observed for all dimensions on the EQ-5D-Y and most on CHU-9D. Most dimensions of the EQ-5D-Y and CHU-9D showed statistically significant correlations with the hypothesized PedsQL subscales. The test-retest reliability for the EQ-5D-Y-3L, EQ-5D-Y-5L, and CHU-9D was acceptable. The EQ-5D-Y-5L showed a better known-group validity than EQ-5D-Y-3L, CHU-9D, and PedsQL in differentiating patients in risk groups. Conclusion The results confirmed that the EQ-5D-Y and CHU-9D are reliable and valid in pediatric OI patients. The EQ-5D-Y-5L performed better than EQ-5D-Y-3L regarding acceptability, convergent validity, and discriminatory power. What is known • Performance of the preference-based measures has never been reported in patients with Osteogenesis imperfecta. What is new • The EQ-5D-Y demonstrated higher sensitivity and discriminatory power than the CHU-9D in patients with osteogenesis Imperfecta • The EQ-5D-Y-3L performed slightly better than EQ-5D-Y-5L regarding convergent validity and discriminant ability."
