project_id,project_title,principal_investigator,working_group,start_year,publication_id,doi,publication_title,publication_year,journal
2015400,Development of EQ-5D-Y-3L norms data based on a general population sample of children and adolescents in Sweden,Mimmi Åström,Youth,2015,doi:10.1007/s40258-021-00713-w,10.1007/s40258-021-00713-w,Exploring EQ-5D-Y-3L Experience-Based VAS Values Derived Among Adolescents,2022,Applied Health Economics and Health Policy
2015410,Writing a manuscript titled 'valuation of health outcomes using the time trade-off technique: the EuroQol protocols' for publication in the journal of Pharmacoeconomics,Nan Luo,Valuation,2015,doi:10.1007/s40273-016-0404-1,10.1007/s40273-016-0404-1,EuroQol Protocols for Time Trade-Off Valuation of Health Outcomes,2016,Pharmacoeconomics
2015430,The impact of overlap and color coding on response efficiency in discrete choice experiments,Elly Stolk,Valuation,2015,doi:10.1002/hec.3846,10.1002/hec.3846,"Attribute level overlap (and color coding) can reduce task complexity, improve choice consistency, and decrease the dropout rate in discrete choice experiments",2019,Health Economics
2015430,The impact of overlap and color coding on response efficiency in discrete choice experiments,Elly Stolk,Valuation,2015,doi:10.1016/j.jval.2017.10.002,10.1016/j.jval.2017.10.002,Effect of Level Overlap and Color Coding on Attribute Non-Attendance in Discrete Choice Experiments,2017,Value in Health
2015440,Valuing health states 'in context',Koonal Shah,Valuation,2015,doi:10.1007/s10198-017-0905-7,10.1007/s10198-017-0905-7,Valuing EQ-5D-5L health states ‘in context’ using a discrete choice experiment,2017,The European Journal of Health Economics
2015460,The Relative Value of Social Outcomes in Health Technology Assessment,Brendan Mulhern,Others,2015,doi:10.1016/j.socscimed.2019.05.032,10.1016/j.socscimed.2019.05.032,Investigating the relative value of health and social care related quality of life using a discrete choice experiment,2019,Social Science & Medicine
2016010,Writing up a manuscript titled 'Estimating a time trade-off EQ-5D-5L value set for China' for publication,Nan Luo,Valuation,2016,doi:10.1016/j.jval.2016.11.016,10.1016/j.jval.2016.11.016,Estimating an EQ-5D-5L Value Set for China,2017,Value in Health
2016020,EQ DCE: Crowdsourcing innovation in valuation specification,Benjamin Craig,Valuation,2016,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,Choice Defines Value: A Predictive Modeling Competition in Health Preference Research,2017,Value in Health
2016020,EQ DCE: Crowdsourcing innovation in valuation specification,Benjamin Craig,Valuation,2016,doi:10.1097/mlr.0000000000000912,10.1097/mlr.0000000000000912,Choice Defines QALYs,2018,Medical Care
2016030,A PROMs based patient decision aid for patients considering total knee arthroplasty: development and a pilot randomized controlled trial.,Nick Bansback,Others,2015,doi:10.1016/j.ocarto.2022.100286,10.1016/j.ocarto.2022.100286,An online individualised patient decision aid improves the quality of decisions in patients considering total knee arthroplasty in routine care: A randomized controlled trial,2022,Osteoarthritis and Cartilage Open
2016030,A PROMs based patient decision aid for patients considering total knee arthroplasty: development and a pilot randomized controlled trial.,Nick Bansback,Others,2015,doi:10.1111/jep.13804,10.1111/jep.13804,"Impact of an online, individualised, patient reported outcome measures based patient decision aid on patient expectations, decisional regret, satisfaction, and health-related quality-of-life for patients considering total knee arthroplasty: Results from a randomised controlled trial.",2023,PubMed
2016030,A PROMs based patient decision aid for patients considering total knee arthroplasty: development and a pilot randomized controlled trial.,Nick Bansback,Others,2015,doi:10.1186/s12891-019-2434-2,10.1186/s12891-019-2434-2,An individualized patient-reported outcome measure (PROM) based patient decision aid and surgeon report for patients considering total knee arthroplasty: protocol for a pragmatic randomized controlled trial,2019,BMC Musculoskeletal Disorders
2016040,Assessing the validity of the 86 health state selection for EQ-5D-5L VT studies: are we using the most efficient and valid set of health states to predict health states that exist in practice?,Jan Busschbach,Valuation,2016,doi:10.1016/j.jval.2018.12.008,10.1016/j.jval.2018.12.008,How Prevalent Are Implausible EQ-5D-5L Health States and How Do They Affect Valuation? A Study Combining Quantitative and Qualitative Evidence,2019,Value in Health
2016100,Valuation of EQ-5D-5L for the Malaysian population,Asrul Shafie,Valuation,2015,doi:10.1007/s11136-018-2027-9,10.1007/s11136-018-2027-9,Psychometric performance assessment of Malay and Malaysian English version of EQ-5D-5L in the Malaysian population.,2019,PubMed
2016100,Valuation of EQ-5D-5L for the Malaysian population,Asrul Shafie,Valuation,2015,doi:10.1007/s40273-018-0758-7,10.1007/s40273-018-0758-7,EQ-5D-5L Valuation for the Malaysian Population.,2019,PubMed
2016160,Conventional and perceived change in health-related quality of life of trauma patients: what role does recall bias play?,Gouke Bonsel,Populations and Health Systems,2016,doi:10.1007/s11136-019-02256-z,10.1007/s11136-019-02256-z,Correspondence of directly reported and recalled health-related quality of life in a large heterogeneous sample of trauma patients,2019,Quality of Life Research
2016160,Conventional and perceived change in health-related quality of life of trauma patients: what role does recall bias play?,Gouke Bonsel,Populations and Health Systems,2016,doi:10.1186/s12955-019-1139-4,10.1186/s12955-019-1139-4,Agreement between retrospectively assessed health-related quality of life collected 1 week and 12 months post-injury: an observational follow-up study,2019,Health and Quality of Life Outcomes
2016160,Conventional and perceived change in health-related quality of life of trauma patients: what role does recall bias play?,Gouke Bonsel,Populations and Health Systems,2016,doi:10.1186/s12955-020-01404-1,10.1186/s12955-020-01404-1,Conventional and retrospective change in health-related quality of life of trauma patients: an explorative observational follow-up study,2020,Health and Quality of Life Outcomes
2016160,Conventional and perceived change in health-related quality of life of trauma patients: what role does recall bias play?,Gouke Bonsel,Populations and Health Systems,2016,doi:10.1186/s12963-017-0127-3,10.1186/s12963-017-0127-3,Assessment of pre-injury health-related quality of life: a systematic review,2017,Population Health Metrics
2016170,A systematic review of the measurement properties of EQ-5D-5L,Ines Buchholz,Descriptive Systems,2016,doi:10.1007/s11136-020-02688-y,10.1007/s11136-020-02688-y,Psychometric properties of the EQ-5D-5L: a systematic review of the literature,2021,Quality of Life Research
2016170,A systematic review of the measurement properties of EQ-5D-5L,Ines Buchholz,Descriptive Systems,2016,doi:10.1007/s40273-018-0642-5,10.1007/s40273-018-0642-5,A Systematic Review of Studies Comparing the Measurement Properties of the Three-Level and Five-Level Versions of the EQ-5D,2018,Pharmacoeconomics
2016180,"Exploring the possibilities for developing a EuroQol instrument for use in very young children: a workshop on feasibility, relevant issues, and potential methodology",Jennifer Jelsma,Youth,2016,doi:10.1186/s12955-020-1271-1,10.1186/s12955-020-1271-1,Item generation for a proxy health related quality of life measure in very young children,2020,Health and Quality of Life Outcomes
2016230,The use and research of EQ-5D instruments in East and South-East Asia: a systematic review,Nan Luo,Education and Outreach,2016,doi:10.1007/s40273-019-00854-w,10.1007/s40273-019-00854-w,Measurement Properties of Commonly Used Generic Preference-Based Measures in East and South-East Asia: A Systematic Review,2019,Pharmacoeconomics
2016250,The relationship between the EQ-5D and surgical outcomes in a large Australian registry of percutaneous intervention patients,Richard Norman,Populations and Health Systems,2016,doi:10.1007/s11482-022-10071-x,10.1007/s11482-022-10071-x,Prior Coronary Artery Bypass Graft Surgery Impacts 30-day Quality of Life after Percutaneous Coronary Intervention: Evidence from the Victorian Cardiac Outcomes Registry (VCOR),2022,Applied Research in Quality of Life
2016260,Comparing DCE designs that can be used to value EQ-5D-5L,Brendan Mulhern,Valuation,2016,doi:10.1007/s40271-025-00735-9,10.1007/s40271-025-00735-9,How do Design Characteristics Affect Respondent Engagement? Assessing Attribute Non-attendance in Discrete Choice Experiments Valuing the EQ-5D-5L,2025,The Patient
2016270,"The EQ-5D-Y in a clinical sample of children and adolescents with asthma, diabetes and rheumatoid arthritis: convergent validity, agreement between self-and parent-reports as well as sensitivity to change",Ulrike Ravens-Sieberer Ravens-Sieberer,Youth,2016,doi:10.1007/s11136-017-1753-8,10.1007/s11136-017-1753-8,"Predictors of self-reported health-related quality of life according to the EQ-5D-Y in chronically ill children and adolescents with asthma, diabetes, and juvenile arthritis: longitudinal results",2017,Quality of Life Research
2016280,Valuing EQ-5D-5L in Australia: A comparison of the EQ-VT protocol and DCE with duration,Rosalie Viney,Valuation,2016,doi:10.1007/s40258-024-00894-0,10.1007/s40258-024-00894-0,How Does the New Australian EQ-5D-5L Value Set Impact Utility Scores? Analysis of Data from the Australian Orthopaedic Association National Joint Replacement Registry,2024,Applied Health Economics and Health Policy
2016290,A qualitative study to explore the interpretation and relevance of the EQ‐5D questionnaire in 4 Asian countries,Nan Luo,Descriptive Systems,2016,doi:10.1007/s40271-020-00452-5,10.1007/s40271-020-00452-5,How Do Respondents Interpret and View the EQ-VAS? A Qualitative Study of Three Asian Populations.,2021,PubMed
2016290,A qualitative study to explore the interpretation and relevance of the EQ‐5D questionnaire in 4 Asian countries,Nan Luo,Descriptive Systems,2016,doi:10.3961/jpmph.22.151,10.3961/jpmph.22.151,Perceptions of the General Public About Health-related Quality of Life and the EQ-5D Questionnaire: A Qualitative Study in Korea,2022,Journal of Preventive Medicine and Public Health
2016290,A qualitative study to explore the interpretation and relevance of the EQ‐5D questionnaire in 4 Asian countries,Nan Luo,Descriptive Systems,2016,doi:10.47102/annals-acadmedsg.2019248,10.47102/annals-acadmedsg.2019248,Assessing the Content Validity of the EQ-5D Questionnaire Among Asians in Singapore: A Qualitative Study,2020,Annals of the Academy of Medicine Singapore
2016310,A head‐to‐head comparison of EQ‐5D‐3L and EQ‐5D‐5L index scores: more levels is better responsiveness?,Nan Luo,Descriptive Systems,2016,doi:10.1007/s10198-019-01156-w,10.1007/s10198-019-01156-w,A vision ‘bolt-on’ increases the responsiveness of EQ-5D: preliminary evidence from a study of cataract surgery,2020,The European Journal of Health Economics
2016310,A head‐to‐head comparison of EQ‐5D‐3L and EQ‐5D‐5L index scores: more levels is better responsiveness?,Nan Luo,Descriptive Systems,2016,doi:10.1007/s40271-018-00354-7,10.1007/s40271-018-00354-7,EQ-5D-5L is More Responsive than EQ-5D-3L to Treatment Benefit of Cataract Surgery,2019,Patient
2016320,New methods for analysing the distribution of EQ-5D observations in data sets,Nancy Devlin,"Descriptive Systems, Populations and Health Systems",2016,P506f670d0dee,,New Methods for Analysing the Distribution of EQ-5D Observations,2018,
2016320,New methods for analysing the distribution of EQ-5D observations in data sets,Nancy Devlin,"Descriptive Systems, Populations and Health Systems",2016,doi:10.1016/j.jval.2018.08.012,10.1016/j.jval.2018.08.012,Distribution of the EQ-5D-5L Profiles and Values in Three Patient Groups,2018,Value in Health
2016330,Understanding the relationship between clinical quality of primary care and patient self-reported health on the EQ-5D in England,Yan Feng,Populations and Health Systems,2016,doi:10.1016/j.jval.2021.05.019,10.1016/j.jval.2021.05.019,"Patient Self-Reported Health, Clinical Quality, and Patient Satisfaction in English Primary Care: Practice-Level Longitudinal Observational Study",2021,Value in Health
2016440,Taiwan valuation study for the EQ-5D-5L,Hsiang-Wen Lin,Valuation,2016,doi:10.1007/s10198-023-01642-2,10.1007/s10198-023-01642-2,Beyond 10-year lead-times in EQ-5D-5L: leveraging alternative lead-times in willingness-to-accept questions to capture preferences for worse-than-dead states and their implication.,2024,PubMed
2016440,Taiwan valuation study for the EQ-5D-5L,Hsiang-Wen Lin,Valuation,2016,doi:10.1007/s11136-022-03329-2,10.1007/s11136-022-03329-2,Censoring in the time trade-off valuation of worse-than-dead EQ-5D-5L health states: can a time-based willingness-to-accept question be the solution?,2023,PubMed
2016440,Taiwan valuation study for the EQ-5D-5L,Hsiang-Wen Lin,Valuation,2016,doi:10.1371/journal.pone.0209344,10.1371/journal.pone.0209344,Valuation of the EQ-5D-5L in Taiwan,2018,PLoS ONE
2016460,TTO valuation sets for EQ-5D-3L – country comparison,Patricia Cubi-Molla,Valuation,2016,doi:10.1007/s40271-017-0292-2,10.1007/s40271-017-0292-2,Experience-Based Values: A Framework for Classifying Different Types of Experience in Health Valuation Research.,2018,PubMed
2016470,US valuation study of the EQ-5D-5L,Simon Pickard,Valuation,2017,doi:10.1007/s11136-019-02249-y,10.1007/s11136-019-02249-y,A comparison of self-rated health using EQ-5D VAS in the United States in 2002 and 2017.,2019,PubMed
2016470,US valuation study of the EQ-5D-5L,Simon Pickard,Valuation,2017,doi:10.1016/j.jval.2019.02.009,10.1016/j.jval.2019.02.009,United States Valuation of EQ-5D-5L Health States Using an International Protocol,2019,Value in Health
2016470,US valuation study of the EQ-5D-5L,Simon Pickard,Valuation,2017,doi:10.1097/mlr.0000000000001714,10.1097/mlr.0000000000001714,Time-Specific Differences in Stated Preferences for Health in the United States,2022,Medical Care
2016480,Analysis of EQ-5D profile data and EQ VAS scores across patient groups in the Swedish National Quality Registers and use in developing alternative ways of summarizing EQ-5D data.,Kristina Burström,Valuation,2016,doi:10.1136/bmjopen-2020-048176,10.1136/bmjopen-2020-048176,Longitudinal study of patients’ health-related quality of life using EQ-5D-3L in 11 Swedish National Quality Registers,2022,BMJ Open
