person_id,display_name,family_name,given_names,orcid,openalex_id,entity_kind,identity_status,euroqol_member,n_projects_as_pi,n_publications,first_publication_year,last_publication_year
person:openalex:A5074718722,Jacobo Pérez,Perez,Jacobo,0000-0003-0574-3594,A5074718722,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5074849895,Andrea Valks,Valks,Andrea,,A5074849895,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5074996068,Ahmed Al‐Jedai,Al‐Jedai,Ahmed,0000-0002-4730-9086,A5074996068,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5075102472,Helder De Quintal,Quintal,Helder de,0000-0003-3796-4420,A5075102472,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5075109681,Mathias Barra,Barra,Mathias,0000-0002-0022-4042,A5075109681,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2017,2025
person:openalex:A5075248311,Matteo Bianco,Bianco,Matteo,0000-0002-6751-6437,A5075248311,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5075254349,Nipat Aui-aree,Aui-aree,Nipat,,A5075254349,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5075263122,Mohamed El Sadig,Sadig,Mohamed El,0000-0001-5795-8189,A5075263122,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5075274115,T. Hansen,Hansen,Tonya Moen,0000-0003-3150-4765,A5075274115,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2022
person:openalex:A5075516243,Shivanthan Shanthikumar,Shanthikumar,Shivanthan,0000-0001-6000-3180,A5075516243,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5075596948,Ingo Kilimann,Kilimann,Ingo,0000-0002-3269-4452,A5075596948,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5075635630,Marten R. Nijziel,Nijziel,Marten R,0000-0001-9069-4939,A5075635630,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5075707097,Márcia Pinto,Pinto,Márcia,0000-0001-7568-5014,A5075707097,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5075754000,Alexander Thiem,Thiem,Alexander,0000-0001-9504-4281,A5075754000,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5076003356,Anne Buisson,Buisson,A,0000-0002-4249-194x,A5076003356,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5076030034,Juan Carlos Rejón-Parrilla,Rejon-Parrilla,Juan Carlos,0000-0002-0680-7353,A5076030034,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5076078427,Julie Chevalier,Chevalier,Julie,0000-0002-3478-5729,A5076078427,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2012,2012
person:openalex:A5076109226,S Dix-Peek,Dix-Peek,Stewart,0000-0002-3382-8790,A5076109226,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5076149459,Kara Cashman,Cashman,Kara,0000-0002-8542-3883,A5076149459,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5076187964,Judit Simon,Simon,Judit,0000-0001-9279-8627,A5076187964,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2016,2023
person:openalex:A5076644664,Andrew Garratt,Garratt,Andrew M,0000-0002-1000-4780,A5076644664,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2024,2026
person:openalex:A5076665198,Carina Persson,Persson,Carina,0000-0002-3379-2433,A5076665198,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2018,2018
person:openalex:A5076713629,Alan Balch,Balch,Alan,0000-0002-4086-962x,A5076713629,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5076833482,Misa Matsuyama,Matsuyama,Misa,0000-0003-3924-8049,A5076833482,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5076872732,Max Reijman,REIJMAN,Max,0000-0001-6316-9629,A5076872732,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2022,2025
person:openalex:A5076903875,Yvonne Chung-Hsi Wei,Wei,Yvonne Chung-Hsi,,A5076903875,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2019,2020
person:openalex:A5076980555,Andy Dickens,Dickens,Andy,0000-0002-7591-8129,A5076980555,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5077040915,Fiona Kritzinger,Kritzinger,Fiona,0009-0004-0155-7377,A5077040915,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5077107645,Kirsten Howard,Howard,Kirsten,0000-0002-0918-7540,A5077107645,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2024,2025
person:openalex:A5077110759,Francisco-Javier Herrero,Herrero,Javier,0000-0003-2896-7144,A5077110759,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5077163579,Thorsten Pachur,Pachur,Thorsten,0000-0001-6391-4107,A5077163579,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5077201683,Samer A. Kharroubi,Kharroubi,Samer A,0000-0002-2355-2719,A5077201683,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2022,2026
person:openalex:A5077206886,Rosa Westerborg,Westerborg,Rosa,,A5077206886,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5077213708,Nisha Suyien Chandran,Chandran,Nisha Suyien,0000-0001-8225-0035,A5077213708,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5077284198,Andrew Tuan Phuong Dao,Dao,Andrew Tuan Phuong,,A5077284198,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5077308157,Stephen O’Neill,O’Neill,Stephen,0000-0002-0022-0500,A5077308157,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5077342701,MZH Kolk,Kolk,MZH,,A5077342701,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5077488640,Erik Buskens,Buskens,Erik,0000-0002-6463-1106,A5077488640,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2018,2018
person:openalex:A5077495725,Zubaidah Jamil Osman,Jamil Osman,Zubaidah,0000-0002-6573-7658,A5077495725,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5077627178,Nuray Kuşadasi,Kuşadasi,Nuray,0000-0003-3504-0996,A5077627178,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5077717916,Joan Bel,Bel,Joan,0000-0002-3577-6322,A5077717916,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5077743133,Marian Sorin Paveliu,Paveliu,Marian Sorin,0000-0002-0702-1715,A5077743133,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2019,2023
person:openalex:A5077824254,Juan Antonio Díaz-Garrido,Díaz-Garrido,Juan A.,0000-0001-9713-8177,A5077824254,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2023
person:openalex:A5077825106,Pritaporn Kingkaew,Kingkaew,Pritaporn,0000-0003-2626-7806,A5077825106,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5077949168,Emanuel Krebs,Krebs,Emanuel,0000-0002-6590-8728,A5077949168,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5078078627,Joanna Lawrence,Lawrence,Joanna,0000-0002-7913-7274,A5078078627,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5078105548,Steffen Emmert,Emmert,Steffen,0000-0001-5630-4204,A5078105548,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2025
person:openalex:A5078351110,Sabrina Mousum,Mousum,Sabrina,0000-0001-8512-4739,A5078351110,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5078471246,Jackie Bosch,Bosch,Jackie,0000-0001-6292-4207,A5078471246,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5078486897,Solomon Weldegebreal Asgedom,Asgedom,Solomon Weldegebreal,0000-0003-0804-3307,A5078486897,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5078510482,Anle Shen,Shen,Anle,,A5078510482,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2021,2025
person:openalex:A5078763633,Catherine S. Choong,Choong,Catherine S.,0000-0002-3982-271x,A5078763633,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2024
person:openalex:A5078816855,Espen Walderhaug,Walderhaug,Espen,0000-0002-0115-9596,A5078816855,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5078835349,Saskia le Cessie,le Cessie,Saskia,0000-0003-2154-4923,A5078835349,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5078888395,Álvaro Avezum,Avezum,Alvaro,0000-0002-3073-6890,A5078888395,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5078919477,Shenaz Ahmed,Ahmed,Shenaz,0000-0003-4212-0388,A5078919477,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5078999728,Nora Isberner,Isberner,Nora,0000-0001-7217-9191,A5078999728,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5079012811,Anouk S. Huberts,Huberts,Anouk S,0000-0002-1716-9123,A5079012811,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5079035943,Ed F. van Beeck,van Beeck,Ed F,,A5079035943,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2017,2017
person:openalex:A5079118485,Robbin H. Ophuis,Ophuis,Robbin H.,0000-0001-5416-042x,A5079118485,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5079399532,J Chang,Chang,Jen-Yu Amy,0000-0001-6660-5246,A5079399532,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2018,2024
person:openalex:A5079445531,Stacey Rand,Rand,Stacey,0000-0001-9071-2842,A5079445531,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2021,2022
person:openalex:A5079485374,Marjan Arvandi,Arvandi,Marjan,0000-0002-0976-9479,A5079485374,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5079510935,Anette Friedrichs,Friedrichs,Anette,0000-0002-1014-0360,A5079510935,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5079537178,Kathryn A. Phillips,Phillips,Kathryn A,0000-0003-0822-4968,A5079537178,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5079545906,Robin S. Turpin,Turpin,Robin S.,,A5079545906,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2024,2025
person:openalex:A5079589572,V. D. Sokolova,Sokolova,Valeriia,0000-0001-7335-4852,A5079589572,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2024,2025
person:openalex:A5079737392,Kamran Khan,Khan,Kamran,0000-0002-4322-9695,A5079737392,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5079763600,Madelon B. Bronner,Bronner,Madelon B.,0000-0002-0109-3283,A5079763600,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5079792609,Georgios Kokolakis,KOKOLAKIS,Georgios,0000-0002-8042-7885,A5079792609,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5079793682,Fahd A Al-Muhanna,Al-Muhanna,Fahd A,0000-0003-2169-8391,A5079793682,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5079977786,Ruoyu Zhang,Zhang,Ruoyu,0000-0003-0370-3249,A5079977786,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5080066908,Mihiri Jacintha Silva,Silva,Mihiri,,A5080066908,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5080109628,Sara Olofsson,Olofsson,Sara,0000-0003-2609-2065,A5080109628,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5080189264,Jing Ying Cheng,Cheng,Jing Ying,0000-0003-2598-9989,A5080189264,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5080252318,Lawrence W. Svenson,Svenson,Lawrence W,0000-0002-3391-578x,A5080252318,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5080378534,Joel W. Hay,Hay,Joel W,0000-0002-4467-9997,A5080378534,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2021,2022
person:openalex:A5080527729,Silvia Cañas,Cañas,Silvia,0000-0001-9766-0440,A5080527729,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5080595847,Yong Yi Lee,Lee,Yong Yi,0000-0003-2359-6823,A5080595847,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2023,2024
person:openalex:A5080605646,B. H. M. van der Hooft,van der Hooft,B H M,,A5080605646,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5080634466,Pieter W. Kamphuisen,Kamphuisen,Pieter W,0000-0002-6263-0177,A5080634466,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5080702053,W Hermans-van Ast,Ast,W Hermans-van,,A5080702053,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5080728423,B. E. Groenemeijer,Groenemeijer,B. E.,,A5080728423,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5080818482,Anika Kaczynski,Kaczynski,Anika,,A5080818482,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2017,2017
person:openalex:A5080865059,Lisa K. Sharp,Sharp,Lisa K.,0000-0002-7809-9042,A5080865059,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2018,2025
person:openalex:A5080952698,Laura Kelly,Kelly,Laura,,A5080952698,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5080976462,Hareth Al‐Janabi,Al-Janabi,Hareth,0000-0002-3691-8310,A5080976462,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5081076545,Taiwo Gboluwaga Amole,Amole,Taiwo Gboluwaga,0000-0002-3931-2314,A5081076545,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5081091785,Nafthali Hananja Tollenaar,Tollenaar,Nafthali H,0000-0001-9271-5959,A5081091785,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5081215319,Tim Luckett,Luckett,Tim,0000-0001-6121-5409,A5081215319,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5081225457,Marta Murillo,Murillo,Marta,0000-0002-3208-2982,A5081225457,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5081526352,A. N. Alnafie,Alnafie,A. N.,,A5081526352,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5081619394,Regina Melia,Melia,Regina,,A5081619394,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2017,2017
person:openalex:A5081648742,Hein Raat,Raat,Hein,0000-0002-6000-7445,A5081648742,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5081675787,Fanny Kapakasa,Kapakasa,Fanny,,A5081675787,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5081727669,Arne Risa Hole,Hole,Arne Risa,0000-0002-9413-8101,A5081727669,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2014,2019
person:openalex:A5081793373,Shaffinaz Abd Rahman,Rahman,Shaffinaz Abd,,A5081793373,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5081982963,Fareena M. Alladin,Alladin,Fareena M,0000-0002-6732-3838,A5081982963,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5081998419,Michelle Lorimer,Lorimer,Michelle,0000-0003-3785-4395,A5081998419,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5082185641,M. Elizabeth Wilcox,Wilcox,M Elizabeth,0000-0003-0331-5182,A5082185641,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5082190751,Karen Trapani,Trapani,Karen,0000-0002-3257-9147,A5082190751,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2025,2026
person:openalex:A5082238154,Ritika Singh,Singh,Ritika,0000-0001-5039-4835,A5082238154,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5082336359,Minerva Navarro,Navarro,Minerva,,A5082336359,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5082448286,Ashwini De Silva,De Silva,Ashwini,0000-0003-4535-442x,A5082448286,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2024,2025
person:openalex:A5082537307,P. Y. Kopylov,Kopylov,P. Y.,,A5082537307,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5082552831,Avinash Aujayeb,Aujayeb,Avinash,0000-0002-0859-5550,A5082552831,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5082554238,Janet Seeley,Seeley,Janet,0000-0002-0583-5272,A5082554238,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5082570472,Ronald Vei-Meng Lim,Lim,Ronald Vei-Meng,,A5082570472,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5082679849,Daisy Elliott,Elliott,Daisy,0000-0001-8143-9549,A5082679849,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5082703972,Espen Ajo Arnevik,Arnevik,Espen Ajo,0000-0003-1071-0017,A5082703972,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2020,2020
person:openalex:A5082981461,Marie-Claude Couture,Couture,Marie-Claude,0000-0003-4454-3499,A5082981461,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5082999537,Lisa M. Lix,Lix,Lisa,0000-0001-8685-3212,A5082999537,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5083020282,Niphon Chirapapaisan,Chirapapaisan,Niphon,0000-0002-4321-0142,A5083020282,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5083125605,Sireedhorn Kurathong,Kurathong,Sireedhorn,0000-0001-9637-0695,A5083125605,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5083131109,Seher Korkmaz,Korkmaz,Seher,,A5083131109,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2023
person:openalex:A5083171832,Merit Maas,Maas,Merit,,A5083171832,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5083175659,Martin Howell,Howell,Martin,0000-0001-9740-712x,A5083175659,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5083221850,Steven J. Bowe,Bowe,Steven J.,0000-0003-3813-842x,A5083221850,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5083342500,Jonathan L. Nazari,Nazari,Jonathan L.,,A5083342500,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2022,2026
person:openalex:A5083350920,Will Ho Gi Cheng,Cheng,Will Ho Gi,0000-0002-0388-3860,A5083350920,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5083390736,Wendy J. Ungar,Ungar,Wendy J,0000-0002-0762-0101,A5083390736,PERSON,NEW_EXTERNAL_IDENTITY,0,0,3,2021,2024
person:openalex:A5083477903,Natalie Carvalho,Carvalho,Natalie,0000-0002-5599-2209,A5083477903,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5083535676,Weidong Huang,Huang,Weidong,0000-0003-2798-4735,A5083535676,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
person:openalex:A5083624887,Giulia Cavrini,Cavrini,Gulia,0000-0002-9084-3081,A5083624887,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2010,2010
person:openalex:A5083657882,Philip Haywood,Haywood,Phil,0000-0001-5031-8648,A5083657882,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5083680323,Dixon Chibanda,Chibanda,Dixon,0000-0003-2505-8607,A5083680323,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5083694677,Carlos Ferrando,Ferrando,Carlos,0000-0002-1907-5323,A5083694677,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5083735664,Marjorie Wharton,Wharton,Marjorie,,A5083735664,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5083810753,Francesco Malandrini,Malandrini,Francesco,0000-0002-0245-9849,A5083810753,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5083830744,Michael Drummond,Drummond,Michael,0000-0002-6968-4610,A5083830744,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2016,2016
person:openalex:A5083934289,Rachel M.A. ter Bekke,ter Bekke,R M A,0000-0003-4278-0132,A5083934289,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5083951614,Gemma Vilagut,Vilagut,G,0000-0002-3714-226x,A5083951614,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2018,2018
person:openalex:A5083993471,Sauharda Rai,Rai,Sauharda,0000-0002-9393-1466,A5083993471,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5084004616,Osvaldo Ulises Garay,Garay,Osvaldo Ulises,,A5084004616,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2015,2015
person:openalex:A5084029512,Irene Salvi,Salvi,Irene,0009-0009-0646-5064,A5084029512,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5084077544,Margaret Ogden,Ogden,Margaret,0000-0002-4611-5095,A5084077544,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2022,2022
person:openalex:A5084123726,Emily Lancsar,Lancsar,Emily,0000-0003-2404-6735,A5084123726,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5084145848,M T H M Henkens,Henkens,M T H M,,A5084145848,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2021,2022
person:openalex:A5084325100,Per Tynelius,Tynelius,Per,0000-0001-8155-7406,A5084325100,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5084500796,Richard De Abreu Lourenço,Lourenço,Richard De Abreu,0000-0002-5978-8774,A5084500796,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2019,2019
person:openalex:A5084561608,Susanne van Santen,van Santen,Susanne,,A5084561608,PERSON,NEW_EXTERNAL_IDENTITY,0,0,5,2022,2026
person:openalex:A5084630266,Matthew Crocker,Crocker,Matthew,0000-0002-6207-7850,A5084630266,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2023,2024
person:openalex:A5084784705,H. A. M. van Kesteren,Kesteren,H. A. M. van,,A5084784705,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5084820846,Ruth E. Hubbard,Hubbard,Ruth E,0000-0002-8688-5836,A5084820846,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5084893260,Rongjia Sun,Sun,Rongjia,,A5084893260,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
person:openalex:A5085064498,K. de Ligt,Ligt,K. de,,A5085064498,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2026,2026
person:openalex:A5085151864,M. W. J. van Hessen,Hessen,M. W. J. van,,A5085151864,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5085177207,Cristina Gutiérrez-Delgado,Gutierrez-Delgado,Cristina,,A5085177207,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5085335754,Marina‐Selini Katsaiti,Katsaiti,Marina-Selini,0000-0003-3645-6723,A5085335754,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2015,2017
person:openalex:A5085348599,Nathan S. McClure,McClure,Nathan S.,0000-0003-2273-1245,A5085348599,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2018,2024
person:openalex:A5085748280,Nicolle Hua,Hua,Nicolle,0009-0007-9472-901x,A5085748280,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5085833113,Amein K. Al‐Ali,Al‐Ali,Amein K.,0000-0002-0673-3534,A5085833113,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5085936108,Sara Cazorla-Rivero,Cazorla-Rivero,Sara,0000-0001-5481-7807,A5085936108,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2023,2023
person:openalex:A5085966892,Ericson L. Gutiérrez,Gutiérrez,Ericson L.,0000-0003-4725-6284,A5085966892,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5086185930,Yash J. Jalundhwala,Jalundhwala,Yash J.,0000-0001-9748-7203,A5086185930,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2018,2018
person:openalex:A5086268973,Shreya Chatterjee,Chatterjee,Shreya,0000-0001-5541-5930,A5086268973,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5086290664,Ileana Gabriela Niculescu-Aron,Niculescu-Aron,Ileana Gabriela,0000-0003-2902-1641,A5086290664,PERSON,NEW_EXTERNAL_IDENTITY,0,0,4,2019,2023
person:openalex:A5086347511,Franka Mühlichen,Mühlichen,Franka,,A5086347511,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2024,2024
person:openalex:A5086352962,Verônica Souza Santos,Santos,Verônica Souza,0000-0002-1433-818x,A5086352962,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2024,2025
person:openalex:A5086377750,Sebastian Dolff,Dolff,Sebastian,0000-0001-5549-1706,A5086377750,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2021,2021
person:openalex:A5086408535,Ante Karoglan,KAROGLAN,Ante,0000-0002-6100-5927,A5086408535,PERSON,NEW_EXTERNAL_IDENTITY,0,0,1,2025,2025
person:openalex:A5086411644,Paul M. Schneider,Schneider,Paul M.,0000-0003-2776-4441,A5086411644,PERSON,NEW_EXTERNAL_IDENTITY,0,0,2,2022,2023
