finding_id,ordinal,publication_id,doi,publication_year,outcome,reported_value,unit,denominator,time,subgroup,comparator,direction,uncertainty
Pd630b7208f52:F2,3,doi:10.1007/s11136-011-9903-x,10.1007/s11136-011-9903-x,2011,Median severity rating (0-100) of each candidate label by dimension and country,82 to 88,0-100 severity rating (median),,,'Severe'/'graves' on the functional dimensions,,,
Pd6468420d903:F1,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,approximately 70,percent,respondents,,combined sample,all instruments,,
Pd6468420d903:F2,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,17.9,percent,respondents,,combined sample,EQ-5D-Y-3L best possible health state,ceiling effect,
Pd6468420d903:F3,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,1 of 28,known-group comparisons,,,combined sample,difference among four main instruments,nearly equal performance,
Pd6468420d903:F4,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,0.62-0.73,Spearman rho,,baseline,combined sample,intercorrelations among four main HRQoL instruments,strong positive correlations,all p<0.001
Pd6468420d903:F5,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,0.26-0.39,standardized response mean,,baseline to approximately 4 weeks,combined sample,improvement analyses,small improvement effects,
Pd6468420d903:F6,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,0.60,intraclass correlation coefficient,,approximately 4 weeks,combined sample,CHU9D,highest combined-sample reliability estimate,95% CI 0.47-0.70
Pd6468420d903:F6,2,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,0.59,intraclass correlation coefficient,,approximately 4 weeks,combined sample,PedsQL,,
Pd6468420d903:F6,3,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,0.57,intraclass correlation coefficient,,approximately 4 weeks,combined sample,EQ-5D-Y-3L,,
Pd6468420d903:F6,4,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,0.55,intraclass correlation coefficient,,approximately 4 weeks,combined sample,EQ-5D-Y-5L,lowest combined-sample reliability estimate,
Pd6468420d903:F7,1,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,85.5,percent overall performance score,,,combined sample and eligible subgroups,CHU9D,highest,
Pd6468420d903:F7,2,doi:10.1007/s40273-024-01354-2,10.1007/s40273-024-01354-2,2024,,81.9,percent overall performance score,,,combined sample and eligible subgroups,PedsQL,second highest,
Pd69df5f71f18:finding_pilot,1,doi:10.1016/j.jval.2023.06.004,10.1016/j.jval.2023.06.004,2023,,5,parents,5 pilot parents,Follow-up pilot,Original focus-group participants who consented to follow-up,,All considered examples appropriate and relevant,
Pd6a34363a6ce:F1,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Range of scale of each value set,1.573,,,,US 5L value set,,Broadest range,
Pd6a34363a6ce:F1,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Range of scale of each value set,1.109,,,,US 3L value set and 5L>3L crosswalk,,,
Pd6a34363a6ce:F2,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Number and percent of health states valued worse than dead,620 (19.8%),health states,3125 health states,,US 5L value set,,,
Pd6a34363a6ce:F2,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Number and percent of health states valued worse than dead,10 (4.1%),health states,243 health states,,US 3L value set,,,
Pd6a34363a6ce:F2,3,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Number and percent of health states valued worse than dead,39 (1.2%),health states,3125 health states,,Crosswalk,,,
Pd6a34363a6ce:F3,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Mean single dimension-level utility transition and utility gap between 11111 and the next best state,0.061 (SD 0.017),utility,,,Crosswalk mean single-level transition,,Smallest,
Pd6a34363a6ce:F3,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Mean single dimension-level utility transition and utility gap between 11111 and the next best state,0.078 (SD 0.014),utility,,,US 5L mean single-level transition,,,
Pd6a34363a6ce:F3,3,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Mean single dimension-level utility transition and utility gap between 11111 and the next best state,0.111 (SD 0.029),utility,,,US 3L mean single-level transition,,Largest,
Pd6a34363a6ce:F3,4,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Mean single dimension-level utility transition and utility gap between 11111 and the next best state,0.057 vs 0.112 vs 0.140,utility,,,"Utility difference between 11111 and next best state for 5L, crosswalk and 3L",,,
Pd6a34363a6ce:F5,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Discriminative ability / relative statistical efficiency (ratio of ANOVA F-statistics),1.111,F-statistic ratio,,,"General health, US valuation data",Crosswalk,5L more efficient,95% CI 0.989-1.240
Pd6a34363a6ce:F5,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Discriminative ability / relative statistical efficiency (ratio of ANOVA F-statistics),1.102,F-statistic ratio,,,"General health, US valuation data",US 3L,5L more efficient,95% CI 0.861-1.383
Pd6a34363a6ce:F5,3,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Discriminative ability / relative statistical efficiency (ratio of ANOVA F-statistics),1.050-1.430,F-statistic ratio,,,Across EQ VAS categories in both datasets,3L and crosswalk,5L most discriminative,
Pd6a34363a6ce:F6,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Discriminative ability / relative statistical efficiency (ratio of ANOVA F-statistics),0.981; 0.935; 0.962,F-statistic ratio,,,Diabetes; rheumatoid arthritis/arthritis; stroke,Crosswalk,Crosswalk more discriminative than 5L,
Pd6a34363a6ce:F6,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Discriminative ability / relative statistical efficiency (ratio of ANOVA F-statistics),1.077-1.513,F-statistic ratio,,,Other disease groups,3L and crosswalk,5L more efficient,
Pd6a34363a6ce:F7,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Responsiveness of value sets across the EQ VAS spectrum (simulation-based),0.749 (95% CI 0.732-0.764) to 0.876 (95% CI 0.866-0.885),utility,,,"US valuation data, simulated 5L mean utility across EQ VAS",,,95% CI
Pd6a34363a6ce:F7,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Responsiveness of value sets across the EQ VAS spectrum (simulation-based),0.489 (95% CI 0.465-0.512) to 0.734 (95% CI 0.716-0.750),utility,,,"Parallel fielding data, simulated 5L mean utility across EQ VAS",,,95% CI
Pd6a34363a6ce:F8,1,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Responsiveness of value sets across the EQ VAS spectrum (simulation-based),0.630 (95% CI 0.616-0.645) to 0.783 (95% CI 0.771-0.793),utility,,,"Parallel fielding data, simulated crosswalk mean utility",,,95% CI
Pd6a34363a6ce:F8,2,doi:10.1186/s12955-022-02031-8,10.1186/s12955-022-02031-8,2022,Responsiveness of value sets across the EQ VAS spectrum (simulation-based),0.625 (95% CI 0.609-0.641) to 0.784 (95% CI 0.772-0.795),utility,,,"Parallel fielding data, simulated US 3L mean utility",,,95% CI
Pd6b0c34247d2:finding_correlations,1,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,0.71,Spearman correlation coefficient,,,self-report,EQ-5D-Y-5L pain item versus CHU9D pain item,positive,
Pd6b0c34247d2:finding_correlations,2,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,0.77,Spearman correlation coefficient,,,proxy report,EQ-5D-Y-5L pain item versus CHU9D pain item,positive,
Pd6b0c34247d2:finding_proxy_age,1,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,5,items with changed domain loading,,,proxy reports for children aged 7–18 years,proxy model for children aged 5–18 years,different loading assignment,
Pd6b0c34247d2:finding_proxy_structure,1,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,6,factors,604 proxy reports,,children aged 5–18 years,,,Kaiser criterion and parallel analysis agreed
Pd6b0c34247d2:finding_proxy_structure,2,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,86.30,percent variance explained,604 proxy reports,,children aged 5–18 years,,explained,
Pd6b0c34247d2:finding_self_structure,1,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,7,factors,1124 self-reports,,children aged 7–18 years,,,Kaiser criterion and parallel analysis agreed
Pd6b0c34247d2:finding_self_structure,2,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,91.09,percent variance explained,1124 self-reports,,children aged 7–18 years,,explained,
Pd6b0c34247d2:finding_suitability,1,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,0.951,KMO statistic,,,self-report,,high suitability,
Pd6b0c34247d2:finding_suitability,2,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,0.937,KMO statistic,,,proxy report,,high suitability,
Pd6b0c34247d2:finding_suitability,3,doi:10.1007/s40273-024-01382-y,10.1007/s40273-024-01382-y,2024,,<0.001,p-value,,,self-report and proxy report,Bartlett's test of sphericity,statistically significant,
Pd79e2191e0da:F1,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,4391.54,chi-square (confirmatory),1600 confirmatory pairs,Confirmatory survey,Discreetly Charming Econometricians,Range across eight teams 4391.54 to 8028.86,Lowest (best),
Pd79e2191e0da:F1,2,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,0.87,Lin concordance rho,,Confirmatory survey,Discreetly Charming Econometricians,Other teams 0.77 to 0.85,Highest,
Pd79e2191e0da:F1,3,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,8.38,% of pairs with prediction rejected at P<0.01,Confirmatory pairs,Confirmatory survey,Discreetly Charming Econometricians,Other teams 10.25% to 18.44%,Lowest,
Pd79e2191e0da:F1,4,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,908.78,chi-square (exploratory),1560 exploratory pairs,Exploratory survey,Discreetly Charming Econometricians,Range across eight teams 908.78 to 5587.42,Lowest,
Pd79e2191e0da:F1,5,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,"30 parameters in total (8 in the dead-pair linear model, 22 in the Cauchy model for other pairs)",model parameters,,,Winning model specification,,,
Pd79e2191e0da:F2,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,93.1%,"proportion of 10,000 bootstrap samples in which the model won","10,000 bootstrap samples",Confirmatory,Discreetly Charming Econometricians,Next best 3.6% (Basta!),,95% CI for bootstrapped chi-square 6628.23-8103.47
Pd79e2191e0da:F2,2,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,4622.04,chi-square (confirmatory),,Confirmatory,Average of the eight team models,Winning team 4391.54,Better than any individual team except the winner,
Pd79e2191e0da:F2,3,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,1831.93,mean bootstrapped chi-square,,Confirmatory,Perfect model using actual sample proportions,,Lower bound achievable given stochastic noise (about 1800),95% CI 1668.17-2015.20
Pd79e2191e0da:F3,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,3.30 versus 2.42,reduced chi-square (years versus weeks),,Confirmatory,Discreetly Charming Econometricians,Seven of eight teams had most difficulty with years and least with weeks,Worse for years,
Pd79e2191e0da:F3,2,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,5.13,reduced chi-square for immediate-death pairs,,Confirmatory,Discreetly Charming Econometricians,Higher than its reduced chi-square for all other pair types,Room for improvement,
Pd79e2191e0da:F4,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Predictive validity of team predictions measured by chi-square against confirmatory sample proportions,7292.12,chi-square (confirmatory),,Confirmatory,"Super Stochastic Fantastic (logit specification, 224 parameters)",Winning Cauchy model 4391.54,Worse,
Pd79e2191e0da:F5,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Respondent response behaviour and lexicographic preference patterns,0.34% exploratory versus 0.48% confirmatory,always left or always right,4074 and 4148 respondents,,,,,P = 0.33
Pd79e2191e0da:F5,2,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Respondent response behaviour and lexicographic preference patterns,0.69% exploratory versus 1.66% confirmatory,always shorter life span,4074 and 4148 respondents,,,,,P < 0.01
Pd79e2191e0da:F5,3,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Respondent response behaviour and lexicographic preference patterns,4.17% exploratory versus 6.46% confirmatory,always longer life span,4074 and 4148 respondents,,,,,P < 0.01
Pd79e2191e0da:F6,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Respondent descriptions of the survey experience,90%,reporting sometimes or often true,All respondents,,"""Interesting, thought-provoking, and eye-opening""",,,
Pd79e2191e0da:F6,2,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,Respondent descriptions of the survey experience,78%,reporting sometimes or often true,All respondents,,"""Challenging, tricky, tough, and difficult""",,,
Pd79e2191e0da:F7,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,,8 of 18 teams submitted predictions,teams,18 registered teams,July 2016,,,,
Pd79e2191e0da:F8,1,doi:10.1016/j.jval.2017.09.016,10.1016/j.jval.2017.09.016,2017,,57.17% female among dropouts versus about 50% among completers,percent,990 dropouts,,Dropout versus complete,,,P < 0.01
Pd85974f8308b:FN1,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,84%,percent of respondents,"15,292 respondents",,Windows PC users,,,
Pd85974f8308b:FN1,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,10%,percent of respondents,"15,292 respondents",,Apple computer users,,,
Pd85974f8308b:FN1,3,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,4%,percent of respondents,"15,292 respondents",,Tablet users,,,
Pd85974f8308b:FN1,4,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,2%,percent of respondents,"15,292 respondents",,Cell phone users,,,
Pd85974f8308b:FN10,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,0.807,utility value on the QALY scale,,,"EQ-5D-5L health state 33333, entire Competition Survey sample",,,
Pd85974f8308b:FN10,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,-0.403,pits state value on the QALY scale,,,"EQ-5D-5L health state 55555, entire Competition Survey sample",,,
Pd85974f8308b:FN2,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,50.2% aged 18-34 years,percent,329 cell phone respondents,,Cell phone users,Windows PC users (26.5% aged 18-34),Younger,p < 0.001
Pd85974f8308b:FN2,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,42.6% aged 55 years and older,percent,639 tablet respondents,,Tablet users,Cell phone users (11.2%),Older,p < 0.001
Pd85974f8308b:FN3,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,more than 90 extra seconds,seconds,,,Cell phone users,Computer respondents,Longer,p < 0.001
Pd85974f8308b:FN3,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,30 to 50 extra seconds,seconds,,,Tablet users,Computer respondents,Longer,Significant
Pd85974f8308b:FN4,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,77.59% completion,percent,232 mobile respondents in the Competition Survey,,"Cell phone users, Competition Survey",Windows PC users (88.31%),Higher dropout,p = 0.01
Pd85974f8308b:FN4,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,70.67% completion,percent,341 tablet respondents in the TDL Survey,,"Tablet users, TDL Survey",Windows PC users (78.95%),Higher dropout,
Pd85974f8308b:FN5,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,73.7% completion,percent,114 cell phone respondents on a cellular connection,,Cell phone users on a cellular connection,Cell phone users on a residential connection (81.8%),Higher dropout,p = 0.16 in the adjusted logit model
Pd85974f8308b:FN7,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,p = 0.33,p value,,,Cell phone respondents,Matched computer sample,Less consistent but not significant,
Pd85974f8308b:FN7,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,p = 0.91,p value,,,Tablet respondents,Matched computer sample,No difference,
Pd85974f8308b:FN7,3,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,p = 0.37,p value,,,Cell phone respondents on a cellular connection,Cell phone respondents on a residential connection,More consistent but not significant,
Pd85974f8308b:FN8,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,2.24,mean number of logical inconsistencies,3920 TDL Survey respondents,,All respondents,,,
Pd85974f8308b:FN8,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,2.71,mean number of logical inconsistencies,TDL respondents who traded at least once,,Respondents excluding lexicographic preferences,,,
Pd85974f8308b:FN8,3,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,57%,percent of respondents,3920 TDL Survey respondents,,Respondents with no logical inconsistency,,,
Pd85974f8308b:FN8,4,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,0.245 (0.127),negative binomial II coefficient (standard error),,,"Tablet users, willingness-to-trade sample",Windows PC users,More inconsistencies,p < 0.1
Pd85974f8308b:FN9,1,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,p = 0.96,joint Wald test p value,,,Cell phone respondents,Matched computer control group,No difference,
Pd85974f8308b:FN9,2,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,p = 0.52,joint Wald test p value,,,Tablet respondents,Matched computer control group,No difference,
Pd85974f8308b:FN9,3,doi:10.1007/s40271-019-00380-z,10.1007/s40271-019-00380-z,2019,,less than 0.06,mean utility difference on the QALY scale,All 3125 EQ-5D-5L health states,,Matched tablet and cell phone samples,Matched computer control groups,Small,
Pd871eba8f795:finding_cognition_scores,1,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.786 versus 0.759,mean utility score,22 versus 41 residents,,No impairment versus mild-to-moderate impairment; self-report,,Lower with impairment,p = 0.62
Pd871eba8f795:finding_cognition_scores,2,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.715 versus 0.640,mean utility score,22 versus 41 proxies,,No impairment versus mild-to-moderate impairment; proxy-proxy,,Lower with impairment,p = 0.16
Pd871eba8f795:finding_cognition_scores,3,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.679 versus 0.623,mean utility score,22 versus 41 proxies,,No impairment versus mild-to-moderate impairment; proxy-person,,Lower with impairment,p = 0.41
Pd871eba8f795:finding_score_difference,1,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.768,mean utility score,63 residents,,"Full sample, resident self-report",Proxy-proxy mean 0.666 and proxy-person mean 0.642,Higher,SD 0.23
Pd871eba8f795:finding_score_difference,2,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.666,mean utility score,63 proxies,,"Full sample, proxy-proxy perspective",Resident self-report mean 0.768,Lower,SD 0.25
Pd871eba8f795:finding_score_difference,3,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.642,mean utility score,63 proxies,,"Full sample, proxy-person perspective",Resident self-report mean 0.768,Lower,SD 0.27
Pd871eba8f795:finding_utility_agreement,1,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.507,concordance correlation coefficient,63 dyads,,"Full sample, self-report versus proxy-proxy",Self-report versus proxy-person CCC 0.557,Lower agreement,95% CI 0.33 to 0.68
Pd871eba8f795:finding_utility_agreement,2,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.557,concordance correlation coefficient,63 dyads,,"Full sample, self-report versus proxy-person",Self-report versus proxy-proxy CCC 0.507,Higher agreement,95% CI 0.40 to 0.71
Pd871eba8f795:finding_utility_agreement,3,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.466 versus 0.537,concordance correlation coefficient,22 dyads,,No cognitive impairment; proxy-proxy versus proxy-person,,Higher for proxy-person,95% CIs 0.14 to 0.80 and 0.25 to 0.82
Pd871eba8f795:finding_utility_agreement,4,doi:10.1186/s41687-024-00705-z,10.1186/s41687-024-00705-z,2024,,0.523 versus 0.563,concordance correlation coefficient,41 dyads,,Mild-to-moderate cognitive impairment; proxy-proxy versus proxy-person,,Higher for proxy-person,95% CIs 0.32 to 0.73 and 0.39 to 0.75
Pd973a2060b41:F1,1,Pd973a2060b41,,2020,,170,participants,,Stage 3 face validity interviews,All six countries,,,
Pd973a2060b41:F2,1,Pd973a2060b41,,2020,,30,participants,,Stage 3 face validity interviews,China,,,
Pd973a2060b41:F2,2,Pd973a2060b41,,2020,,5,items,draft candidate items,Stage 3 face validity interviews,China,,needed major modification or to be dropped,
Pd988aa68ef3e:find_agreement,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,0.68,Gwet agreement coefficient,592 adolescents,,"South Africa, mental-health dimension",EQ-5D-Y-3L versus EQ-5D-3L,good agreement,95% interval 0.63–0.73
Pd988aa68ef3e:find_ceiling,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,60.4%,no-problem responses,298 adolescents with a health condition,,"South Africa, youth mental-health dimension",70.8% for EQ-5D-3L adult mental-health dimension,lower ceiling,Chi-square=7.15; p=0.007
Pd988aa68ef3e:find_ceiling,2,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,60.4%,no-problem responses,298 adolescents with a health condition,,"South Africa, youth mental-health dimension",69.8% for EQ-5D-5L adult mental-health dimension,lower ceiling,Chi-square=5.79; p=0.016
Pd988aa68ef3e:find_ceiling,3,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,37.2%,11111 health states,298 adolescents with a health condition,,"South Africa, EQ-5D-Y-3L",45.3% for EQ-5D-5L,lower ceiling,Chi-square=3.99; p=0.046
Pd988aa68ef3e:find_ceiling,4,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,43.4%,11111 health states,Ethiopian adolescents with a health condition,,"Ethiopia, EQ-5D-Y-5L",42.3% for EQ-5D-5L,similar,Not statistically significant
Pd988aa68ef3e:find_info,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,0.11,difference in Shannon H',592 adolescents,,"South Africa, pain/discomfort",EQ-5D-Y-3L versus EQ-5D-3L,higher for youth version,
Pd988aa68ef3e:find_info,2,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,0.04,difference in Shannon H',592 adolescents,,"South Africa, mental health",EQ-5D-Y-3L versus EQ-5D-3L,higher for youth version,
Pd988aa68ef3e:find_info,3,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,0.05–0.09,difference in Shannon H',693 adolescents,,"Ethiopia, all five dimensions",EQ-5D-Y-5L versus EQ-5D-5L,higher for youth version,
Pd988aa68ef3e:find_lss,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,6.4,mean level sum score,592 adolescents,,"South Africa, EQ-5D-Y-3L",6.3 for EQ-5D-3L,higher,Wilcoxon signed-rank test p<0.05
Pd988aa68ef3e:find_lss,2,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,7.0,mean level sum score,693 adolescents,,"Ethiopia, EQ-5D-Y-5L",6.8 for EQ-5D-5L,higher,Wilcoxon signed-rank test p<0.05
Pd988aa68ef3e:find_preference,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,40.0%,participants,592 adolescents,,"South Africa, preferred dimension descriptors",24.8% preferred EQ-5D-3L; 33.4% had no preference,favored EQ-5D-Y-3L,
Pd988aa68ef3e:find_preference,2,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,51.2%,participants,693 adolescents,,"Ethiopia, preferred dimension descriptors",26.4% preferred EQ-5D-5L; 17.2% had no preference,favored EQ-5D-Y-5L,
Pd988aa68ef3e:find_preference,3,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,53.8%,participants,693 adolescents,,"Ethiopia, preferred response options",23.4% preferred EQ-5D-5L; 17.0% had no preference,favored EQ-5D-Y-5L,
Pd988aa68ef3e:find_redistribution,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,13%,participants,592 adolescents,,South Africa,Some mental-health problems on EQ-5D-Y-3L versus no problems on EQ-5D-3L,more problems on youth version,n=75
Pd988aa68ef3e:find_redistribution,2,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,11%,participants,592 adolescents,,South Africa,Some mental-health problems on EQ-5D-Y-3L versus no problems on EQ-5D-5L,more problems on youth version,n=67
Pd988aa68ef3e:find_redistribution,3,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,4%,participants,693 adolescents,,Ethiopia,A little mental-health problem on EQ-5D-Y-5L versus no problem on EQ-5D-5L,more problems on youth version,n=30
Pd988aa68ef3e:find_unique,1,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,64,unique health states,592 adolescents,,"South Africa, EQ-5D-3L",61 with EQ-5D-Y-3L,higher,Chi-square=0.097; p=0.755
Pd988aa68ef3e:find_unique,2,doi:10.1186/s41687-024-00770-4,10.1186/s41687-024-00770-4,2024,,133,unique health states,693 adolescents,,"Ethiopia, EQ-5D-Y-5L",120 with EQ-5D-5L,higher,Chi-square=0.696; p=0.040
Pd9ca6937af59:find_ceiling,1,doi:10.1016/j.jval.2025.04.2160,10.1016/j.jval.2025.04.2160,2025,Instrument-level and item-level floor and ceiling effects,2.62,percent,"1,220 respondents",,EQ-HWB,,ceiling,
Pd9ca6937af59:find_ceiling,2,doi:10.1016/j.jval.2025.04.2160,10.1016/j.jval.2025.04.2160,2025,Instrument-level and item-level floor and ceiling effects,6.64,percent,"1,220 respondents",,EQ-HWB-S,,ceiling,
Pd9ca6937af59:find_ceiling,3,doi:10.1016/j.jval.2025.04.2160,10.1016/j.jval.2025.04.2160,2025,Instrument-level and item-level floor and ceiling effects,22.54,percent,"1,220 respondents",,EQ-5D-5L,,ceiling,
